# Weather station Raisen, India, WMO_ID=42672,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42672&lang=en
#
"Local time in Raisen";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.05.2016 08:30";"33.6";"717.9";"754.0";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.8";"";"";"";"";"";"";
"30.04.2016 17:30";"40.2";"715.4";"750.5";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.2";"";"";"";"";"";"";
"30.04.2016 08:30";"32.8";"718.0";"754.2";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.1";"";"";"";"";"";"";
"29.04.2016 17:30";"40.0";"715.4";"750.6";"";"27";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.9";"";"";"";"";"";"";
"29.04.2016 08:30";"33.6";"718.0";"754.1";"";"32";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.9";"";"";"";"";"";"";
"28.04.2016 17:30";"38.0";"714.7";"750.1";"";"24";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"28.04.2016 08:30";"30.2";"718.0";"754.5";"";"36";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.6";"";"";"";"";"";"";
"27.04.2016 17:30";"37.4";"714.6";"750.0";"";"28";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.7";"";"";"";"";"";"";
"27.04.2016 08:30";"32.0";"719.0";"755.3";"";"36";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.2";"";"";"";"";"";"";
"26.04.2016 17:30";"37.2";"714.2";"749.6";"";"26";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"38.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.9";"";"";"";"";"";"";
"26.04.2016 08:30";"33.0";"718.3";"754.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"25.04.2016 17:30";"36.2";"714.0";"749.5";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.8";"";"";"";"";"";"";
"25.04.2016 08:30";"31.2";"716.0";"752.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"24.04.2016 17:30";"37.2";"714.2";"749.6";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.0";"";"";"";"";"";"";
"24.04.2016 08:30";"31.0";"716.2";"752.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"23.04.2016 17:30";"39.8";"714.8";"750.0";"";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"23.04.2016 08:30";"30.6";"716.5";"752.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"22.04.2016 17:30";"40.2";"714.8";"749.9";"";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"22.04.2016 08:30";"32.0";"717.8";"754.0";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"21.04.2016 17:30";"40.0";"714.9";"750.1";"";"20";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"21.04.2016 08:30";"32.0";"718.0";"754.3";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"20.04.2016 17:30";"39.4";"714.6";"749.8";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"20.04.2016 08:30";"31.4";"719.5";"755.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"19.04.2016 08:30";"31.0";"719.0";"755.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"18.04.2016 08:30";"31.0";"718.8";"755.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"17.04.2016 17:30";"38.6";"714.7";"750.0";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"17.04.2016 08:30";"31.0";"717.7";"754.1";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.9";"";"";"";"";"";"";
"16.04.2016 17:30";"38.2";"714.7";"750.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"16.04.2016 08:30";"32.6";"717.5";"753.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"15.04.2016 17:30";"38.6";"714.8";"750.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"15.04.2016 08:30";"32.0";"718.3";"754.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"14.04.2016 17:30";"38.2";"715.0";"750.4";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"14.04.2016 08:30";"29.2";"718.9";"755.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"13.04.2016 17:30";"38.0";"715.9";"751.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"13.04.2016 08:30";"29.0";"718.5";"755.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"12.04.2016 17:30";"38.2";"717.3";"752.8";"";"40";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"12.04.2016 08:30";"29.2";"719.4";"756.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"11.04.2016 17:30";"38.0";"717.0";"752.5";"";"40";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"11.04.2016 08:30";"30.6";"720.0";"756.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"716.3";"751.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"10.04.2016 08:30";"31.0";"720.8";"757.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"09.04.2016 17:30";"37.8";"717.3";"752.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"09.04.2016 08:30";"29.0";"719.6";"756.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"08.04.2016 17:30";"36.4";"717.2";"752.9";"";"26";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"08.04.2016 08:30";"28.6";"720.1";"756.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"07.04.2016 17:30";"37.2";"717.5";"753.1";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"07.04.2016 08:30";"27.8";"720.2";"757.1";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.8";"";"";"";"";"";"";
"06.04.2016 17:30";"37.6";"718.6";"754.2";"";"26";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"06.04.2016 08:30";"30.6";"719.5";"756.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"05.04.2016 08:30";"28.4";"719.1";"755.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"04.04.2016 17:30";"38.2";"716.7";"752.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"04.04.2016 08:30";"28.4";"719.3";"756.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"03.04.2016 17:30";"37.8";"717.0";"752.5";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"03.04.2016 08:30";"32.2";"720.6";"757.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"02.04.2016 17:30";"37.0";"717.9";"753.5";"";"40";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"02.04.2016 08:30";"31.4";"720.6";"757.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"01.04.2016 17:30";"36.8";"718.1";"753.8";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"01.04.2016 08:30";"30.0";"721.2";"757.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"31.03.2016 17:30";"36.4";"718.8";"754.6";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.2";"";"";"";"";"";"";
"30.03.2016 17:30";"36.4";"719.1";"754.9";"";"33";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"30.03.2016 08:30";"25.2";"721.9";"759.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"29.03.2016 17:30";"36.2";"718.9";"754.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"29.03.2016 08:30";"25.0";"721.5";"758.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"28.03.2016 08:30";"23.0";"721.2";"758.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"27.03.2016 17:30";"35.6";"719.1";"755.0";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.5";"";"";"";"";"";"";
"27.03.2016 08:30";"26.2";"720.9";"758.0";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"26.03.2016 17:30";"36.0";"719.1";"754.9";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.2";"";"";"";"";"";"";
"26.03.2016 08:30";"25.6";"721.1";"758.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"25.03.2016 17:30";"35.2";"718.7";"754.6";"";"52";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"25.03.2016 08:30";"24.0";"722.2";"759.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"24.03.2016 08:30";"22.0";"721.5";"759.2";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"23.03.2016 17:30";"34.8";"719.2";"755.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"23.03.2016 08:30";"21.6";"720.9";"758.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"22.03.2016 08:30";"22.0";"720.7";"758.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"21.03.2016 17:30";"34.2";"717.9";"753.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"20.03.2016 17:30";"33.8";"718.3";"754.4";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.8";"";"";"";"";"";"";
"20.03.2016 08:30";"27.2";"721.0";"758.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"19.03.2016 17:30";"33.6";"718.5";"754.6";"";"32";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"34.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.5";"";"";"";"";"";"";
"19.03.2016 08:30";"26.2";"720.2";"757.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"18.03.2016 17:30";"32.4";"718.9";"755.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"18.03.2016 08:30";"27.2";"720.8";"757.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"17.03.2016 17:30";"32.0";"719.5";"755.8";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.4";"";"";"";"";"";"";
"17.03.2016 08:30";"21.0";"721.8";"759.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"16.03.2016 17:30";"29.4";"720.3";"757.0";"";"42";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"16.03.2016 08:30";"19.0";"722.7";"760.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"15.03.2016 17:30";"29.0";"720.0";"756.7";"";"41";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.5";"";"";"";"";"";"";
"15.03.2016 08:30";"20.0";"722.9";"760.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"14.03.2016 17:30";"32.4";"718.9";"755.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"14.03.2016 08:30";"21.0";"721.6";"759.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"13.03.2016 08:30";"20.2";"721.5";"759.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"12.03.2016 17:30";"30.0";"719.2";"755.8";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.6";"";"";"";"";"";"";
"12.03.2016 08:30";"23.6";"719.6";"757.0";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.1";"";"";"";"";"";"";
"11.03.2016 17:30";"34.0";"719.4";"755.5";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"11.03.2016 08:30";"20.6";"722.0";"759.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.03.2016 17:30";"32.4";"718.4";"754.6";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.6";"";"";"";"";"";"";
"09.03.2016 17:30";"34.4";"718.9";"754.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"09.03.2016 08:30";"20.8";"720.8";"758.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"08.03.2016 17:30";"31.6";"719.0";"755.3";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"08.03.2016 08:30";"19.2";"721.3";"759.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"07.03.2016 17:30";"31.2";"720.4";"756.9";"";"36";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"06.03.2016 08:30";"19.2";"722.7";"760.8";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.4";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"14.4";"";"";"";"";"";"";
"05.03.2016 08:30";"24.8";"722.5";"759.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"04.03.2016 17:30";"31.4";"721.0";"757.5";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"04.03.2016 08:30";"21.8";"722.9";"760.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"03.03.2016 17:30";"30.2";"721.5";"758.2";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"28.0";"";"";"";"";"";"";
"03.03.2016 08:30";"19.6";"723.6";"761.7";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.6";"";"";"";"";"";"";
"02.03.2016 17:30";"31.6";"721.2";"757.7";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"29.5";"";"";"";"";"";"";
"02.03.2016 08:30";"18.0";"723.9";"762.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"01.03.2016 17:30";"29.0";"721.6";"758.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"01.03.2016 08:30";"18.2";"724.1";"762.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"29.02.2016 17:30";"30.2";"722.1";"758.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"29.02.2016 08:30";"16.8";"725.8";"764.4";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"7.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.8";"";"";"";"";"";"";
"28.02.2016 17:30";"29.0";"723.2";"760.1";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.3";"";"";"";"";"";"";
"28.02.2016 08:30";"16.0";"725.4";"764.1";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"27.02.2016 17:30";"28.6";"722.8";"759.7";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.9";"";"";"";"";"";"";
"27.02.2016 08:30";"14.2";"724.7";"763.6";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.2";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"26.02.2016 17:30";"29.2";"722.6";"759.4";"";"97";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"28.7";"";"";"";"";"";"";
"26.02.2016 08:30";"16.2";"723.9";"762.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"25.02.2016 17:30";"28.6";"721.4";"758.2";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.9";"";"";"";"";"";"";
"25.02.2016 08:30";"14.2";"722.9";"761.7";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"24.02.2016 17:30";"28.8";"721.3";"758.1";"";"91";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.1";"";"";"";"";"";"";
"24.02.2016 08:30";"12.0";"722.4";"761.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.8";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"23.02.2016 17:30";"28.6";"721.4";"758.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"23.02.2016 08:30";"11.8";"723.9";"763.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"22.02.2016 17:30";"26.8";"722.6";"759.7";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"22.02.2016 08:30";"14.6";"724.0";"762.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"21.02.2016 17:30";"30.2";"721.5";"758.2";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.8";"";"";"";"";"";"";
"21.02.2016 08:30";"20.4";"723.2";"761.2";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.4";"";"";"";"";"";"";
"20.02.2016 17:30";"29.8";"721.8";"758.5";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.5";"";"";"";"";"";"";
"20.02.2016 08:30";"19.2";"723.3";"761.5";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"15.1";"";"";"";"";"";"";
"19.02.2016 17:30";"31.4";"722.8";"759.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
