# Weather station Khargone, India, WMO_ID=42849,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42849&lang=en
#
"Local time in Khargone";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.02.2016 08:30";"20.6";"741.5";"763.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"26.02.2016 17:30";"34.4";"737.2";"758.1";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"26.02.2016 08:30";"21.4";"740.0";"761.9";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"25.02.2016 17:30";"33.6";"736.3";"757.3";"";"22";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.9";"";"";"";"";"";"";
"25.02.2016 08:30";"19.2";"738.8";"760.9";"";"48";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"24.02.2016 17:30";"33.4";"735.2";"756.1";"";"23";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"24.02.2016 08:30";"20.4";"738.0";"760.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"23.02.2016 17:30";"32.8";"735.7";"756.7";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"23.02.2016 08:30";"20.6";"739.5";"761.5";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.4";"";"";"";"";"";"";
"22.02.2016 17:30";"32.0";"737.2";"758.3";"";"35";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"33.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"22.02.2016 08:30";"21.6";"740.3";"762.2";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"21.02.2016 17:30";"32.4";"736.6";"757.6";"";"42";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"21.02.2016 08:30";"24.0";"740.0";"761.7";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"20.02.2016 17:30";"31.4";"737.3";"758.4";"";"48";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"34.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"20.02.2016 08:30";"25.0";"740.0";"761.7";"";"64";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.7";"";"";"";"";"";"";
"19.02.2016 17:30";"36.6";"737.1";"757.9";"";"29";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.8";"";"";"";"";"";"";
"19.02.2016 08:30";"22.2";"739.3";"761.2";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"18.02.2016 17:30";"35.6";"736.3";"757.1";"";"25";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"18.02.2016 08:30";"21.6";"739.5";"761.4";"";"58";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"17.02.2016 17:30";"35.0";"736.3";"757.2";"";"26";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"17.02.2016 08:30";"22.0";"740.0";"761.9";"";"71";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"16.02.2016 17:30";"32.4";"736.6";"757.6";"";"41";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"16.02.2016 08:30";"22.4";"739.5";"761.4";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"15.02.2016 17:30";"31.0";"";"";"";"39";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"15.02.2016 08:30";"20.0";"740.5";"762.6";"";"57";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"14.02.2016 17:30";"29.8";"737.1";"758.3";"";"29";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"14.02.2016 08:30";"16.6";"740.7";"763.0";"";"51";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"13.02.2016 17:30";"28.4";"737.0";"758.3";"";"34";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"13.02.2016 08:30";"17.8";"740.6";"762.8";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"12.02.2016 17:30";"29.4";"735.5";"756.7";"";"36";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"12.02.2016 08:30";"20.0";"738.3";"760.3";"";"54";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"11.02.2016 17:30";"31.0";"735.4";"756.5";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"11.02.2016 08:30";"20.2";"737.7";"759.7";"";"44";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"10.02.2016 17:30";"32.4";"734.6";"755.6";"";"30";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"10.02.2016 08:30";"19.4";"738.3";"760.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"09.02.2016 17:30";"31.0";"736.2";"757.3";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"09.02.2016 08:30";"16.6";"740.7";"763.0";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"08.02.2016 17:30";"29.4";"737.7";"759.0";"";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"08.02.2016 08:30";"16.2";"740.4";"762.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"07.02.2016 17:30";"29.0";"737.9";"759.2";"";"31";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"07.02.2016 08:30";"19.0";"740.7";"762.9";"";"58";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"06.02.2016 17:30";"31.6";"734.7";"755.8";"";"34";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"06.02.2016 08:30";"18.4";"736.1";"758.2";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"05.02.2016 17:30";"27.6";"735.3";"756.7";"";"34";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"05.02.2016 08:30";"17.0";"740.1";"762.4";"";"56";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"10.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.0";"";"";"";"";"";"";
"04.02.2016 17:30";"27.4";"737.9";"759.3";"";"36";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"04.02.2016 08:30";"16.0";"741.3";"763.7";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"03.02.2016 17:30";"28.6";"738.6";"760.0";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"03.02.2016 08:30";"17.6";"741.2";"763.5";"";"62";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"02.02.2016 17:30";"30.4";"737.9";"759.1";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"02.02.2016 08:30";"18.4";"740.7";"762.9";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"01.02.2016 17:30";"30.8";"737.6";"758.8";"";"36";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"01.02.2016 08:30";"19.8";"740.3";"762.4";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"31.01.2016 17:30";"31.2";"737.5";"758.7";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"31.01.2016 08:30";"18.8";"740.5";"762.7";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.01.2016 08:30";"17.8";"740.5";"762.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"29.01.2016 17:30";"31.6";"738.4";"759.6";"";"38";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"29.01.2016 08:30";"18.0";"741.3";"763.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"28.01.2016 17:30";"29.6";"737.8";"759.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"28.01.2016 08:30";"19.0";"740.7";"762.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"27.01.2016 17:30";"29.0";"737.1";"758.4";"";"37";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.01.2016 08:30";"14.4";"739.4";"761.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"26.01.2016 17:30";"28.6";"736.5";"757.8";"";"26";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"26.01.2016 08:30";"13.2";"738.8";"761.3";"";"69";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"25.01.2016 17:30";"28.6";"736.8";"758.1";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"25.01.2016 08:30";"14.0";"741.1";"763.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.7";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"24.01.2016 17:30";"27.0";"738.2";"759.7";"";"36";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"24.01.2016 08:30";"11.8";"741.8";"764.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.3";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"23.01.2016 17:30";"26.8";"741.1";"762.7";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.01.2016 08:30";"14.4";"743.7";"766.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"2.0";"7.1";"";"";"";"";"";"";
"22.01.2016 17:30";"23.2";"740.5";"762.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"22.01.2016 08:30";"14.2";"742.5";"765.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.3";"";"";"";"";"";"";"2.0";"6.8";"";"";"";"";"";"";
"21.01.2016 17:30";"23.4";"740.6";"762.4";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"21.01.2016 08:30";"14.6";"743.3";"765.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"1.0";"7.3";"";"";"";"";"";"";
"20.01.2016 17:30";"23.4";"739.0";"760.8";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"20.01.2016 08:30";"15.2";"740.8";"763.3";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"13.0";"";"";"";"";"";"";
"19.01.2016 17:30";"25.8";"736.3";"757.8";"";"33";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"19.01.2016 08:30";"18.4";"";"759.6";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"18.01.2016 17:30";"25.6";"";"755.6";"";"69";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"18.01.2016 08:30";"19.0";"";"759.6";"";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"15.5";"";"";"";"";"";"";
"17.01.2016 17:30";"25.0";"";"757.6";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"26.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"17.01.2016 08:30";"18.4";"";"760.4";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.0";"";"";"";"";"";"";
"16.01.2016 17:30";"24.8";"";"757.4";"";"67";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"26.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"16.01.2016 08:30";"19.0";"";"760.4";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"14.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"14.2";"";"";"";"";"";"";
"15.01.2016 17:30";"29.0";"";"758.3";"";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"15.01.2016 08:30";"18.8";"";"760.4";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"14.01.2016 17:30";"29.4";"";"757.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"14.01.2016 08:30";"16.8";"";"761.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"13.01.2016 17:30";"28.4";"";"757.6";"";"45";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"13.01.2016 08:30";"18.2";"";"761.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"12.01.2016 17:30";"28.6";"";"757.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"13.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"12.01.2016 08:30";"16.6";"";"762.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"11.01.2016 17:30";"28.4";"";"759.6";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"11.01.2016 08:30";"16.6";"";"764.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"10.01.2016 17:30";"28.8";"";"760.3";"";"41";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
