# Weather station Sidhi, India, WMO_ID=42577,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42577&lang=en
#
"Local time in Sidhi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.02.2016 08:30";"17.4";"738.9";"762.4";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"11.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.0";"";"";"";"";"";"";
"25.02.2016 17:30";"29.0";"736.6";"759.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"25.02.2016 08:30";"15.2";"739.0";"762.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"24.02.2016 17:30";"29.2";"736.0";"758.5";"";"16";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.3";"";"";"";"";"";"";
"24.02.2016 08:30";"13.2";"736.8";"760.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"23.02.2016 17:30";"28.4";"735.9";"758.4";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"1.9";"";"";"";"";"";"";
"23.02.2016 08:30";"12.2";"738.2";"762.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"22.02.2016 17:30";"26.6";"736.7";"759.4";"";"19";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.0";"";"";"";"";"";"";
"22.02.2016 08:30";"16.8";"738.9";"762.4";"";"57";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.2";"";"";"";"";"";"";
"21.02.2016 17:30";"28.2";"736.3";"758.8";"";"46";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.5";"";"";"";"";"";"";
"21.02.2016 08:30";"20.4";"737.3";"760.5";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.8";"";"";"";"";"";"";
"20.02.2016 17:30";"30.4";"736.4";"758.8";"";"42";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.0";"";"";"";"";"";"";
"20.02.2016 08:30";"20.2";"738.2";"761.4";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.2";"";"";"";"";"";"";
"19.02.2016 17:30";"31.8";"735.7";"758.0";"";"39";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"18.02.2016 17:30";"30.4";"737.4";"759.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"18.02.2016 08:30";"17.6";"738.9";"762.4";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"17.02.2016 17:30";"29.4";"738.3";"760.8";"";"46";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.7";"";"";"";"";"";"";
"17.02.2016 08:30";"16.2";"740.7";"764.3";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.7";"";"";"";"";"";"";
"16.02.2016 17:30";"23.4";"739.1";"762.1";"";"48";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.7";"";"";"";"";"";"";
"16.02.2016 08:30";"20.2";"739.9";"763.2";"";"59";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.0";"";"";"";"";"";"";
"15.02.2016 17:30";"29.2";"736.9";"759.4";"";"38";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"13.5";"";"";"";"";"";"";
"15.02.2016 08:30";"17.4";"739.9";"763.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"14.02.2016 17:30";"29.4";"736.1";"758.5";"";"33";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.4";"";"";"";"";"";"";
"14.02.2016 08:30";"15.6";"736.8";"760.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"13.02.2016 17:30";"28.2";"735.3";"757.8";"";"39";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"13.02.2016 08:30";"14.8";"737.0";"760.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"12.02.2016 17:30";"26.8";"735.4";"758.0";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"12.02.2016 08:30";"14.0";"737.0";"760.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"11.02.2016 17:30";"27.2";"734.7";"757.3";"";"49";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"11.02.2016 08:30";"14.4";"735.1";"758.7";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.2";"";"";"";"";"";"";
"10.02.2016 17:30";"25.8";"735.5";"758.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"10.02.2016 08:30";"11.8";"740.8";"764.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"09.02.2016 17:30";"24.6";"737.1";"759.9";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"09.02.2016 08:30";"12.6";"738.6";"762.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"08.02.2016 17:30";"24.0";"737.1";"760.0";"";"30";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"5.5";"";"";"";"";"";"";
"08.02.2016 08:30";"16.4";"737.9";"761.4";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"10.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"13.6";"";"";"";"";"";"";
"07.02.2016 17:30";"26.0";"735.8";"758.5";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"17.0";"";"";"";"";"";"";
"07.02.2016 08:30";"13.0";"737.3";"761.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"06.02.2016 17:30";"24.2";"736.2";"759.0";"";"53";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"14.0";"";"";"";"";"";"";
"06.02.2016 08:30";"10.4";"737.2";"761.2";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"9.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.5";"";"";"";"";"";"";
"05.02.2016 17:30";"23.6";"736.9";"759.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"05.02.2016 08:30";"9.0";"740.3";"764.5";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.8";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"04.02.2016 08:30";"10.0";"739.4";"763.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"03.02.2016 17:30";"22.4";"737.9";"760.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"03.02.2016 08:30";"12.6";"740.0";"763.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"02.02.2016 17:30";"24.4";"738.3";"761.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"02.02.2016 08:30";"15.6";"739.8";"763.4";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"01.02.2016 17:30";"27.2";"736.2";"758.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"01.02.2016 08:30";"14.8";"737.5";"761.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"31.01.2016 17:30";"26.6";"736.8";"759.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"31.01.2016 08:30";"15.6";"738.1";"761.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"30.01.2016 17:30";"28.2";"736.1";"758.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"30.01.2016 08:30";"13.6";"739.4";"763.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"29.01.2016 17:30";"25.6";"738.4";"761.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"29.01.2016 08:30";"12.0";"740.6";"764.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"28.01.2016 17:30";"24.8";"737.1";"759.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"28.01.2016 08:30";"11.2";"739.9";"763.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"27.01.2016 17:30";"24.0";"736.4";"759.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"27.01.2016 08:30";"10.0";"737.5";"761.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"26.01.2016 17:30";"22.4";"737.3";"760.3";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"25.01.2016 08:30";"8.0";"739.9";"764.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.6";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"24.01.2016 08:30";"8.0";"740.8";"765.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"23.01.2016 17:30";"20.6";"740.1";"763.3";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"21.6";"";"";"";"";"";"4.0";"2.8";"";"";"";"";"";"";
"23.01.2016 08:30";"6.4";"741.3";"765.8";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"22.01.2016 17:30";"18.6";"739.6";"763.0";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"19.2";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"22.01.2016 08:30";"9.6";"741.3";"765.5";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"7.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"8.4";"";"";"";"";"";"";
"21.01.2016 17:30";"16.6";"740.3";"763.9";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"17.2";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"21.01.2016 08:30";"8.8";"740.7";"765.0";"";"95";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"8.0";"";"";"";"";"";"";
"20.01.2016 17:30";"14.6";"738.6";"762.3";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.0";"";"";"";"";"";"";
"20.01.2016 08:30";"14.4";"738.7";"762.4";"";"91";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.9";"";"";"";"";"";"";
"19.01.2016 17:30";"16.0";"735.7";"759.2";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.3";"";"";"";"";"";"";
"19.01.2016 08:30";"15.0";"737.0";"760.6";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.0";"";"";"";"";"";"";
"18.01.2016 17:30";"17.8";"736.2";"759.6";"";"88";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"18.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.8";"";"";"";"";"";"";
"18.01.2016 08:30";"14.4";"736.9";"760.6";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"12.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.4";"";"";"";"";"";"";
"17.01.2016 17:30";"20.4";"736.3";"759.4";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"21.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.6";"";"";"";"";"";"";
"17.01.2016 08:30";"12.6";"737.7";"761.5";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"11.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"10.7";"";"";"";"";"";"";
"16.01.2016 17:30";"22.4";"736.1";"759.1";"";"53";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"23.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"12.2";"";"";"";"";"";"";
"16.01.2016 08:30";"13.6";"737.7";"761.5";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"12.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.0";"";"";"";"";"";"";
"15.01.2016 17:30";"24.6";"736.1";"758.9";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.2";"";"";"";"";"";"";
"15.01.2016 08:30";"13.2";"737.4";"761.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"14.01.2016 17:30";"25.6";"736.7";"759.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"14.01.2016 08:30";"12.8";"737.4";"761.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"13.01.2016 17:30";"24.8";"736.2";"759.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"13.01.2016 08:30";"10.6";"738.1";"762.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"12.01.2016 17:30";"24.2";"736.9";"759.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"12.01.2016 08:30";"10.4";"";"764.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"11.01.2016 17:30";"23.6";"";"762.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"11.01.2016 08:30";"10.4";"";"765.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"10.01.2016 17:30";"22.4";"";"763.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"10.01.2016 08:30";"9.8";"";"764.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"09.01.2016 17:30";"23.6";"";"759.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"09.01.2016 08:30";"14.0";"";"763.0";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.0";"";"";"";"";"";"";
"08.01.2016 17:30";"26.0";"";"760.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"08.01.2016 08:30";"14.4";"";"764.2";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.0";"";"";"";"";"";"";
"07.01.2016 17:30";"25.8";"";"761.1";"";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"07.01.2016 08:30";"12.2";"";"764.4";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"06.01.2016 17:30";"24.6";"";"760.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"06.01.2016 08:30";"11.6";"";"764.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"05.01.2016 17:30";"24.2";"";"761.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"05.01.2016 08:30";"10.4";"";"764.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"04.01.2016 17:30";"22.6";"";"763.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"04.01.2016 08:30";"9.4";"";"764.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"03.01.2016 17:30";"22.6";"";"762.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"03.01.2016 08:30";"10.4";"";"765.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"02.01.2016 17:30";"23.4";"";"763.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"02.01.2016 08:30";"11.0";"";"765.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"01.01.2016 17:30";"25.2";"";"762.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"01.01.2016 08:30";"11.6";"";"765.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"31.12.2015 17:30";"24.0";"";"763.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
