# Weather station Khandwa, India, WMO_ID=42855,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42855&lang=en
#
"Local time in Khandwa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.06.2017 08:30";"30.0";"";"";"";"64";"";"";"";"";"100%.";" ";"";"";"24.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"13.06.2017 17:30";"36.0";"";"";"";"43";"";"";"";"";"70 – 80%.";" ";"";"";"";"37.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"13.06.2017 08:30";"30.4";"";"";"";"62";"";"";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"12.06.2017 17:30";"35.0";"";"";"";"45";"";"";"";"";"100%.";" ";"";"";"";"36.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"12.06.2017 08:30";"29.0";"";"";"";"70";"";"";"";"";"100%.";" ";"";"";"23.0";"";"";"";"1000-1500";"";"";"10.0";"22.9";"";"";"";"";"";"";
"11.06.2017 17:30";"32.0";"";"";"";"55";"";"";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"11.06.2017 08:30";"25.0";"";"";"";"90";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"10.06.2017 17:30";"35.0";"";"";"";"45";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"10.06.2017 08:30";"29.4";"";"";"";"61";"";"";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"09.06.2017 17:30";"32.0";"";"";"";"55";"";"";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"09.06.2017 08:30";"30.0";"";"";"";"64";"";"";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"08.06.2017 17:30";"34.0";"";"";"";"40";"";"";"";"";"100%.";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"08.06.2017 08:30";"27.0";"";"";"";"61";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"07.06.2017 17:30";"35.0";"";"";"";"47";"";"";"";"";"100%.";" ";"";"";"";"36.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"07.06.2017 08:30";"28.0";"";"";"";"62";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"06.06.2017 17:30";"38.0";"";"";"";"31";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"06.06.2017 08:30";"31.0";"";"";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.1";"";"";"";"";"";"";
"05.06.2017 17:30";"40.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"05.06.2017 08:30";"32.0";"";"";"";"50";"";"";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"04.06.2017 17:30";"40.0";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"04.06.2017 08:30";"32.4";"";"";"";"54";"";"";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"03.06.2017 17:30";"42.0";"";"";"";"24";"";"";"";"";"70 – 80%.";" ";"";"";"";"43.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"03.06.2017 08:30";"32.0";"";"";"";"53";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"02.06.2017 17:30";"35.0";"";"";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"02.06.2017 08:30";"32.4";"";"";"";"48";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"01.06.2017 17:30";"39.0";"";"";"";"32";"";"";"";"";"70 – 80%.";" ";"";"";"";"40.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"01.06.2017 08:30";"31.0";"";"";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"";"";"";"";"";"";
"31.05.2017 17:30";"40.4";"";"";"";"29";"";"";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"31.05.2017 08:30";"32.4";"";"";"";"54";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"30.05.2017 17:30";"36.0";"";"";"";"39";"";"";"";"";"70 – 80%.";" ";"";"";"";"38.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"30.05.2017 08:30";"30.4";"";"";"";"55";"";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"29.05.2017 17:30";"40.0";"";"";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.1";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"29.05.2017 08:30";"31.0";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"28.05.2017 17:30";"41.0";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"28.05.2017 08:30";"31.4";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"27.05.2017 17:30";"42.0";"";"";"";"24";"";"";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"27.05.2017 08:30";"32.4";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"26.05.2017 17:30";"41.0";"";"";"";"23";"";"";"";"";"70 – 80%.";" ";"";"";"";"43.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"26.05.2017 08:30";"33.4";"";"";"";"44";"";"";"";"";"70 – 80%.";" ";"";"";"28.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"19.5";"";"";"";"";"";"";
"25.05.2017 17:30";"40.0";"";"";"";"27";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"44.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"25.05.2017 11:30";"33.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"27.4";"42.5";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"25.05.2017 08:30";"33.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"24.05.2017 17:30";"40.4";"";"";"";"22";"";"";"";"";"70 – 80%.";" ";"";"";"";"42.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"24.05.2017 08:30";"32.0";"";"";"";"42";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.7";"";"";"";"";"";"";
"23.05.2017 17:30";"39.0";"";"";"";"28";"";"";"";"";"70 – 80%.";" ";"";"";"";"43.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"23.05.2017 08:30";"32.4";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"22.05.2017 17:30";"40.0";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"22.05.2017 08:30";"33.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"21.05.2017 17:30";"40.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"21.05.2017 08:30";"33.4";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"20.05.2017 17:30";"40.0";"";"";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"20.05.2017 08:30";"33.0";"";"";"";"44";"";"";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"19.05.2017 17:30";"40.4";"";"";"";"28";"";"";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"19.05.2017 08:30";"34.5";"";"";"";"43";"";"";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"18.05.2017 17:30";"41.4";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"18.05.2017 08:30";"34.4";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"17.05.2017 17:30";"41.0";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"17.05.2017 08:30";"34.4";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"16.05.2017 17:30";"40.4";"";"";"";"26";"";"";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.05.2017 08:30";"33.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"15.05.2017 17:30";"41.0";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"15.05.2017 08:30";"34.0";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"14.05.2017 17:30";"43.0";"";"";"";"22";"";"";"";"";"70 – 80%.";" ";"";"";"";"45.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"14.05.2017 08:30";"33.4";"";"";"";"39";"";"";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"13.05.2017 17:30";"42.4";"";"";"";"20";"";"";"";"";"100%.";" ";"";"";"";"44.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"13.05.2017 08:30";"33.0";"";"";"";"45";"";"";"";"";"100%.";" ";"";"";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"12.05.2017 17:30";"43.0";"";"";"";"20";"";"";"";"";"70 – 80%.";" ";"";"";"";"44.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"12.05.2017 08:30";"33.4";"";"";"";"42";"";"";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"11.05.2017 17:30";"42.0";"";"";"";"21";"";"";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"11.05.2017 08:30";"33.0";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"10.05.2017 17:30";"40.4";"";"";"";"22";"";"";"";"";"70 – 80%.";" ";"";"";"";"42.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"10.05.2017 08:30";"31.0";"";"";"";"44";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"";"";"";"";
"09.05.2017 17:30";"41.0";"";"";"";"23";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"43.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"09.05.2017 08:30";"31.4";"";"";"";"45";"";"";"";"";"70 – 80%.";" ";"";"";"24.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"08.05.2017 17:30";"41.4";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"44.1";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"08.05.2017 08:30";"33.4";"";"";"";"39";"";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"07.05.2017 17:30";"42.0";"";"";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
