# Weather station Damoh, India, WMO_ID=42674,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42674&lang=en
#
"Local time in Damoh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.10.2017 08:30";"20.4";"729.3";"761.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"29.10.2017 17:30";"30.0";"726.7";"757.7";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"21.0";"";"";"";"";"";"";
"29.10.2017 08:30";"18.4";"728.2";"760.6";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"14.5";"";"";"";"600-1000";"";"";"10.0";"15.5";"";"";"";"";"";"";
"28.10.2017 17:30";"31.2";"725.6";"756.5";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.5";"";"";"600-1000";"";"";"10.0";"20.7";"";"";"";"";"";"";
"28.10.2017 08:30";"22.6";"727.8";"759.7";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"27.10.2017 17:30";"30.0";"725.4";"756.4";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"10.0";"21.7";"";"";"";"";"";"";
"27.10.2017 08:30";"23.0";"728.2";"760.0";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.2";"";"";"";"";"";"";
"26.10.2017 17:30";"32.4";"726.5";"757.3";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"726.0";"757.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"25.10.2017 17:30";"32.0";"726.4";"757.2";"";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"25.10.2017 08:30";"21.4";"728.5";"760.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"24.10.2017 17:30";"32.4";"724.7";"755.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"24.10.2017 08:30";"21.6";"726.3";"758.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"23.10.2017 17:30";"32.4";"723.1";"753.7";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"23.10.2017 08:30";"23.4";"724.5";"756.1";"";"72";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"15.0";"";"";"";"600-1000";"";"";"10.0";"18.0";"";"";"";"";"";"";
"22.10.2017 17:30";"33.6";"721.4";"751.8";"";"48";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.6";"";"";"600-1000";"";"";"10.0";"21.2";"";"";"";"";"";"";
"22.10.2017 08:30";"24.6";"724.0";"755.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"21.10.2017 17:30";"32.8";"721.0";"751.5";"";"51";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.5";"";"";"600-1000";"";"";"10.0";"21.3";"";"";"";"";"";"";
"21.10.2017 08:30";"27.0";"724.0";"755.2";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"20.10.2017 17:30";"31.0";"721.2";"751.9";"";"72";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"36.8";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"20.10.2017 08:30";"26.0";"723.6";"754.9";"";"84";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"10.0";"23.1";"";"";"";"";"";"";
"19.10.2017 17:30";"33.0";"720.9";"751.4";"";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"10.0";"23.2";"";"";"";"";"";"";
"19.10.2017 08:30";"24.0";"724.1";"755.7";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"18.10.2017 17:30";"32.0";"721.9";"752.5";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"18.10.2017 08:30";"22.8";"724.2";"755.9";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"17.10.2017 17:30";"34.0";"721.4";"751.8";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"17.10.2017 08:30";"22.8";"723.6";"755.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"16.10.2017 17:30";"34.4";"720.8";"751.1";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"16.10.2017 08:30";"24.0";"723.9";"755.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"15.10.2017 17:30";"33.0";"720.5";"751.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"15.10.2017 08:30";"25.0";"723.5";"754.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"14.10.2017 17:30";"33.4";"720.0";"750.4";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"14.10.2017 08:30";"26.4";"722.8";"754.0";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"13.10.2017 17:30";"33.0";"720.3";"750.7";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"37.6";"";"";"600-1000";"";"";"10.0";"24.5";"";"";"";"";"";"";
"13.10.2017 08:30";"28.0";"722.4";"753.4";"";"73";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"10.0";"22.7";"";"";"";"";"";"";
"12.10.2017 17:30";"31.4";"720.8";"751.4";"";"67";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.5";"";"";"600-1000";"";"";"10.0";"24.6";"";"";"";"";"";"";
"12.10.2017 08:30";"27.0";"723.1";"754.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"11.10.2017 17:30";"33.0";"720.8";"751.3";"";"61";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"10.0";"24.5";"";"";"";"";"";"";
"11.10.2017 08:30";"26.6";"723.3";"754.5";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"17.6";"";"";"";"600-1000";"";"";"10.0";"22.1";"";"";"";"";"";"";
"10.10.2017 17:30";"29.0";"720.6";"751.5";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"10.10.2017 08:30";"26.6";"723.6";"754.9";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"600-1000";"";"";"10.0";"23.7";"";"";"";"";"";"";
"09.10.2017 17:30";"33.0";"720.8";"751.3";"";"64";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.5";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"09.10.2017 08:30";"27.4";"723.2";"754.3";"";"81";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"23.9";"";"";"";"";"";"";
"08.10.2017 17:30";"33.0";"720.4";"750.8";"";"62";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"36.6";"";"";"600-1000";"";"";"10.0";"24.8";"";"";"";"";"";"";
"08.10.2017 08:30";"27.8";"723.6";"754.7";"";"84";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"07.10.2017 17:30";"33.0";"721.2";"751.7";"";"57";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"07.10.2017 08:30";"31.0";"724.4";"755.2";"";"68";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"19.8";"";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"06.10.2017 17:30";"31.0";"721.7";"752.4";"";"72";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.5";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"06.10.2017 08:30";"26.2";"724.2";"755.5";"";"87";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"05.10.2017 17:30";"33.0";"721.8";"752.3";"";"57";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"05.10.2017 08:30";"27.2";"724.3";"755.5";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"04.10.2017 17:30";"33.4";"722.0";"752.5";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"04.10.2017 08:30";"25.0";"724.9";"756.4";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"03.10.2017 17:30";"33.6";"721.6";"752.0";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"03.10.2017 08:30";"25.0";"724.4";"755.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"02.10.2017 17:30";"33.4";"721.0";"751.4";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"02.10.2017 08:30";"25.6";"723.6";"755.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.10.2017 17:30";"33.0";"721.4";"751.9";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"01.10.2017 08:30";"27.4";"724.4";"755.6";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"30.09.2017 17:30";"33.4";"721.8";"752.3";"";"57";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"10.0";"23.7";"";"";"";"";"";"";
"30.09.2017 08:30";"25.2";"723.8";"755.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"29.09.2017 17:30";"33.4";"720.3";"750.7";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"29.09.2017 08:30";"27.0";"722.8";"754.0";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"28.09.2017 17:30";"33.2";"720.6";"751.0";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"28.09.2017 08:30";"26.4";"723.3";"754.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"27.09.2017 17:30";"32.8";"721.4";"751.9";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"27.09.2017 08:30";"27.8";"723.7";"754.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"26.09.2017 17:30";"32.6";"721.4";"751.9";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"26.09.2017 08:30";"27.6";"723.2";"754.3";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"25.09.2017 17:30";"32.4";"720.5";"751.0";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"25.09.2017 08:30";"26.0";"722.9";"754.2";"";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"24.09.2017 17:30";"32.2";"721.9";"752.5";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"24.09.2017 08:30";"26.0";"724.5";"755.9";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"23.09.2017 17:30";"31.6";"722.1";"752.8";"";"68";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"23.09.2017 08:30";"25.0";"722.9";"754.3";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"22.09.2017 17:30";"24.4";"719.4";"750.7";"";"90";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"25.0";"";"";"600-1000";"";"";"10.0";"22.6";"";"";"";"";"";"";
"22.09.2017 08:30";"22.4";"718.1";"749.6";"";"100";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"16.6";"";"";"";"600-1000";"";"";"10.0";"22.4";"";"";"";"";"";"";
"21.09.2017 17:30";"27.4";"716.2";"747.0";"";"89";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"10.0";"25.4";"";"";"";"";"";"";
"21.09.2017 08:30";"25.0";"717.8";"749.0";"";"100";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"18.0";"";"";"";"600-1000";"";"";"4.0";"25.0";"";"";"";"";"";"";
"20.09.2017 17:30";"28.8";"717.6";"748.4";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"26.3";"";"";"";"";"";"";
"20.09.2017 08:30";"27.0";"719.5";"750.5";"";"92";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"20.6";"";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"19.09.2017 17:30";"31.0";"718.0";"748.6";"";"76";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"26.3";"";"";"";"";"";"";
"19.09.2017 08:30";"26.0";"721.0";"752.2";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.0";"";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"18.09.2017 17:30";"24.4";"719.5";"750.8";"";"100";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"18.09.2017 08:30";"25.0";"721.0";"752.3";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"17.09.2017 17:30";"30.0";"719.0";"749.7";"";"83";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"26.7";"";"";"";"";"";"";
"17.09.2017 08:30";"27.6";"721.7";"752.8";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.8";"";"";"";"600-1000";"";"";"10.0";"25.3";"";"";"";"";"";"";
"16.09.2017 17:30";"29.0";"719.6";"750.4";"";"80";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"25.3";"";"";"";"";"";"";
"16.09.2017 08:30";"26.0";"722.1";"753.4";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"15.09.2017 17:30";"26.6";"720.2";"751.3";"";"95";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"25.7";"";"";"";"";"";"";
"15.09.2017 08:30";"25.6";"722.7";"754.0";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"14.09.2017 17:30";"29.0";"720.9";"751.8";"";"82";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"14.09.2017 08:30";"26.2";"723.6";"754.9";"";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"19.5";"";"";"";"600-1000";"";"";"10.0";"24.5";"";"";"";"";"";"";
"13.09.2017 17:30";"27.0";"721.7";"752.8";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"13.09.2017 08:30";"26.4";"724.2";"755.5";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"12.09.2017 17:30";"32.0";"721.8";"752.4";"";"70";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"25.8";"";"";"";"";"";"";
"12.09.2017 08:30";"25.8";"723.9";"755.2";"";"89";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"10.0";"23.8";"";"";"";"";"";"";
"11.09.2017 17:30";"32.6";"721.8";"752.3";"";"67";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"11.09.2017 08:30";"27.0";"724.5";"755.7";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.5";"";"";"";"600-1000";"";"";"10.0";"24.1";"";"";"";"";"";"";
"10.09.2017 17:30";"33.0";"721.1";"751.6";"";"61";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"10.0";"24.5";"";"";"";"";"";"";
"10.09.2017 08:30";"26.4";"723.3";"754.6";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.6";"";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"09.09.2017 17:30";"31.0";"719.8";"750.4";"";"68";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.8";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"09.09.2017 08:30";"27.0";"722.5";"753.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"08.09.2017 17:30";"28.0";"721.4";"752.4";"";"78";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"23.7";"";"";"";"";"";"";
"08.09.2017 08:30";"27.6";"723.9";"755.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"07.09.2017 17:30";"33.0";"720.6";"751.1";"";"58";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"23.8";"";"";"";"";"";"";
"07.09.2017 08:30";"26.0";"723.0";"754.3";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"06.09.2017 17:30";"27.0";"720.9";"752.0";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"06.09.2017 08:30";"26.6";"722.9";"754.1";"";"94";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"10.0";"25.5";"";"";"";"";"";"";
"05.09.2017 17:30";"33.2";"720.5";"750.9";"";"60";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.5";"";"";"600-1000";"";"";"10.0";"24.4";"";"";"";"";"";"";
"05.09.2017 08:30";"28.0";"723.8";"754.9";"";"85";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"04.09.2017 17:30";"32.0";"720.6";"751.2";"";"66";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"04.09.2017 08:30";"26.6";"723.2";"754.4";"";"84";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"19.5";"";"";"";"600-1000";"";"";"10.0";"23.7";"";"";"";"";"";"";
"03.09.2017 17:30";"31.4";"720.8";"751.4";"";"63";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"10.0";"23.6";"";"";"";"";"";"";
"03.09.2017 08:30";"26.2";"723.0";"754.3";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"18.2";"";"";"";"600-1000";"";"";"10.0";"23.3";"";"";"";"";"";"";
"02.09.2017 17:30";"30.6";"720.0";"750.7";"";"68";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"10.0";"24.0";"";"";"";"";"";"";
"02.09.2017 08:30";"26.8";"722.8";"754.0";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"01.09.2017 17:30";"31.6";"720.4";"751.0";"";"62";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"01.09.2017 08:30";"27.0";"722.5";"753.7";"";"81";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"10.0";"23.5";"";"";"";"";"";"";
"31.08.2017 17:30";"31.4";"719.8";"750.4";"";"66";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"31.08.2017 08:30";"26.0";"721.7";"752.9";"";"90";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"10.0";"24.3";"";"";"";"";"";"";
"30.08.2017 17:30";"29.0";"719.2";"750.0";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"30.08.2017 08:30";"25.2";"718.8";"750.0";"";"98";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"19.5";"";"";"";"600-1000";"";"";"10.0";"24.9";"";"";"";"";"";"";
"29.08.2017 17:30";"29.2";"715.3";"745.9";"";"79";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"10.0";"25.2";"";"";"";"";"";"";
"29.08.2017 08:30";"27.0";"716.2";"747.1";"";"87";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"10.0";"24.7";"";"";"";"";"";"";
"28.08.2017 17:30";"31.0";"714.3";"744.7";"";"78";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"26.8";"";"";"";"";"";"";
"28.08.2017 08:30";"26.0";"717.4";"748.4";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"10.0";"25.1";"";"";"";"";"";"";
"27.08.2017 17:30";"29.6";"716.1";"746.7";"";"85";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"10.0";"26.8";"";"";"";"";"";"";
"27.08.2017 08:30";"27.4";"717.7";"748.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"10.0";"25.7";"";"";"";"";"";"";
