# Weather station Shajapur, India, WMO_ID=42665,selection from 30.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42665&lang=en
#
"Local time in Shajapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.12.2016 17:30";"23.8";"721.1";"759.1";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"25.12.2016 08:30";"12.6";"721.1";"760.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"24.12.2016 17:30";"27.2";"718.1";"755.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"24.12.2016 08:30";"12.0";"720.6";"760.2";"";"83";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"23.12.2016 17:30";"26.0";"720.4";"758.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"23.12.2016 08:30";"11.0";"722.5";"762.3";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"7.7";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.12.2016 17:30";"24.8";"722.4";"760.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"22.12.2016 08:30";"11.4";"723.8";"763.6";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"8.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.0";"";"";"";"";"";"";
"21.12.2016 17:30";"24.2";"722.6";"760.6";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"21.12.2016 08:30";"10.4";"724.3";"764.3";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"20.12.2016 17:30";"24.2";"722.3";"760.3";"";"40";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"20.12.2016 08:30";"10.4";"724.2";"764.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"19.12.2016 17:30";"24.0";"722.7";"760.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"19.12.2016 08:30";"11.0";"725.1";"765.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"18.12.2016 17:30";"24.0";"723.0";"761.0";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"18.12.2016 08:30";"11.0";"723.9";"763.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"17.12.2016 17:30";"24.4";"722.4";"760.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"17.12.2016 08:30";"11.0";"724.6";"764.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"16.12.2016 17:30";"25.2";"722.7";"760.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"16.12.2016 08:30";"12.0";"724.4";"764.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"15.12.2016 17:30";"25.6";"721.9";"759.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"15.12.2016 08:30";"13.4";"723.8";"763.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"14.12.2016 17:30";"24.6";"722.2";"760.1";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"14.12.2016 08:30";"14.0";"723.3";"762.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"13.12.2016 17:30";"26.6";"720.6";"758.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"13.12.2016 08:30";"12.0";"721.3";"760.9";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.1";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"12.12.2016 17:30";"26.8";"720.2";"757.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"12.12.2016 08:30";"11.6";"722.0";"761.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"11.12.2016 17:30";"26.2";"719.9";"757.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"11.12.2016 08:30";"11.6";"721.8";"761.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"10.12.2016 17:30";"26.4";"720.1";"757.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"10.12.2016 08:30";"11.6";"721.9";"761.6";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.9";"";"";"";"";"";"";"2.0";"10.4";"";"";"";"";"";"";
"09.12.2016 17:30";"26.4";"720.0";"757.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"09.12.2016 08:30";"11.0";"722.3";"762.1";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"08.12.2016 17:30";"26.4";"721.4";"759.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"08.12.2016 08:30";"11.4";"723.3";"763.1";"";"88";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"07.12.2016 17:30";"26.2";"721.9";"759.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"07.12.2016 08:30";"12.0";"724.2";"763.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.7";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
"06.12.2016 17:30";"26.0";"722.5";"760.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"06.12.2016 08:30";"11.0";"724.4";"764.3";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.1";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"05.12.2016 17:30";"24.8";"722.5";"760.4";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"05.12.2016 08:30";"10.8";"724.3";"764.2";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"04.12.2016 17:30";"25.0";"723.7";"761.6";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"04.12.2016 08:30";"13.4";"726.1";"765.7";"";"100";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.2";"";"";"";"";"";"";"0.5";"13.4";"";"";"";"";"";"";
"03.12.2016 17:30";"24.8";"723.3";"761.2";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"03.12.2016 08:30";"14.0";"725.6";"765.1";"";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.0";"";"";"";"";"";"";"2.0";"12.7";"";"";"";"";"";"";
"02.12.2016 17:30";"25.8";"722.1";"759.9";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"02.12.2016 08:30";"14.0";"724.1";"763.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.3";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"01.12.2016 17:30";"27.0";"721.2";"758.7";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"01.12.2016 08:30";"15.0";"723.1";"762.4";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.6";"";"";"";"";"";"";
"30.11.2016 17:30";"28.6";"721.4";"758.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"30.11.2016 08:30";"15.0";"723.5";"762.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"29.11.2016 17:30";"28.4";"721.1";"758.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"29.11.2016 08:30";"13.4";"722.8";"762.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"28.11.2016 17:30";"27.6";"720.7";"758.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"28.11.2016 08:30";"13.4";"722.1";"761.5";"";"82";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"27.11.2016 08:30";"13.6";"723.3";"762.8";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"26.11.2016 17:30";"27.8";"721.1";"758.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"26.11.2016 08:30";"14.0";"723.0";"762.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"25.11.2016 17:30";"27.6";"720.6";"758.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"25.11.2016 08:30";"12.6";"723.1";"762.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"24.11.2016 17:30";"28.2";"721.1";"758.5";"";"37";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"24.11.2016 08:30";"14.0";"723.1";"762.5";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"23.11.2016 17:30";"28.6";"720.3";"757.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"23.11.2016 08:30";"14.4";"721.3";"760.6";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"22.11.2016 17:30";"28.4";"720.4";"757.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"22.11.2016 08:30";"15.0";"722.3";"761.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"21.11.2016 17:30";"28.0";"720.4";"757.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"21.11.2016 08:30";"15.0";"722.4";"761.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"20.11.2016 17:30";"29.0";"720.1";"757.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.11.2016 08:30";"15.0";"722.1";"761.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"19.11.2016 17:30";"28.6";"719.5";"756.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"19.11.2016 08:30";"13.6";"722.3";"761.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"18.11.2016 17:30";"27.8";"721.1";"758.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"18.11.2016 08:30";"13.0";"724.0";"763.6";"";"86";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"17.11.2016 17:30";"27.0";"722.5";"760.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"17.11.2016 08:30";"14.4";"724.5";"763.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"16.11.2016 17:30";"27.6";"722.2";"759.7";"";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"16.11.2016 08:30";"15.4";"723.9";"763.1";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"15.11.2016 17:30";"27.6";"721.4";"758.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"15.11.2016 08:30";"15.6";"723.2";"762.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"14.11.2016 17:30";"28.2";"721.4";"758.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"14.11.2016 08:30";"15.2";"723.4";"762.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"13.11.2016 17:30";"28.6";"722.2";"759.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"13.11.2016 08:30";"16.6";"723.6";"762.7";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"12.11.2016 17:30";"29.4";"721.0";"758.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"12.11.2016 08:30";"16.6";"722.9";"761.9";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"11.11.2016 17:30";"30.2";"720.1";"757.2";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"11.11.2016 08:30";"15.0";"721.5";"760.7";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"10.11.2016 17:30";"30.2";"720.5";"757.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"10.11.2016 08:30";"15.0";"723.3";"762.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"09.11.2016 17:30";"29.4";"721.8";"759.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"09.11.2016 08:30";"14.0";"724.0";"763.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"08.11.2016 17:30";"29.2";"721.2";"758.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"08.11.2016 08:30";"16.0";"722.9";"762.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"07.11.2016 17:30";"30.0";"720.5";"757.6";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.11.2016 08:30";"17.4";"722.4";"761.3";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"06.11.2016 17:30";"30.0";"719.6";"756.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"06.11.2016 08:30";"16.0";"720.9";"759.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"05.11.2016 17:30";"29.0";"718.3";"755.5";"";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"05.11.2016 08:30";"16.6";"720.5";"759.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"04.11.2016 17:30";"28.2";"719.1";"756.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"04.11.2016 08:30";"16.6";"722.7";"761.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"03.11.2016 17:30";"28.8";"721.2";"758.5";"";"35";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"03.11.2016 08:30";"17.0";"723.4";"762.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"02.11.2016 17:30";"28.6";"721.1";"758.4";"";"32";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"02.11.2016 08:30";"16.4";"722.2";"761.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"01.11.2016 17:30";"29.6";"721.2";"758.4";"";"25";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"01.11.2016 08:30";"16.6";"724.1";"763.2";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"722.2";"759.4";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"31.10.2016 08:30";"16.6";"724.7";"763.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"30.10.2016 17:30";"29.8";"720.7";"757.9";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"30.10.2016 08:30";"17.6";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"29.10.2016 17:30";"30.0";"719.7";"756.8";"";"31";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"29.10.2016 08:30";"18.0";"721.3";"760.0";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"28.10.2016 17:30";"30.6";"719.7";"756.7";"";"27";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.10.2016 08:30";"19.8";"722.1";"760.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"27.10.2016 17:30";"32.2";"720.5";"757.4";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"27.10.2016 08:30";"20.4";"722.6";"761.1";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"26.10.2016 17:30";"31.6";"719.5";"756.4";"";"25";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"26.10.2016 08:30";"22.0";"720.8";"759.0";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.10.2016 17:30";"31.4";"717.8";"754.6";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"25.10.2016 08:30";"22.0";"720.1";"758.2";"";"66";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"18.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"24.10.2016 17:30";"30.6";"718.0";"754.9";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"24.10.2016 08:30";"24.0";"720.1";"758.0";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"23.10.2016 17:30";"31.6";"718.4";"755.2";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.10.2016 08:30";"21.6";"720.8";"759.0";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"22.10.2016 17:30";"32.6";"718.7";"755.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"22.10.2016 08:30";"21.6";"720.6";"758.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
