# Weather station Mandla, India, WMO_ID=42776,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42776&lang=en
#
"Local time in Mandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.03.2017 17:30";"30.2";"715.6";"752.2";"";"43";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.1";"";"";"";"";"";"";
"08.03.2017 08:30";"23.0";"719.3";"757.0";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"07.03.2017 17:30";"30.0";"715.0";"751.6";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"07.03.2017 08:30";"13.4";"719.7";"758.7";"";"72";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.4";"";"";"";"";"";"";
"06.03.2017 17:30";"28.2";"717.3";"754.2";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"06.03.2017 08:30";"20.0";"720.6";"758.8";"";"36";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"05.03.2017 08:30";"18.2";"719.2";"757.5";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"04.03.2017 17:30";"32.0";"715.5";"751.9";"";"29";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"12.0";"";"";"";"";"";"";
"04.03.2017 08:30";"20.2";"719.9";"758.0";"";"73";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"16.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.1";"";"";"";"";"";"";
"03.03.2017 17:30";"32.4";"716.4";"752.8";"";"29";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus cumulogenitus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"03.03.2017 08:30";"19.4";"719.5";"757.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"02.03.2017 17:30";"32.0";"717.8";"754.3";"";"31";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"36.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"02.03.2017 08:30";"18.4";"723.6";"762.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"01.03.2017 17:30";"34.4";"719.2";"755.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"01.03.2017 08:30";"17.2";"723.4";"762.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"28.02.2017 17:30";"31.4";"721.2";"757.9";"";"31";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"28.02.2017 08:30";"11.4";"724.0";"763.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"27.02.2017 17:30";"28.4";"721.4";"758.5";"";"37";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"27.02.2017 08:30";"14.4";"725.2";"764.4";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"26.02.2017 17:30";"28.6";"721.7";"758.8";"";"31";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"26.02.2017 08:30";"13.6";"725.2";"764.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"25.02.2017 08:30";"13.2";"724.8";"764.1";"";"75";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"24.02.2017 17:30";"28.2";"720.8";"757.9";"";"33";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"24.02.2017 08:30";"18.6";"721.7";"760.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.02.2017 17:30";"29.0";"720.3";"757.3";"";"37";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.02.2017 08:30";"18.2";"720.9";"759.3";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"22.02.2017 17:30";"30.0";"718.9";"755.7";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"22.02.2017 08:30";"17.4";"720.6";"759.1";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"21.02.2017 17:30";"32.2";"716.5";"752.9";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"21.02.2017 08:30";"18.4";"720.0";"758.4";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"20.02.2017 17:30";"31.6";"716.6";"753.1";"";"28";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"20.02.2017 08:30";"17.2";"724.8";"763.6";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"19.02.2017 08:30";"16.0";"725.3";"764.3";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"18.02.2017 17:30";"29.4";"722.3";"759.3";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"18.02.2017 08:30";"18.6";"727.9";"766.6";"";"66";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"17.02.2017 17:30";"28.2";"721.4";"758.6";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"17.02.2017 08:30";"17.2";"727.1";"766.0";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"16.02.2017 17:30";"28.2";"722.2";"759.4";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"16.02.2017 08:30";"16.2";"726.8";"765.8";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"15.02.2017 17:30";"27.6";"725.0";"762.4";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"15.02.2017 08:30";"17.6";"727.6";"766.5";"";"75";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"14.02.2017 17:30";"28.0";"725.6";"763.0";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"14.02.2017 08:30";"20.4";"727.5";"766.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"13.02.2017 17:30";"27.4";"723.4";"760.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"12.02.2017 17:30";"25.5";"723.0";"760.6";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"11.02.2017 08:30";"16.0";"722.8";"761.6";"";"75";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"12.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.6";"";"";"";"";"";"";
"10.02.2017 17:30";"26.6";"719.6";"756.9";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"10.02.2017 08:30";"17.6";"723.0";"761.6";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"09.02.2017 17:30";"28.6";"720.8";"757.9";"";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"09.02.2017 08:30";"16.6";"723.2";"762.0";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"08.02.2017 17:30";"27.0";"721.5";"758.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"08.02.2017 08:30";"16.6";"724.2";"763.0";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"07.02.2017 17:30";"26.5";"721.8";"759.2";"";"41";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"07.02.2017 08:30";"15.4";"723.6";"762.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"06.02.2017 17:30";"27.0";"721.3";"758.6";"";"43";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"06.02.2017 08:30";"16.0";"723.6";"762.5";"";"71";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"05.02.2017 17:30";"27.5";"721.5";"758.7";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"05.02.2017 08:30";"16.3";"723.8";"762.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"04.02.2017 17:30";"28.5";"721.6";"758.7";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"04.02.2017 08:30";"15.2";"723.8";"762.8";"";"73";"Wind blowing from the north-northwest";"1";"";"";"40%.";" ";"";"";"8.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.3";"";"";"";"";"";"";
"03.02.2017 17:30";"26.0";"722.1";"759.6";"";"74";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.02.2017 08:30";"15.4";"724.6";"763.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"02.02.2017 17:30";"28.0";"721.9";"759.1";"";"38";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"02.02.2017 08:30";"14.2";"723.9";"763.0";"";"80";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"01.02.2017 17:30";"28.2";"721.1";"758.2";"";"43";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"01.02.2017 08:30";"13.0";"723.7";"763.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.7";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"31.01.2017 17:30";"25.6";"721.0";"758.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"31.01.2017 08:30";"14.0";"723.4";"762.5";"";"76";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"30.01.2017 08:30";"10.4";"725.3";"765.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"29.01.2017 08:30";"9.6";"725.0";"764.9";"";"95";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"28.01.2017 17:30";"22.7";"721.9";"759.8";"";"56";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"28.01.2017 08:30";"16.4";"725.1";"764.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"27.01.2017 17:30";"22.8";"721.8";"759.7";"";"56";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"27.01.2017 08:30";"16.6";"723.3";"762.1";"";"84";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"26.01.2017 17:30";"21.5";"722.1";"760.2";"";"76";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"24.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.1";"";"";"";"";"";"";
"26.01.2017 08:30";"13.4";"725.2";"764.5";"";"86";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.1";"";"";"";"";"";"";
"25.01.2017 17:30";"27.1";"723.2";"760.6";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"25.01.2017 08:30";"13.2";"725.9";"765.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"24.01.2017 17:30";"27.4";"722.6";"759.9";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"24.01.2017 08:30";"14.2";"727.1";"766.4";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"23.01.2017 17:30";"27.0";"723.6";"761.0";"";"97";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"23.01.2017 08:30";"14.1";"726.5";"765.8";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"22.01.2017 17:30";"25.6";"722.7";"760.3";"";"95";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"22.01.2017 08:30";"14.5";"727.3";"766.6";"";"94";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"21.01.2017 17:30";"26.0";"723.3";"760.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"21.01.2017 08:30";"15.6";"725.4";"764.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"20.01.2017 17:30";"26.2";"723.7";"761.2";"";"61";"Wind blowing from the south-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"20.01.2017 08:30";"16.8";"727.5";"766.5";"";"94";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"19.01.2017 17:30";"26.4";"723.4";"760.9";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"19.01.2017 08:30";"16.2";"725.4";"764.3";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"18.01.2017 17:30";"27.5";"722.7";"760.0";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"18.01.2017 08:30";"15.0";"725.3";"764.4";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"17.01.2017 08:30";"16.0";"724.2";"763.1";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"16.01.2017 17:30";"24.2";"720.7";"758.3";"";"52";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"16.01.2017 08:30";"10.2";"724.6";"764.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"3.4";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"15.01.2017 17:30";"20.2";"723.4";"761.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.6";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"15.01.2017 08:30";"9.4";"725.5";"765.4";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"14.01.2017 08:30";"8.2";"723.4";"763.4";"";"78";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"3.0";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"13.01.2017 17:30";"19.4";"720.1";"758.3";"";"35";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"23.2";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"13.01.2017 08:30";"8.4";"723.6";"763.6";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"3.5";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"12.01.2017 17:30";"20.2";"720.7";"758.9";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"22.4";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"12.01.2017 08:30";"8.8";"723.2";"763.1";"";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"11.01.2017 17:30";"18.6";"721.0";"759.4";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.2";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"11.01.2017 08:30";"11.0";"723.4";"763.0";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"10.01.2017 17:30";"21.2";"720.4";"758.4";"";"67";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"10.01.2017 08:30";"15.0";"720.5";"759.4";"";"85";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"13.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.5";"";"";"";"";"";"";
"09.01.2017 17:30";"22.4";"718.1";"755.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"09.01.2017 08:30";"15.7";"720.6";"759.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"08.01.2017 11:30";"12.0";"721.0";"760.3";"0.0";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"08.01.2017 08:30";"12.0";"721.0";"760.3";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"07.01.2017 17:30";"24.8";"718.7";"756.1";"";"34";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"07.01.2017 08:30";"13.0";"721.7";"760.9";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"06.01.2017 17:30";"23.4";"720.9";"758.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"06.01.2017 08:30";"11.2";"723.2";"762.7";"";"91";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"less than 0.05";"9.7";"";"";"";"";"";"";
"05.01.2017 17:30";"23.0";"720.4";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"05.01.2017 08:30";"10.2";"723.5";"763.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.2";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"04.01.2017 17:30";"21.6";"721.4";"759.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"04.01.2017 08:30";"11.4";"724.4";"764.0";"";"95";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.2";"";"";"";"";"";"";"0.2";"10.6";"";"";"";"";"";"";
