# Weather station Sundargarh, India, WMO_ID=42792,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42792&lang=en
#
"Local time in Sundargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.06.2016 17:30";"32.4";"736.5";"756.6";"";"55";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"39.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"04.06.2016 08:30";"28.2";"736.5";"756.9";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"03.06.2016 17:30";"32.0";"736.5";"756.6";"";"60";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"03.06.2016 08:30";"28.0";"736.5";"756.9";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"02.06.2016 17:30";"36.0";"736.6";"756.5";"";"63";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"02.06.2016 08:30";"30.2";"737.2";"757.5";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.06.2016 17:30";"38.2";"736.6";"756.3";"";"53";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.06.2016 08:30";"30.0";"737.2";"757.5";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"31.05.2016 17:30";"37.2";"736.6";"756.4";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"31.05.2016 08:30";"27.0";"737.3";"757.8";"";"77";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.05.2016 17:30";"35.0";"736.5";"756.4";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"30.05.2016 08:30";"28.2";"736.6";"757.0";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"29.05.2016 17:30";"37.4";"736.6";"756.4";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"29.05.2016 08:30";"28.0";"737.3";"757.7";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.05.2016 17:30";"38.2";"736.6";"756.3";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"2.0";"27.0";"";"";"";"";"";"";
"28.05.2016 08:30";"27.2";"737.3";"757.8";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"27.05.2016 17:30";"38.0";"736.7";"756.5";"";"54";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"27.05.2016 08:30";"27.0";"737.3";"757.8";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.05.2016 17:30";"40.0";"732.8";"752.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"26.05.2016 08:30";"28.0";"736.5";"756.9";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"25.05.2016 17:30";"30.0";"735.8";"756.1";"";"80";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"25.05.2016 08:30";"32.0";"736.5";"756.6";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"24.05.2016 17:30";"40.0";"736.5";"756.1";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"24.05.2016 08:30";"30.2";"736.4";"756.7";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"23.05.2016 17:30";"37.2";"736.6";"756.4";"";"57";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"23.05.2016 08:30";"30.0";"736.4";"756.7";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.05.2016 08:30";"25.2";"737.3";"757.9";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"21.05.2016 17:30";"37.0";"737.4";"757.2";"";"58";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"21.05.2016 08:30";"27.2";"737.4";"757.9";"";"76";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"20.05.2016 17:30";"35.2";"737.3";"757.3";"";"67";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"37.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"20.05.2016 08:30";"29.0";"737.3";"757.7";"";"64";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"19.05.2016 17:30";"35.0";"737.3";"757.3";"";"68";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"19.05.2016 08:30";"27.0";"737.4";"757.9";"";"100";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"18.05.2016 17:30";"37.2";"737.4";"757.2";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"18.05.2016 08:30";"30.2";"737.3";"757.6";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"17.05.2016 17:30";"37.0";"737.4";"757.2";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"17.05.2016 08:30";"30.0";"737.3";"757.6";"";"65";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"16.05.2016 17:30";"40.0";"737.4";"757.0";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"16.05.2016 08:30";"32.0";"737.3";"757.5";"";"86";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"29.3";"";"";"";"";"";"";
"15.05.2016 17:30";"40.2";"737.4";"757.0";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"15.05.2016 08:30";"30.0";"737.3";"757.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"14.05.2016 17:30";"40.0";"736.8";"756.4";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"14.05.2016 08:30";"30.2";"737.3";"757.6";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"13.05.2016 17:30";"37.0";"736.9";"756.7";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"13.05.2016 08:30";"30.0";"737.3";"757.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"12.05.2016 17:30";"37.4";"729.6";"749.2";"";"56";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"40.3";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"12.05.2016 08:30";"28.0";"737.4";"757.8";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"11.05.2016 17:30";"37.2";"736.9";"756.7";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"11.05.2016 08:30";"27.0";"737.4";"757.9";"";"77";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"10.05.2016 17:30";"35.0";"736.8";"756.7";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"10.05.2016 08:30";"32.0";"737.3";"757.5";"";"54";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"09.05.2016 17:30";"37.2";"736.9";"756.7";"";"57";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"09.05.2016 08:30";"30.0";"737.3";"757.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.05.2016 17:30";"37.0";"736.9";"756.7";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"08.05.2016 08:30";"25.2";"737.0";"757.6";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"07.05.2016 17:30";"37.0";"736.9";"756.7";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"07.05.2016 08:30";"25.4";"737.0";"757.6";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"06.05.2016 17:30";"37.2";"736.3";"756.1";"";"57";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"06.05.2016 08:30";"30.0";"737.0";"757.3";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"05.05.2016 17:30";"37.0";"736.3";"756.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"05.05.2016 08:30";"25.2";"736.8";"757.4";"";"60";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.8";"";"";"";"";"";"";
"04.05.2016 17:30";"40.4";"736.6";"756.2";"";"36";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"04.05.2016 08:30";"27.0";"735.9";"756.4";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"03.05.2016 17:30";"40.2";"736.6";"756.2";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"03.05.2016 08:30";"25.2";"736.0";"756.6";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"02.05.2016 17:30";"40.0";"736.6";"756.2";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"02.05.2016 08:30";"25.0";"736.0";"756.6";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"01.05.2016 17:30";"35.0";"736.3";"756.2";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"01.05.2016 08:30";"25.2";"736.0";"756.6";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"30.04.2016 17:30";"35.2";"736.3";"756.2";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"30.04.2016 08:30";"27.0";"735.9";"756.4";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"29.04.2016 17:30";"40.0";"736.6";"756.2";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"29.04.2016 08:30";"30.2";"736.0";"756.2";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"28.04.2016 17:30";"35.0";"736.3";"756.2";"";"68";"Wind blowing from the north-east";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"28.04.2016 08:30";"30.4";"736.0";"756.2";"";"63";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"27.04.2016 17:30";"42.0";"736.3";"755.8";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.04.2016 08:30";"30.2";"736.0";"756.2";"";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.04.2016 17:30";"40.0";"736.2";"755.8";"";"37";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"26.04.2016 08:30";"28.0";"736.0";"756.4";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"25.04.2016 17:30";"39.0";"736.2";"755.9";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"25.04.2016 08:30";"27.2";"735.9";"756.4";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"24.04.2016 17:30";"40.0";"736.4";"756.0";"";"37";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"24.04.2016 08:30";"27.0";"735.9";"756.4";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"23.04.2016 17:30";"40.0";"736.2";"755.8";"";"37";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"23.04.2016 08:30";"27.0";"735.9";"756.4";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"22.04.2016 17:30";"42.0";"736.3";"755.8";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"22.04.2016 08:30";"28.0";"736.0";"756.4";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"21.04.2016 17:30";"40.4";"736.2";"755.8";"";"36";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"21.04.2016 08:30";"30.2";"736.0";"756.2";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"20.04.2016 17:30";"40.2";"736.2";"755.8";"";"36";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"20.04.2016 08:30";"30.0";"735.9";"756.2";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"19.04.2016 17:30";"40.2";"736.4";"756.0";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"19.04.2016 08:30";"30.4";"736.9";"757.2";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"18.04.2016 17:30";"40.0";"736.2";"755.8";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"45.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"32.9";"";"";"";"";"";"";
"18.04.2016 08:30";"30.2";"736.9";"757.2";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"17.04.2016 17:30";"39.0";"736.3";"756.0";"";"45";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"45.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"17.04.2016 08:30";"30.0";"736.9";"757.2";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"16.04.2016 17:30";"40.0";"736.6";"756.2";"";"42";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"16.04.2016 08:30";"28.0";"737.0";"757.4";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"15.04.2016 17:30";"38.0";"736.5";"756.2";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"15.04.2016 08:30";"27.0";"737.0";"757.5";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"14.04.2016 17:30";"37.0";"736.5";"756.3";"";"48";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.04.2016 08:30";"28.0";"737.0";"757.4";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"13.04.2016 17:30";"38.0";"736.5";"756.2";"";"49";"";"";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"13.04.2016 08:30";"28.4";"737.0";"757.4";"";"82";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"12.04.2016 17:30";"39.0";"736.7";"756.4";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"12.04.2016 08:30";"30.2";"736.7";"757.0";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"11.04.2016 17:30";"35.4";"736.5";"756.4";"";"41";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"43.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.2";"";"";"";"";"";"";
"11.04.2016 08:30";"30.2";"736.7";"757.0";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"10.04.2016 08:30";"28.0";"737.8";"758.2";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"09.04.2016 17:30";"38.0";"737.7";"757.5";"";"49";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"45.0";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"09.04.2016 08:30";"25.8";"737.7";"758.3";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"08.04.2016 17:30";"35.4";"737.6";"757.5";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"08.04.2016 08:30";"25.6";"737.7";"758.3";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"07.04.2016 08:30";"25.6";"736.5";"757.1";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"06.04.2016 17:30";"35.6";"737.6";"757.5";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"06.04.2016 08:30";"29.0";"737.7";"758.1";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"05.04.2016 17:30";"35.2";"737.5";"757.5";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.04.2016 08:30";"28.0";"737.8";"758.2";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"04.04.2016 17:30";"35.4";"737.6";"757.5";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"04.04.2016 08:30";"25.6";"737.7";"758.3";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"03.04.2016 17:30";"35.0";"737.5";"757.5";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"03.04.2016 08:30";"25.4";"737.7";"758.3";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"02.04.2016 17:30";"35.2";"737.5";"757.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"02.04.2016 08:30";"23.2";"737.7";"758.5";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"01.04.2016 17:30";"34.2";"737.7";"757.7";"";"66";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"20.0";"27.1";"";"";"";"";"";"";
"01.04.2016 08:30";"24.0";"737.7";"758.4";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"31.03.2016 17:30";"34.0";"737.7";"757.7";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"31.03.2016 08:30";"22.6";"737.7";"758.5";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
