# Weather station Durg, India, WMO_ID=42876,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42876&lang=en
#
"Local time in Durg";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.11.2016 17:30";"28.2";"";"";"";"62";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"04.11.2016 08:30";"24.8";"";"";"";"72";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"03.11.2016 17:30";"28.6";"";"";"";"58";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"03.11.2016 08:30";"23.0";"";"";"";"83";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"02.11.2016 17:30";"28.2";"";"";"";"38";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"02.11.2016 08:30";"22.4";"";"";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"01.11.2016 17:30";"28.6";"";"";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"01.11.2016 08:30";"24.2";"";"";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"31.10.2016 17:30";"30.2";"";"";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"31.10.2016 08:30";"23.2";"";"";"";"67";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"30.10.2016 17:30";"29.0";"";"";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"30.10.2016 08:30";"22.6";"";"";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"29.10.2016 17:30";"30.4";"";"";"";"38";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"29.10.2016 08:30";"22.6";"";"";"";"78";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"28.10.2016 17:30";"29.6";"";"";"";"35";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"28.10.2016 08:30";"21.6";"";"";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"27.10.2016 17:30";"30.2";"";"";"";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"27.10.2016 08:30";"23.4";"";"";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"26.10.2016 17:30";"29.2";"";"";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"22.10.2016 17:30";"30.2";"";"";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"22.10.2016 08:30";"23.2";"";"";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"21.10.2016 17:30";"29.4";"";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"21.10.2016 08:30";"24.4";"";"";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"20.10.2016 17:30";"29.6";"";"";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"20.10.2016 08:30";"24.2";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"19.10.2016 17:30";"30.2";"";"";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"19.10.2016 08:30";"24.4";"";"";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"18.10.2016 17:30";"29.6";"";"";"";"52";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"18.10.2016 08:30";"24.6";"";"";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.10.2016 17:30";"30.2";"";"";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"17.10.2016 08:30";"24.4";"";"";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"16.10.2016 17:30";"31.6";"";"";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"14.10.2016 08:30";"25.0";"";"";"";"79";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"19.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.1";"";"";"";"";"";"";
"13.10.2016 17:30";"32.6";"";"";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"13.10.2016 08:30";"24.2";"";"";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"12.10.2016 17:30";"31.6";"";"";"";"63";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"12.10.2016 08:30";"27.4";"";"";"";"80";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.7";"";"";"";"";"";"";
"11.10.2016 17:30";"30.6";"";"";"";"63";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"11.10.2016 08:30";"27.4";"";"";"";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.9";"";"";"";"";"";"";
"10.10.2016 17:30";"29.8";"";"";"";"69";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"10.10.2016 08:30";"25.8";"";"";"";"89";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"09.10.2016 17:30";"30.6";"";"";"";"63";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"09.10.2016 08:30";"26.6";"";"";"";"84";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"08.10.2016 17:30";"30.4";"";"";"";"67";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"08.10.2016 08:30";"26.4";"";"";"";"86";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"05.10.2016 17:30";"31.6";"";"";"";"55";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"05.10.2016 08:30";"27.6";"";"";"";"83";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.4";"";"";"";"";"";"";
"04.10.2016 17:30";"31.6";"";"";"";"60";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"04.10.2016 08:30";"26.4";"";"";"";"84";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"03.10.2016 17:30";"29.6";"";"";"";"70";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"03.10.2016 08:30";"26.2";"";"";"";"84";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"02.10.2016 17:30";"27.6";"";"";"";"83";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"02.10.2016 08:30";"25.6";"";"";"";"82";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"01.10.2016 17:30";"28.2";"";"";"";"78";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"01.10.2016 08:30";"26.4";"";"";"";"86";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"30.09.2016 17:30";"27.4";"";"";"";"77";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"28.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"30.09.2016 08:30";"24.8";"";"";"";"91";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"29.09.2016 17:30";"26.6";"";"";"";"86";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"28.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"29.09.2016 08:30";"24.8";"";"";"";"90";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"28.09.2016 17:30";"27.4";"";"";"";"84";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"28.09.2016 08:30";"25.4";"";"";"";"94";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"27.09.2016 17:30";"27.0";"";"";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"27.09.2016 08:30";"25.2";"";"";"";"96";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"26.09.2016 17:30";"26.0";"";"";"";"97";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"27.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"26.09.2016 08:30";"25.0";"";"";"";"100";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"25.09.2016 17:30";"28.6";"";"";"";"76";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"25.09.2016 08:30";"26.2";"";"";"";"87";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"24.09.2016 17:30";"30.4";"";"";"";"67";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"24.09.2016 08:30";"28.2";"";"";"";"78";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"23.09.2016 17:30";"29.2";"";"";"";"71";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"23.09.2016 08:30";"26.2";"";"";"";"87";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"22.09.2016 17:30";"29.6";"";"";"";"70";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"22.09.2016 08:30";"26.4";"";"";"";"84";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"21.09.2016 17:30";"30.6";"";"";"";"70";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"21.09.2016 08:30";"28.4";"";"";"";"79";"Calm, no wind";"0";"";"";"60%.";"Shower(s) of rain. ";"Storm";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"20.09.2016 17:30";"27.8";"";"";"";"81";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"20.09.2016 08:30";"27.2";"";"";"";"92";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"19.09.2016 17:30";"26.6";"";"";"";"88";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"19.09.2016 08:30";"27.2";"";"";"";"84";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"17.09.2016 08:30";"27.2";"";"";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"16.09.2016 17:30";"29.0";"";"";"";"73";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
