# Weather station Mana, India, WMO_ID=42872,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42872&lang=en
#
"Local time in Mana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.04.2016 17:30";"35.2";"725.9";"751.9";"";"53";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"26.04.2016 08:30";"36.0";"729.0";"755.1";"";"32";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"25.04.2016 17:30";"41.0";"724.8";"750.3";"";"26";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"25.04.2016 08:30";"36.4";"726.8";"752.8";"";"22";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.2";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"24.04.2016 17:30";"40.2";"723.1";"748.6";"";"26";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.04.2016 08:30";"35.0";"726.1";"752.2";"";"29";"Wind blowing from the north";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.8";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"23.04.2016 17:30";"39.6";"723.1";"748.7";"";"24";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"23.04.2016 08:30";"33.8";"726.4";"752.6";"";"27";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"22.04.2016 17:30";"41.6";"723.8";"749.2";"";"20";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"22.04.2016 08:30";"36.6";"727.8";"753.8";"";"27";"Wind blowing from the west-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"29.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"21.04.2016 17:30";"41.6";"";"";"";"13";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"43.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.6";"";"";"";"";"";"";
"21.04.2016 08:30";"36.2";"728.2";"754.2";"";"34";"Wind blowing from the west-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"30.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"20.04.2016 17:30";"41.6";"726.4";"751.9";"";"20";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"";"";"";"44.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"20.04.2016 08:30";"35.2";"730.1";"756.3";"";"33";"Wind blowing from the west-southwest";"6";"";"";"10%  or less, but not 0";" ";"";"";"30.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"19.04.2016 17:30";"41.2";"726.5";"752.0";"";"20";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"42.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"19.04.2016 08:30";"35.6";"729.5";"755.6";"";"39";"Wind blowing from the west-northwest";"6";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"18.04.2016 17:30";"40.8";"725.7";"751.2";"";"19";"Wind blowing from the west";"5";"";"";"40%.";" ";"";"";"";"42.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"18.04.2016 08:30";"34.2";"729.3";"755.5";"";"42";"Wind blowing from the west";"6";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"30.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"17.04.2016 17:30";"40.8";"724.9";"750.4";"";"19";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.1";"";"";"";"";"";"";
"17.04.2016 08:30";"34.0";"728.5";"754.7";"";"43";"Wind blowing from the west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"16.04.2016 17:30";"41.2";"724.9";"750.4";"";"20";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"16.04.2016 08:30";"34.0";"728.8";"755.0";"";"30";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.7";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.04.2016 17:30";"41.0";"726.1";"751.6";"";"13";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"15.04.2016 08:30";"33.8";"729.8";"756.1";"";"25";"Wind blowing from the south-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"14.04.2016 17:30";"39.8";"725.8";"751.4";"";"12";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"14.04.2016 08:30";"33.6";"728.5";"754.8";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"";"";"";"2.0";"10.0";"";"";"";"";"";"";
"13.04.2016 17:30";"39.2";"724.3";"749.9";"";"16";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"40.9";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.9";"";"";"";"";"";"";
"13.04.2016 08:30";"32.2";"728.2";"754.6";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.3";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"12.04.2016 17:30";"39.6";"725.4";"751.0";"";"18";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"41.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"12.04.2016 08:30";"33.2";"729.3";"755.6";"";"29";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"11.04.2016 17:30";"39.6";"726.8";"752.5";"";"17";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"42.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"11.04.2016 08:30";"32.8";"730.7";"757.1";"";"32";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"10.04.2016 17:30";"39.0";"727.9";"753.7";"";"18";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"40.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"10.04.2016 08:30";"32.2";"731.8";"758.3";"";"42";"Wind blowing from the west";"3";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"09.04.2016 17:30";"39.0";"728.3";"754.1";"";"23";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"09.04.2016 08:30";"32.4";"730.8";"757.3";"";"40";"Wind blowing from the west-southwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.9";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"08.04.2016 17:30";"38.8";"727.1";"752.9";"";"22";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"08.04.2016 08:30";"31.6";"730.7";"757.2";"";"42";"Wind blowing from the south-southwest";"3";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"07.04.2016 17:30";"34.8";"728.2";"754.3";"";"30";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.9";"";"";"";"";"";"";
"07.04.2016 08:30";"30.8";"730.7";"757.3";"";"42";"Wind blowing from the south-west";"5";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"06.04.2016 17:30";"35.8";"727.9";"753.9";"";"28";"Wind blowing from the south-west";"4";"";"";"60%.";" ";"";"";"";"37.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"05.04.2016 17:30";"38.0";"726.4";"752.2";"";"32";"Wind blowing from the south-west";"6";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"05.04.2016 08:30";"29.6";"730.3";"757.0";"";"57";"Wind blowing from the south-southwest";"5";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"04.04.2016 17:30";"40.0";"725.9";"751.5";"";"25";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"04.04.2016 08:30";"32.8";"730.2";"756.6";"";"40";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"03.04.2016 17:30";"40.4";"727.5";"753.1";"";"19";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.9";"";"";"";"";"";"";
"03.04.2016 08:30";"32.0";"731.1";"757.6";"";"32";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.1";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"02.04.2016 17:30";"39.2";"726.7";"752.4";"";"19";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"02.04.2016 08:30";"33.0";"730.3";"756.7";"";"27";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.2";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"01.04.2016 17:30";"38.4";"726.3";"752.1";"";"16";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"01.04.2016 08:30";"29.6";"729.7";"756.4";"";"52";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.2";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"31.03.2016 17:30";"34.8";"727.9";"754.0";"";"32";"Wind blowing from the west-northwest";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.6";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.8";"";"";"";"";"";"";
"31.03.2016 08:30";"29.2";"731.9";"758.7";"";"47";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"30.03.2016 17:30";"37.0";"728.7";"754.7";"";"29";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"30.03.2016 08:30";"29.6";"732.5";"759.3";"";"52";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
