# Weather station Rajnandgaon, India, WMO_ID=42948,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42948&lang=en
#
"Local time in Rajnandgaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.05.2017 17:30";"38.2";"728.3";"755.2";"";"24";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"30.05.2017 08:30";"32.0";"727.3";"754.7";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"29.05.2017 08:30";"32.0";"726.7";"754.0";"";"36";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"15.2";"";"";"";"";"";"";
"28.05.2017 08:30";"30.0";"725.4";"752.9";"";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"27.05.2017 08:30";"36.0";"725.8";"752.8";"";"29";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"29.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"26.05.2017 17:30";"43.0";"722.5";"748.7";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"44.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"26.05.2017 08:30";"36.0";"725.8";"752.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"25.05.2017 17:30";"43.4";"722.1";"748.3";"";"19";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"44.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"24.05.2017 17:30";"43.4";"722.9";"749.1";"";"18";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"44.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"24.05.2017 08:30";"36.2";"726.3";"753.3";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.05.2017 17:30";"41.8";"722.3";"748.6";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.7";"";"";"";"";"";"";
"23.05.2017 08:30";"37.0";"725.9";"752.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"22.05.2017 17:30";"43.2";"722.5";"748.7";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"22.05.2017 08:30";"36.0";"725.8";"752.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.05.2017 17:30";"43.0";"722.7";"748.9";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"21.05.2017 08:30";"36.0";"725.6";"752.5";"";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"32.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"20.05.2017 17:30";"42.0";"720.9";"747.2";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"20.05.2017 08:30";"37.4";"726.1";"752.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"19.05.2017 17:30";"40.2";"727.5";"754.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"19.05.2017 08:30";"37.0";"726.0";"752.9";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"18.05.2017 08:30";"37.0";"725.9";"752.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.05.2017 17:30";"42.0";"720.8";"747.1";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"43.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"17.05.2017 08:30";"37.2";"725.9";"752.7";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"16.05.2017 17:30";"41.2";"727.5";"754.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"16.05.2017 08:30";"37.0";"725.8";"752.7";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"15.05.2017 17:30";"40.2";"727.4";"754.0";"";"19";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.8";"";"";"";"";"";"";
"15.05.2017 08:30";"30.2";"723.6";"751.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.05.2017 08:30";"30.2";"732.0";"759.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"13.05.2017 17:30";"40.2";"726.9";"753.5";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"13.05.2017 08:30";"30.4";"732.0";"759.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"12.05.2017 17:30";"40.2";"726.9";"753.5";"";"21";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"12.05.2017 08:30";"30.2";"731.8";"759.5";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"11.05.2017 08:30";"31.0";"730.0";"757.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"10.05.2017 17:30";"40.2";"727.4";"754.0";"";"25";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"10.05.2017 08:30";"29.0";"730.0";"757.7";"";"53";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.6";"";"";"";"";"";"";
"09.05.2017 17:30";"40.2";"725.8";"752.4";"";"28";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.6";"";"";"";"";"";"";
"09.05.2017 08:30";"31.2";"731.2";"758.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"08.05.2017 08:30";"31.0";"730.4";"758.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"07.05.2017 17:30";"41.8";"726.1";"752.6";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"07.05.2017 08:30";"29.0";"731.8";"759.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"06.05.2017 17:30";"41.8";"726.4";"752.9";"";"21";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"06.05.2017 08:30";"32.8";"729.3";"756.7";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"31.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.3";"";"";"";"";"";"";
"05.05.2017 17:30";"41.8";"726.0";"752.5";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"05.05.2017 08:30";"32.0";"730.2";"757.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"04.05.2017 17:30";"40.2";"727.5";"754.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"04.05.2017 08:30";"32.0";"730.4";"757.9";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"03.05.2017 08:30";"32.2";"728.8";"756.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"02.05.2017 17:30";"39.2";"727.6";"754.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"02.05.2017 08:30";"33.2";"729.1";"756.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"01.05.2017 17:30";"40.2";"726.9";"753.5";"";"22";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"01.05.2017 08:30";"33.2";"728.9";"756.2";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"29.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"30.04.2017 17:30";"39.2";"727.9";"754.6";"";"21";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"30.04.2017 08:30";"32.0";"729.1";"756.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"29.04.2017 17:30";"39.2";"727.9";"754.7";"";"19";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"29.04.2017 08:30";"31.2";"728.0";"755.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"28.04.2017 17:30";"39.8";"728.6";"755.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.04.2017 08:30";"31.8";"730.4";"757.9";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"27.04.2017 17:30";"38.8";"722.9";"749.5";"";"18";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"27.04.2017 08:30";"31.4";"727.5";"754.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"26.04.2017 17:30";"39.8";"727.1";"753.8";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"26.04.2017 08:30";"31.4";"727.5";"754.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"25.04.2017 08:30";"29.0";"729.0";"756.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"24.04.2017 17:30";"38.8";"726.0";"752.7";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"24.04.2017 08:30";"32.0";"729.1";"756.5";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"23.04.2017 08:30";"22.0";"726.6";"754.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.04.2017 08:30";"31.4";"727.5";"754.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"21.04.2017 17:30";"40.2";"724.5";"751.0";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"21.04.2017 08:30";"32.0";"727.3";"754.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.04.2017 17:30";"40.2";"724.5";"751.0";"";"16";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.7";"";"";"";"";"";"";
"20.04.2017 08:30";"32.0";"727.5";"754.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.04.2017 17:30";"41.8";"723.6";"750.0";"";"16";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"19.04.2017 08:30";"32.0";"727.5";"754.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"18.04.2017 17:30";"41.0";"723.1";"749.5";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"18.04.2017 08:30";"29.4";"729.3";"757.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.04.2017 17:30";"41.0";"726.3";"752.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"17.04.2017 08:30";"29.2";"729.2";"756.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"16.04.2017 08:30";"31.4";"728.0";"755.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.04.2017 17:30";"40.2";"726.3";"752.9";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"15.04.2017 08:30";"31.0";"727.8";"755.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"14.04.2017 17:30";"40.0";"726.2";"752.8";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"14.04.2017 08:30";"28.2";"730.7";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"13.04.2017 17:30";"39.0";"725.2";"751.9";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"13.04.2017 08:30";"28.2";"730.7";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"12.04.2017 17:30";"38.0";"727.8";"754.6";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"12.04.2017 08:30";"28.2";"730.7";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"11.04.2017 08:30";"28.4";"730.9";"758.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"10.04.2017 17:30";"38.2";"725.2";"751.9";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"10.04.2017 08:30";"32.0";"728.8";"756.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"09.04.2017 17:30";"40.4";"726.2";"752.8";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"09.04.2017 08:30";"32.0";"729.1";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"08.04.2017 17:30";"40.8";"725.8";"752.3";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"08.04.2017 08:30";"32.2";"729.1";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"07.04.2017 08:30";"32.2";"729.1";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.04.2017 17:30";"39.8";"725.3";"751.9";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"06.04.2017 08:30";"32.0";"731.4";"758.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"05.04.2017 17:30";"39.8";"725.1";"751.7";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.04.2017 08:30";"28.0";"723.8";"751.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"04.04.2017 17:30";"39.2";"725.3";"752.0";"";"19";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
