# Weather station Pilani, India, WMO_ID=42174,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42174&lang=en
#
"Local time in Pilani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.06.2017 17:30";"32.8";"723.8";"748.5";"";"46";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"39.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"09.06.2017 17:30";"38.4";"724.0";"748.3";"";"33";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.6";"";"";"";"";"";"";
"09.06.2017 08:30";"29.6";"726.9";"752.0";"";"60";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"27.3";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"07.06.2017 17:30";"36.2";"726.4";"750.9";"";"45";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"36.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"06.06.2017 17:30";"41.4";"723.9";"748.0";"";"30";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"06.06.2017 08:30";"35.4";"727.3";"751.9";"";"47";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"31.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"05.06.2017 17:30";"42.6";"722.7";"746.6";"";"26";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"05.06.2017 08:30";"36.0";"726.2";"750.8";"";"47";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"32.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"04.06.2017 17:30";"43.4";"722.9";"746.8";"";"19";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.1";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"04.06.2017 08:30";"33.8";"725.7";"750.4";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.9";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"03.06.2017 17:30";"41.4";"722.8";"746.8";"";"22";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"43.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"03.06.2017 08:30";"33.2";"726.6";"751.4";"";"59";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"02.06.2017 17:30";"41.2";"724.4";"748.5";"";"32";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"02.06.2017 08:30";"31.8";"727.8";"752.8";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"01.06.2017 17:30";"35.8";"725.3";"749.8";"";"48";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"35.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"01.06.2017 08:30";"27.4";"727.8";"753.1";"";"78";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"23.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"31.05.2017 17:30";"29.4";"724.2";"749.2";"";"67";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"31.05.2017 08:30";"23.8";"725.2";"750.8";"";"95";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"23.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"30.05.2017 17:30";"36.8";"721.3";"745.6";"";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"30.05.2017 08:30";"30.2";"724.8";"749.8";"";"72";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"29.05.2017 17:30";"32.4";"723.5";"748.3";"";"53";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"29.05.2017 08:30";"29.6";"724.3";"749.3";"";"54";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"28.05.2017 17:30";"43.4";"720.6";"744.4";"";"24";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"45.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"28.05.2017 08:30";"36.6";"725.9";"750.4";"";"43";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"27.05.2017 17:30";"44.8";"721.4";"745.1";"";"18";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"47.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"27.05.2017 08:30";"36.6";"724.3";"748.7";"";"32";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"30.1";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"26.05.2017 17:30";"44.4";"722.0";"745.8";"";"16";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"45.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"26.05.2017 08:30";"35.8";"726.7";"751.3";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"25.05.2017 17:30";"42.2";"723.7";"747.7";"";"24";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"42.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.5";"";"";"";"";"";"";
"24.05.2017 17:30";"41.2";"724.2";"748.3";"";"20";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"41.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"24.05.2017 08:30";"33.4";"728.0";"752.8";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"23.05.2017 17:30";"38.9";"725.8";"750.1";"";"29";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"";"39.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"23.05.2017 08:30";"31.4";"729.8";"754.9";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.05.2017 17:30";"36.8";"727.2";"751.7";"";"34";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"22.05.2017 08:30";"26.2";"728.8";"754.3";"";"57";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"21.05.2017 17:30";"37.6";"724.2";"748.6";"";"25";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"";"39.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"21.05.2017 08:30";"28.8";"727.2";"752.4";"";"53";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"20.05.2017 17:30";"39.2";"724.7";"749.0";"";"27";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"20.05.2017 08:30";"30.2";"727.9";"753.0";"";"53";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"26.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"19.05.2017 17:30";"25.8";"727.3";"752.8";"";"65";"Wind blowing from the west-northwest";"2";"";"";"60%.";" ";"";"";"";"41.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"19.05.2017 08:30";"33.8";"728.0";"752.8";"";"45";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"28.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"18.05.2017 17:30";"39.2";"725.4";"749.7";"";"29";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.9";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"18.05.2017 08:30";"31.8";"728.3";"753.3";"";"44";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"17.05.2017 17:30";"36.8";"725.3";"749.8";"";"38";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"17.05.2017 08:30";"30.4";"728.0";"753.1";"";"56";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"16.05.2017 17:30";"39.2";"723.7";"747.9";"";"29";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"40.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"16.05.2017 08:30";"32.6";"726.7";"751.6";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"15.05.2017 17:30";"42.8";"722.6";"746.5";"";"22";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"43.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"15.05.2017 08:30";"34.8";"726.6";"751.3";"";"30";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"14.05.2017 17:30";"41.8";"725.0";"749.1";"";"20";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"";"43.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"14.05.2017 08:30";"32.4";"727.9";"752.8";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.9";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"13.05.2017 17:30";"40.0";"726.6";"750.9";"";"29";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"42.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"13.05.2017 08:30";"34.2";"730.4";"755.2";"";"39";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"12.05.2017 17:30";"39.8";"728.1";"752.4";"";"27";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"";"40.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"12.05.2017 08:30";"32.8";"731.3";"756.3";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"11.05.2017 17:30";"40.2";"727.6";"751.9";"";"23";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"41.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"11.05.2017 08:30";"31.2";"731.0";"756.1";"";"46";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"10.05.2017 08:30";"34.8";"729.0";"753.7";"";"33";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"28.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"09.05.2017 17:30";"42.4";"732.2";"756.4";"";"18";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"";"44.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
