# Weather station Bhilwara, India, WMO_ID=42447,selection from 11.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42447&lang=en
#
"Local time in Bhilwara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.10.2017 17:30";"32.6";"719.7";"754.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"21.10.2017 08:30";"23.4";"722.5";"758.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"20.10.2017 17:30";"32.8";"720.2";"755.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"20.10.2017 08:30";"23.6";"722.6";"758.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"19.10.2017 17:30";"31.0";"720.2";"755.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"19.10.2017 08:30";"23.4";"723.1";"759.4";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"18.10.2017 17:30";"33.0";"720.5";"755.5";"";"19";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"18.10.2017 08:30";"25.2";"723.2";"759.3";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"17.10.2017 17:30";"34.8";"720.2";"755.0";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"17.10.2017 08:30";"25.8";"722.5";"758.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"16.10.2017 17:30";"34.8";"719.7";"754.4";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"16.10.2017 08:30";"28.5";"722.3";"757.9";"";"40";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"15.10.2017 17:30";"35.0";"719.3";"754.0";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"15.10.2017 08:30";"22.2";"721.3";"757.6";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"14.10.2017 17:30";"34.8";"718.4";"753.1";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"14.10.2017 08:30";"24.8";"721.3";"757.3";"";"61";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"13.10.2017 17:30";"34.0";"718.0";"752.8";"";"40";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"13.10.2017 08:30";"26.6";"720.9";"756.7";"";"65";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"12.10.2017 17:30";"30.6";"719.4";"754.6";"";"46";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"17.8";"";"";"";"";"";"";
"12.10.2017 08:30";"25.6";"721.5";"757.4";"";"69";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"19.4";"";"";"";"";"";"";
"11.10.2017 17:30";"34.0";"719.4";"754.2";"";"57";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"11.10.2017 08:30";"25.0";"721.5";"757.5";"";"61";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"10.10.2017 17:30";"34.0";"718.6";"753.4";"";"22";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"10.10.2017 08:30";"27.0";"721.5";"757.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"09.10.2017 17:30";"33.6";"719.1";"754.0";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"09.10.2017 08:30";"27.4";"721.3";"757.0";"";"42";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"08.10.2017 08:30";"26.2";"721.6";"757.5";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"07.10.2017 17:30";"33.6";"719.7";"754.6";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"07.10.2017 08:30";"27.0";"723.0";"758.8";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"06.10.2017 17:30";"33.6";"720.8";"755.7";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"05.10.2017 17:30";"33.4";"720.6";"755.6";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"05.10.2017 08:30";"26.2";"722.9";"758.8";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"04.10.2017 17:30";"34.4";"721.0";"755.8";"";"27";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"03.10.2017 17:30";"34.8";"720.5";"755.3";"";"35";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.7";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"03.10.2017 08:30";"26.0";"722.5";"758.4";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"02.10.2017 17:30";"35.4";"719.6";"754.3";"";"27";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"02.10.2017 08:30";"27.4";"721.6";"757.3";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"01.10.2017 17:30";"35.0";"720.2";"754.9";"";"28";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"36.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"01.10.2017 08:30";"27.4";"723.0";"758.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"30.09.2017 17:30";"35.8";"721.4";"756.1";"";"27";"Wind blowing from the west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"30.09.2017 08:30";"28.6";"722.7";"758.3";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"29.09.2017 08:30";"26.8";"721.1";"756.9";"";"69";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"28.09.2017 17:30";"33.6";"719.3";"754.2";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.2";"Stratocumulus cumulogenitus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"28.09.2017 08:30";"27.6";"721.5";"757.2";"";"66";"Wind blowing from the west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
"27.09.2017 17:30";"33.4";"718.0";"752.8";"";"45";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"36.4";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"27.09.2017 08:30";"28.4";"722.3";"757.9";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"26.09.2017 17:30";"34.0";"720.1";"755.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"26.09.2017 08:30";"26.0";"722.0";"757.9";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"25.09.2017 17:30";"28.8";"719.7";"755.1";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"25.09.2017 08:30";"27.6";"721.7";"757.4";"";"72";"Wind blowing from the south-west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"24.09.2017 08:30";"26.0";"722.6";"758.5";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.09.2017 17:30";"34.0";"720.0";"754.9";"";"45";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.7";"Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"23.09.2017 08:30";"25.6";"720.7";"756.6";"";"81";"Wind blowing from the south";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"22.09.2017 17:30";"32.4";"717.6";"752.5";"";"56";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"22.09.2017 08:30";"27.0";"718.7";"754.3";"";"80";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.2";"";"";"";"";"";"";
"21.09.2017 17:30";"34.0";"716.0";"750.7";"";"47";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.3";"";"";"";"";"";"";
"21.09.2017 08:30";"28.8";"718.1";"753.5";"";"59";"Wind blowing from the north-west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"20.09.2017 17:30";"34.0";"716.0";"750.7";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"20.09.2017 08:30";"27.2";"718.7";"754.3";"";"58";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"19.09.2017 17:30";"34.0";"716.9";"751.6";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"19.09.2017 08:30";"27.8";"719.4";"755.0";"";"65";"Wind blowing from the north-northeast";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"18.09.2017 17:30";"33.4";"717.7";"752.5";"";"36";"Wind blowing from the north-northeast";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"35.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"18.09.2017 08:30";"27.2";"719.9";"755.6";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"17.09.2017 17:30";"32.0";"718.0";"753.0";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"17.09.2017 08:30";"25.0";"720.3";"756.2";"";"95";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.1";"";"";"";"";"";"";
"16.09.2017 17:30";"28.4";"717.8";"753.2";"";"75";"Wind blowing from the north";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"16.09.2017 08:30";"24.2";"720.6";"756.7";"";"91";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.7";"";"";"";"";"";"";
"15.09.2017 17:30";"29.0";"718.1";"753.4";"";"68";"Wind blowing from the north";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.6";"";"";"";"";"";"";
