# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.05.2017 17:30";"36.0";"714.6";"749.3";"";"51";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"42.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"18.05.2017 08:30";"32.8";"716.4";"751.6";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"17.05.2017 17:30";"39.4";"712.5";"746.7";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"17.05.2017 08:30";"32.0";"714.6";"749.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"16.05.2017 17:30";"39.8";"712.5";"746.7";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"16.05.2017 08:30";"32.0";"715.6";"750.8";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"15.05.2017 17:30";"39.6";"713.6";"747.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"15.05.2017 08:30";"32.0";"716.1";"751.3";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"14.05.2017 17:30";"40.0";"713.6";"747.8";"";"45";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"14.05.2017 08:30";"32.0";"716.2";"751.4";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"13.05.2017 17:30";"39.2";"714.6";"748.9";"";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.4";"";"";"";"";"";"";
"13.05.2017 08:30";"32.2";"717.9";"753.2";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"12.05.2017 17:30";"37.0";"715.1";"749.7";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"12.05.2017 08:30";"31.4";"718.9";"754.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.05.2017 17:30";"39.0";"715.3";"749.7";"";"46";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.0";"Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"11.05.2017 08:30";"31.0";"718.3";"753.8";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"10.05.2017 17:30";"40.0";"713.6";"747.8";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.3";"";"";"";"";"";"";
"10.05.2017 08:30";"34.2";"716.9";"751.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"09.05.2017 17:30";"36.0";"715.1";"749.8";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"41.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"No precipitation";"6";"";"";"";"";
"09.05.2017 08:30";"31.6";"717.0";"752.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"08.05.2017 17:30";"32.6";"714.8";"749.9";"";"67";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.7";"";"";"";"";"";"";
"08.05.2017 08:30";"33.0";"718.4";"753.6";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"2.0";"23.4";"";"";"";"";"";"";
"07.05.2017 17:30";"33.0";"715.9";"751.0";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.4";"";"";"";"";"";"";
"07.05.2017 08:30";"34.0";"718.8";"753.9";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"06.05.2017 17:30";"40.6";"715.8";"750.0";"";"43";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.7";"";"";"";"";"";"";
"06.05.2017 08:30";"32.8";"718.7";"754.0";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"05.05.2017 17:30";"39.4";"715.9";"750.3";"";"47";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.2";"";"";"";"";"";"";
"05.05.2017 08:30";"30.2";"718.6";"754.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"04.05.2017 17:30";"37.2";"716.9";"751.6";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"04.05.2017 08:30";"30.0";"718.6";"754.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"03.05.2017 17:30";"37.0";"715.7";"750.3";"";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.5";"";"";"";"";"";"";
"03.05.2017 08:30";"31.0";"718.5";"754.0";"";"59";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"02.05.2017 17:30";"38.0";"716.4";"751.0";"";"53";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.8";"";"";"";"";"";"";
"02.05.2017 08:30";"32.0";"719.2";"754.6";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"01.05.2017 17:30";"37.0";"";"751.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"01.05.2017 08:30";"30.0";"";"753.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"30.04.2017 17:30";"36.2";"";"749.4";"";"48";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"38.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"23.6";"";"";"";"";"";"";
"30.04.2017 08:30";"30.0";"";"751.7";"";"59";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"21.0";"";"";"";"";"";"";
"29.04.2017 08:30";"30.2";"";"753.2";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"28.04.2017 17:30";"36.8";"";"749.0";"";"54";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"28.04.2017 08:30";"29.8";"";"754.0";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"21.1";"";"";"";"";"";"";
"27.04.2017 17:30";"36.0";"";"750.4";"";"47";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"27.04.2017 08:30";"29.0";"";"754.0";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"26.04.2017 17:30";"34.2";"";"750.3";"";"59";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"26.04.2017 08:30";"27.8";"";"753.2";"";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"25.04.2017 17:30";"34.6";"";"749.8";"";"53";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.8";"";"";"";"";"";"";
"25.04.2017 08:30";"28.6";"718.4";"754.1";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"24.04.2017 17:30";"35.0";"716.0";"750.9";"";"33";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"16.4";"";"";"";"";"";"";
"24.04.2017 08:30";"29.0";"716.3";"751.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"22.04.2017 08:30";"30.0";"715.4";"750.8";"";"46";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"21.04.2017 17:30";"41.0";"713.7";"747.8";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"20.04.2017 08:30";"31.6";"718.0";"753.4";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"19.04.2017 08:30";"30.2";"717.4";"752.9";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.04.2017 17:30";"39.8";"714.4";"748.6";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"18.04.2017 08:30";"30.4";"717.7";"753.2";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"17.04.2017 17:30";"40.2";"714.4";"748.6";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.04.2017 08:30";"30.0";"717.4";"752.9";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"16.04.2017 17:30";"40.0";"714.4";"748.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.04.2017 08:30";"30.0";"716.4";"751.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"15.04.2017 17:30";"39.0";"714.0";"748.3";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"15.04.2017 08:30";"28.8";"716.4";"752.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"14.04.2017 17:30";"40.2";"716.2";"750.5";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"14.04.2017 08:30";"30.0";"717.6";"753.1";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"13.04.2017 17:30";"39.0";"716.6";"751.0";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"12.04.2017 17:30";"37.6";"716.4";"751.0";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"12.04.2017 08:30";"28.0";"719.6";"755.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"11.04.2017 17:30";"35.6";"717.2";"752.1";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"11.04.2017 08:30";"27.2";"719.8";"755.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.04.2017 17:30";"32.8";"717.9";"753.1";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"10.04.2017 08:30";"24.0";"721.4";"757.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"09.04.2017 17:30";"30.4";"719.5";"755.1";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"08.04.2017 17:30";"31.0";"718.8";"754.3";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"08.04.2017 08:30";"22.6";"720.2";"756.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"07.04.2017 17:30";"30.0";"716.5";"752.0";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"07.04.2017 08:30";"24.0";"718.7";"755.0";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"1.6";"";"";"";"";"";"";
"06.04.2017 17:30";"31.0";"713.7";"748.9";"";"34";"Wind blowing from the south-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.4";"";"";"";"";"";"";
"06.04.2017 08:30";"27.6";"721.6";"757.6";"";"39";"Wind blowing from the south-west";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.4";"";"";"";"";"";"";
"05.04.2017 17:30";"36.4";"713.2";"747.8";"";"27";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.5";"";"";"";"";"";"";
"05.04.2017 08:30";"28.4";"717.2";"752.9";"";"44";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"04.04.2017 17:30";"36.4";"716.2";"750.9";"";"34";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"04.04.2017 08:30";"29.4";"718.1";"753.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"03.04.2017 08:30";"29.8";"718.1";"753.7";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"02.04.2017 17:30";"37.0";"716.1";"750.8";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"02.04.2017 08:30";"28.0";"717.1";"752.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"01.04.2017 17:30";"36.4";"716.1";"750.8";"";"25";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.2";"";"";"";"";"";"";
"01.04.2017 08:30";"30.0";"718.4";"754.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"31.03.2017 17:30";"37.0";"717.8";"752.5";"";"22";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"31.03.2017 08:30";"28.0";"719.3";"755.2";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"30.03.2017 08:30";"25.0";"718.9";"755.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"29.03.2017 17:30";"38.0";"717.8";"752.4";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"29.03.2017 08:30";"28.0";"719.6";"755.5";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"28.03.2017 17:30";"38.4";"717.7";"752.3";"";"24";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"28.03.2017 08:30";"27.6";"720.1";"756.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"27.03.2017 17:30";"36.0";"718.0";"752.9";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"27.03.2017 08:30";"28.0";"721.0";"757.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"26.03.2017 17:30";"33.6";"718.3";"753.4";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"26.03.2017 08:30";"22.6";"721.1";"757.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"25.03.2017 17:30";"33.8";"717.7";"752.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
