# Weather station Udaipur-Dabok, India, WMO_ID=42542,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42542&lang=en
#
"Local time in Udaipur-Dabok";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.01.2013 17:30";"21.6";"718.6";"762.2";"";"28";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.4";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"23.01.2013 11:30";"18.8";"721.7";"765.8";"";"30";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.0";"";"";"";"";"";"";
"23.01.2013 11:30";"18.8";"721.7";"765.8";"";"30";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.0";"";"";"";"";"";"";
"23.01.2013 05:30";"";"719.5";"765.8";"";"";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"1.3";"";"";"";"";"";"";
"23.01.2013 05:30";"";"719.5";"765.8";"";"";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"1.3";"";"";"";"";"";"";
"22.01.2013 23:30";"9.2";"720.5";"766.0";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.1";"";"";"";"";"";"";
"22.01.2013 23:30";"9.2";"720.5";"766.0";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.1";"";"";"";"";"";"";
"22.01.2013 17:30";"20.2";"719.2";"763.0";"";"26";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"0.1";"";"";"";"";"";"";
"22.01.2013 17:30";"20.2";"719.2";"763.0";"";"26";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"0.1";"";"";"";"";"";"";
"22.01.2013 11:30";"17.0";"722.5";"767.1";"";"33";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.5";"";"";"";"";"";"";
"22.01.2013 11:30";"17.0";"722.5";"767.1";"";"33";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"0.5";"";"";"";"";"";"";
"22.01.2013 05:30";"6.0";"719.6";"765.8";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.3";"";"";"";"";"";"";
"22.01.2013 05:30";"6.0";"719.6";"765.8";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.3";"";"";"";"";"";"";
"21.01.2013 23:30";"10.0";"720.6";"766.1";"";"71";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"21.01.2013 23:30";"10.0";"720.6";"766.1";"";"71";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"21.01.2013 17:30";"19.0";"719.6";"763.6";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"19.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.6";"";"";"";"";"";"";
"21.01.2013 17:30";"19.0";"719.6";"763.6";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"19.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.6";"";"";"";"";"";"";
"21.01.2013 11:30";"16.6";"722.4";"767.0";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"21.01.2013 11:30";"16.6";"722.4";"767.0";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"21.01.2013 05:30";"6.4";"719.9";"766.0";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"0.7";"";"";"";"";"";"";
"21.01.2013 05:30";"6.4";"719.9";"766.0";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"0.7";"";"";"";"";"";"";
"20.01.2013 23:30";"9.0";"720.3";"766.0";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"2.8";"";"";"";"";"";"";
"20.01.2013 23:30";"9.0";"720.3";"766.0";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"2.8";"";"";"";"";"";"";
"20.01.2013 17:30";"19.2";"718.7";"762.5";"";"31";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"20.2";"";"";"";"";"";"4.0";"1.7";"";"";"";"";"";"";
"20.01.2013 17:30";"19.2";"718.7";"762.5";"";"31";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"20.2";"";"";"";"";"";"4.0";"1.7";"";"";"";"";"";"";
"20.01.2013 11:30";"16.4";"721.7";"766.3";"";"41";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"20.01.2013 11:30";"16.4";"721.7";"766.3";"";"41";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"20.01.2013 05:30";"6.8";"720.1";"766.1";"";"67";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"20.01.2013 05:30";"6.8";"720.1";"766.1";"";"67";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"1.2";"";"";"";"";"";"";
"19.01.2013 23:30";"9.2";"721.0";"766.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"19.01.2013 23:30";"9.2";"721.0";"766.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"19.01.2013 17:30";"18.4";"719.3";"763.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"2.2";"";"";"";"";"";"";
"19.01.2013 17:30";"18.4";"719.3";"763.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"2.2";"";"";"";"";"";"";
"19.01.2013 11:30";"17.0";"722.2";"766.8";"";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.3";"";"";"";"";"";"";
"19.01.2013 11:30";"17.0";"722.2";"766.8";"";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.3";"";"";"";"";"";"";
"19.01.2013 05:30";"6.6";"719.6";"765.6";"";"81";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"19.01.2013 05:30";"6.6";"719.6";"765.6";"";"81";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"18.01.2013 23:30";"10.6";"719.6";"764.9";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"18.01.2013 23:30";"10.6";"719.6";"764.9";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"18.01.2013 17:30";"18.0";"717.3";"761.3";"";"32";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.9";"";"";"";"";"";"4.0";"0.9";"";"";"";"";"";"";
"18.01.2013 17:30";"18.0";"717.3";"761.3";"";"32";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.9";"";"";"";"";"";"4.0";"0.9";"";"";"";"";"";"";
"18.01.2013 11:30";"19.0";"718.1";"761.9";"";"45";"Wind blowing from the south-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"6.9";"";"";"";"";"";"";
"18.01.2013 11:30";"19.0";"718.1";"761.9";"";"45";"Wind blowing from the south-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"6.9";"";"";"";"";"";"";
"18.01.2013 05:30";"11.8";"715.2";"760.1";"";"87";"Wind blowing from the south";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.7";"";"";"";"";"";"";
"18.01.2013 05:30";"11.8";"715.2";"760.1";"";"87";"Wind blowing from the south";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.7";"";"";"";"";"";"";
"17.01.2013 23:30";"13.6";"715.1";"759.8";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"17.01.2013 23:30";"13.6";"715.1";"759.8";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.5";"";"";"";"";"";"";
"17.01.2013 17:30";"25.2";"714.2";"756.9";"";"38";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"26.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.0";"";"";"";"";"";"";
"17.01.2013 17:30";"25.2";"714.2";"756.9";"";"38";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"26.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.0";"";"";"";"";"";"";
"17.01.2013 11:30";"22.6";"717.2";"760.5";"";"42";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.1";"";"";"";"";"";"";
"17.01.2013 11:30";"22.6";"717.2";"760.5";"";"42";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.1";"";"";"";"";"";"";
"17.01.2013 05:30";"13.0";"716.3";"761.2";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"17.01.2013 05:30";"13.0";"716.3";"761.2";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"16.01.2013 23:30";"17.2";"717.4";"761.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"16.01.2013 23:30";"17.2";"717.4";"761.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"16.01.2013 17:30";"24.0";"716.3";"759.4";"";"46";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.8";"";"";"";"";"";"";
"16.01.2013 17:30";"24.0";"716.3";"759.4";"";"46";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"26.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.8";"";"";"";"";"";"";
"16.01.2013 11:30";"22.2";"718.9";"762.4";"";"51";"Wind blowing from the east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.6";"";"";"";"";"";"";
"16.01.2013 11:30";"22.2";"718.9";"762.4";"";"51";"Wind blowing from the east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.6";"";"";"";"";"";"";
"16.01.2013 05:30";"13.0";"716.6";"761.5";"";"67";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"7.1";"";"";"";"";"";"";
"16.01.2013 05:30";"13.0";"716.6";"761.5";"";"67";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"7.1";"";"";"";"";"";"";
