# Weather station Chittorgarh, India, WMO_ID=42546,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42546&lang=en
#
"Local time in Chittorgarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2017 08:30";"15.0";"723.9";"759.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"14.11.2017 17:30";"25.6";"720.7";"754.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"14.11.2017 08:30";"13.8";"723.2";"758.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"1.0";"11.9";"";"";"";"";"";"";
"13.11.2017 17:30";"27.8";"720.9";"754.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"13.11.2017 08:30";"14.0";"724.3";"760.0";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.7";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"12.11.2017 17:30";"26.2";"722.6";"756.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"12.11.2017 08:30";"14.2";"725.5";"761.2";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.5";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"11.11.2017 17:30";"27.0";"724.2";"758.3";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.4";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"11.11.2017 08:30";"16.0";"727.0";"762.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"10.11.2017 17:30";"27.4";"723.9";"757.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"10.11.2017 08:30";"15.8";"725.9";"761.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"09.11.2017 17:30";"28.0";"723.4";"757.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"09.11.2017 08:30";"18.2";"725.7";"760.9";"";"79";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"13.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.4";"";"";"";"";"";"";
"08.11.2017 17:30";"28.4";"723.7";"757.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"08.11.2017 08:30";"16.6";"726.6";"762.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"2.0";"15.2";"";"";"";"";"";"";
"07.11.2017 08:30";"16.0";"726.2";"761.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"06.11.2017 17:30";"28.2";"724.3";"758.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"06.11.2017 08:30";"16.4";"726.8";"762.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"2.0";"13.6";"";"";"";"";"";"";
"05.11.2017 17:30";"27.6";"724.5";"758.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"05.11.2017 08:30";"18.0";"727.2";"762.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"04.11.2017 17:30";"28.4";"724.6";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"04.11.2017 08:30";"19.6";"726.7";"761.8";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"03.11.2017 17:30";"30.0";"723.5";"757.2";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"03.11.2017 08:30";"16.8";"725.8";"761.2";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"02.11.2017 17:30";"19.4";"722.4";"757.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"02.11.2017 08:30";"19.6";"726.6";"761.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"01.11.2017 17:30";"29.2";"724.4";"758.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"01.11.2017 08:30";"17.2";"726.7";"762.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"31.10.2017 17:30";"30.0";"723.5";"757.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"31.10.2017 08:30";"17.0";"725.8";"761.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"30.10.2017 17:30";"31.0";"724.4";"758.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"30.10.2017 08:30";"17.4";"727.6";"763.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"29.10.2017 17:30";"32.0";"724.9";"758.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"29.10.2017 08:30";"19.2";"726.3";"761.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"28.10.2017 17:30";"31.2";"723.6";"757.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"28.10.2017 08:30";"18.2";"725.8";"761.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"27.10.2017 17:30";"31.2";"723.2";"756.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"27.10.2017 08:30";"16.8";"726.0";"761.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"26.10.2017 17:30";"30.8";"724.0";"757.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"26.10.2017 08:30";"17.4";"726.1";"761.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"25.10.2017 17:30";"31.2";"724.2";"757.8";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.7";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"25.10.2017 08:30";"17.8";"726.6";"761.9";"";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"24.10.2017 17:30";"31.6";"722.9";"756.4";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"24.10.2017 08:30";"18.4";"725.0";"760.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"23.10.2017 17:30";"32.2";"721.2";"754.5";"";"19";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"22.10.2017 08:30";"25.4";"721.9";"756.1";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"21.10.2017 17:30";"32.4";"719.6";"752.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.10.2017 08:30";"21.4";"722.3";"756.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"20.10.2017 17:30";"32.8";"720.0";"753.2";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"20.10.2017 08:30";"22.2";"722.2";"756.7";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"19.10.2017 17:30";"31.6";"720.0";"753.4";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"19.10.2017 08:30";"20.0";"722.8";"757.6";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"18.10.2017 17:30";"32.6";"720.3";"753.6";"";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"18.10.2017 08:30";"21.4";"722.9";"757.6";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"17.10.2017 17:30";"34.0";"720.2";"753.3";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"17.10.2017 08:30";"20.6";"722.4";"757.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"16.10.2017 17:30";"36.2";"719.4";"752.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"16.10.2017 08:30";"22.8";"722.0";"756.5";"";"60";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"15.10.2017 17:30";"35.4";"719.0";"751.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"15.10.2017 08:30";"22.6";"721.4";"755.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"14.10.2017 17:30";"34.0";"718.3";"751.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.10.2017 08:30";"23.0";"721.2";"755.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"13.10.2017 17:30";"33.8";"718.2";"751.2";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"13.10.2017 08:30";"25.0";"720.8";"754.9";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"12.10.2017 17:30";"31.6";"719.5";"752.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"12.10.2017 08:30";"26.2";"721.2";"755.2";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"11.10.2017 17:30";"32.8";"719.2";"752.4";"";"46";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"10.10.2017 17:30";"33.8";"718.4";"751.4";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"10.10.2017 08:30";"24.2";"721.3";"755.6";"";"59";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"09.10.2017 17:30";"33.2";"718.8";"751.9";"";"34";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"09.10.2017 08:30";"23.2";"721.1";"755.5";"";"73";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"08.10.2017 17:30";"34.0";"718.9";"751.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"08.10.2017 08:30";"23.4";"721.4";"755.8";"";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"07.10.2017 17:30";"33.6";"719.5";"752.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"07.10.2017 08:30";"23.4";"722.6";"757.0";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"06.10.2017 17:30";"33.2";"720.5";"753.7";"";"40";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"05.10.2017 17:30";"33.6";"720.3";"753.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"05.10.2017 08:30";"24.2";"722.7";"757.0";"";"65";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"04.10.2017 17:30";"35.4";"721.0";"754.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"03.10.2017 17:30";"34.6";"720.5";"753.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"03.10.2017 08:30";"24.8";"722.3";"756.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.7";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"02.10.2017 17:30";"34.0";"719.7";"752.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"02.10.2017 08:30";"27.0";"721.5";"755.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"01.10.2017 17:30";"34.8";"719.9";"752.9";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"01.10.2017 08:30";"25.0";"722.9";"757.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"30.09.2017 17:30";"34.0";"721.2";"754.3";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"30.09.2017 08:30";"25.8";"722.7";"756.8";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"29.09.2017 17:30";"34.0";"719.1";"752.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"29.09.2017 08:30";"24.2";"720.4";"754.6";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"28.09.2017 17:30";"34.8";"719.2";"752.2";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"28.09.2017 08:30";"25.4";"721.7";"755.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"27.09.2017 08:30";"26.2";"722.3";"756.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"26.09.2017 17:30";"33.2";"720.1";"753.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"26.09.2017 08:30";"25.0";"721.9";"756.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"25.09.2017 17:30";"33.8";"718.8";"751.9";"";"53";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"24.09.2017 17:30";"33.8";"720.9";"754.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"24.09.2017 08:30";"24.8";"722.5";"756.7";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.09.2017 17:30";"32.4";"720.1";"753.4";"";"69";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"23.09.2017 08:30";"25.2";"721.1";"755.2";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.1";"";"";"";"";"";"";
"22.09.2017 17:30";"30.0";"717.8";"751.2";"";"75";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"22.09.2017 08:30";"26.2";"718.6";"752.5";"";"90";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"21.09.2017 17:30";"34.2";"712.9";"745.6";"";"56";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"21.09.2017 08:30";"26.6";"717.9";"751.7";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"24.0";"";"";"";"";"";"";
"20.09.2017 17:30";"33.8";"716.0";"748.9";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
