# Weather station Amreli, India, WMO_ID=42834,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42834&lang=en
#
"Local time in Amreli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.10.2017 08:30";"25.2";"748.9";"758.8";"";"73";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"20.7";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"22.10.2017 08:30";"25.4";"747.7";"757.6";"";"67";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"21.10.2017 17:30";"35.0";"744.4";"754.0";"";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"21.10.2017 08:30";"24.8";"747.1";"757.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"20.10.2017 17:30";"34.8";"744.5";"754.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"20.10.2017 13:30";"";"747.1";"757.0";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"20.10.2017 08:30";"25.2";"746.4";"756.3";"";"74";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"19.10.2017 17:30";"36.0";"744.3";"753.8";"";"19";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"19.10.2017 08:30";"26.0";"747.0";"756.9";"";"55";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"18.10.2017 17:30";"35.8";"744.8";"754.3";"";"40";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"18.10.2017 08:30";"25.8";"746.9";"756.8";"";"47";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"17.10.2017 17:30";"35.6";"744.8";"754.3";"";"23";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"17.10.2017 08:30";"26.6";"747.1";"757.0";"";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"16.10.2017 17:30";"35.6";"744.1";"753.6";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"16.10.2017 08:30";"26.4";"746.6";"756.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"15.10.2017 17:30";"34.8";"743.9";"753.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"15.10.2017 08:30";"26.6";"745.9";"755.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"14.10.2017 17:30";"34.0";"742.8";"752.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"14.10.2017 08:30";"26.8";"745.4";"755.2";"";"77";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"24.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"13.10.2017 17:30";"29.4";"742.8";"752.5";"";"75";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.5";"";"";"";"";"";"";
"13.10.2017 08:30";"27.4";"745.3";"755.1";"";"77";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"12.10.2017 17:30";"26.0";"743.9";"753.7";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"27.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"12.10.2017 08:30";"26.0";"745.4";"755.3";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"11.10.2017 17:30";"30.0";"743.0";"752.7";"";"55";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.0";"";"";"";"";"";"";
"11.10.2017 08:30";"27.6";"744.5";"754.3";"";"76";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"10.10.2017 17:30";"34.4";"742.1";"751.6";"";"49";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"10.10.2017 08:30";"27.2";"744.5";"754.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"09.10.2017 17:30";"35.0";"742.7";"752.2";"";"38";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"09.10.2017 08:30";"25.4";"744.4";"754.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"08.10.2017 17:30";"35.6";"742.8";"752.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"08.10.2017 08:30";"26.8";"745.3";"755.1";"";"71";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"07.10.2017 08:30";"27.0";"746.3";"756.1";"";"71";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"24.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"06.10.2017 17:30";"34.4";"744.7";"754.3";"";"39";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"06.10.2017 08:30";"27.2";"746.2";"756.0";"";"70";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.10.2017 17:30";"35.0";"744.4";"754.0";"";"41";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"05.10.2017 08:30";"26.8";"746.9";"756.7";"";"85";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"04.10.2017 17:30";"35.0";"745.2";"754.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"04.10.2017 08:30";"26.4";"747.6";"757.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"03.10.2017 17:30";"33.4";"744.2";"753.8";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.9";"";"";"";"";"";"";
"03.10.2017 08:30";"26.0";"746.9";"756.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"02.10.2017 17:30";"34.6";"744.1";"753.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"02.10.2017 08:30";"25.4";"746.5";"756.4";"";"76";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"21.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"01.10.2017 17:30";"34.4";"744.4";"754.0";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"01.10.2017 08:30";"26.2";"748.0";"757.9";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"30.09.2017 17:30";"34.6";"745.8";"755.4";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"30.09.2017 08:30";"26.4";"747.5";"757.4";"";"72";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"29.09.2017 17:30";"33.6";"746.8";"756.4";"";"49";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"29.09.2017 08:30";"26.0";"746.5";"756.4";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"28.09.2017 17:30";"33.0";"744.5";"754.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"28.09.2017 08:30";"26.2";"746.7";"756.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"27.09.2017 17:30";"32.8";"745.2";"754.8";"";"52";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"27.09.2017 08:30";"26.8";"747.4";"757.3";"";"77";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"23.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"26.09.2017 17:30";"32.6";"745.2";"754.8";"";"53";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.7";"";"";"";"";"";"";
"26.09.2017 08:30";"26.6";"754.2";"764.1";"";"72";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"25.09.2017 17:30";"30.8";"745.2";"754.9";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.0";"";"";"";"";"";"";
"25.09.2017 08:30";"25.8";"747.4";"757.3";"";"76";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"24.09.2017 17:30";"31.2";"746.1";"755.8";"";"57";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"24.09.2017 08:30";"27.2";"748.2";"758.0";"";"88";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"23.09.2017 17:30";"32.0";"745.7";"755.4";"";"54";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.7";"";"";"";"";"";"";
"23.09.2017 08:30";"26.2";"746.7";"756.6";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.09.2017 17:30";"31.0";"744.0";"753.7";"";"58";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.9";"";"";"";"";"";"";
"22.09.2017 08:30";"26.4";"745.1";"754.9";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.9";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"21.09.2017 17:30";"30.6";"742.3";"752.0";"";"64";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"21.09.2017 08:30";"27.2";"744.2";"754.0";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"20.09.2017 17:30";"30.4";"741.5";"751.2";"";"69";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"20.09.2017 08:30";"26.8";"743.5";"753.3";"";"89";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"19.09.2017 17:30";"31.0";"742.2";"751.8";"";"69";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.09.2017 08:30";"26.6";"744.0";"753.8";"";"87";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"18.09.2017 17:30";"26.8";"742.6";"752.4";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"18.09.2017 08:30";"27.0";"744.7";"754.5";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"17.09.2017 17:30";"29.8";"742.2";"751.9";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.3";"";"";"";"";"";"";
"17.09.2017 08:30";"26.8";"744.5";"754.3";"";"89";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"16.09.2017 17:30";"26.4";"742.2";"752.0";"";"90";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"16.09.2017 08:30";"26.8";"744.8";"754.6";"";"83";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"15.09.2017 17:30";"31.8";"742.4";"752.0";"";"63";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"15.09.2017 08:30";"27.0";"745.7";"755.5";"";"80";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"14.09.2017 17:30";"31.2";"744.0";"753.7";"";"64";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"14.09.2017 08:30";"27.8";"746.4";"756.2";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"13.09.2017 17:30";"31.0";"743.9";"753.6";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.3";"";"";"";"";"";"";
"13.09.2017 08:30";"28.6";"746.5";"756.3";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"12.09.2017 17:30";"34.4";"743.8";"753.4";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.0";"";"";"";"";"";"";
"12.09.2017 08:30";"28.4";"746.6";"756.4";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"11.09.2017 17:30";"25.8";"744.7";"754.5";"";"93";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"11.09.2017 08:30";"28.0";"746.0";"755.8";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"10.09.2017 17:30";"32.2";"743.2";"752.8";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.6";"";"";"";"";"";"";
"10.09.2017 08:30";"27.2";"745.3";"755.1";"";"80";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"09.09.2017 17:30";"32.8";"742.7";"752.3";"";"51";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.3";"";"";"";"";"";"";
"09.09.2017 08:30";"27.0";"745.8";"755.6";"";"84";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"08.09.2017 17:30";"32.2";"744.1";"753.7";"";"54";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.6";"";"";"";"";"";"";
"08.09.2017 08:30";"26.2";"747.1";"757.0";"";"79";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"07.09.2017 17:30";"32.0";"744.0";"753.6";"";"42";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.7";"";"";"";"";"";"";
"07.09.2017 08:30";"26.8";"747.2";"757.0";"";"81";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"06.09.2017 17:30";"30.8";"744.6";"754.3";"";"61";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.3";"";"";"";"";"";"";
"06.09.2017 08:30";"27.0";"746.8";"756.6";"";"81";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"05.09.2017 17:30";"31.0";"745.6";"755.3";"";"61";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"32.9";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.5";"";"";"";"";"";"";
"05.09.2017 08:30";"27.2";"747.5";"757.3";"";"80";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.4";"";"";"";"";"";"";
"04.09.2017 17:30";"30.6";"745.2";"754.9";"";"62";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"04.09.2017 08:30";"27.0";"746.9";"756.7";"";"81";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.09.2017 17:30";"30.6";"743.8";"753.5";"";"67";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"03.09.2017 08:30";"26.8";"745.1";"754.9";"";"86";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"02.09.2017 08:30";"25.8";"742.5";"752.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"01.09.2017 17:30";"28.4";"741.9";"751.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"31.08.2017 17:30";"28.2";"739.0";"748.7";"";"83";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"29.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"31.08.2017 08:30";"25.4";"740.3";"750.1";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"30.08.2017 17:30";"25.0";"738.6";"748.4";"";"91";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"25.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"30.08.2017 08:30";"25.6";"738.2";"748.0";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"29.08.2017 17:30";"27.4";"736.8";"746.5";"";"98";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"28.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"27.1";"";"";"";"";"";"";
"29.08.2017 08:30";"26.6";"739.1";"748.8";"";"87";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"28.08.2017 17:30";"27.8";"738.0";"747.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"28.08.2017 08:30";"26.8";"741.0";"750.8";"";"86";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"27.08.2017 17:30";"30.4";"739.3";"748.9";"";"69";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"27.08.2017 08:30";"26.8";"741.5";"751.3";"";"84";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"25.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"26.08.2017 17:30";"30.8";"739.7";"749.3";"";"68";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"26.08.2017 08:30";"27.2";"742.0";"751.8";"";"83";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"25.08.2017 17:30";"27.6";"740.9";"750.6";"";"86";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"25.08.2017 08:30";"26.8";"743.4";"753.2";"";"84";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.08.2017 17:30";"32.4";"742.3";"751.9";"";"54";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"24.08.2017 08:30";"26.2";"745.3";"755.1";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"23.08.2017 17:30";"31.0";"742.8";"752.5";"";"63";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"33.1";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.2";"";"";"";"";"";"";
"23.08.2017 08:30";"26.4";"744.2";"754.0";"";"94";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"22.08.2017 17:30";"28.0";"747.6";"757.4";"";"82";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"28.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"22.08.2017 08:30";"25.6";"741.3";"751.1";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"21.08.2017 17:30";"27.0";"738.9";"748.6";"";"87";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
