# Weather station Surendranagar, India, WMO_ID=42740,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42740&lang=en
#
"Local time in Surendranagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.11.2017 08:30";"23.0";"754.5";"761.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"11.11.2017 17:30";"32.1";"753.0";"759.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"11.11.2017 08:30";"21.8";"755.5";"762.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"10.11.2017 17:30";"31.6";"752.7";"759.0";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.1";"";"";"";"";"";"";
"10.11.2017 11:30";"24.0";"754.8";"761.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"10.11.2017 08:30";"24.0";"754.8";"761.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"09.11.2017 17:30";"31.6";"752.2";"758.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"09.11.2017 08:30";"23.0";"755.0";"761.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"08.11.2017 17:30";"31.8";"752.8";"759.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"08.11.2017 08:30";"23.6";"755.5";"762.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"07.11.2017 17:30";"32.2";"752.8";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"07.11.2017 08:30";"23.4";"755.3";"761.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.11.2017 17:30";"31.8";"753.0";"759.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"06.11.2017 08:30";"23.4";"755.6";"762.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"05.11.2017 17:30";"32.0";"753.0";"759.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"05.11.2017 08:30";"23.6";"755.5";"762.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"04.11.2017 17:30";"33.0";"753.4";"759.6";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"04.11.2017 08:30";"24.4";"755.6";"762.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"03.11.2017 17:30";"32.8";"753.0";"759.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"03.11.2017 08:30";"24.0";"755.0";"761.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"02.11.2017 17:30";"33.4";"752.9";"759.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"02.11.2017 08:30";"24.2";"755.8";"762.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"01.11.2017 17:30";"33.2";"753.2";"759.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"01.11.2017 08:30";"25.0";"756.0";"762.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"31.10.2017 17:30";"32.6";"752.7";"758.9";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"31.10.2017 08:30";"24.6";"755.1";"761.5";"";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"30.10.2017 17:30";"33.8";"753.4";"759.6";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"30.10.2017 08:30";"23.6";"756.6";"763.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"29.10.2017 17:30";"32.4";"753.9";"760.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"29.10.2017 08:30";"24.6";"755.7";"762.1";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"28.10.2017 17:30";"32.4";"752.8";"759.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"28.10.2017 08:30";"24.0";"755.3";"761.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.10.2017 17:30";"33.0";"752.6";"758.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"27.10.2017 08:30";"25.6";"755.1";"761.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.10.2017 17:30";"34.0";"753.0";"759.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"26.10.2017 08:30";"26.0";"755.4";"761.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"25.10.2017 17:30";"34.0";"753.5";"759.7";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.0";"";"";"";"";"";"";
"25.10.2017 08:30";"25.4";"755.7";"762.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"24.10.2017 17:30";"34.0";"752.6";"758.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"24.10.2017 08:30";"24.8";"755.3";"761.7";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"23.10.2017 17:30";"33.6";"751.4";"757.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"23.10.2017 08:30";"25.0";"753.3";"759.7";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"22.10.2017 17:30";"34.2";"749.8";"756.0";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"22.10.2017 08:30";"26.6";"752.0";"758.4";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"21.10.2017 17:30";"35.6";"748.6";"754.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"21.10.2017 08:30";"26.6";"751.2";"757.6";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.10.2017 17:30";"36.2";"749.2";"755.3";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"20.10.2017 13:30";"26.6";"751.2";"757.6";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.10.2017 08:30";"26.8";"751.4";"757.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"19.10.2017 17:30";"35.8";"748.7";"754.9";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"19.10.2017 08:30";"26.6";"751.7";"758.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"18.10.2017 17:30";"35.4";"749.4";"755.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"18.10.2017 08:30";"26.6";"751.8";"758.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"17.10.2017 17:30";"35.4";"749.4";"755.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"17.10.2017 08:30";"26.4";"751.8";"758.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"16.10.2017 17:30";"35.6";"748.9";"755.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"16.10.2017 08:30";"28.0";"751.4";"757.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.10.2017 17:30";"35.2";"748.3";"754.5";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"15.10.2017 08:30";"27.6";"750.8";"757.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.2";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"14.10.2017 17:30";"34.6";"747.4";"753.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"14.10.2017 08:30";"28.0";"750.2";"756.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.7";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"13.10.2017 17:30";"34.2";"747.0";"753.2";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"13.10.2017 08:30";"27.8";"750.4";"756.7";"";"86";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"12.10.2017 17:30";"31.4";"748.6";"754.8";"";"68";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"12.10.2017 08:30";"28.0";"750.8";"757.1";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"11.10.2017 17:30";"31.4";"747.8";"754.0";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"11.10.2017 08:30";"28.6";"749.8";"756.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"10.10.2017 17:30";"36.0";"746.8";"752.9";"";"36";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"38.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.7";"";"";"";"";"";"";
"10.10.2017 08:30";"28.2";"749.5";"755.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"09.10.2017 17:30";"36.6";"747.5";"753.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"09.10.2017 08:30";"26.6";"749.2";"755.5";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.5";"";"";"";"";"";"";
"08.10.2017 17:30";"37.2";"747.3";"753.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"08.10.2017 08:30";"27.6";"750.0";"756.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"07.10.2017 17:30";"37.0";"748.0";"754.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"07.10.2017 08:30";"28.0";"751.1";"757.4";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"06.10.2017 17:30";"36.4";"747.9";"754.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"06.10.2017 08:30";"28.4";"751.4";"757.7";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.10.2017 17:30";"34.8";"748.9";"755.1";"";"45";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"05.10.2017 08:30";"27.8";"751.6";"757.9";"";"76";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"04.10.2017 17:30";"35.0";"750.0";"756.2";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"04.10.2017 08:30";"27.6";"752.8";"759.2";"";"80";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"03.10.2017 17:30";"34.0";"749.5";"755.7";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"03.10.2017 08:30";"26.8";"751.9";"758.3";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"02.10.2017 17:30";"34.4";"748.8";"755.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"02.10.2017 08:30";"27.4";"751.2";"757.5";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"01.10.2017 17:30";"34.8";"749.6";"755.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"01.10.2017 08:30";"27.4";"752.8";"759.2";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"30.09.2017 17:30";"34.8";"750.4";"756.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"30.09.2017 08:30";"26.0";"752.3";"758.7";"";"86";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.8";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"29.09.2017 17:30";"34.4";"748.5";"754.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"29.09.2017 08:30";"26.8";"751.3";"757.7";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.1";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"28.09.2017 17:30";"33.8";"748.8";"755.0";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"28.09.2017 08:30";"26.4";"751.1";"757.5";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"27.09.2017 17:30";"33.6";"749.7";"755.9";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"27.09.2017 08:30";"26.6";"752.2";"758.6";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"26.09.2017 17:30";"33.6";"749.4";"755.6";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"26.09.2017 08:30";"26.8";"751.5";"757.9";"";"83";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.6";"";"";"";"";"";"";
"25.09.2017 17:30";"32.0";"749.5";"755.7";"";"57";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"33.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"25.09.2017 08:30";"26.6";"751.8";"758.2";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"24.09.2017 17:30";"32.0";"750.8";"757.0";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"24.09.2017 08:30";"27.0";"752.8";"759.2";"";"80";"Wind blowing from the north-west";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"23.09.2017 17:30";"32.6";"750.2";"756.4";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"23.09.2017 08:30";"27.0";"751.5";"757.9";"";"84";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.1";"";"";"";"";"";"";
