# Weather station New Kandla, India, WMO_ID=42639,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42639&lang=en
#
"Local time in New Kandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.06.2016 08:30";"30.6";"750.3";"752.2";"";"81";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"29.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"27.0";"";"";"";"";"";"";
"23.06.2016 17:30";"34.0";"748.1";"750.0";"";"62";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"36.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"23.06.2016 08:30";"32.0";"751.9";"753.8";"";"66";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"22.06.2016 17:30";"34.2";"749.4";"751.3";"";"60";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"36.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"22.06.2016 08:30";"30.0";"751.2";"753.1";"";"85";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"28.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"300-600";"";"";"4.0";"27.2";"";"";"";"";"";"";
"21.06.2016 17:30";"35.4";"747.4";"749.3";"";"55";"Wind blowing from the west-southwest";"7";"";"";"70 – 80%.";" ";"";"";"";"36.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"21.06.2016 08:30";"31.0";"749.4";"751.3";"";"75";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"20.06.2016 17:30";"34.4";"747.0";"748.9";"";"65";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"38.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"27.0";"";"";"";"";"";"";
"20.06.2016 08:30";"30.6";"750.1";"752.0";"";"74";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"28.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"25.5";"";"";"";"";"";"";
"19.06.2016 17:30";"34.2";"749.4";"751.3";"";"64";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"36.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"19.06.2016 08:30";"31.4";"751.2";"753.1";"";"66";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"28.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"18.06.2016 17:30";"34.6";"749.7";"751.6";"";"63";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"18.06.2016 08:30";"31.4";"751.9";"753.8";"";"70";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"28.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"17.06.2016 17:30";"35.2";"749.1";"751.0";"";"56";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"17.06.2016 08:30";"30.6";"750.9";"752.8";"";"72";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"28.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"16.06.2016 17:30";"34.0";"747.9";"749.8";"";"62";"Wind blowing from the south-west";"10";"";"";"20–30%.";" ";"";"";"";"35.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"16.06.2016 08:30";"31.2";"749.2";"751.1";"";"77";"Wind blowing from the south-west";"8";"";"";"50%.";" ";"";"";"29.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"15.06.2016 17:30";"34.2";"747.8";"749.7";"";"58";"Wind blowing from the south-west";"9";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"15.06.2016 08:30";"31.4";"749.3";"751.2";"";"72";"Wind blowing from the south-west";"8";"";"";"10%  or less, but not 0";" ";"";"";"29.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"14.06.2016 17:30";"35.0";"749.3";"751.2";"";"62";"Wind blowing from the south-west";"10";"";"";"10%  or less, but not 0";" ";"";"";"";"36.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.7";"";"";"";"";"";"";
"14.06.2016 08:30";"31.6";"751.5";"753.4";"";"68";"Wind blowing from the south-west";"6";"";"";"40%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.1";"";"";"";"";"";"";
"13.06.2016 17:30";"34.0";"750.3";"752.2";"";"62";"Wind blowing from the west-southwest";"10";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"13.06.2016 08:30";"31.6";"753.3";"755.2";"";"71";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"12.06.2016 17:30";"34.4";"750.0";"751.9";"";"62";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"12.06.2016 08:30";"31.6";"751.8";"753.7";"";"71";"Wind blowing from the south-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"11.06.2016 17:30";"34.0";"750.0";"751.9";"";"66";"Wind blowing from the south-west";"8";"";"";"20–30%.";" ";"";"";"";"36.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"11.06.2016 08:30";"31.4";"751.7";"753.6";"";"63";"Wind blowing from the south-west";"7";"";"";"60%.";" ";"";"";"29.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"10.06.2016 17:30";"34.4";"749.1";"751.0";"";"65";"Wind blowing from the south-west";"8";"";"";"20–30%.";" ";"";"";"";"36.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.0";"";"";"";"";"";"";
"10.06.2016 08:30";"32.4";"751.2";"753.1";"";"74";"Wind blowing from the west-southwest";"5";"";"";"40%.";" ";"";"";"29.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.2";"";"";"";"";"";"";
"09.06.2016 17:30";"35.2";"748.5";"750.4";"";"60";"Wind blowing from the south-west";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"36.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.3";"";"";"";"";"";"";
"09.06.2016 08:30";"32.0";"750.9";"752.8";"";"72";"Wind blowing from the south-west";"6";"";"";"40%.";" ";"";"";"29.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"08.06.2016 17:30";"34.6";"748.8";"750.7";"";"68";"Wind blowing from the south-west";"10";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"08.06.2016 08:30";"32.0";"751.3";"753.2";"";"72";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"07.06.2016 17:30";"36.0";"750.2";"752.1";"";"60";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"38.9";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"07.06.2016 08:30";"31.0";"751.8";"753.7";"";"72";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"27.9";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"06.06.2016 17:30";"35.0";"750.1";"752.0";"";"68";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"28.2";"";"";"";"";"";"";
"06.06.2016 08:30";"29.0";"752.7";"754.7";"";"92";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"05.06.2016 17:30";"35.4";"750.6";"752.5";"";"66";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"28.1";"";"";"";"";"";"";
"05.06.2016 08:30";"31.4";"753.6";"755.5";"";"66";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"04.06.2016 17:30";"36.0";"751.5";"753.4";"";"63";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"04.06.2016 08:30";"30.4";"753.9";"755.9";"";"76";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"03.06.2016 17:30";"37.0";"751.6";"753.5";"";"58";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"03.06.2016 08:30";"30.6";"754.4";"756.4";"";"74";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"02.06.2016 17:30";"36.0";"751.4";"753.3";"";"63";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"02.06.2016 08:30";"31.4";"753.6";"755.5";"";"72";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"01.06.2016 17:30";"37.2";"751.9";"753.8";"";"51";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"01.06.2016 08:30";"31.4";"754.5";"756.4";"";"73";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"28.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"31.05.2016 17:30";"36.4";"751.8";"753.7";"";"55";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"31.05.2016 08:30";"31.6";"753.5";"755.4";"";"78";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"28.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.2";"";"";"";"";"";"";
"30.05.2016 17:30";"35.6";"750.3";"752.2";"";"59";"Wind blowing from the west-southwest";"7";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"26.5";"";"";"";"";"";"";
"30.05.2016 08:30";"31.0";"751.8";"753.7";"";"72";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"29.05.2016 17:30";"35.2";"750.8";"752.7";"";"61";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"29.05.2016 08:30";"31.8";"752.8";"754.7";"";"75";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"28.05.2016 17:30";"36.2";"751.4";"753.3";"";"55";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"28.05.2016 08:30";"31.4";"754.0";"755.9";"";"79";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"29.1";"";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"27.05.2016 17:30";"37.2";"752.1";"754.0";"";"51";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"39.1";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"27.05.2016 08:30";"32.0";"754.0";"755.9";"";"72";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"29.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"26.05.2016 17:30";"37.0";"750.8";"752.7";"";"58";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"26.05.2016 08:30";"31.6";"752.5";"754.4";"";"75";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"25.05.2016 17:30";"38.0";"750.3";"752.2";"";"49";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"25.05.2016 08:30";"31.0";"752.8";"754.7";"";"78";"Wind blowing from the south-west";"8";"";"";"40%.";" ";"";"";"28.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.8";"";"";"";"";"";"";
"24.05.2016 17:30";"36.0";"750.6";"752.5";"";"58";"Wind blowing from the south-west";"9";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"24.05.2016 08:30";"31.6";"752.8";"754.7";"";"79";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"23.05.2016 17:30";"33.8";"750.6";"752.5";"";"63";"Wind blowing from the west";"10";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"23.05.2016 08:30";"30.4";"752.4";"754.4";"";"78";"Wind blowing from the west-southwest";"6";"";"";"40%.";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.2";"";"";"";"";"";"";
"22.05.2016 17:30";"34.0";"750.3";"752.2";"";"62";"Wind blowing from the south-west";"9";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"22.05.2016 08:30";"31.4";"751.8";"753.7";"";"73";"Wind blowing from the south-west";"7";"";"";"10%  or less, but not 0";" ";"";"";"29.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"21.05.2016 17:30";"34.6";"749.1";"751.0";"";"67";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"21.05.2016 08:30";"31.2";"750.8";"752.7";"";"71";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"28.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"20.05.2016 17:30";"40.2";"747.0";"748.9";"";"45";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"20.05.2016 08:30";"30.6";"749.4";"751.3";"";"74";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"28.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"19.05.2016 17:30";"41.2";"746.5";"748.4";"";"42";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"19.05.2016 08:30";"32.0";"749.5";"751.4";"";"66";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"18.05.2016 17:30";"34.8";"748.1";"750.0";"";"65";"Wind blowing from the south-west";"7";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"18.05.2016 08:30";"30.0";"750.1";"752.0";"";"77";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"17.05.2016 17:30";"34.6";"748.2";"750.1";"";"68";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"17.05.2016 08:30";"28.0";"752.4";"754.4";"";"85";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"16.05.2016 17:30";"36.6";"750.3";"752.2";"";"60";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"16.05.2016 08:30";"30.2";"753.5";"755.5";"";"70";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"15.05.2016 17:30";"36.4";"752.1";"754.0";"";"61";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"15.05.2016 08:30";"30.4";"755.0";"757.0";"";"77";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"14.05.2016 17:30";"35.8";"752.3";"754.2";"";"62";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"14.05.2016 08:30";"30.6";"754.7";"756.7";"";"77";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"13.05.2016 17:30";"36.4";"751.0";"752.9";"";"61";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"13.05.2016 08:30";"30.4";"753.3";"755.3";"";"81";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"12.05.2016 17:30";"37.0";"750.8";"752.7";"";"58";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"12.05.2016 08:30";"30.0";"753.9";"755.9";"";"83";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"11.05.2016 17:30";"35.2";"752.1";"754.0";"";"65";"Wind blowing from the south-west";"6";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"11.05.2016 08:30";"29.4";"755.3";"757.3";"";"75";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"27.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"10.05.2016 17:30";"36.4";"752.9";"754.8";"";"60";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"10.05.2016 08:30";"30.0";"755.9";"757.9";"";"73";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"27.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
