# Weather station New Kandla, India, WMO_ID=42639,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42639&lang=en
#
"Local time in New Kandla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.08.2017 08:30";"28.4";"753.6";"755.6";"";"86";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"26.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"13.08.2017 17:30";"30.0";"751.4";"753.4";"";"74";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"32.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"13.08.2017 08:30";"28.2";"751.4";"753.4";"";"85";"Wind blowing from the south-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"12.08.2017 17:30";"29.2";"750.2";"752.2";"";"82";"Wind blowing from the south-west";"8";"";"";"100%.";" ";"";"";"";"29.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.8";"";"";"";"";"";"";
"12.08.2017 08:30";"26.0";"751.5";"753.5";"";"97";"Wind blowing from the south-west";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.4";"";"";"";"";"";"";
"11.08.2017 17:30";"30.6";"750.6";"752.5";"";"74";"Wind blowing from the south-west";"8";"";"";"40%.";" ";"";"";"";"31.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"11.08.2017 08:30";"27.0";"751.7";"753.7";"";"87";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"26.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"24.7";"";"";"";"";"";"";
"10.08.2017 17:30";"31.6";"749.8";"751.7";"";"70";"Wind blowing from the south-west";"6";"";"";"60%.";" ";"";"";"";"34.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"10.08.2017 08:30";"28.4";"751.1";"753.1";"";"88";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"26.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.3";"";"";"";"";"";"";
"09.08.2017 17:30";"31.4";"750.2";"752.1";"";"73";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"09.08.2017 08:30";"28.6";"751.4";"753.4";"";"83";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"27.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"08.08.2017 17:30";"33.0";"750.3";"752.2";"";"65";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"34.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"08.08.2017 08:30";"28.4";"750.8";"752.8";"";"89";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"26.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.4";"";"";"";"";"";"";
"07.08.2017 17:30";"31.8";"749.5";"751.4";"";"74";"Wind blowing from the south-southwest";"2";"";"";"40%.";" ";"";"";"";"34.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.5";"";"";"";"";"";"";
"07.08.2017 08:30";"28.0";"750.9";"752.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"06.08.2017 17:30";"31.6";"749.3";"751.2";"";"72";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"33.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"26.0";"";"";"";"";"";"";
"06.08.2017 08:30";"28.4";"750.8";"752.8";"";"88";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"27.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"26.2";"";"";"";"";"";"";
"05.08.2017 17:30";"31.6";"749.0";"750.9";"";"72";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.0";"";"";"";"";"";"";
"05.08.2017 08:30";"28.6";"749.2";"751.2";"";"83";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"27.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.5";"";"";"";"";"";"";
"04.08.2017 17:30";"30.8";"747.5";"749.4";"";"74";"Wind blowing from the south-west";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"33.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"04.08.2017 08:30";"28.4";"749.2";"751.2";"";"83";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"27.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"03.08.2017 17:30";"31.2";"749.0";"750.9";"";"68";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"33.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"03.08.2017 08:30";"28.4";"750.7";"752.7";"";"85";"Wind blowing from the south-west";"6";"";"";"60%.";" ";"";"";"24.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.6";"";"";"";"";"";"";
"02.08.2017 17:30";"32.2";"750.4";"752.3";"";"63";"Wind blowing from the south-west";"8";"";"";"20–30%.";" ";"";"";"";"33.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"02.08.2017 08:30";"29.2";"751.7";"753.7";"";"80";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"27.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.4";"";"";"";"";"";"";
"01.08.2017 17:30";"32.4";"750.7";"752.6";"";"62";"Wind blowing from the south-west";"6";"";"";"20–30%.";" ";"";"";"";"33.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"01.08.2017 08:30";"28.0";"751.8";"753.8";"";"86";"Wind blowing from the south-southwest";"6";"";"";"100%.";" ";"";"";"27.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.4";"";"";"";"";"";"";
"31.07.2017 17:30";"28.0";"749.5";"751.5";"";"85";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.2";"";"";"";"";"";"";
"31.07.2017 08:30";"27.0";"751.3";"753.3";"";"92";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"26.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.6";"";"";"";"";"";"";
"30.07.2017 17:30";"28.4";"751.1";"753.1";"";"83";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.3";"";"";"";"";"";"";
"30.07.2017 08:30";"27.6";"751.9";"753.9";"";"95";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.8";"";"";"";"";"";"";
"29.07.2017 17:30";"27.0";"750.4";"752.4";"";"87";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"";"4.0";"24.7";"";"";"";"";"";"";
"29.07.2017 08:30";"27.2";"750.8";"752.8";"";"92";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"26.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.8";"";"";"";"";"";"";
"28.07.2017 17:30";"30.4";"750.0";"751.9";"";"84";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"31.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.4";"";"";"";"";"";"";
"28.07.2017 08:30";"26.4";"752.0";"754.0";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.8";"";"";"";"";"";"";
"27.07.2017 17:30";"26.2";"749.3";"751.3";"";"98";"Wind blowing from the north-west";"5";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.9";"";"";"";"";"";"";
"27.07.2017 08:30";"26.4";"";"";"";"97";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"25.7";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.07.2017 17:30";"26.6";"748.8";"750.8";"";"97";"Wind blowing from the south-west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"27.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.0";"";"";"";"";"";"";
"26.07.2017 11:30";"27.0";"749.7";"751.7";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"26.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"";"Altostratus opacus or Nimbostratus.";"";"";"25.6";"";"";"";"";"";"";
"26.07.2017 08:30";"27.0";"749.7";"751.7";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"26.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.6";"";"";"";"";"";"";
"25.07.2017 17:30";"27.8";"747.2";"749.2";"";"87";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"";"28.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.5";"";"";"";"";"";"";
"25.07.2017 08:30";"26.8";"748.8";"750.8";"";"94";"Wind blowing from the west-southwest";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"25.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.7";"";"";"";"";"";"";
"24.07.2017 17:30";"27.0";"747.4";"749.4";"";"95";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"28.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"";"";"10.0";"26.2";"";"";"";"";"";"";
"24.07.2017 08:30";"26.2";"748.2";"750.2";"";"97";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"23.07.2017 17:30";"27.0";"747.3";"749.3";"";"94";"Wind blowing from the south-west";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.9";"";"";"";"";"";"";
"23.07.2017 08:30";"27.6";"748.0";"750.0";"";"92";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"27.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"26.2";"";"";"";"";"";"";
"22.07.2017 17:30";"28.4";"747.5";"749.4";"";"89";"Wind blowing from the west-southwest";"8";"";"";"100%.";" ";"";"";"";"28.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"26.4";"";"";"";"";"";"";
"22.07.2017 08:30";"27.2";"748.7";"750.7";"";"97";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"26.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"2.0";"26.6";"";"";"";"";"";"";
"21.07.2017 17:30";"30.6";"745.8";"747.7";"";"77";"Wind blowing from the west-northwest";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"21.07.2017 08:30";"28.6";"747.6";"749.5";"";"88";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"27.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"26.4";"";"";"";"";"";"";
"20.07.2017 17:30";"32.6";"744.4";"746.3";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"20.07.2017 08:30";"28.4";"747.1";"749.0";"";"94";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"26.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"27.3";"";"";"";"";"";"";
"19.07.2017 17:30";"32.4";"746.1";"748.0";"";"77";"Wind blowing from the south-southeast";"7";"";"";"100%.";"Rain, not freezing, intermittent, heavy at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"32.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"2.0";"27.8";"";"";"";"";"";"";
"19.07.2017 08:30";"28.4";"748.0";"750.0";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"27.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"27.3";"";"";"";"";"";"";
"18.07.2017 17:30";"30.2";"746.1";"748.0";"";"87";"Wind blowing from the west-southwest";"2";"";"";"60%.";" ";"";"";"";"30.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"18.07.2017 08:30";"27.2";"749.0";"751.0";"";"";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"";"";"";"";"";"";"";
"17.07.2017 17:30";"28.0";"747.5";"749.5";"";"85";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"28.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"300-600";"";"";"1.0";"25.2";"";"";"";"";"";"";
"16.07.2017 17:30";"29.4";"747.3";"749.2";"";"82";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"31.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"16.07.2017 08:30";"26.8";"748.9";"750.9";"";"94";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.7";"";"";"";"";"";"";
"15.07.2017 17:30";"27.0";"747.3";"749.3";"";"94";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.9";"";"";"";"";"";"";
"15.07.2017 08:30";"27.2";"748.9";"750.9";"";"94";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"26.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"26.1";"";"";"";"";"";"";
"14.07.2017 17:30";"27.4";"748.6";"750.6";"";"97";"Wind blowing from the north-west";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"29.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"26.8";"";"";"";"";"";"";
"14.07.2017 08:30";"28.4";"750.5";"752.5";"";"85";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"27.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"25.6";"";"";"";"";"";"";
"13.07.2017 17:30";"31.6";"748.8";"750.7";"";"70";"Wind blowing from the west-southwest";"5";"";"";"100%.";" ";"";"";"";"34.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"25.4";"";"";"";"";"";"";
"13.07.2017 08:30";"28.4";"750.9";"752.9";"";"80";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"26.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"12.07.2017 17:30";"32.6";"749.5";"751.4";"";"65";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"";"33.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"12.07.2017 08:30";"28.6";"750.8";"752.8";"";"86";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"26.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"26.1";"";"";"";"";"";"";
"11.07.2017 17:30";"33.0";"750.0";"751.9";"";"62";"Wind blowing from the west-southwest";"9";"";"";"20–30%.";" ";"";"";"";"33.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"11.07.2017 08:30";"28.4";"751.4";"753.4";"";"86";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"10.07.2017 17:30";"33.0";"751.0";"752.9";"";"60";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"33.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"10.07.2017 08:30";"26.2";"752.4";"754.4";"";"98";"Wind blowing from the south-west";"3";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"4.0";"25.9";"";"";"";"";"";"";
"09.07.2017 17:30";"33.6";"750.0";"751.9";"";"64";"Wind blowing from the south-west";"6";"";"";"40%.";" ";"";"";"";"34.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"09.07.2017 08:30";"28.0";"751.8";"753.8";"";"92";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"25.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"";"";"10.0";"26.6";"";"";"";"";"";"";
"08.07.2017 17:30";"33.8";"750.2";"752.1";"";"63";"Wind blowing from the south-west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"34.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.7";"";"";"";"";"";"";
"08.07.2017 08:30";"28.4";"752.3";"754.3";"";"89";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"26.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"26.4";"";"";"";"";"";"";
