# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.06.2017 17:30";"40.4";"743.4";"750.1";"";"38";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"01.06.2017 08:30";"32.4";"745.9";"752.8";"";"67";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"31.05.2017 17:30";"40.4";"741.6";"748.3";"";"38";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"31.05.2017 08:30";"33.0";"744.2";"751.0";"";"67";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"30.05.2017 17:30";"40.4";"741.1";"747.7";"";"38";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"30.05.2017 08:30";"33.4";"744.8";"751.6";"";"65";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"741.5";"748.2";"";"41";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"29.05.2017 08:30";"32.0";"745.5";"752.4";"";"66";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"30.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"28.05.2017 17:30";"40.4";"742.4";"749.1";"";"34";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"28.05.2017 08:30";"32.0";"746.6";"753.5";"";"69";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"30.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.5";"";"";"";"";"";"";
"27.05.2017 17:30";"42.4";"742.9";"749.5";"";"28";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"27.05.2017 08:30";"32.0";"747.4";"754.3";"";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"26.05.2017 17:30";"43.4";"743.8";"750.4";"";"26";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"26.05.2017 08:30";"33.0";"747.7";"754.6";"";"63";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"";"25.1";"";"";"";"";"";"";
"25.05.2017 17:30";"43.0";"743.8";"750.4";"";"27";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"25.05.2017 11:30";"33.0";"747.7";"754.6";"";"61";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"";"24.5";"";"";"";"";"";"";
"25.05.2017 08:30";"33.0";"747.7";"754.6";"";"61";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"24.05.2017 17:30";"41.4";"744.7";"751.4";"";"32";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"24.05.2017 08:30";"32.0";"748.6";"755.5";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"23.05.2017 17:30";"41.0";"746.0";"752.7";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"23.05.2017 08:30";"31.0";"";"757.3";"";"66";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"22.05.2017 17:30";"40.4";"";"753.2";"";"30";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.7";"";"";"";"";"";"";
"22.05.2017 08:30";"30.0";"";"757.4";"";"53";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"20.05.2017 17:30";"42.0";"";"751.7";"";"21";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"20.05.2017 08:30";"31.0";"";"756.8";"";"66";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"19.05.2017 17:30";"43.0";"";"753.0";"";"17";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"19.05.2017 08:30";"32.0";"";"756.7";"";"60";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"18.05.2017 17:30";"42.4";"";"752.6";"";"24";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"18.05.2017 08:30";"31.4";"";"756.2";"";"63";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"17.05.2017 17:30";"43.0";"";"751.6";"";"16";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"17.05.2017 08:30";"31.4";"";"755.3";"";"66";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"16.05.2017 17:30";"42.4";"";"750.8";"";"17";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"16.05.2017 08:30";"32.4";"748.7";"755.6";"";"51";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"15.05.2017 17:30";"42.4";"745.0";"751.6";"";"18";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"15.05.2017 08:30";"32.0";"748.7";"755.6";"";"54";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"11.05.2017 17:30";"42.4";"747.5";"754.2";"";"34";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"11.05.2017 08:30";"33.4";"749.8";"756.7";"";"53";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"10.05.2017 17:30";"42.0";"747.0";"753.7";"";"18";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"10.05.2017 08:30";"32.0";"750.3";"757.2";"";"51";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"09.05.2017 17:30";"41.4";"746.6";"753.3";"";"19";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"09.05.2017 08:30";"32.4";"750.5";"757.4";"";"42";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"08.05.2017 17:30";"42.0";"747.7";"754.4";"";"18";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"08.05.2017 08:30";"32.0";"751.9";"758.8";"";"49";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"07.05.2017 17:30";"42.4";"748.4";"755.1";"";"15";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"07.05.2017 08:30";"32.0";"752.2";"759.1";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"06.05.2017 17:30";"42.0";"748.8";"755.5";"";"15";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"06.05.2017 08:30";"31.0";"752.0";"759.0";"";"48";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"05.05.2017 17:30";"43.0";"747.9";"754.6";"";"14";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"05.05.2017 08:30";"33.0";"751.3";"758.2";"";"39";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"04.05.2017 17:30";"43.0";"748.5";"755.2";"";"16";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"04.05.2017 08:30";"32.0";"751.6";"758.5";"";"51";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"29.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.6";"";"";"";"";"";"";
"03.05.2017 17:30";"40.4";"748.8";"755.5";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"03.05.2017 08:30";"32.0";"751.5";"758.4";"";"45";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"02.05.2017 17:30";"40.4";"748.6";"755.3";"";"18";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"02.05.2017 08:30";"31.0";"751.8";"758.8";"";"54";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"01.05.2017 17:30";"39.4";"748.4";"755.1";"";"24";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"01.05.2017 08:30";"30.0";"751.3";"758.3";"";"59";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"30.04.2017 17:30";"40.0";"747.6";"754.3";"";"22";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"30.04.2017 08:30";"30.0";"751.0";"758.0";"";"65";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"29.04.2017 17:30";"39.4";"747.9";"754.6";"";"29";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"29.04.2017 08:30";"29.4";"751.5";"758.5";"";"71";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"28.04.2017 17:30";"38.4";"748.1";"754.9";"";"23";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"28.04.2017 08:30";"28.4";"751.8";"758.8";"";"68";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"27.04.2017 17:30";"41.0";"749.2";"755.9";"";"17";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"27.04.2017 08:30";"28.0";"752.1";"759.1";"";"70";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"26.04.2017 17:30";"38.0";"749.0";"755.8";"";"27";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"26.04.2017 08:30";"27.4";"752.1";"759.1";"";"67";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"25.04.2017 17:30";"37.4";"748.5";"755.3";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"25.04.2017 08:30";"28.4";"752.2";"759.2";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"24.04.2017 17:30";"37.0";"748.4";"755.2";"";"32";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"24.04.2017 08:30";"28.0";"751.6";"758.6";"";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"23.04.2017 17:30";"36.0";"747.7";"754.5";"";"31";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"23.04.2017 08:30";"28.0";"751.7";"758.7";"";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"22.04.2017 17:30";"38.4";"746.8";"753.5";"";"30";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"22.04.2017 08:30";"29.4";"750.6";"757.6";"";"64";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"21.04.2017 17:30";"40.0";"746.0";"752.7";"";"30";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"21.04.2017 08:30";"29.0";"749.7";"756.7";"";"67";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"20.04.2017 17:30";"40.4";"745.0";"751.7";"";"30";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"20.04.2017 08:30";"30.0";"748.8";"755.8";"";"47";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"19.04.2017 17:30";"41.0";"745.6";"752.3";"";"23";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"19.04.2017 08:30";"28.0";"749.7";"756.7";"";"63";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"18.04.2017 17:30";"42.0";"747.3";"754.0";"";"12";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"18.04.2017 08:30";"28.4";"751.2";"758.2";"";"55";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"17.04.2017 17:30";"41.4";"747.9";"754.6";"";"13";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"17.04.2017 08:30";"28.0";"751.4";"758.4";"";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"16.04.2017 17:30";"41.0";"747.3";"754.0";"";"11";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"16.04.2017 08:30";"30.0";"750.5";"757.5";"";"28";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"15.04.2017 17:30";"41.4";"745.6";"752.3";"";"11";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"15.04.2017 08:30";"30.0";"750.4";"757.4";"";"31";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"14.04.2017 17:30";"42.4";"747.3";"754.0";"";"10";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"4.4";"";"";"";"";"";"";
"14.04.2017 08:30";"30.0";"750.0";"757.0";"";"26";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"13.04.2017 17:30";"44.0";"748.3";"754.9";"";"13";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"13.04.2017 08:30";"32.0";"751.4";"758.3";"";"19";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"12.04.2017 17:30";"42.4";"748.7";"755.4";"";"11";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"12.04.2017 08:30";"30.0";"751.7";"758.7";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"11.04.2017 17:30";"40.0";"749.3";"756.0";"";"12";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"11.04.2017 08:30";"30.0";"752.1";"759.1";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"10.04.2017 17:30";"40.0";"749.7";"756.4";"";"11";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"10.04.2017 08:30";"28.4";"752.8";"759.8";"";"23";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"5.4";"";"";"";"";"";"";
"09.04.2017 17:30";"38.6";"750.0";"756.8";"";"10";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"1.7";"";"";"";"";"";"";
"09.04.2017 08:30";"27.4";"752.6";"759.6";"";"16";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"-0.4";"";"";"";"";"";"";
"08.04.2017 17:30";"36.4";"750.8";"757.6";"";"14";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"08.04.2017 08:30";"26.0";"752.8";"759.9";"";"30";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"07.04.2017 17:30";"34.4";"749.6";"756.5";"";"15";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"07.04.2017 08:30";"23.4";"752.3";"759.4";"";"42";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"06.04.2017 17:30";"38.0";"746.8";"753.6";"";"21";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"06.04.2017 08:30";"28.0";"750.2";"757.2";"";"73";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.7";"";"";"";"";"";"";
"05.04.2017 17:30";"37.4";"747.5";"754.3";"";"25";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"05.04.2017 08:30";"28.0";"750.8";"757.8";"";"70";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"04.04.2017 17:30";"37.0";"748.0";"754.8";"";"36";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"04.04.2017 08:30";"28.4";"751.8";"758.8";"";"61";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"03.04.2017 17:30";"39.4";"748.2";"754.9";"";"25";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"03.04.2017 08:30";"27.0";"751.5";"758.5";"";"70";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"01.04.2017 17:30";"40.0";"748.5";"755.2";"";"16";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"01.04.2017 08:30";"27.0";"752.4";"759.5";"";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"31.03.2017 17:30";"39.0";"750.2";"757.0";"";"18";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"31.03.2017 08:30";"27.4";"753.8";"760.9";"";"57";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"30.03.2017 17:30";"39.0";"749.7";"756.5";"";"16";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"30.03.2017 08:30";"26.4";"753.4";"760.5";"";"46";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
