# Weather station Malegaon, India, WMO_ID=42925,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42925&lang=en
#
"Local time in Malegaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.05.2016 08:30";"30.8";"717.1";"753.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"20.05.2016 17:30";"39.8";"711.2";"745.9";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"20.05.2016 08:30";"30.8";"715.0";"751.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"19.05.2016 17:30";"43.2";"710.9";"745.3";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"19.05.2016 08:30";"35.0";"715.0";"750.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"18.05.2016 17:30";"41.6";"711.1";"745.6";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"18.05.2016 08:30";"34.2";"715.0";"750.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"17.05.2016 17:30";"41.0";"713.0";"747.7";"";"48";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"";"42.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.8";"";"";"";"";"";"";
"17.05.2016 08:30";"32.4";"716.3";"752.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"16.05.2016 17:30";"40.2";"714.1";"748.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"16.05.2016 08:30";"32.2";"718.0";"754.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.05.2016 17:30";"40.6";"716.3";"751.2";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"15.05.2016 08:30";"33.2";"718.9";"754.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"14.05.2016 17:30";"39.6";"716.2";"751.2";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"14.05.2016 08:30";"32.8";"719.0";"754.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"13.05.2016 17:30";"39.2";"715.1";"750.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"13.05.2016 08:30";"29.4";"718.5";"754.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"12.05.2016 17:30";"29.2";"714.3";"750.4";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"12.05.2016 08:30";"31.4";"719.0";"755.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"11.05.2016 17:30";"33.0";"716.4";"752.2";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"11.05.2016 08:30";"31.2";"720.1";"756.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"10.05.2016 17:30";"38.2";"723.6";"759.1";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"10.05.2016 08:30";"28.8";"720.2";"756.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"09.05.2016 17:30";"38.2";"716.1";"751.3";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"09.05.2016 08:30";"28.4";"720.3";"756.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"08.05.2016 17:30";"34.0";"717.3";"753.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"08.05.2016 08:30";"29.6";"720.3";"756.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"07.05.2016 17:30";"36.2";"716.3";"751.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"07.05.2016 08:30";"26.8";"720.0";"756.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"06.05.2016 17:30";"30.2";"718.7";"755.0";"";"38";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.4";"";"";"";"";"";"";
"06.05.2016 08:30";"27.2";"720.6";"757.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"05.05.2016 17:30";"33.2";"717.4";"753.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"05.05.2016 08:30";"30.0";"720.3";"756.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"04.05.2016 17:30";"39.4";"715.8";"750.8";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"04.05.2016 08:30";"30.6";"719.4";"755.6";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"03.05.2016 17:30";"40.0";"716.3";"751.3";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"03.05.2016 08:30";"31.2";"719.7";"755.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"02.05.2016 17:30";"39.2";"717.1";"752.2";"";"13";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"02.05.2016 08:30";"29.6";"719.2";"755.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"01.05.2016 17:30";"39.8";"716.3";"751.3";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"01.05.2016 08:30";"31.4";"719.6";"755.8";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.04.2016 17:30";"40.6";"716.2";"751.1";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"30.04.2016 08:30";"31.0";"720.2";"756.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"29.04.2016 17:30";"40.8";"716.4";"751.3";"";"25";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"44.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.9";"";"";"";"";"";"";
"29.04.2016 08:30";"31.8";"720.2";"756.3";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"28.04.2016 17:30";"41.8";"716.3";"751.1";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"28.04.2016 08:30";"30.2";"720.2";"756.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"27.04.2016 17:30";"38.8";"716.3";"751.4";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"27.04.2016 08:30";"30.8";"720.2";"756.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"26.04.2016 17:30";"40.0";"716.4";"751.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"26.04.2016 08:30";"29.2";"720.2";"756.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"25.04.2016 17:30";"39.0";"716.4";"751.5";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"25.04.2016 08:30";"27.4";"721.2";"757.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"24.04.2016 17:30";"37.6";"716.3";"751.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"24.04.2016 08:30";"28.0";"720.4";"757.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"23.04.2016 17:30";"37.2";"716.3";"751.6";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"23.04.2016 08:30";"27.4";"720.5";"757.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"22.04.2016 17:30";"37.2";"716.3";"751.6";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"8.0";"";"";"";"";"";"";
"22.04.2016 08:30";"29.8";"720.1";"756.5";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"21.04.2016 17:30";"39.8";"716.3";"751.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"21.04.2016 08:30";"31.0";"720.2";"756.4";"";"33";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.9";"";"";"";"";"";"";
"20.04.2016 17:30";"40.2";"717.1";"752.1";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"20.04.2016 08:30";"35.0";"720.2";"756.0";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"19.04.2016 17:30";"39.6";"716.3";"751.3";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"19.04.2016 08:30";"28.8";"720.2";"756.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"18.04.2016 17:30";"38.4";"717.0";"752.2";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"18.04.2016 08:30";"30.8";"720.2";"756.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"17.04.2016 17:30";"38.4";"716.3";"751.5";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"17.04.2016 08:30";"28.6";"719.9";"756.4";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"16.04.2016 17:30";"38.8";"716.3";"751.4";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"16.04.2016 08:30";"29.4";"719.8";"756.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"15.04.2016 17:30";"41.2";"716.4";"751.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"15.04.2016 08:30";"30.0";"720.3";"756.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"14.04.2016 17:30";"42.0";"716.5";"751.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"14.04.2016 08:30";"27.8";"720.7";"757.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"13.04.2016 17:30";"38.6";"716.5";"751.6";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"13.04.2016 08:30";"28.2";"720.3";"756.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"12.04.2016 17:30";"37.6";"716.5";"751.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"12.04.2016 08:30";"30.6";"721.3";"757.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"11.04.2016 17:30";"36.4";"717.4";"752.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"11.04.2016 08:30";"31.2";"721.1";"757.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"10.04.2016 17:30";"37.4";"717.4";"752.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"10.04.2016 08:30";"28.8";"721.2";"757.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"09.04.2016 17:30";"37.8";"717.3";"752.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"09.04.2016 08:30";"27.8";"721.3";"758.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"08.04.2016 17:30";"37.6";"717.5";"752.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"08.04.2016 08:30";"25.8";"721.3";"758.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"07.04.2016 17:30";"38.0";"718.2";"753.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"07.04.2016 08:30";"26.4";"721.2";"758.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"06.04.2016 17:30";"37.2";"718.1";"753.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"06.04.2016 08:30";"27.4";"721.2";"757.9";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"05.04.2016 17:30";"34.2";"717.2";"752.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"05.04.2016 08:30";"29.4";"721.1";"757.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"04.04.2016 17:30";"37.6";"717.3";"752.6";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"04.04.2016 08:30";"28.8";"721.2";"757.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.04.2016 17:30";"39.6";"718.8";"753.9";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"03.04.2016 08:30";"28.2";"721.8";"758.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"02.04.2016 17:30";"39.4";"718.0";"753.1";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"02.04.2016 08:30";"24.4";"721.6";"758.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"01.04.2016 17:30";"41.0";"716.6";"751.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"01.04.2016 08:30";"25.8";"720.6";"757.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"31.03.2016 17:30";"37.6";"718.3";"753.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"31.03.2016 08:30";"25.4";"722.3";"759.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"30.03.2016 17:30";"38.2";"718.2";"753.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"30.03.2016 08:30";"25.0";"722.4";"759.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"29.03.2016 17:30";"37.8";"718.4";"753.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"29.03.2016 08:30";"24.2";"722.2";"759.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.03.2016 17:30";"38.2";"718.2";"753.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"28.03.2016 08:30";"23.4";"722.2";"759.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"27.03.2016 17:30";"37.8";"719.1";"754.5";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"27.03.2016 08:30";"26.2";"722.2";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"26.03.2016 17:30";"37.2";"719.2";"754.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"26.03.2016 08:30";"26.4";"722.2";"759.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"25.03.2016 17:30";"38.4";"718.2";"753.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"25.03.2016 08:30";"25.8";"723.3";"760.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"24.03.2016 17:30";"38.0";"719.7";"755.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"24.03.2016 08:30";"24.2";"722.4";"759.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"23.03.2016 17:30";"37.8";"718.4";"753.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"23.03.2016 08:30";"23.8";"722.5";"759.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"22.03.2016 17:30";"36.2";"718.3";"753.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"22.03.2016 08:30";"24.2";"720.7";"757.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"21.03.2016 17:30";"35.2";"718.4";"754.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"21.03.2016 08:30";"23.4";"722.4";"759.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"20.03.2016 17:30";"35.2";"719.1";"754.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"20.03.2016 08:30";"27.6";"723.2";"760.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"19.03.2016 17:30";"35.4";"718.4";"754.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"19.03.2016 08:30";"26.2";"722.3";"759.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"18.03.2016 17:30";"35.8";"717.3";"752.8";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"18.03.2016 08:30";"25.2";"716.9";"753.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"17.03.2016 17:30";"36.4";"718.5";"754.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"17.03.2016 08:30";"24.8";"721.7";"758.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"16.03.2016 17:30";"34.8";"719.5";"755.2";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"16.03.2016 08:30";"21.6";"722.2";"759.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
