# Weather station Amravati, India, WMO_ID=42937,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42937&lang=en
#
"Local time in Amravati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.06.2016 08:30";"30.8";"722.1";"752.8";"";"52";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"10.06.2016 17:30";"35.8";"718.9";"748.9";"";"58";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"";"36.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"10.06.2016 08:30";"29.0";"722.2";"753.0";"";"65";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.8";"";"";"";"";"";"";
"09.06.2016 17:30";"35.0";"718.2";"748.3";"";"55";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"09.06.2016 08:30";"27.0";"721.5";"752.5";"";"72";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.5";"";"";"";"";"";"";
"08.06.2016 17:30";"41.4";"717.1";"746.5";"";"30";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.06.2016 08:30";"29.2";"722.0";"752.8";"";"67";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"07.06.2016 17:30";"40.2";"717.9";"747.4";"";"35";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"07.06.2016 08:30";"29.0";"722.0";"752.8";"";"69";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"06.06.2016 17:30";"40.0";"717.7";"747.3";"";"35";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"06.06.2016 08:30";"29.6";"722.0";"752.8";"";"62";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"05.06.2016 17:30";"28.6";"718.5";"749.2";"";"70";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"05.06.2016 08:30";"29.0";"721.7";"752.5";"";"69";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"04.06.2016 17:30";"43.2";"717.4";"746.6";"";"26";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"04.06.2016 08:30";"35.0";"720.8";"751.0";"";"48";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"03.06.2016 17:30";"40.0";"718.3";"747.9";"";"25";"Wind blowing from the south-southeast";"1";"";"";"60%.";" ";"";"";"";"40.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.4";"";"";"";"";"";"";
"03.06.2016 08:30";"33.0";"721.8";"752.2";"";"50";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"02.06.2016 17:30";"35.4";"718.9";"749.0";"";"43";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
"02.06.2016 08:30";"35.0";"722.2";"752.4";"";"38";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"01.06.2016 17:30";"42.4";"718.9";"748.3";"";"22";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"01.06.2016 08:30";"32.8";"723.2";"753.7";"";"48";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"31.05.2016 17:30";"41.2";"719.7";"749.2";"";"20";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"31.05.2016 08:30";"33.0";"722.4";"752.8";"";"47";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"30.05.2016 17:30";"39.6";"718.9";"748.6";"";"26";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"30.05.2016 08:30";"31.2";"722.4";"753.0";"";"51";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"29.05.2016 17:30";"39.4";"718.9";"748.6";"";"29";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"29.05.2016 08:30";"31.4";"723.1";"753.7";"";"52";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"28.05.2016 17:30";"40.4";"719.7";"749.3";"";"20";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"28.05.2016 08:30";"31.6";"723.1";"753.7";"";"54";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"27.05.2016 17:30";"";"";"750.1";"";"";"";"";"";"";"40%.";" ";"";"";"";"45.0";"";"";"2500 or more, or no clouds.";"";"";"4.6";"";"";"";"";"";"";"";
"27.05.2016 08:30";"31.2";"723.0";"753.7";"";"53";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"26.05.2016 17:30";"41.0";"718.9";"748.4";"";"25";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"26.05.2016 08:30";"30.4";"723.1";"753.8";"";"55";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"25.05.2016 17:30";"41.0";"718.2";"747.7";"";"21";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"25.05.2016 08:30";"31.2";"722.3";"752.9";"";"53";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"24.05.2016 17:30";"42.0";"718.9";"748.3";"";"22";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"24.05.2016 08:30";"31.4";"723.1";"753.7";"";"56";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"23.05.2016 17:30";"41.8";"718.3";"747.7";"";"21";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"23.05.2016 08:30";"31.2";"722.2";"752.8";"";"48";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"22.05.2016 17:30";"41.6";"718.1";"747.5";"";"16";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"22.05.2016 08:30";"30.8";"721.5";"752.1";"";"47";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"21.05.2016 17:30";"43.2";"716.5";"745.7";"";"16";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"21.05.2016 08:30";"32.8";"720.0";"750.4";"";"48";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"20.05.2016 17:30";"44.8";"714.3";"743.3";"";"15";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"20.05.2016 08:30";"34.0";"717.7";"747.8";"";"40";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"19.05.2016 17:30";"42.6";"715.0";"744.2";"";"22";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"19.05.2016 08:30";"35.2";"719.1";"749.2";"";"41";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"18.05.2016 17:30";"44.0";"715.8";"744.9";"";"24";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"18.05.2016 08:30";"34.2";"719.2";"749.4";"";"45";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"30.6";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"17.05.2016 17:30";"44.0";"717.2";"746.4";"";"28";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"17.05.2016 08:30";"34.0";"721.6";"751.9";"";"27";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"16.05.2016 17:30";"42.6";"718.9";"748.3";"";"18";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"16.05.2016 08:30";"33.4";"723.3";"753.7";"";"29";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"15.05.2016 17:30";"43.0";"720.4";"749.8";"";"18";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"15.05.2016 08:30";"33.8";"724.0";"754.4";"";"33";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"14.05.2016 17:30";"42.8";"719.8";"749.2";"";"16";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"14.05.2016 08:30";"32.8";"723.3";"753.8";"";"37";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"13.05.2016 17:30";"43.8";"719.2";"748.5";"";"17";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"13.05.2016 08:30";"32.0";"723.4";"754.0";"";"51";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"12.05.2016 17:30";"37.0";"719.2";"749.1";"";"47";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"12.05.2016 08:30";"33.0";"723.2";"753.7";"";"42";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"11.05.2016 17:30";"40.4";"720.8";"750.4";"";"17";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"11.05.2016 08:30";"34.0";"724.2";"754.6";"";"38";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"10.05.2016 17:30";"38.6";"722.4";"752.3";"";"39";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"10.05.2016 08:30";"28.4";"725.8";"756.9";"";"47";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"09.05.2016 17:30";"38.6";"720.9";"750.7";"";"24";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"09.05.2016 08:30";"30.0";"726.5";"757.4";"";"44";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.5";"";"";"";"";"";"";
"08.05.2016 17:30";"37.6";"721.7";"751.7";"";"35";"Wind blowing from the north-northwest";"1";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"";"";"";"";"";"";
"08.05.2016 08:30";"29.4";"726.0";"757.0";"";"53";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"07.05.2016 17:30";"37.2";"721.9";"751.9";"";"33";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"07.05.2016 08:30";"27.2";"726.1";"757.3";"";"76";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"06.05.2016 17:30";"29.4";"721.9";"752.7";"";"67";"Wind blowing from the south-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.6";"";"";"";"";"";"";
"06.05.2016 08:30";"25.2";"726.2";"757.6";"";"71";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.05.2016 17:30";"38.6";"720.6";"750.4";"";"34";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"39.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.2";"";"";"";"";"";"";
"05.05.2016 08:30";"28.4";"726.3";"757.4";"";"53";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"04.05.2016 17:30";"41.6";"719.8";"749.3";"";"18";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"04.05.2016 08:30";"31.8";"723.9";"754.5";"";"42";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"03.05.2016 17:30";"42.0";"720.3";"749.8";"";"17";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"03.05.2016 08:30";"31.6";"723.9";"754.6";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"02.05.2016 17:30";"41.0";"721.1";"750.7";"";"15";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"02.05.2016 08:30";"33.4";"724.5";"755.0";"";"32";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"01.05.2016 17:30";"42.0";"720.3";"749.8";"";"20";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"01.05.2016 08:30";"33.2";"724.6";"755.1";"";"32";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"29.04.2016 08:30";"32.8";"724.6";"755.2";"";"27";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"28.04.2016 17:30";"42.0";"721.0";"750.5";"";"13";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"28.04.2016 08:30";"33.4";"724.7";"755.2";"";"26";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"27.04.2016 17:30";"42.4";"721.2";"750.7";"";"15";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"27.04.2016 08:30";"33.4";"724.7";"755.2";"";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"26.04.2016 17:30";"42.4";"722.0";"751.5";"";"21";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"26.04.2016 08:30";"31.6";"724.8";"755.5";"";"47";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"25.04.2016 17:30";"41.0";"720.5";"750.1";"";"23";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"25.04.2016 08:30";"29.2";"723.3";"754.2";"";"48";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"24.04.2016 17:30";"39.4";"719.9";"749.6";"";"19";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"24.04.2016 08:30";"29.8";"722.5";"753.3";"";"43";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"23.04.2016 17:30";"39.0";"719.8";"749.5";"";"22";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"23.04.2016 08:30";"29.8";"723.3";"754.1";"";"44";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"22.04.2016 17:30";"41.4";"720.5";"750.0";"";"20";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"22.04.2016 08:30";"32.8";"723.9";"754.4";"";"37";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"21.04.2016 17:30";"42.4";"721.0";"750.5";"";"23";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"21.04.2016 08:30";"32.6";"724.6";"755.2";"";"39";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"20.04.2016 17:30";"43.0";"721.8";"751.2";"";"23";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"20.04.2016 08:30";"34.2";"725.3";"755.7";"";"38";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"19.04.2016 17:30";"41.4";"721.9";"751.5";"";"23";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"19.04.2016 08:30";"34.6";"724.7";"755.1";"";"34";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"18.04.2016 17:30";"42.2";"721.2";"750.7";"";"19";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"18.04.2016 08:30";"30.8";"725.5";"756.3";"";"38";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"17.04.2016 17:30";"41.0";"721.2";"750.8";"";"21";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.04.2016 08:30";"30.2";"723.9";"754.7";"";"41";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"16.04.2016 17:30";"43.2";"720.5";"749.9";"";"24";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"16.04.2016 08:30";"30.6";"724.9";"755.7";"";"39";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"15.04.2016 17:30";"42.8";"722.1";"751.6";"";"21";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"15.04.2016 08:30";"31.0";"725.6";"756.4";"";"39";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"14.04.2016 17:30";"41.6";"721.4";"751.0";"";"26";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"14.04.2016 08:30";"31.6";"724.2";"754.9";"";"38";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"13.04.2016 17:30";"39.8";"720.7";"750.4";"";"18";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"13.04.2016 08:30";"30.0";"724.1";"754.9";"";"43";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"12.04.2016 17:30";"40.4";"721.4";"751.1";"";"19";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"12.04.2016 08:30";"31.0";"724.7";"755.5";"";"39";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"11.04.2016 17:30";"40.8";"722.8";"752.5";"";"20";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"11.04.2016 08:30";"29.8";"725.6";"756.5";"";"50";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"10.04.2016 17:30";"40.2";"722.8";"752.6";"";"24";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
