# Weather station Sangli, India, WMO_ID=43158,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43158&lang=en
#
"Local time in Sangli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.08.2017 17:30";"25.6";"703.8";"748.6";"";"86";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"";"26.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.0";"";"";"";"";"";"";
"29.08.2017 08:30";"23.0";"705.2";"750.7";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"20.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.08.2017 17:30";"24.0";"703.9";"746.9";"";"85";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"4.0";"21.4";"";"";"";"";"";"";
"28.08.2017 08:30";"23.8";"705.4";"750.7";"";"91";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.3";"";"";"";"";"";"";
"27.08.2017 17:30";"27.2";"704.9";"749.6";"";"72";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"29.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"27.08.2017 08:30";"24.4";"706.8";"752.0";"";"87";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"26.08.2017 17:30";"27.0";"705.7";"750.6";"";"73";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"29.7";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"26.08.2017 08:30";"24.4";"707.8";"753.2";"";"100";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.9";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.4";"";"";"";"";"";"";
"25.08.2017 17:30";"25.6";"707.3";"752.5";"";"80";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"27.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"25.08.2017 08:30";"24.4";"709.2";"754.6";"";"87";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"24.08.2017 17:30";"27.2";"707.5";"752.4";"";"72";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.2";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"24.08.2017 08:30";"25.0";"710.2";"755.6";"";"84";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"23.08.2017 17:30";"27.6";"708.1";"752.9";"";"72";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"23.08.2017 08:30";"24.4";"709.7";"755.2";"";"85";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"22.08.2017 17:30";"28.0";"706.5";"751.3";"";"68";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"22.08.2017 08:30";"23.6";"708.1";"753.6";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"21.08.2017 17:30";"28.4";"704.8";"749.3";"";"66";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"21.08.2017 08:30";"23.6";"706.8";"752.2";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"19.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"20.08.2017 17:30";"23.4";"705.6";"750.9";"";"88";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"24.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"20.08.2017 08:30";"23.0";"707.4";"753.1";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"21.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"19.08.2017 17:30";"25.2";"706.7";"751.8";"";"75";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"26.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"19.08.2017 08:30";"24.0";"708.1";"753.5";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.9";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"18.08.2017 17:30";"26.6";"706.1";"751.0";"";"76";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"27.3";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"18.08.2017 08:30";"23.4";"708.7";"754.2";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"17.08.2017 17:30";"25.6";"707.0";"752.1";"";"75";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.9";"";"";"";"";"";"";
"17.08.2017 08:30";"24.2";"709.6";"755.0";"";"87";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"20.9";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"16.08.2017 17:30";"26.4";"707.9";"752.9";"";"82";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"29.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.0";"";"";"";"";"";"";
"16.08.2017 08:30";"25.0";"710.8";"756.3";"";"84";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"15.08.2017 17:30";"27.2";"709.2";"754.1";"";"73";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.9";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"15.08.2017 08:30";"23.4";"712.0";"757.8";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"14.08.2017 17:30";"29.6";"709.9";"754.6";"";"62";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"14.08.2017 08:30";"24.6";"712.3";"757.9";"";"82";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.4";"";"";"";"";"";"";
"13.08.2017 17:30";"28.0";"710.3";"755.3";"";"66";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"30.9";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"13.08.2017 08:30";"24.4";"711.7";"757.2";"";"84";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"12.08.2017 17:30";"29.4";"709.3";"753.9";"";"61";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"12.08.2017 08:30";"24.2";"711.2";"756.7";"";"82";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.4";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"11.08.2017 17:30";"28.0";"708.8";"753.7";"";"67";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"11.08.2017 08:30";"24.0";"710.5";"756.1";"";"89";"Wind blowing from the west-northwest";"11";"";"";"90  or more, but not 100%";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"10.08.2017 17:30";"28.2";"708.5";"753.2";"";"67";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"09.08.2017 17:30";"27.0";"708.5";"753.5";"";"73";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.6";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"09.08.2017 08:30";"24.4";"710.0";"755.5";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"08.08.2017 17:30";"29.8";"707.5";"752.1";"";"63";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"08.08.2017 08:30";"25.0";"709.8";"754.9";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"07.08.2017 17:30";"28.0";"707.6";"752.5";"";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"07.08.2017 08:30";"24.4";"708.7";"754.0";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.1";"";"";"";"";"";"";
"06.08.2017 17:30";"29.2";"706.7";"751.2";"";"67";"Wind blowing from the west-northwest";"1";"";"";"70 – 80%.";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
"06.08.2017 08:30";"24.2";"708.8";"754.3";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"05.08.2017 17:30";"26.6";"707.3";"752.3";"";"76";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"28.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"05.08.2017 08:30";"24.6";"707.8";"752.4";"";"86";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"21.7";"";"";"";"600-1000";"";"";"10.0";"22.0";"";"";"";"";"";"";
"04.08.2017 17:30";"28.4";"706.6";"751.2";"";"70";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
"04.08.2017 08:30";"24.2";"708.8";"754.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.5";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"03.08.2017 17:30";"28.0";"708.1";"752.9";"";"67";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"03.08.2017 08:30";"23.4";"710.3";"756.0";"";"93";"Wind blowing from the west-northwest";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"21.7";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"02.08.2017 17:30";"28.0";"709.3";"754.3";"";"73";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.6";"";"";"";"";"";"";
"02.08.2017 08:30";"24.6";"711.2";"756.7";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.3";"";"";"";"";"";"";
"01.08.2017 17:30";"28.4";"709.4";"754.2";"";"71";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"01.08.2017 08:30";"24.2";"710.9";"756.4";"";"90";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.3";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"31.07.2017 17:30";"26.2";"709.6";"754.6";"";"79";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"29.2";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.2";"";"";"";"";"";"";
"31.07.2017 08:30";"24.6";"710.3";"756.5";"";"86";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"21.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
