# Weather station Jalna, India, WMO_ID=43012,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43012&lang=en
#
"Local time in Jalna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.09.2017 17:30";"21.0";"709.1";"754.2";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.0";"";"";"600-1000";"";"";"10.0";"19.5";"";"";"";"";"";"";
"21.09.2017 08:30";"23.0";"710.9";"755.8";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"10.0";"21.5";"";"";"";"";"";"";
"20.09.2017 08:30";"24.8";"709.6";"754.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"19.09.2017 17:30";"29.0";"708.7";"752.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"19.09.2017 08:30";"25.0";"710.8";"755.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"17.09.2017 08:30";"24.0";"711.4";"756.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"16.09.2017 17:30";"26.0";"710.7";"755.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"16.09.2017 08:30";"23.8";"711.2";"756.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"15.09.2017 17:30";"26.0";"710.8";"755.3";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"";"";"600-1000";"";"";"10.0";"23.2";"";"";"";"";"";"";
"15.09.2017 08:30";"24.0";"713.5";"758.4";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"21.1";"";"";"";"";"";"";
"14.09.2017 08:30";"23.0";"714.3";"759.4";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"10.0";"21.5";"";"";"";"";"";"";
"13.09.2017 17:30";"28.2";"710.5";"754.5";"";"73";"";"";"";"";"";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"10.0";"22.8";"";"";"";"";"";"";
"13.09.2017 08:30";"24.0";"714.1";"759.1";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"12.09.2017 17:30";"28.0";"711.1";"755.3";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"22.3";"";"";"";"";"";"";
"11.09.2017 17:30";"31.4";"710.7";"754.2";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"11.09.2017 08:30";"25.2";"712.9";"757.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"09.09.2017 17:30";"30.0";"709.9";"753.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"09.09.2017 08:30";"23.8";"711.9";"756.7";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"10.0";"21.8";"";"";"";"";"";"";
"08.09.2017 08:30";"23.0";"713.7";"758.7";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.4";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"07.09.2017 17:30";"30.6";"709.7";"753.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"07.09.2017 08:30";"25.2";"712.9";"757.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"06.09.2017 17:30";"31.0";"710.9";"754.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"06.09.2017 08:30";"26.2";"713.2";"757.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"05.09.2017 08:30";"26.0";"713.8";"758.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"04.09.2017 17:30";"29.8";"711.3";"755.3";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"04.09.2017 08:30";"25.0";"713.8";"758.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"02.09.2017 08:30";"24.2";"712.7";"757.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"01.09.2017 17:30";"29.2";"710.5";"754.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"01.09.2017 08:30";"24.0";"712.9";"757.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"31.08.2017 08:30";"23.4";"709.0";"753.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"28.08.2017 17:30";"28.0";"703.8";"747.5";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"28.08.2017 08:30";"24.0";"707.3";"751.8";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"10.0";"21.1";"";"";"";"";"";"";
"26.08.2017 08:30";"25.8";"708.3";"752.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"24.08.2017 17:30";"27.0";"709.5";"753.7";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"10.0";"25.6";"";"";"";"";"";"";
"24.08.2017 08:30";"25.0";"711.6";"756.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"23.08.2017 17:30";"30.0";"709.8";"753.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"23.08.2017 08:30";"24.0";"711.4";"756.1";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"22.08.2017 17:30";"28.0";"708.3";"752.2";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"";"";"600-1000";"";"";"10.0";"22.3";"";"";"";"";"";"";
"22.08.2017 08:30";"22.2";"707.9";"752.6";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"21.08.2017 17:30";"24.0";"706.3";"750.7";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.0";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"19.08.2017 17:30";"25.0";"707.9";"752.3";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.0";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"19.08.2017 08:30";"23.4";"709.0";"753.5";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"18.08.2017 17:30";"27.2";"708.5";"752.5";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"";"";"600-1000";"";"";"10.0";"22.6";"";"";"";"";"";"";
"18.08.2017 08:30";"24.2";"709.6";"754.1";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.08.2017 08:30";"24.0";"710.6";"755.0";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"21.1";"";"";"";"";"";"";
"14.08.2017 17:30";"31.0";"711.4";"755.2";"";"62";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"14.08.2017 08:30";"26.0";"714.7";"759.3";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.7";"";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"12.08.2017 17:30";"32.4";"709.5";"752.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"12.08.2017 08:30";"25.2";"712.5";"757.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.08.2017 17:30";"32.0";"709.1";"752.5";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"22.0";"";"";"";"";"";"";
"11.08.2017 08:30";"25.0";"712.0";"756.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"10.08.2017 17:30";"32.4";"708.7";"751.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"10.08.2017 08:30";"25.6";"711.3";"755.8";"";"81";"";"";"";"";"";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"05.08.2017 17:30";"32.0";"708.7";"752.0";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.4";"";"";"600-1000";"";"";"4.0";"22.0";"";"";"";"";"";"";
"05.08.2017 08:30";"25.6";"709.2";"753.6";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"4.0";"21.8";"";"";"";"";"";"";
"04.08.2017 17:30";"32.2";"706.7";"749.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"04.08.2017 08:30";"24.4";"709.7";"754.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"03.08.2017 17:30";"27.0";"709.4";"753.7";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"23.3";"";"";"";"";"";"";
"03.08.2017 08:30";"25.0";"711.7";"756.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"02.08.2017 17:30";"31.0";"709.8";"753.4";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.5";"";"";"600-1000";"";"";"10.0";"22.5";"";"";"";"";"";"";
"02.08.2017 08:30";"26.0";"712.1";"757.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"01.08.2017 17:30";"31.4";"710.8";"754.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.08.2017 08:30";"26.0";"712.2";"756.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"31.07.2017 17:30";"33.4";"709.9";"753.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"31.07.2017 08:30";"25.0";"712.0";"756.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"29.07.2017 17:30";"33.0";"709.8";"753.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"29.07.2017 08:30";"25.0";"711.9";"756.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.07.2017 17:30";"26.2";"709.6";"753.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"28.07.2017 08:30";"24.0";"710.8";"755.5";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"27.07.2017 17:30";"27.0";"706.0";"752.4";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.0";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"27.07.2017 08:30";"24.0";"709.8";"754.5";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"25.07.2017 08:30";"24.6";"708.3";"752.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.07.2017 17:30";"28.2";"707.4";"751.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"24.07.2017 08:30";"25.4";"709.4";"753.8";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"21.9";"";"";"";"";"";"";
"21.07.2017 17:30";"28.0";"705.3";"749.1";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"21.07.2017 08:30";"24.0";"707.5";"752.0";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"21.4";"";"";"";"";"";"";
"20.07.2017 17:30";"27.0";"705.1";"749.0";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"20.07.2017 08:30";"26.0";"706.6";"750.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.07.2017 17:30";"29.0";"705.5";"749.2";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"19.07.2017 08:30";"24.0";"708.0";"752.5";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"18.07.2017 17:30";"";"708.1";"751.9";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"22.8";"";"";"";"";"";"";
"18.07.2017 08:30";"25.0";"709.0";"753.4";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"17.07.2017 17:30";"28.0";"707.9";"751.9";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.0";"";"";"600-1000";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.07.2017 08:30";"23.8";"709.2";"753.9";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"15.07.2017 08:30";"25.0";"710.2";"754.7";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"14.07.2017 17:30";"28.0";"707.4";"751.3";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"21.3";"";"";"";"";"";"";
"14.07.2017 08:30";"24.0";"710.5";"755.2";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"22.3";"";"";"";"";"";"";
"13.07.2017 17:30";"30.0";"709.5";"753.3";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"20.0";"";"";"";"";"";"";
"12.07.2017 17:30";"29.0";"709.0";"752.8";"";"59";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"20.2";"";"";"";"";"";"";
"12.07.2017 08:30";"24.4";"711.1";"755.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.07.2017 17:30";"31.0";"709.2";"752.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"11.07.2017 08:30";"26.0";"712.3";"756.8";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"10.07.2017 17:30";"32.0";"710.0";"753.5";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.4";"";"";"600-1000";"";"";"10.0";"22.0";"";"";"";"";"";"";
"10.07.2017 08:30";"25.4";"711.6";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"08.07.2017 08:30";"25.0";"712.2";"756.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"05.07.2017 17:30";"32.0";"708.8";"752.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"05.07.2017 08:30";"25.6";"710.5";"754.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"04.07.2017 08:30";"26.0";"711.3";"755.5";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"03.07.2017 17:30";"31.0";"708.7";"752.2";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"22.5";"";"";"";"";"";"";
"03.07.2017 08:30";"25.0";"710.9";"755.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.07.2017 17:30";"32.0";"705.8";"749.0";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"10.0";"22.0";"";"";"";"";"";"";
"01.07.2017 08:30";"27.0";"708.6";"752.7";"";"77";"";"";"";"";"";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"30.06.2017 17:30";"31.2";"705.6";"748.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"30.06.2017 08:30";"26.0";"708.1";"752.4";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.9";"";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"29.06.2017 17:30";"31.0";"707.0";"750.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"29.06.2017 08:30";"26.4";"709.0";"753.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"28.06.2017 17:30";"33.2";"706.6";"749.6";"";"52";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.6";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.06.2017 08:30";"25.0";"708.8";"753.2";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"27.06.2017 17:30";"33.0";"706.4";"749.5";"";"51";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.6";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.06.2017 08:30";"27.0";"709.2";"753.3";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"10.0";"22.4";"";"";"";"";"";"";
"24.06.2017 08:30";"26.4";"708.6";"752.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"23.06.2017 17:30";"32.4";"707.0";"750.1";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.8";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"23.06.2017 08:30";"26.0";"711.3";"755.8";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"10.0";"21.6";"";"";"";"";"";"";
"21.06.2017 17:30";"35.2";"707.8";"750.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"20.06.2017 08:30";"27.0";"710.5";"754.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"19.06.2017 17:30";"35.0";"707.8";"750.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.06.2017 08:30";"28.0";"710.8";"754.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.06.2017 17:30";"33.4";"708.8";"751.9";"";"52";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.8";"";"";"600-1000";"";"";"4.0";"22.4";"";"";"";"";"";"";
"17.06.2017 08:30";"25.0";"710.9";"755.8";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"16.06.2017 17:30";"33.0";"709.0";"752.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"16.06.2017 08:30";"24.0";"710.4";"755.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"15.06.2017 08:30";"26.4";"711.4";"755.8";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"10.0";"21.8";"";"";"";"";"";"";
"14.06.2017 17:30";"27.0";"709.3";"753.6";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"22.7";"";"";"";"";"";"";
"14.06.2017 08:30";"25.0";"710.9";"755.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"13.06.2017 17:30";"28.0";"707.8";"751.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"13.06.2017 08:30";"26.0";"708.8";"753.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"10.06.2017 08:30";"26.0";"710.0";"754.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"09.06.2017 17:30";"27.6";"708.4";"752.4";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"09.06.2017 08:30";"26.4";"710.8";"755.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.06.2017 17:30";"29.0";"708.6";"752.4";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"08.06.2017 08:30";"26.2";"712.3";"756.7";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"10.0";"21.9";"";"";"";"";"";"";
"06.06.2017 17:30";"34.0";"710.3";"753.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"06.06.2017 08:30";"26.0";"712.3";"756.8";"";"";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"10.0";"";"";"";"";"";"";"";
"05.06.2017 17:30";"38.4";"708.3";"750.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
