# Weather station Jalna, India, WMO_ID=43012,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43012&lang=en
#
"Local time in Jalna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2017 08:30";"29.0";"711.4";"755.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"03.06.2017 17:30";"36.0";"707.7";"750.5";"";"45";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"40.6";"";"";"600-1000";"";"";"10.0";"22.2";"";"";"";"";"";"";
"03.06.2017 08:30";"31.0";"710.9";"754.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"02.06.2017 17:30";"34.0";"707.0";"750.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"02.06.2017 08:30";"29.0";"710.5";"754.5";"";"65";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"27.0";"";"";"";"600-1000";"";"";"10.0";"21.8";"";"";"";"";"";"";
"01.06.2017 17:30";"34.0";"707.2";"750.2";"";"50";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"10.0";"22.1";"";"";"";"";"";"";
"01.06.2017 08:30";"30.2";"709.1";"752.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"31.05.2017 17:30";"35.0";"705.2";"748.0";"";"65";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"42.8";"";"";"600-1000";"";"";"10.0";"27.6";"";"";"";"";"";"";
"31.05.2017 08:30";"30.0";"709.5";"753.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"30.05.2017 17:30";"37.0";"707.3";"747.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"30.05.2017 08:30";"29.4";"710.3";"754.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"706.2";"748.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"29.05.2017 08:30";"28.0";"709.9";"752.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"26.05.2017 17:30";"39.0";"707.5";"749.9";"";"35";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"21.1";"";"";"";"";"";"";
"26.05.2017 08:30";"30.0";"711.4";"755.2";"";"55";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"28.2";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";
"25.05.2017 11:30";"33.6";"711.7";"755.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.0";"";"";"";"";"";"";"";"20.9";"";"";"";"";"";"";
"25.05.2017 08:30";"33.6";"711.7";"755.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.0";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"24.05.2017 17:30";"41.0";"708.1";"750.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"24.05.2017 08:30";"33.4";"716.5";"755.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"23.05.2017 17:30";"40.6";"709.0";"751.1";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.9";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"23.05.2017 08:30";"31.4";"712.8";"756.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"22.05.2017 17:30";"40.4";"709.4";"751.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"22.05.2017 08:30";"29.0";"713.2";"757.3";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"28.8";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"20.05.2017 17:30";"40.0";"709.3";"751.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"20.05.2017 08:30";"31.6";"712.7";"756.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"17.05.2017 17:30";"39.0";"709.4";"751.9";"";"33";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"42.0";"";"";"600-1000";"";"";"10.0";"20.0";"";"";"";"";"";"";
"17.05.2017 08:30";"31.2";"711.1";"754.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"16.05.2017 17:30";"40.2";"708.4";"750.5";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"15.05.2017 17:30";"40.2";"709.3";"755.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"15.05.2017 08:30";"30.0";"711.7";"755.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"13.05.2017 08:30";"31.6";"713.0";"756.7";"";"51";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"29.8";"";"";"";"600-1000";"";"";"4.0";"20.2";"";"";"";"";"";"";
"12.05.2017 17:30";"38.0";"711.0";"753.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"12.05.2017 08:30";"32.4";"713.8";"757.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.05.2017 17:30";"36.4";"711.6";"754.4";"";"41";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"41.6";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"11.05.2017 08:30";"31.6";"713.3";"757.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"08.05.2017 17:30";"38.0";"710.3";"752.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"08.05.2017 08:30";"31.2";"714.6";"758.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"06.05.2017 17:30";"40.4";"711.4";"753.7";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"06.05.2017 08:30";"31.0";"715.0";"758.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"05.05.2017 17:30";"41.0";"710.8";"753.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"03.05.2017 17:30";"40.0";"711.1";"753.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"03.05.2017 08:30";"31.0";"714.7";"758.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"02.05.2017 17:30";"39.0";"711.5";"754.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"02.05.2017 08:30";"29.4";"714.5";"758.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"01.05.2017 17:30";"38.0";"711.9";"754.6";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"01.05.2017 08:30";"29.0";"714.4";"758.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"29.04.2017 08:30";"27.8";"715.0";"759.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"28.04.2017 17:30";"39.0";"710.8";"753.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"28.04.2017 08:30";"30.0";"";"758.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"27.04.2017 17:30";"38.0";"711.7";"754.4";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"40.0";"";"";"600-1000";"";"";"4.0";"20.9";"";"";"";"";"";"";
"27.04.2017 08:30";"29.4";"714.4";"758.5";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"26.04.2017 17:30";"37.6";"711.5";"754.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"26.04.2017 08:30";"28.0";"713.9";"758.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"25.04.2017 17:30";"28.0";"711.9";"754.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"25.04.2017 08:30";"27.5";"714.4";"758.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"24.04.2017 17:30";"38.4";"711.3";"753.8";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.04.2017 08:30";"26.0";"714.2";"758.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"21.04.2017 08:30";"28.0";"712.5";"756.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"20.04.2017 17:30";"41.0";"709.1";"751.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"20.04.2017 08:30";"30.0";"712.0";"755.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"19.04.2017 08:30";"31.4";"716.7";"756.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.4";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"18.04.2017 08:30";"31.6";"713.2";"756.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.7";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"17.04.2017 17:30";"40.2";"709.7";"751.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"17.04.2017 08:30";"32.0";"713.1";"756.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.04.2017 17:30";"40.0";"709.0";"751.2";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"15.04.2017 08:30";"31.0";"712.6";"756.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"13.04.2017 17:30";"40.0";"710.9";"753.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"13.04.2017 08:30";"30.0";"713.7";"757.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"12.04.2017 17:30";"39.0";"711.8";"754.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"12.04.2017 08:30";"27.2";"714.5";"758.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"11.04.2017 17:30";"38.4";"711.4";"753.9";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"10.04.2017 17:30";"38.0";"711.9";"754.6";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"10.04.2017 08:30";"27.0";"714.3";"758.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"08.04.2017 08:30";"25.0";"714.8";"759.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"06.04.2017 17:30";"39.0";"710.1";"752.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"06.04.2017 08:30";"28.0";"713.3";"757.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"05.04.2017 17:30";"39.2";"710.5";"752.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"05.04.2017 08:30";"25.0";"714.1";"758.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"03.04.2017 17:30";"37.6";"711.4";"754.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"03.04.2017 08:30";"28.2";"714.4";"758.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"01.04.2017 08:30";"29.0";"717.3";"759.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"31.03.2017 17:30";"40.0";"713.7";"756.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"31.03.2017 08:30";"30.0";"716.2";"760.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"30.03.2017 17:30";"39.4";"712.4";"754.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"30.03.2017 08:30";"29.2";"715.4";"759.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"29.03.2017 17:30";"";"711.9";"754.4";"";"";"Wind blowing from the north-northeast";"46";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"27.03.2017 17:30";"38.4";"713.0";"755.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.7";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"27.03.2017 08:30";"28.8";"715.5";"759.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"25.03.2017 17:30";"36.0";"712.7";"755.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"25.03.2017 08:30";"27.0";"716.0";"760.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"24.03.2017 17:30";"36.2";"712.4";"755.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"24.03.2017 08:30";"26.0";"715.6";"760.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"23.03.2017 08:30";"24.2";"716.8";"761.7";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"22.03.2017 20:30";"34.0";"713.9";"757.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"";"21.1";"";"";"";"";"";"";
"22.03.2017 17:30";"34.0";"713.9";"757.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"22.03.2017 08:30";"24.0";"716.6";"761.8";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"21.03.2017 17:30";"34.6";"714.1";"757.4";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"21.03.2017 08:30";"23.6";"";"762.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"20.03.2017 17:30";"35.2";"712.0";"754.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"20.03.2017 08:30";"23.0";"714.1";"760.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"17.03.2017 17:30";"35.0";"712.9";"756.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"17.03.2017 08:30";"22.2";"716.2";"761.4";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"16.03.2017 17:30";"34.6";"712.3";"755.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"16.03.2017 08:30";"22.4";"715.9";"761.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"15.03.2017 17:30";"33.4";"712.7";"755.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"15.03.2017 08:30";"21.0";"712.8";"758.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"14.03.2017 17:30";"32.0";"710.9";"754.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"14.03.2017 08:30";"19.6";"716.2";"761.9";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"11.03.2017 08:30";"20.0";"713.6";"759.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"10.03.2017 17:30";"22.0";"710.9";"754.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"10.03.2017 08:30";"21.0";"712.8";"758.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"09.03.2017 17:30";"32.4";"710.2";"753.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"09.03.2017 08:30";"23.0";"713.8";"758.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"08.03.2017 17:30";"34.8";"710.6";"753.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"08.03.2017 08:30";"21.4";"713.5";"758.7";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"07.03.2017 17:30";"34.6";"709.6";"752.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"07.03.2017 08:30";"24.0";"712.6";"757.5";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"06.03.2017 17:30";"34.0";"710.5";"753.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"06.03.2017 08:30";"23.0";"713.8";"758.8";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"04.03.2017 17:30";"34.6";"710.8";"753.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.03.2017 08:30";"";"712.9";"758.1";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.03.2017 17:30";"34.8";"710.6";"753.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"03.03.2017 08:30";"22.2";"713.4";"758.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"02.03.2017 17:30";"34.0";"712.0";"755.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"02.03.2017 08:30";"22.0";"716.0";"761.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"01.03.2017 17:30";"35.0";"713.5";"756.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"01.03.2017 08:30";"21.8";"716.5";"761.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"28.02.2017 17:30";"34.2";"714.2";"757.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"28.02.2017 08:30";"22.0";"717.0";"762.4";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"27.02.2017 17:30";"34.0";"714.1";"757.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"27.02.2017 08:30";"21.8";"716.3";"761.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"25.02.2017 17:30";"34.0";"714.4";"757.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"25.02.2017 08:30";"20.4";"718.5";"764.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"24.02.2017 08:30";"22.0";"716.5";"762.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"23.02.2017 17:30";"33.6";"714.4";"757.8";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
