# Weather station Nanded, India, WMO_ID=43021,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43021&lang=en
#
"Local time in Nanded";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.09.2016 17:30";"29.5";"724.3";"754.2";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"29.5";"";"";"";"";"";"";
"08.09.2016 08:30";"25.0";"727.2";"757.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"07.09.2016 17:30";"31.0";"724.4";"754.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"07.09.2016 08:30";"25.0";"728.1";"758.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"06.09.2016 17:30";"30.5";"724.7";"754.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"06.09.2016 08:30";"26.0";"723.9";"754.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"05.09.2016 08:30";"26.5";"724.0";"754.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"04.09.2016 17:30";"29.0";"723.6";"753.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"04.09.2016 08:30";"26.0";"724.5";"754.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"03.09.2016 08:30";"25.0";"724.0";"754.3";"";"86";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.5";"";"";"";"";"";"";
"02.09.2016 17:30";"30.5";"721.9";"751.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"02.09.2016 08:30";"25.5";"725.4";"755.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"01.09.2016 17:30";"29.0";"722.2";"752.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"31.08.2016 08:30";"24.0";"723.6";"754.0";"";"100";"";"";"";"";"";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.0";"";"";"";"";"";"";
"30.08.2016 17:30";"31.0";"721.7";"751.3";"";"76";"";"";"";"";"";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.3";"";"";"";"";"";"";
"30.08.2016 08:30";"26.0";"";"754.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"29.08.2016 08:30";"26.5";"";"754.9";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"28.08.2016 08:30";"26.0";"";"755.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"27.08.2016 17:30";"33.0";"";"751.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"27.08.2016 08:30";"23.0";"";"754.6";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.08.2016 17:30";"34.0";"";"751.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"26.08.2016 08:30";"26.5";"";"755.3";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"25.08.2016 17:30";"31.0";"";"752.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"25.08.2016 08:30";"27.5";"";"756.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"24.08.2016 17:30";"34.0";"";"754.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"24.08.2016 08:30";"27.5";"";"754.5";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"23.08.2016 17:30";"33.0";"";"752.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"23.08.2016 08:30";"26.0";"";"755.8";"";"84";"";"";"";"";"";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.1";"";"";"";"";"";"";
"22.08.2016 08:30";"26.0";"";"754.8";"";"84";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.1";"";"";"";"";"";"";
"21.08.2016 08:30";"26.0";"";"755.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"20.08.2016 08:30";"26.0";"";"754.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"19.08.2016 17:30";"29.5";"";"751.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"19.08.2016 08:30";"26.0";"";"754.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"17.08.2016 08:30";"26.0";"";"753.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"16.08.2016 17:30";"30.5";"";"750.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"16.08.2016 08:30";"26.0";"723.3";"753.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"14.08.2016 08:30";"26.0";"725.2";"755.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"13.08.2016 08:30";"26.5";"725.5";"755.7";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"12.08.2016 08:30";"27.0";"726.5";"756.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"11.08.2016 08:30";"25.5";"726.0";"756.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"10.08.2016 17:30";"31.5";"722.7";"752.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"10.08.2016 08:30";"26.5";"724.4";"754.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"09.08.2016 08:30";"27.0";"723.9";"754.0";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"08.08.2016 08:30";"26.0";"724.9";"755.2";"";"88";"";"";"";"";"";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"07.08.2016 08:30";"26.0";"723.8";"754.0";"";"88";"";"";"";"";"";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"06.08.2016 08:30";"27.0";"721.7";"751.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"05.08.2016 17:30";"31.0";"719.1";"748.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"05.08.2016 08:30";"26.5";"721.3";"751.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"04.08.2016 08:30";"26.0";"721.8";"751.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"03.08.2016 08:30";"25.5";"720.9";"751.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"02.08.2016 08:30";"29.0";"723.0";"752.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"01.08.2016 17:30";"29.0";"720.9";"750.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"01.08.2016 08:30";"25.5";"722.5";"752.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"31.07.2016 08:30";"25.0";"724.9";"755.2";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"30.07.2016 17:30";"29.0";"720.9";"750.7";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"30.07.2016 08:30";"26.0";"723.8";"754.0";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"29.07.2016 17:30";"28.0";"721.7";"751.6";"";"85";"";"";"";"";"";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"29.07.2016 08:30";"26.5";"726.8";"757.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"28.07.2016 17:30";"30.0";"722.3";"752.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"28.07.2016 08:30";"26.0";"725.8";"756.1";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"26.07.2016 08:30";"26.0";"724.0";"754.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"25.07.2016 17:30";"29.0";"721.0";"750.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"24.07.2016 08:30";"26.0";"723.2";"753.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"23.07.2016 17:30";"28.0";"722.0";"751.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"23.07.2016 08:30";"25.0";"723.4";"753.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"22.07.2016 17:30";"28.0";"723.7";"753.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"22.07.2016 08:30";"24.5";"722.5";"752.8";"";"95";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"21.07.2016 08:30";"26.5";"724.1";"754.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"20.07.2016 17:30";"28.0";"724.1";"754.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"20.07.2016 08:30";"26.0";"725.4";"755.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"19.07.2016 17:30";"28.0";"724.0";"754.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"19.07.2016 08:30";"25.0";"726.1";"756.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"18.07.2016 17:30";"30.5";"723.8";"753.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"18.07.2016 08:30";"26.0";"725.4";"755.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"17.07.2016 17:30";"28.0";"723.7";"753.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"17.07.2016 08:30";"28.0";"725.5";"755.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"16.07.2016 17:30";"32.0";"721.8";"751.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"15.07.2016 17:30";"32.0";"721.5";"751.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"15.07.2016 08:30";"27.0";"723.8";"753.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"14.07.2016 17:30";"31.0";"722.7";"752.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"14.07.2016 08:30";"27.0";"723.2";"753.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"13.07.2016 17:30";"32.0";"721.5";"751.0";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"13.07.2016 08:30";"26.0";"723.7";"753.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"12.07.2016 17:30";"28.0";"721.1";"751.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"12.07.2016 08:30";"24.5";"722.2";"752.5";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"11.07.2016 08:30";"23.0";"728.4";"759.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"10.07.2016 17:30";"25.0";"720.4";"750.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"10.07.2016 08:30";"24.0";"720.8";"751.1";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"09.07.2016 17:30";"24.5";"719.6";"749.8";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"09.07.2016 08:30";"24.5";"721.4";"751.7";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"08.07.2016 17:30";"27.0";"721.7";"751.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"08.07.2016 08:30";"25.0";"722.1";"752.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"07.07.2016 17:30";"29.0";"720.7";"750.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"07.07.2016 08:30";"26.0";"723.1";"753.3";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"06.07.2016 17:30";"29.5";"721.0";"750.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"06.07.2016 08:30";"26.0";"722.4";"752.5";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"05.07.2016 17:30";"29.0";"721.2";"751.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"05.07.2016 08:30";"26.0";"723.5";"753.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"04.07.2016 17:30";"28.0";"721.1";"751.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"04.07.2016 08:30";"28.0";"723.4";"753.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"03.07.2016 17:30";"30.5";"720.1";"749.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"03.07.2016 08:30";"27.0";"723.0";"753.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"01.07.2016 17:30";"29.0";"720.5";"750.3";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"01.07.2016 08:30";"25.5";"721.7";"751.9";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"30.06.2016 17:30";"29.0";"720.6";"750.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"30.06.2016 08:30";"23.0";"722.2";"752.6";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"29.06.2016 17:30";"25.0";"719.9";"750.0";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"29.06.2016 08:30";"24.5";"721.5";"751.8";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"28.06.2016 08:30";"26.0";"722.1";"752.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"27.06.2016 17:30";"33.0";"720.2";"749.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"27.06.2016 08:30";"28.0";"723.4";"753.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"26.06.2016 08:30";"26.0";"723.7";"753.9";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"25.06.2016 17:30";"33.0";"720.3";"749.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"25.06.2016 08:30";"28.0";"723.4";"753.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"24.06.2016 17:30";"28.0";"720.3";"750.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"24.06.2016 08:30";"28.0";"721.4";"751.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"23.06.2016 17:30";"33.0";"721.5";"750.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"23.06.2016 08:30";"29.0";"722.9";"752.8";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"22.06.2016 17:30";"33.0";"720.3";"749.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"22.06.2016 08:30";"28.5";"723.9";"753.9";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"21.06.2016 17:30";"28.0";"720.5";"750.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"21.06.2016 08:30";"28.5";"723.2";"753.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"20.06.2016 17:30";"30.0";"719.9";"749.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"20.06.2016 08:30";"26.5";"722.1";"752.2";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"19.06.2016 17:30";"30.0";"719.9";"749.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"19.06.2016 08:30";"24.5";"723.2";"753.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"18.06.2016 17:30";"31.0";"720.6";"750.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"18.06.2016 08:30";"27.0";"723.6";"753.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"17.06.2016 17:30";"32.5";"719.2";"748.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"17.06.2016 08:30";"31.0";"723.1";"752.8";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"16.06.2016 17:30";"38.5";"720.0";"748.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"16.06.2016 08:30";"30.5";"723.4";"753.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"15.06.2016 17:30";"38.0";"720.4";"749.3";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"15.06.2016 08:30";"31.0";"724.1";"753.8";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"14.06.2016 17:30";"38.0";"722.1";"751.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"14.06.2016 08:30";"30.5";"724.8";"754.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
