# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.06.2017 08:30";"26.6";"698.6";"752.3";"";"81";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"28.06.2017 17:30";"30.4";"696.4";"749.2";"";"64";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.8";"";"";"";"";"";"";
"28.06.2017 08:30";"24.8";"697.8";"751.8";"";"83";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"27.06.2017 17:30";"30.2";"696.0";"748.9";"";"71";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.4";"";"";"";"";"";"";
"27.06.2017 08:30";"25.2";"697.6";"751.5";"";"84";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"26.06.2017 17:30";"33.2";"695.6";"747.9";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"26.06.2017 08:30";"24.2";"696.5";"750.5";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"25.06.2017 17:30";"31.6";"694.2";"746.7";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"25.06.2017 08:30";"25.0";"696.6";"750.5";"";"84";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"24.06.2017 17:30";"26.8";"695.9";"749.4";"";"80";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.1";"";"";"";"";"";"";
"24.06.2017 08:30";"28.4";"698.5";"751.9";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"23.06.2017 17:30";"33.4";"697.2";"749.6";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"23.06.2017 08:30";"28.0";"700.2";"753.8";"";"71";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"22.06.2017 17:30";"29.2";"697.9";"751.1";"";"61";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"22.06.2017 08:30";"28.0";"700.1";"753.7";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"21.06.2017 17:30";"34.4";"697.5";"749.7";"";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"21.06.2017 08:30";"27.4";"699.7";"753.3";"";"68";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"20.06.2017 17:30";"35.0";"697.7";"749.8";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"20.06.2017 08:30";"28.0";"700.6";"754.2";"";"70";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"19.06.2017 17:30";"35.0";"697.7";"749.8";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"19.06.2017 08:30";"26.0";"699.4";"753.3";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"18.06.2017 17:30";"34.4";"698.1";"750.4";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"18.06.2017 08:30";"27.4";"700.3";"754.0";"";"76";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"17.06.2017 17:30";"34.4";"697.8";"750.0";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"17.06.2017 08:30";"26.4";"700.2";"754.1";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"16.06.2017 17:30";"33.0";"698.3";"750.8";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"16.06.2017 08:30";"24.0";"700.0";"754.3";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"15.06.2017 17:30";"33.6";"697.6";"750.0";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"15.06.2017 08:30";"26.4";"700.7";"754.6";"";"82";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"14.06.2017 17:30";"32.0";"698.6";"751.3";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"14.06.2017 08:30";"25.4";"700.0";"754.0";"";"81";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.9";"";"";"";"";"";"";
"13.06.2017 17:30";"32.6";"696.2";"748.6";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"13.06.2017 08:30";"26.4";"698.6";"752.4";"";"68";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"19.9";"";"";"";"";"";"";
"12.06.2017 17:30";"30.0";"696.3";"749.2";"";"72";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.5";"";"";"";"";"";"";
"12.06.2017 08:30";"26.0";"699.0";"752.9";"";"85";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"24.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.2";"";"";"";"";"";"";
"11.06.2017 17:30";"28.0";"696.2";"749.5";"";"74";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"29.7";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.9";"";"";"";"";"";"";
"11.06.2017 08:30";"23.0";"698.5";"752.9";"";"98";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"10.06.2017 17:30";"33.4";"695.9";"748.2";"";"52";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"10.06.2017 08:30";"25.0";"699.2";"753.3";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"09.06.2017 17:30";"31.0";"697.6";"750.4";"";"61";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.5";"";"";"";"";"";"";
"09.06.2017 08:30";"26.4";"700.6";"754.5";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.06.2017 17:30";"31.2";"698.3";"751.2";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.06.2017 08:30";"23.4";"701.3";"755.8";"";"88";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"2.0";"21.3";"";"";"";"";"";"";
"07.06.2017 17:30";"31.6";"699.4";"752.3";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"07.06.2017 08:30";"22.6";"702.3";"757.1";"";"95";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"21.7";"";"";"";"";"";"";
"06.06.2017 17:30";"34.2";"699.2";"751.6";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"06.06.2017 08:30";"24.6";"701.0";"755.3";"";"75";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"05.06.2017 17:30";"36.6";"698.5";"750.4";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"05.06.2017 08:30";"28.4";"701.1";"754.7";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"04.06.2017 17:30";"36.0";"699.0";"751.0";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"04.06.2017 08:30";"26.4";"701.2";"755.2";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"03.06.2017 17:30";"39.0";"697.8";"749.2";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"03.06.2017 08:30";"31.4";"701.1";"754.1";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"02.06.2017 17:30";"28.0";"698.5";"751.9";"";"71";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.3";"";"";"";"";"";"";
"02.06.2017 08:30";"28.6";"700.0";"753.4";"";"65";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"01.06.2017 17:30";"34.2";"696.5";"748.7";"";"46";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"01.06.2017 08:30";"28.8";"699.1";"752.4";"";"66";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"31.05.2017 17:30";"34.8";"696.3";"748.4";"";"48";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"31.05.2017 08:30";"30.8";"698.2";"751.1";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"30.05.2017 17:30";"37.4";"695.1";"746.6";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"30.05.2017 08:30";"31.0";"699.3";"752.3";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"696.1";"747.4";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"29.05.2017 08:30";"30.0";"699.6";"752.8";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"28.05.2017 17:30";"39.6";"697.0";"748.3";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"28.05.2017 08:30";"30.0";"700.7";"754.0";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"27.05.2017 17:30";"39.2";"696.8";"748.1";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"27.05.2017 08:30";"31.0";"699.5";"752.5";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"26.05.2017 17:30";"40.2";"697.7";"748.9";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"26.05.2017 08:30";"32.2";"700.0";"752.8";"";"43";"Wind blowing from the south-southwest";"1";"";"";"40%.";" ";"";"";"28.6";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"25.05.2017 17:30";"42.4";"697.0";"747.8";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.05.2017 11:30";"32.2";"700.4";"753.2";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"";"20.6";"";"";"";"";"";"";
"25.05.2017 08:30";"32.2";"700.4";"753.2";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"24.05.2017 17:30";"40.8";"698.3";"749.5";"";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"24.05.2017 08:30";"33.0";"701.8";"754.6";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"23.05.2017 17:30";"40.0";"698.8";"750.2";"";"21";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"23.05.2017 08:30";"30.8";"702.8";"756.1";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"22.05.2017 17:30";"39.0";"699.3";"750.9";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"22.05.2017 08:30";"28.6";"702.3";"755.9";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"21.05.2017 17:30";"36.6";"698.6";"750.5";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"21.05.2017 08:30";"26.8";"700.8";"754.6";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"20.05.2017 17:30";"39.6";"699.0";"750.4";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"20.05.2017 08:30";"31.0";"702.6";"755.8";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"19.05.2017 17:30";"40.2";"700.0";"751.4";"";"20";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"19.05.2017 08:30";"31.4";"702.7";"755.8";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"18.05.2017 17:30";"40.0";"699.4";"750.8";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"18.05.2017 08:30";"30.4";"701.9";"755.2";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"17.05.2017 17:30";"38.4";"698.5";"750.1";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"17.05.2017 08:30";"31.4";"700.9";"753.9";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
