# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.09.2017 08:30";"28.8";"736.4";"756.2";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.7";"";"";"";"";"";"";
"10.09.2017 17:30";"32.0";"733.9";"753.4";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"10.09.2017 08:30";"27.6";"736.0";"755.8";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"09.09.2017 17:30";"26.2";"733.5";"753.4";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"09.09.2017 08:30";"28.8";"735.9";"755.6";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"08.09.2017 17:30";"32.6";"733.1";"752.5";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
"08.09.2017 08:30";"28.2";"736.6";"756.4";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"07.09.2017 17:30";"32.2";"732.8";"752.2";"";"73";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"07.09.2017 08:30";"28.0";"735.7";"755.5";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.7";"";"";"";"";"";"";
"06.09.2017 17:30";"29.6";"732.9";"752.5";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"06.09.2017 08:30";"28.2";"735.6";"755.4";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"05.09.2017 17:30";"32.0";"733.2";"752.7";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"05.09.2017 08:30";"28.6";"736.0";"755.8";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"04.09.2017 17:30";"29.6";"733.9";"753.5";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.1";"";"";"";"";"";"";
"04.09.2017 08:30";"27.6";"736.3";"756.1";"";"86";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"03.09.2017 17:30";"29.0";"733.6";"753.3";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"03.09.2017 08:30";"28.2";"735.6";"755.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"02.09.2017 17:30";"32.6";"732.9";"752.3";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.6";"";"";"";"";"";"";
"02.09.2017 08:30";"27.4";"735.7";"755.5";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"01.09.2017 17:30";"31.2";"733.3";"752.8";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"01.09.2017 08:30";"";"";"755.5";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"31.08.2017 17:30";"31.0";"731.8";"751.3";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"31.08.2017 08:30";"27.6";"735.0";"754.8";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"30.08.2017 17:30";"30.8";"731.7";"751.2";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"30.08.2017 08:30";"26.0";"732.9";"752.7";"";"90";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"21.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"29.08.2017 08:30";"25.4";"729.1";"748.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.5";"";"";"";"";"";"";
"28.08.2017 08:30";"27.0";"728.3";"748.0";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"27.08.2017 17:30";"27.6";"728.4";"748.0";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.3";"";"";"";"";"";"";
"27.08.2017 08:30";"28.2";"730.4";"750.0";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.7";"";"";"";"";"";"";
"26.08.2017 17:30";"31.0";"728.3";"747.7";"";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"26.08.2017 08:30";"27.0";"730.3";"750.0";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.0";"";"";"";"";"";"";
"25.08.2017 17:30";"31.0";"729.0";"748.4";"";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"25.08.2017 08:30";"26.6";"731.6";"751.4";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.2";"";"";"";"";"";"";
"24.08.2017 17:30";"27.4";"730.3";"750.0";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"24.08.2017 08:30";"27.0";"733.2";"753.0";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.6";"";"";"";"";"";"";
"23.08.2017 17:30";"31.6";"731.0";"750.4";"";"71";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"23.08.2017 08:30";"27.6";"733.9";"753.7";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"22.08.2017 17:30";"30.8";"730.6";"750.1";"";"68";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"22.08.2017 08:30";"26.2";"733.2";"753.0";"";"83";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"21.08.2017 17:30";"26.6";"730.4";"750.1";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.5";"";"";"";"";"";"";
"21.08.2017 08:30";"25.2";"731.6";"751.5";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.4";"";"";"";"";"";"";
"20.08.2017 17:30";"28.6";"728.8";"748.4";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"20.08.2017 08:30";"27.2";"729.7";"749.4";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.5";"";"";"";"";"";"";
"19.08.2017 17:30";"30.0";"728.1";"747.6";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"19.08.2017 08:30";"26.2";"730.0";"749.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.8";"";"";"";"";"";"";
"18.08.2017 17:30";"27.0";"728.1";"747.7";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.7";"";"";"";"";"";"";
"18.08.2017 08:30";"26.8";"730.8";"750.5";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"17.08.2017 17:30";"30.0";"730.0";"749.5";"";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"31.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"17.08.2017 08:30";"27.0";"732.2";"752.0";"";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"16.08.2017 17:30";"32.0";"731.3";"750.7";"";"63";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"16.08.2017 08:30";"26.8";"734.4";"754.2";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
"15.08.2017 17:30";"30.4";"732.7";"752.2";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"15.08.2017 08:30";"27.4";"735.8";"755.6";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"14.08.2017 17:30";"29.0";"734.1";"753.8";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"14.08.2017 08:30";"26.4";"736.6";"756.5";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"13.08.2017 08:30";"28.0";"735.2";"755.0";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"12.08.2017 17:30";"31.2";"732.5";"752.0";"";"64";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"33.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"12.08.2017 08:30";"26.8";"735.0";"754.9";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"11.08.2017 17:30";"31.2";"731.6";"751.1";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"11.08.2017 08:30";"27.0";"734.0";"753.8";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.1";"";"";"";"";"";"";
"10.08.2017 17:30";"30.0";"731.6";"751.1";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"10.08.2017 08:30";"26.2";"733.6";"753.5";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"09.08.2017 17:30";"28.6";"731.2";"750.8";"";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"09.08.2017 08:30";"26.0";"733.8";"753.7";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"25.1";"";"";"";"";"";"";
"08.08.2017 17:30";"25.6";"731.5";"751.3";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"08.08.2017 08:30";"24.6";"733.2";"753.1";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.7";"";"";"";"";"";"";
"07.08.2017 17:30";"26.2";"731.3";"751.1";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.8";"";"";"";"";"";"";
"07.08.2017 08:30";"25.4";"732.4";"752.3";"";"91";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.9";"";"";"";"";"";"";
