# Weather station Yavatmal, India, WMO_ID=42943,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42943&lang=en
#
"Local time in Yavatmal";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.08.2016 08:30";"26.4";"717.1";"754.9";"";"83";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"27.08.2016 17:30";"30.4";"713.9";"751.1";"";"69";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"27.08.2016 08:30";"26.0";"716.4";"754.3";"";"84";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"26.08.2016 17:30";"30.4";"713.9";"751.1";"";"57";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"26.08.2016 08:30";"26.0";"717.3";"755.2";"";"72";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"25.08.2016 17:30";"30.0";"714.6";"751.9";"";"59";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"25.08.2016 08:30";"26.0";"717.4";"755.3";"";"69";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"24.08.2016 17:30";"30.4";"713.9";"751.1";"";"56";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"24.08.2016 08:30";"25.4";"715.9";"753.8";"";"61";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"23.08.2016 17:30";"29.4";"714.0";"751.3";"";"64";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"23.08.2016 08:30";"26.4";"715.7";"753.5";"";"74";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"22.08.2016 17:30";"28.4";"715.6";"753.1";"";"68";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"22.08.2016 08:30";"26.4";"716.5";"754.3";"";"62";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"";"4.0";"18.6";"";"";"";"";"";"";
"21.08.2016 17:30";"28.0";"715.0";"752.5";"";"70";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"21.08.2016 08:30";"25.4";"715.2";"753.1";"";"74";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"20.08.2016 17:30";"27.0";"713.8";"751.4";"";"77";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"20.08.2016 08:30";"25.0";"713.1";"750.9";"";"76";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"19.08.2016 17:30";"28.6";"712.9";"750.2";"";"63";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"19.08.2016 08:30";"25.6";"714.4";"752.2";"";"81";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"18.08.2016 17:30";"29.0";"713.3";"750.6";"";"67";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"18.08.2016 08:30";"25.0";"714.4";"752.3";"";"76";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"17.08.2016 17:30";"28.0";"713.0";"750.4";"";"66";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"17.08.2016 08:30";"23.0";"714.6";"752.8";"";"83";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"16.08.2016 17:30";"28.0";"713.0";"750.4";"";"70";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"16.08.2016 08:30";"25.0";"713.7";"751.6";"";"76";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"15.08.2016 17:30";"26.0";"713.7";"751.4";"";"84";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"28.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"15.08.2016 08:30";"24.0";"715.3";"753.4";"";"88";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"14.08.2016 17:30";"27.8";"713.0";"750.5";"";"69";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"14.08.2016 08:30";"24.0";"716.9";"755.0";"";"85";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"13.08.2016 17:30";"29.0";"715.0";"752.4";"";"67";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"13.08.2016 08:30";"25.0";"716.0";"754.0";"";"87";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"12.08.2016 17:30";"28.0";"715.8";"753.4";"";"66";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"12.08.2016 08:30";"26.0";"717.6";"755.5";"";"79";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"11.08.2016 17:30";"29.4";"715.7";"753.1";"";"62";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"11.08.2016 08:30";"25.4";"717.2";"755.2";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"10.08.2016 17:30";"28.0";"713.6";"751.1";"";"70";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"10.08.2016 08:30";"25.4";"716.1";"754.0";"";"69";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"09.08.2016 17:30";"28.0";"713.0";"750.4";"";"66";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"09.08.2016 08:30";"26.4";"715.3";"753.1";"";"69";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"08.08.2016 17:30";"29.0";"713.9";"751.2";"";"67";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"08.08.2016 08:30";"24.0";"716.5";"754.6";"";"83";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"07.08.2016 17:30";"24.0";"714.8";"752.8";"";"91";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"07.08.2016 08:30";"24.4";"714.7";"752.7";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"06.08.2016 17:30";"26.4";"712.2";"749.8";"";"84";"Wind blowing from the west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.5";"";"";"";"";"";"";
"06.08.2016 08:30";"24.4";"712.5";"750.4";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"05.08.2016 17:30";"27.0";"711.6";"749.1";"";"80";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"05.08.2016 08:30";"25.4";"712.3";"750.0";"";"66";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"04.08.2016 17:30";"28.4";"710.7";"748.0";"";"67";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"04.08.2016 08:30";"25.0";"712.5";"750.3";"";"79";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"03.08.2016 17:30";"25.4";"710.3";"747.9";"";"69";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"27.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"03.08.2016 08:30";"24.4";"712.4";"750.3";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"02.08.2016 17:30";"25.4";"710.2";"747.8";"";"100";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"02.08.2016 08:30";"24.0";"712.5";"750.4";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"01.08.2016 17:30";"26.4";"712.2";"749.8";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"01.08.2016 08:30";"24.4";"715.1";"753.1";"";"68";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"31.07.2016 17:30";"27.0";"713.7";"751.3";"";"84";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"31.07.2016 08:30";"25.4";"716.1";"754.0";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"30.07.2016 17:30";"30.4";"712.8";"749.9";"";"59";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"30.07.2016 08:30";"26.0";"716.2";"754.0";"";"84";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"29.07.2016 17:30";"29.4";"712.9";"750.1";"";"62";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"29.07.2016 08:30";"25.4";"716.1";"754.0";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"28.07.2016 17:30";"30.4";"712.8";"749.9";"";"59";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"28.07.2016 08:30";"25.4";"716.7";"754.7";"";"84";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"27.07.2016 17:30";"26.0";"715.0";"752.8";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"27.07.2016 08:30";"24.2";"716.8";"754.9";"";"88";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"26.07.2016 17:30";"30.0";"713.7";"750.9";"";"65";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
