# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.04.2017 08:30";"29.3";"731.7";"757.6";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.9";"";"";"";"";"";"";
"10.04.2017 17:30";"34.0";"728.8";"754.2";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"10.04.2017 08:30";"26.4";"733.0";"759.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.04.2017 17:30";"34.0";"728.7";"754.1";"";"14";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"3.2";"";"";"";"";"";"";
"07.04.2017 08:30";"27.2";"730.4";"756.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"06.04.2017 08:30";"31.4";"726.4";"751.9";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"05.04.2017 17:30";"38.0";"723.7";"748.6";"";"22";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.7";"";"";"";"";"";"";
"05.04.2017 08:30";"30.4";"728.5";"754.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"04.04.2017 17:30";"37.6";"727.2";"752.2";"";"25";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"04.04.2017 08:30";"30.4";"";"756.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"03.04.2017 17:30";"40.0";"";"751.3";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"03.04.2017 08:30";"28.6";"";"755.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"02.04.2017 17:30";"39.4";"";"751.6";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"02.04.2017 08:30";"31.0";"";"755.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"01.04.2017 17:30";"38.6";"";"752.6";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"01.04.2017 08:30";"32.0";"";"756.0";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"31.03.2017 17:30";"39.0";"";"754.0";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.9";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"30.03.2017 17:30";"38.4";"";"753.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"30.03.2017 08:30";"29.2";"";"757.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"29.03.2017 17:30";"36.4";"";"754.9";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"29.03.2017 08:30";"24.0";"";"757.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"27.03.2017 17:30";"37.0";"";"755.8";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"26.03.2017 17:30";"36.0";"";"756.6";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"26.03.2017 08:30";"27.0";"";"760.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"25.03.2017 08:30";"25.0";"";"759.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"24.03.2017 17:30";"32.0";"";"756.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"22.03.2017 20:30";"35.0";"";"755.8";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"22.03.2017 17:30";"35.0";"";"755.8";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"22.03.2017 08:30";"24.0";"";"760.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"21.03.2017 08:30";"23.5";"734.3";"760.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"20.03.2017 17:30";"29.6";"732.6";"758.5";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"18.03.2017 17:30";"28.0";"729.6";"755.5";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.8";"";"";"";"";"";"";
"18.03.2017 08:30";"21.0";"733.1";"759.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.03.2017 17:30";"28.4";"730.3";"756.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.9";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"17.03.2017 08:30";"18.0";"733.0";"760.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"16.03.2017 17:30";"28.0";"731.0";"757.0";"";"28";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.6";"";"";"";"";"";"";
"15.03.2017 17:30";"29.6";"732.7";"758.6";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"14.03.2017 17:30";"25.4";"734.6";"760.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"14.03.2017 08:30";"16.0";"736.5";"763.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"13.03.2017 08:30";"13.4";"734.9";"762.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"11.03.2017 17:30";"22.0";"730.0";"756.5";"";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"24.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.4";"";"";"";"";"";"";
"11.03.2017 08:30";"14.0";"731.2";"758.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"10.03.2017 08:30";"13.0";"728.2";"755.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"09.03.2017 17:30";"21.4";"727.8";"754.3";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"26.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"09.03.2017 08:30";"18.0";"730.1";"757.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"08.03.2017 17:30";"24.4";"728.4";"754.6";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"08.03.2017 08:30";"17.0";"730.6";"757.6";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.5";"";"";"";"";"";"";
"07.03.2017 17:30";"25.4";"728.3";"754.4";"";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.4";"";"";"";"";"";"";
"07.03.2017 08:30";"18.0";"";"758.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"06.03.2017 17:30";"27.0";"";"756.3";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"06.03.2017 08:30";"17.0";"";"760.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"05.03.2017 08:30";"17.0";"";"760.2";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"04.03.2017 17:30";"24.4";"";"757.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"04.03.2017 08:30";"16.4";"";"759.8";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"03.03.2017 17:30";"24.0";"";"757.7";"";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.3";"";"";"";"";"";"";
"03.03.2017 08:30";"17.0";"";"760.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"02.03.2017 17:30";"25.0";"";"757.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"01.03.2017 17:30";"27.4";"";"758.3";"";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.5";"";"";"";"";"";"";
"01.03.2017 08:30";"19.0";"";"761.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"26.02.2017 17:30";"25.4";"731.7";"757.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"26.02.2017 08:30";"15.4";"734.2";"761.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"25.02.2017 17:30";"27.0";"732.9";"759.0";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"25.02.2017 08:30";"18.0";"735.9";"763.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"24.02.2017 17:30";"24.4";"734.9";"761.3";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"23.02.2017 17:30";"21.0";"734.6";"761.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"22.02.2017 08:30";"15.0";"733.0";"760.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"21.02.2017 08:30";"17.0";"";"756.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"20.02.2017 17:30";"29.4";"";"752.2";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"20.02.2017 08:30";"19.4";"";"756.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"19.02.2017 17:30";"30.4";"";"757.6";"";"45";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"18.02.2017 08:30";"16.4";"";"764.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"17.02.2017 08:30";"18.0";"";"764.4";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.0";"";"";"";"";"";"";
"16.02.2017 17:30";"26.4";"";"762.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"16.02.2017 08:30";"15.0";"";"766.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"15.02.2017 17:30";"25.0";"";"764.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"14.02.2017 17:30";"23.0";"";"765.8";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"14.02.2017 08:30";"12.4";"";"768.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"13.02.2017 17:30";"20.4";"";"765.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"13.02.2017 08:30";"11.0";"";"768.7";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"11.02.2017 17:30";"22.0";"";"762.4";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.5";"";"";"";"";"";"4.0";"3.3";"";"";"";"";"";"";
"10.02.2017 08:30";"10.4";"";"764.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"09.02.2017 08:30";"11.4";"";"764.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"07.02.2017 08:30";"9.6";"736.8";"764.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"06.02.2017 08:30";"13.0";"736.2";"763.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.3";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"05.02.2017 17:30";"22.5";"734.9";"761.5";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"23.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"05.02.2017 08:30";"16.8";"734.2";"761.3";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.5";"";"";"";"";"";"";
"03.02.2017 17:30";"22.4";"735.7";"762.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"03.02.2017 08:30";"13.0";"737.8";"765.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"02.02.2017 17:30";"20.4";"736.5";"763.4";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"21.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"02.02.2017 08:30";"12.0";"738.8";"766.6";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"01.02.2017 08:30";"13.4";"736.9";"764.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"31.01.2017 17:30";"19.4";"734.2";"761.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"20.5";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"30.01.2017 17:30";"21.4";"733.4";"760.1";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"22.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"30.01.2017 08:30";"11.0";"736.7";"764.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.3";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"29.01.2017 17:30";"20.4";"735.6";"762.4";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"29.01.2017 08:30";"11.4";"736.6";"764.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"28.01.2017 08:30";"10.0";"738.9";"766.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"27.01.2017 17:30";"15.4";"736.8";"764.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"27.01.2017 08:30";"12.4";"737.6";"765.3";"";"96";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"9.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"26.01.2017 08:30";"16.0";"737.2";"764.5";"";"100";"Calm, no wind";"0";"";"";"60%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"12.5";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"25.01.2017 17:30";"22.0";"735.2";"761.9";"";"73";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"22.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"25.01.2017 08:30";"16.4";"737.2";"764.5";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.9";"";"";"";"";"";"";
"24.01.2017 17:30";"24.4";"735.7";"762.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"24.01.2017 08:30";"13.0";"738.3";"765.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"23.01.2017 08:30";"10.0";"739.8";"767.8";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"";"";"";"";"less than 0.05";"10.0";"";"";"";"";"";"";
"22.01.2017 17:30";"20.4";"737.8";"764.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"22.01.2017 08:30";"10.0";"740.9";"769.0";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"9.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.9";"";"";"";"";"";"";
"21.01.2017 17:30";"16.0";"738.0";"765.3";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"16.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.6";"";"";"";"";"";"";
"21.01.2017 08:30";"9.4";"739.2";"767.2";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"8.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.4";"";"";"";"";"";"";
"20.01.2017 17:30";"17.4";"738.4";"765.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.0";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"20.01.2017 08:30";"8.0";"740.9";"769.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"4.0";"4.4";"";"";"";"";"";"";
"19.01.2017 08:30";"6.0";"740.8";"769.3";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"3.6";"";"";"";"";"";"";
"18.01.2017 17:30";"16.0";"738.7";"766.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.0";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"18.01.2017 08:30";"4.0";"740.4";"769.0";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"3.5";"";"";"";"";"";"";"less than 0.05";"4.0";"";"";"";"";"";"";
"17.01.2017 17:30";"15.4";"736.0";"763.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.0";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
