# Weather station Fursatganj, India, WMO_ID=42372,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42372&lang=en
#
"Local time in Fursatganj";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.05.2016 14:30";"35.6";"740.5";"750.1";"-1.7";"46";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.05.2016 11:30";"32.0";"742.2";"751.9";"0.1";"55";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"24.05.2016 08:30";"27.6";"742.1";"751.9";"";"73";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"23.05.2016 17:30";"36.0";"738.3";"747.8";"-1.7";"46";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"37.4";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"23.05.2016 14:30";"36.6";"740.0";"749.5";"-1.3";"45";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"23.05.2016 11:30";"33.0";"741.3";"751.0";"1.4";"50";"Wind blowing from the north";"4";"";"";"60%.";"Thunderstorm (with or without precipitation). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"23.05.2016 08:30";"33.0";"739.9";"749.5";"";"50";"Wind blowing from the east";"4";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"22.05.2016 17:30";"38.0";"735.6";"745.0";"-1.4";"42";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"22.05.2016 14:30";"39.6";"737.0";"746.4";"-1.7";"36";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"22.05.2016 11:30";"36.4";"738.7";"748.2";"-0.6";"43";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"22.05.2016 08:30";"31.6";"739.3";"749.0";"";"56";"Wind blowing from the east-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"21.05.2016 17:30";"35.6";"736.4";"745.9";"-1.8";"46";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"21.05.2016 14:30";"37.6";"738.2";"747.7";"-1.6";"37";"Wind blowing from the east";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"21.05.2016 11:30";"35.8";"739.8";"749.3";"-0.3";"39";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"21.05.2016 08:30";"29.0";"740.1";"749.9";"";"58";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.05.2016 17:30";"37.6";"736.1";"745.5";"-1.3";"41";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"20.05.2016 14:30";"38.6";"737.4";"746.8";"-2.2";"40";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"20.05.2016 11:30";"35.6";"739.6";"749.2";"-0.5";"49";"Wind blowing from the east";"5";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"20.05.2016 08:30";"31.2";"740.1";"749.8";"";"62";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"19.05.2016 17:30";"38.6";"737.7";"747.1";"-1.2";"37";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"19.05.2016 14:30";"39.6";"738.9";"748.3";"-1.8";"38";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"19.05.2016 11:30";"36.0";"740.7";"750.3";"-0.3";"46";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"19.05.2016 08:30";"31.6";"741.0";"750.7";"";"62";"Wind blowing from the east";"3";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"18.05.2016 17:30";"41.6";"737.3";"746.6";"-0.8";"22";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"43.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"18.05.2016 14:30";"42.6";"738.1";"747.4";"-1.6";"23";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"18.05.2016 11:30";"39.0";"739.7";"749.2";"-0.3";"28";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"18.05.2016 08:30";"31.8";"740.0";"749.7";"";"38";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"17.05.2016 17:30";"42.8";"736.6";"745.9";"-1.7";"14";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"17.05.2016 14:30";"44.0";"738.3";"747.6";"-1.9";"13";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"17.05.2016 11:30";"41.6";"740.2";"749.6";"-0.6";"18";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"17.05.2016 08:30";"35.0";"740.8";"750.4";"";"35";"Wind blowing from the west";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"28.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.3";"";"";"";"";"";"";
"16.05.2016 17:30";"42.6";"738.1";"747.4";"-0.9";"20";"Wind blowing from the north";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"45.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"16.05.2016 14:30";"44.6";"739.0";"748.3";"-2.6";"19";"Wind blowing from the west";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"16.05.2016 11:30";"41.6";"741.6";"751.0";"-0.1";"28";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"16.05.2016 08:30";"35.0";"741.7";"751.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.6";"";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"15.05.2016 17:30";"39.6";"740.0";"749.4";"-1.7";"38";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"15.05.2016 14:30";"40.6";"741.7";"751.1";"-2.0";"38";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"15.05.2016 11:30";"37.4";"743.7";"753.2";"-0.3";"48";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.05.2016 08:30";"32.0";"744.0";"753.7";"";"64";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.05.2016 17:30";"40.0";"739.9";"749.3";"-1.4";"35";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"14.05.2016 14:30";"41.8";"741.3";"750.7";"-1.8";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"14.05.2016 11:30";"38.8";"743.1";"752.6";"0.1";"36";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"14.05.2016 08:30";"32.6";"743.0";"752.7";"";"55";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"26.4";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"13.05.2016 17:30";"40.0";"739.8";"749.2";"-0.9";"29";"variable wind direction";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"13.05.2016 14:30";"40.6";"740.7";"750.1";"-1.6";"32";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"13.05.2016 11:30";"38.4";"742.3";"751.8";"0.1";"37";"variable wind direction";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"13.05.2016 08:30";"31.2";"742.2";"751.9";"";"57";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"25.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.8";"";"";"";"";"";"";
"12.05.2016 17:30";"38.6";"738.8";"748.3";"-1.8";"30";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"12.05.2016 14:30";"39.6";"740.6";"750.0";"-1.8";"29";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"12.05.2016 11:30";"37.6";"742.4";"751.9";"-0.4";"32";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"12.05.2016 08:30";"32.0";"742.8";"752.5";"";"53";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"";"";"";"2.0";"21.3";"";"";"";"";"";"";
"11.05.2016 17:30";"36.6";"741.2";"750.7";"-1.5";"39";"Wind blowing from the east";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"11.05.2016 14:30";"37.0";"742.7";"752.3";"-3.4";"37";"Wind blowing from the east-northeast";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"11.05.2016 11:30";"35.0";"746.1";"755.8";"0.5";"42";"Wind blowing from the east-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"11.05.2016 08:30";"30.6";"745.6";"755.4";"";"54";"Wind blowing from the east";"3";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"10.05.2016 17:30";"38.0";"742.1";"751.6";"-1.6";"27";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"10.05.2016 14:30";"29.6";"743.7";"753.5";"-2.6";"44";"variable wind direction";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"10.05.2016 11:30";"36.8";"746.3";"755.9";"-0.1";"31";"Wind blowing from the south-west";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
