# Weather station Orai, India, WMO_ID=42468,selection from 15.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42468&lang=en
#
"Local time in Orai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.06.2017 08:30";"23.0";"740.9";"753.4";"";"";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"";"";"";"";"";"";"";
"08.06.2017 17:30";"37.5";"740.3";"752.2";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"07.06.2017 17:30";"37.5";"739.3";"751.2";"";"48";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"07.06.2017 08:30";"28.5";"741.4";"753.7";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"06.06.2017 17:30";"42.0";"738.7";"750.4";"";"42";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"06.06.2017 08:30";"34.0";"738.4";"750.4";"";"71";"Wind blowing from the south";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"29.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.0";"";"";"";"";"";"";
"05.06.2017 17:30";"45.0";"734.8";"746.3";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.5";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"05.06.2017 08:30";"31.5";"737.8";"749.9";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"4.0";"28.5";"";"";"";"";"";"";
"04.06.2017 17:30";"45.5";"734.9";"746.4";"";"37";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"46.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"04.06.2017 08:30";"30.0";"739.7";"751.9";"";"72";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"27.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"03.06.2017 17:30";"44.0";"735.3";"746.9";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"02.06.2017 17:30";"40.0";"737.9";"749.7";"";"52";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"28.5";"";"";"";"";"";"";
"02.06.2017 08:30";"30.0";"740.3";"752.5";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.06.2017 17:30";"39.5";"737.1";"748.9";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"01.06.2017 08:30";"28.5";"737.5";"749.7";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.5";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"31.05.2017 17:30";"38.5";"736.7";"748.5";"";"60";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.5";"";"";"";"";"";"";
"31.05.2017 08:30";"29.0";"737.3";"749.5";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"30.05.2017 17:30";"38.5";"738.6";"750.4";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"30.05.2017 08:30";"26.5";"738.5";"750.8";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"29.05.2017 17:30";"40.0";"738.2";"750.0";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"29.05.2017 08:30";"26.0";"738.4";"750.7";"";"86";"Wind blowing from the south-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"28.05.2017 17:30";"41.5";"738.2";"749.9";"";"39";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"28.05.2017 08:30";"30.0";"739.0";"751.2";"";"89";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"28.0";"";"";"";"";"";"";
"27.05.2017 17:30";"43.5";"737.7";"749.3";"";"36";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"27.05.2017 08:30";"34.5";"738.4";"750.4";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"26.05.2017 17:30";"44.5";"737.6";"749.2";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"26.05.2017 08:30";"35.0";"738.7";"750.7";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"";"25.5";"";"";"";"";"";"";
"25.05.2017 17:30";"40.5";"738.6";"750.4";"";"40";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"24.05.2017 17:30";"41.5";"738.4";"750.1";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"24.05.2017 08:30";"33.5";"739.4";"751.4";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"23.05.2017 17:30";"40.5";"738.4";"750.2";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"23.05.2017 08:30";"34.5";"739.8";"751.8";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"22.05.2017 17:30";"43.0";"738.3";"750.0";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.05.2017 08:30";"34.0";"740.4";"752.4";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"21.05.2017 17:30";"43.5";"738.2";"749.8";"";"32";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"43.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"21.05.2017 08:30";"34.5";"739.8";"751.8";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"27.9";"";"";"";"";"";"";
"20.05.2017 08:30";"32.0";"741.5";"753.6";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"19.05.2017 17:30";"42.5";"739.8";"751.5";"";"38";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"18.05.2017 17:30";"34.0";"739.4";"751.4";"";"63";"Wind blowing from the south";"1";"";"";"20–30%.";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"18.05.2017 08:30";"30.0";"739.0";"751.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"17.05.2017 20:30";"";"";"764.0";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"1.2";"24.1";"";"";"";"";"";"";
"17.05.2017 17:30";"31.0";"739.0";"751.1";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"16.05.2017 17:30";"42.5";"735.0";"746.6";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"30.1";"";"";"";"";"";"";
"16.05.2017 08:30";"35.5";"742.6";"754.6";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.05.2017 17:30";"45.0";"743.5";"755.2";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.5";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"15.05.2017 08:30";"35.0";"742.9";"754.9";"";"55";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"14.05.2017 17:30";"43.5";"744.1";"755.8";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"14.05.2017 08:30";"35.5";"742.9";"754.9";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"13.05.2017 17:30";"41.0";"740.9";"752.7";"";"35";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"13.05.2017 08:30";"31.0";"742.0";"754.2";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"12.05.2017 17:30";"35.5";"740.3";"752.3";"";"45";"Wind blowing from the west";"1";"";"";"60%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"36.0";"";"";"600-1000";"";"";"1.0";"22.0";"";"";"";"";"";"";
"12.05.2017 08:30";"32.0";"741.8";"753.9";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"11.05.2017 17:30";"41.0";"739.5";"751.3";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"10.05.2017 17:30";"42.0";"739.3";"751.0";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"10.05.2017 08:30";"30.5";"742.0";"754.2";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"09.05.2017 17:30";"38.0";"739.3";"751.2";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"09.05.2017 08:30";"30.5";"742.3";"754.5";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"08.05.2017 17:30";"42.5";"738.7";"750.4";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"08.05.2017 08:30";"34.5";"741.9";"753.9";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"07.05.2017 17:30";"45.0";"742.1";"753.7";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.5";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"07.05.2017 08:30";"33.5";"743.5";"755.6";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"06.05.2017 17:30";"43.0";"739.3";"751.0";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"06.05.2017 08:30";"32.0";"744.4";"756.6";"";"67";"";"1";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.05.2017 17:30";"41.0";"741.6";"753.4";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"04.05.2017 17:30";"40.5";"741.6";"753.4";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"04.05.2017 08:30";"32.0";"745.1";"757.3";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"03.05.2017 17:30";"40.5";"741.6";"753.4";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"03.05.2017 08:30";"34.4";"743.8";"755.9";"";"48";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"02.05.2017 17:30";"40.0";"741.6";"753.4";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"02.05.2017 08:30";"30.5";"745.3";"757.6";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"01.05.2017 08:30";"26.5";"741.9";"754.3";"";"94";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"30.04.2017 17:30";"40.0";"733.0";"744.7";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"30.04.2017 08:30";"29.0";"742.8";"755.1";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"29.04.2017 08:30";"29.5";"742.6";"754.9";"";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"28.04.2017 17:30";"39.5";"740.8";"752.6";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"28.04.2017 08:30";"26.0";"742.5";"754.9";"";"";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.04.2017 17:30";"39.0";"741.2";"753.1";"";"43";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"27.04.2017 08:30";"30.0";"742.7";"754.9";"";"86";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"26.04.2017 17:30";"39.0";"740.9";"752.7";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"26.04.2017 08:30";"30.0";"742.8";"755.0";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"";"";"";"4.0";"28.0";"";"";"";"";"";"";
"25.04.2017 17:30";"39.5";"740.5";"752.3";"";"48";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"25.04.2017 08:30";"31.0";"743.2";"755.4";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"24.04.2017 17:30";"39.5";"740.4";"752.2";"";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.04.2017 08:30";"31.0";"741.3";"753.5";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"23.04.2017 17:30";"42.5";"737.2";"748.9";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"23.04.2017 08:30";"31.5";"741.2";"753.4";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"22.04.2017 17:30";"43.5";"737.4";"749.0";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"22.04.2017 08:30";"27.5";"741.2";"753.5";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"21.04.2017 17:30";"43.5";"735.8";"747.4";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"21.04.2017 08:30";"28.0";"741.1";"753.4";"";"86";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"20.04.2017 17:30";"44.5";"738.2";"749.8";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"20.04.2017 08:30";"27.5";"741.2";"753.5";"";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"19.04.2017 17:30";"44.5";"738.3";"749.9";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"18.04.2017 17:30";"43.0";"738.1";"749.8";"";"26";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"18.04.2017 08:30";"27.0";"741.3";"753.6";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"17.04.2017 17:30";"42.0";"740.2";"751.9";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"17.04.2017 08:30";"27.5";"741.4";"753.7";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"16.04.2017 17:30";"43.0";"741.1";"752.8";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"16.04.2017 08:30";"27.0";"741.5";"753.8";"";"89";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"15.04.2017 17:30";"43.0";"740.6";"752.3";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.04.2017 08:30";"27.5";"741.7";"754.0";"";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"14.04.2017 17:30";"42.0";"741.0";"752.7";"";"37";"";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"14.04.2017 08:30";"21.0";"744.0";"756.6";"";"100";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"13.04.2017 17:30";"41.5";"740.6";"752.3";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"13.04.2017 08:30";"27.5";"744.1";"756.5";"";"68";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"12.04.2017 17:30";"39.0";"740.5";"752.3";"";"27";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
