# Weather station Najibabad, India, WMO_ID=42143,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42143&lang=en
#
"Local time in Najibabad";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.02.2016 08:30";"11.8";"739.9";"764.2";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"15.02.2016 17:30";"21.4";"737.5";"761.0";"";"51";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"27.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.9";"";"";"";"";"";"";
"15.02.2016 08:30";"12.8";"739.8";"764.1";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"14.02.2016 17:30";"20.6";"737.5";"761.0";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"14.02.2016 08:30";"10.2";"739.7";"764.2";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"13.02.2016 17:30";"17.0";"737.5";"761.3";"";"72";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"20.4";"";"";"600-1000";"";"";"4.0";"11.9";"";"";"";"";"";"";
"13.02.2016 08:30";"11.4";"739.1";"763.5";"";"85";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"7.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.0";"";"";"";"";"";"";
"12.02.2016 17:30";"22.6";"736.7";"760.0";"";"41";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"8.8";"";"";"";"";"";"";
"12.02.2016 08:30";"14.6";"738.3";"762.3";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"11.02.2016 17:30";"18.4";"737.4";"761.1";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"11.02.2016 08:30";"12.4";"738.4";"762.6";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"10.02.2016 17:30";"19.0";"738.1";"761.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"10.02.2016 08:30";"11.6";"739.7";"764.0";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"09.02.2016 17:30";"19.0";"737.7";"761.4";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"09.02.2016 08:30";"10.6";"739.7";"764.1";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.4";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"08.02.2016 17:30";"18.8";"738.4";"762.1";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"08.02.2016 08:30";"11.2";"740.2";"764.6";"";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.2";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"07.02.2016 17:30";"15.4";"739.0";"763.0";"";"81";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"17.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.1";"";"";"";"";"";"";
"07.02.2016 08:30";"15.0";"739.6";"763.7";"";"93";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"9.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.02.2016 08:30";"12.0";"739.1";"763.4";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"7.0";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"05.02.2016 17:30";"18.6";"738.4";"762.1";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"22.4";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"05.02.2016 08:30";"9.6";"740.7";"765.3";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"04.02.2016 08:30";"9.8";"741.4";"766.0";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.4";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"03.02.2016 17:30";"19.0";"738.1";"761.8";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"03.02.2016 08:30";"9.6";"741.6";"766.2";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"4.8";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"02.02.2016 17:30";"18.8";"738.5";"762.2";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"02.02.2016 08:30";"8.2";"740.7";"765.4";"";"95";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"3.7";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"01.02.2016 17:30";"18.6";"739.0";"762.7";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"01.02.2016 08:30";"8.8";"740.8";"765.4";"";"97";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"4.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"8.4";"";"";"";"";"";"";
"31.01.2016 17:30";"18.8";"738.5";"762.2";"";"65";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"22.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.0";"";"";"";"";"";"";
"31.01.2016 08:30";"10.2";"739.7";"764.2";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.8";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"30.01.2016 17:30";"17.0";"738.3";"762.1";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"22.4";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"30.01.2016 08:30";"14.4";"740.6";"764.7";"";"85";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"8.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.8";"";"";"";"";"";"";
"29.01.2016 17:30";"16.6";"738.9";"762.8";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.4";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"29.01.2016 08:30";"12.8";"739.1";"763.3";"";"84";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";" ";"";"";"7.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.1";"";"";"";"";"";"";
"28.01.2016 17:30";"16.8";"736.9";"760.7";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.2";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"27.01.2016 17:30";"17.0";"737.5";"761.3";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.4";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"27.01.2016 08:30";"7.8";"740.1";"764.8";"";"92";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"3.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"6.5";"";"";"";"";"";"";
"26.01.2016 17:30";"16.8";"738.5";"762.4";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"26.01.2016 08:30";"7.8";"739.8";"764.5";"";"94";"Wind blowing from the east-northeast";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"3.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"6.9";"";"";"";"";"";"";
"25.01.2016 17:30";"18.0";"738.6";"762.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"25.01.2016 08:30";"6.8";"741.7";"766.5";"";"94";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"5.9";"";"";"";"";"";"";
"24.01.2016 17:30";"17.0";"740.0";"763.9";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"24.01.2016 08:30";"8.4";"742.5";"767.2";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"23.01.2016 17:30";"16.6";"740.5";"764.5";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"19.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"23.01.2016 08:30";"8.6";"742.9";"767.6";"";"92";"Wind blowing from the west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"3.8";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"7.3";"";"";"";"";"";"";
"22.01.2016 17:30";"15.4";"739.9";"763.9";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"21.01.2016 17:30";"12.6";"739.1";"763.3";"";"75";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"13.4";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"8.2";"";"";"";"";"";"";
"20.01.2016 17:30";"14.0";"739.6";"763.7";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"17.4";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"20.01.2016 08:30";"9.2";"741.3";"765.9";"";"100";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.2";"";"";"";"";"";"";"0.5";"9.2";"";"";"";"";"";"";
"19.01.2016 08:30";"8.8";"739.4";"764.0";"";"97";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.5";"";"";"";"";"";"";"0.5";"8.4";"";"";"";"";"";"";
"18.01.2016 17:30";"18.2";"737.7";"761.4";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.2";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"18.01.2016 08:30";"10.2";"739.7";"764.2";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"4.0";"8.1";"";"";"";"";"";"";
"17.01.2016 17:30";"16.8";"738.5";"762.4";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"16.01.2016 17:30";"12.6";"737.3";"761.5";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"15.0";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"16.01.2016 08:30";"8.4";"737.8";"762.4";"";"97";"Wind blowing from the north-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.2";"";"";"";"";"";"";"0.5";"8.0";"";"";"";"";"";"";
"15.01.2016 17:30";"14.6";"739.2";"763.3";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"16.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.8";"";"";"";"";"";"";
"15.01.2016 08:30";"9.2";"741.1";"765.7";"";"100";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.6";"";"";"";"";"";"";"0.5";"9.2";"";"";"";"";"";"";
"14.01.2016 17:30";"15.4";"739.0";"763.0";"";"81";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"17.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.1";"";"";"";"";"";"";
"14.01.2016 08:30";"11.4";"740.6";"765.0";"";"85";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"9.0";"";"";"";"";"";"";
"13.01.2016 17:30";"20.6";"737.6";"761.1";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"13.01.2016 08:30";"12.8";"739.8";"764.1";"";"70";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"6.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"7.5";"";"";"";"";"";"";
"12.01.2016 17:30";"21.4";"739.1";"762.6";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.5";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"12.01.2016 08:30";"13.6";"";"765.6";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"11.01.2016 17:30";"20.6";"";"758.8";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.2";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"11.01.2016 08:30";"11.6";"";"766.4";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"7.9";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"10.01.2016 17:30";"18.8";"";"762.2";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"10.01.2016 08:30";"10.0";"";"765.2";"";"90";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"2.0";"8.4";"";"";"";"";"";"";
"09.01.2016 17:30";"18.4";"";"760.3";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.6";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"09.01.2016 08:30";"10.2";"";"762.4";"";"100";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"4.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"1.0";"10.2";"";"";"";"";"";"";
"08.01.2016 17:30";"21.2";"";"761.7";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"08.01.2016 08:30";"11.4";"";"766.3";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.8";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"07.01.2016 17:30";"21.4";"";"761.7";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"07.01.2016 08:30";"13.4";"";"766.3";"";"82";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"7.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.3";"";"";"";"";"";"";
"06.01.2016 17:30";"20.6";"";"763.3";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.6";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"06.01.2016 08:30";"14.0";"";"766.1";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"05.01.2016 17:30";"23.2";"";"761.6";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"05.01.2016 08:30";"13.4";"";"766.8";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"04.01.2016 17:30";"21.2";"";"763.8";"";"45";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"24.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"8.8";"";"";"";"";"";"";
"04.01.2016 08:30";"10.4";"";"766.0";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"03.01.2016 08:30";"8.8";"";"766.7";"";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"1.5";"";"";"";"";"";"";"4.0";"3.8";"";"";"";"";"";"";
"02.01.2016 17:30";"21.2";"";"764.0";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"01.01.2016 17:30";"21.4";"";"762.6";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"01.01.2016 08:30";"11.2";"";"766.0";"";"88";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"6.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.2";"";"";"";"";"";"";
"31.12.2015 17:30";"21.4";"";"762.6";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.2";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"31.12.2015 08:30";"13.2";"";"766.9";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"30.12.2015 08:30";"12.6";"";"765.6";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"29.12.2015 17:30";"21.4";"";"761.7";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.4";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"29.12.2015 08:30";"11.2";"";"764.8";"";"88";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"4.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"28.12.2015 08:30";"12.0";"";"765.7";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"27.12.2015 17:30";"19.0";"";"761.8";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"27.12.2015 08:30";"9.6";"";"766.3";"";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"26.12.2015 17:30";"16.8";"";"764.3";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"25.12.2015 17:30";"17.0";"";"763.7";"";"80";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"19.2";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"25.12.2015 08:30";"9.8";"";"765.9";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"3.6";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"24.12.2015 17:30";"18.4";"";"762.7";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"19.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"24.12.2015 08:30";"11.0";"";"766.0";"";"100";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"2.8";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"4.0";"11.0";"";"";"";"";"";"";
"23.12.2015 17:30";"18.2";"";"762.2";"";"70";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"19.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.12.2015 08:30";"11.4";"";"759.5";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"22.12.2015 17:30";"18.6";"";"761.3";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"22.12.2015 08:30";"11.8";"";"765.8";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"21.12.2015 17:30";"19.0";"";"762.4";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.6";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"21.12.2015 08:30";"10.4";"";"765.9";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"4.8";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"20.12.2015 17:30";"18.6";"";"762.0";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"21.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"20.12.2015 08:30";"11.0";"";"766.3";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"19.12.2015 17:30";"18.8";"";"762.6";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.6";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"19.12.2015 08:30";"8.8";"";"766.3";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"2.4";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"18.12.2015 17:30";"19.0";"";"762.3";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"22.2";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"18.12.2015 08:30";"9.8";"";"765.7";"";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"3.0";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"17.12.2015 17:30";"18.6";"";"763.3";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"20.2";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
