# Weather station Jhansi, India, WMO_ID=42463,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42463&lang=en
#
"Local time in Jhansi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.04.2016 11:30";"38.4";"741.7";"762.3";"4.6";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"02.04.2016 08:30";"30.0";"737.1";"758.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"01.04.2016 17:30";"38.0";"733.6";"754.0";"-0.8";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.04.2016 14:30";"40.0";"734.4";"754.7";"-2.3";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.04.2016 11:30";"36.6";"736.7";"757.3";"-0.6";"32";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"01.04.2016 08:30";"30.8";"737.3";"758.3";"";"39";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"31.03.2016 17:30";"37.2";"736.7";"757.3";"-1.5";"23";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"38.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"31.03.2016 14:30";"38.4";"738.2";"758.7";"-0.8";"26";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"31.03.2016 11:30";"37.0";"739.0";"759.6";"0.0";"35";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"31.03.2016 08:30";"37.0";"739.0";"759.6";"";"35";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"30.03.2016 17:30";"35.0";"737.9";"758.6";"-1.3";"33";"Wind blowing from the north-west";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"30.03.2016 14:30";"35.4";"739.2";"759.9";"-1.9";"36";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"30.03.2016 11:30";"34.0";"741.1";"762.0";"0.1";"41";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"30.03.2016 08:30";"26.0";"741.0";"762.5";"";"55";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.3";"";"";"";"";"";"";
"29.03.2016 17:30";"34.6";"737.7";"758.5";"-0.5";"35";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"29.03.2016 14:30";"35.4";"738.2";"758.9";"-2.0";"32";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"29.03.2016 11:30";"32.0";"740.2";"761.2";"-0.8";"39";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"29.03.2016 08:30";"26.0";"741.0";"762.5";"";"54";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"20.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"28.03.2016 17:30";"33.6";"737.0";"757.8";"-1.6";"45";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"36.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"28.03.2016 14:30";"34.4";"738.6";"759.4";"-1.7";"43";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"28.03.2016 11:30";"31.0";"740.3";"761.4";"-0.2";"55";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"28.03.2016 08:30";"24.0";"740.5";"762.1";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.7";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"27.03.2016 17:30";"27.8";"738.3";"759.5";"";"63";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"34.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"27.03.2016 11:30";"31.0";"740.1";"761.2";"0.3";"49";"Wind blowing from the north-east";"3";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"27.03.2016 08:30";"25.0";"739.8";"761.3";"";"62";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"22.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.3";"";"";"";"";"";"";
"26.03.2016 17:30";"38.2";"736.5";"757.0";"-0.9";"34";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"26.03.2016 14:30";"40.2";"737.4";"757.8";"-1.9";"33";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"26.03.2016 11:30";"38.0";"739.3";"759.9";"-0.1";"33";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"26.03.2016 08:30";"28.0";"739.4";"760.7";"";"46";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.03.2016 17:30";"37.0";"737.9";"758.5";"-2.5";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.7";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"25.03.2016 14:30";"34.6";"740.4";"761.2";"-1.7";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"25.03.2016 11:30";"35.2";"742.1";"762.9";"0.4";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"25.03.2016 08:30";"27.8";"741.7";"763.0";"";"47";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"24.03.2016 17:30";"36.0";"738.1";"758.8";"-1.6";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"24.03.2016 14:30";"37.4";"739.7";"760.3";"-1.0";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"24.03.2016 11:30";"33.0";"740.7";"761.7";"0.1";"26";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"24.03.2016 08:30";"26.0";"740.6";"762.0";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"23.03.2016 17:30";"34.0";"736.2";"757.0";"-1.3";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"23.03.2016 14:30";"35.0";"737.5";"758.2";"-2.3";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"23.03.2016 11:30";"30.8";"739.8";"760.9";"0.7";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"23.03.2016 08:30";"23.0";"739.1";"760.7";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"22.03.2016 17:30";"32.6";"736.0";"756.8";"-1.0";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"22.03.2016 14:30";"32.2";"737.0";"757.9";"-2.6";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"22.03.2016 11:30";"27.6";"739.6";"760.9";"0.1";"37";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"22.03.2016 08:30";"22.6";"739.5";"761.2";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"21.03.2016 17:30";"33.0";"737.1";"757.9";"-1.3";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"21.03.2016 14:30";"35.0";"738.4";"759.1";"-1.3";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"21.03.2016 11:30";"30.2";"739.7";"760.8";"1.5";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"21.03.2016 08:30";"25.0";"738.2";"759.7";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"20.03.2016 17:30";"35.4";"736.2";"756.9";"-0.8";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"20.03.2016 14:30";"36.4";"737.0";"757.6";"-1.4";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"20.03.2016 11:30";"35.0";"738.4";"759.2";"0.2";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"20.03.2016 08:30";"28.0";"738.2";"759.4";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"19.03.2016 17:30";"35.8";"735.5";"756.1";"-1.1";"32";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"36.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"19.03.2016 14:30";"34.8";"736.6";"757.3";"-1.4";"37";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"19.03.2016 11:30";"33.4";"738.0";"758.8";"0.6";"43";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"19.03.2016 08:30";"24.0";"737.4";"758.9";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"18.03.2016 17:30";"33.0";"734.8";"755.6";"-4.1";"41";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"35.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"18.03.2016 14:30";"34.8";"738.9";"759.7";"0.2";"34";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"18.03.2016 11:30";"31.2";"738.7";"759.7";"0.5";"37";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"18.03.2016 08:30";"24.8";"738.2";"759.7";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.1";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"17.03.2016 17:30";"31.6";"737.5";"758.5";"-3.9";"36";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"17.03.2016 14:30";"32.2";"741.4";"762.4";"1.3";"37";"Wind blowing from the south-east";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"17.03.2016 11:30";"31.0";"740.1";"761.2";"0.5";"35";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"17.03.2016 08:30";"20.8";"739.6";"761.4";"";"60";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"16.03.2016 17:30";"29.0";"738.8";"760.0";"-2.0";"35";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.8";"";"";"";"";"";"";
"16.03.2016 14:30";"29.8";"740.8";"762.0";"-1.4";"37";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"16.03.2016 11:30";"27.2";"742.2";"763.6";"1.6";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"16.03.2016 08:30";"21.0";"740.6";"762.4";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"15.03.2016 17:30";"27.0";"740.1";"761.5";"-0.8";"41";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
