# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.09.2016 17:30";"34.0";"740.5";"750.7";"";"62";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"20.09.2016 08:30";"31.0";"743.5";"753.8";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"19.09.2016 17:30";"32.0";"741.1";"751.4";"";"72";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"19.09.2016 08:30";"27.6";"744.0";"754.5";"";"95";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.09.2016 17:30";"26.2";"742.0";"752.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"17.09.2016 17:30";"30.4";"";"";"";"84";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"17.09.2016 08:30";"30.0";"743.7";"754.1";"";"81";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"16.09.2016 17:30";"29.0";"740.6";"751.0";"";"79";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.09.2016 08:30";"30.0";"744.6";"755.0";"";"86";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"15.09.2016 17:30";"31.6";"741.9";"752.2";"";"66";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"15.09.2016 08:30";"29.0";"745.1";"755.5";"";"90";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"14.09.2016 17:30";"29.8";"742.6";"753.0";"";"77";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"14.09.2016 08:30";"26.2";"745.8";"756.3";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"13.09.2016 17:30";"29.0";"743.1";"753.5";"";"79";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"29.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"13.09.2016 08:30";"28.0";"745.7";"756.2";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.1";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"12.09.2016 17:30";"33.2";"741.8";"752.0";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"12.09.2016 08:30";"31.0";"744.0";"754.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"11.09.2016 17:30";"32.4";"741.4";"751.7";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.09.2016 08:30";"29.6";"743.9";"754.3";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"10.09.2016 17:30";"32.8";"741.4";"751.7";"";"63";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"10.09.2016 08:30";"29.6";"744.9";"755.3";"";"78";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.1";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"09.09.2016 17:30";"34.0";"742.8";"753.0";"";"57";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.09.2016 08:30";"30.1";"744.8";"755.2";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.09.2016 17:30";"33.0";"741.8";"752.1";"";"61";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"08.09.2016 08:30";"29.6";"744.0";"754.4";"";"78";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"07.09.2016 17:30";"33.0";"741.8";"752.1";"";"61";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"07.09.2016 08:30";"28.4";"743.5";"753.9";"";"79";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"06.09.2016 17:30";"32.0";"742.4";"752.7";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.09.2016 17:30";"32.8";"741.3";"751.6";"";"62";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"05.09.2016 08:30";"28.4";"742.2";"752.6";"";"78";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"04.09.2016 17:30";"33.2";"741.3";"751.5";"";"62";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"03.09.2016 17:30";"32.4";"738.7";"748.9";"";"67";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"03.09.2016 08:30";"29.4";"741.4";"751.8";"";"84";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"02.09.2016 17:30";"32.6";"738.1";"748.3";"";"72";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"02.09.2016 08:30";"29.4";"741.0";"751.4";"";"81";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"01.09.2016 17:30";"33.0";"739.2";"749.4";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.09.2016 08:30";"29.6";"743.0";"753.4";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"31.08.2016 17:30";"27.0";"741.1";"751.5";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"31.08.2016 08:30";"27.4";"742.6";"753.1";"";"83";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"30.08.2016 17:30";"31.4";"739.6";"749.9";"";"81";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"30.08.2016 08:30";"32.0";"741.7";"752.0";"";"83";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.8";"";"";"";"";"";"";
"29.08.2016 08:30";"33.2";"742.8";"753.1";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"28.08.2016 17:30";"32.0";"742.4";"752.7";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"28.08.2016 08:30";"32.0";"745.5";"755.8";"";"75";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"27.08.2016 17:30";"33.4";"741.7";"751.9";"";"67";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.08.2016 08:30";"30.0";"744.9";"755.3";"";"83";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"26.08.2016 17:30";"30.6";"741.6";"751.9";"";"78";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.08.2016 08:30";"31.4";"744.1";"754.4";"";"80";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"25.08.2016 17:30";"34.0";"741.3";"751.5";"";"64";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"24.08.2016 17:30";"32.0";"740.1";"750.4";"";"63";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"24.08.2016 08:30";"29.4";"742.2";"752.6";"";"82";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"23.08.2016 17:30";"29.0";"739.4";"749.8";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"4.0";"24.7";"";"";"";"";"";"";
"23.08.2016 08:30";"27.4";"742.1";"752.5";"";"84";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"22.08.2016 17:30";"28.8";"739.7";"750.1";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"21.08.2016 17:30";"32.0";"739.0";"749.2";"";"65";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"21.08.2016 08:30";"28.0";"741.4";"751.8";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"20.08.2016 17:30";"31.8";"738.8";"749.1";"";"67";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"20.08.2016 08:30";"29.0";"740.2";"750.6";"";"75";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"24.1";"";"";"";"";"";"";
"19.08.2016 17:30";"30.6";"736.9";"747.2";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"19.08.2016 08:30";"29.2";"737.8";"748.1";"";"80";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"18.08.2016 17:30";"31.4";"736.3";"746.5";"";"79";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"18.08.2016 08:30";"28.6";"739.4";"749.8";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.08.2016 17:30";"30.2";"736.5";"746.8";"";"83";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"17.08.2016 08:30";"26.2";"737.3";"747.7";"";"95";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"16.08.2016 17:30";"30.4";"736.2";"746.5";"";"84";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"16.08.2016 08:30";"26.8";"738.6";"749.0";"";"89";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"15.08.2016 17:30";"28.4";"736.8";"747.1";"";"89";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"28.8";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"15.08.2016 08:30";"26.6";"739.9";"750.3";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"14.08.2016 08:30";"28.8";"740.6";"751.0";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"13.08.2016 17:30";"32.8";"738.7";"748.9";"";"74";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"13.08.2016 08:30";"30.2";"741.1";"751.4";"";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"12.08.2016 17:30";"31.0";"739.5";"749.8";"";"77";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"12.08.2016 08:30";"28.2";"742.0";"752.4";"";"91";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"11.08.2016 17:30";"32.0";"739.8";"750.1";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"11.08.2016 08:30";"28.2";"741.5";"751.9";"";"94";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"10.08.2016 08:30";"28.4";"740.2";"750.6";"";"89";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.08.2016 17:30";"32.6";"737.0";"747.2";"";"67";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"09.08.2016 08:30";"28.8";"740.2";"750.6";"";"86";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"08.08.2016 17:30";"30.4";"738.1";"748.4";"";"83";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"30.6";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"08.08.2016 08:30";"28.8";"740.1";"750.5";"";"86";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
"07.08.2016 08:30";"29.4";"739.9";"750.2";"";"82";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"27.5";"";"";"";"600-1000";"";"";"4.0";"26.0";"";"";"";"";"";"";
"06.08.2016 17:30";"33.8";"737.2";"747.4";"";"65";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"34.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"06.08.2016 08:30";"30.6";"740.0";"750.3";"";"79";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"27.8";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"05.08.2016 17:30";"34.0";"737.1";"747.3";"";"47";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"05.08.2016 08:30";"30.6";"739.4";"749.7";"";"83";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"27.8";"";"";"";"600-1000";"";"";"4.0";"27.3";"";"";"";"";"";"";
"04.08.2016 17:30";"33.6";"737.2";"747.4";"";"66";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"04.08.2016 08:30";"31.0";"738.7";"749.0";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.08.2016 17:30";"32.2";"735.6";"745.8";"";"71";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.08.2016 08:30";"30.6";"738.3";"748.6";"";"81";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"02.08.2016 17:30";"28.8";"735.9";"746.2";"";"83";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"02.08.2016 08:30";"29.6";"";"748.7";"";"82";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.08.2016 17:30";"30.6";"";"748.0";"";"72";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"01.08.2016 08:30";"27.0";"";"751.0";"";"97";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"31.07.2016 08:30";"29.4";"";"751.9";"";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"30.07.2016 17:30";"28.2";"";"749.7";"";"89";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.6";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"30.07.2016 08:30";"25.4";"";"751.9";"";"98";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"29.07.2016 17:30";"27.0";"";"749.9";"";"92";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"29.4";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"29.07.2016 08:30";"29.0";"";"751.8";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"28.07.2016 08:30";"29.4";"";"753.1";"";"86";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"27.07.2016 17:30";"28.0";"";"753.2";"";"92";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"27.07.2016 08:30";"28.4";"";"754.9";"";"88";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"26.07.2016 17:30";"30.2";"";"751.1";"";"80";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.07.2016 08:30";"29.4";"743.1";"753.5";"";"86";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"26.8";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"25.07.2016 08:30";"30.2";"741.9";"752.2";"";"81";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"24.07.2016 17:30";"29.2";"740.0";"750.4";"";"88";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"24.07.2016 08:30";"29.6";"742.5";"752.9";"";"88";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"23.07.2016 17:30";"30.0";"740.3";"750.6";"";"81";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"22.07.2016 17:30";"29.0";"739.4";"749.8";"";"85";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"22.07.2016 08:30";"29.0";"741.0";"751.4";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.6";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"21.07.2016 17:30";"33.4";"738.7";"748.9";"";"70";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"21.07.2016 08:30";"32.0";"741.0";"751.3";"";"79";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"28.2";"";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"20.07.2016 17:30";"33.2";"738.3";"748.5";"";"72";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"18.07.2016 17:30";"27.8";"740.1";"750.5";"";"86";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"18.07.2016 08:30";"27.6";"741.6";"752.0";"";"87";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"17.07.2016 17:30";"27.8";"739.8";"750.2";"";"86";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"28.0";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"17.07.2016 08:30";"26.2";"740.8";"751.3";"";"95";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"4.0";"25.3";"";"";"";"";"";"";
"16.07.2016 17:30";"29.0";"727.9";"738.1";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"16.07.2016 08:30";"28.4";"739.7";"750.1";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.0";"";"";"";"";"";"";
"15.07.2016 17:30";"27.2";"738.2";"748.6";"";"99";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"15.07.2016 08:30";"29.2";"738.9";"749.2";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"28.2";"";"";"";"";"";"";
"14.07.2016 08:30";"30.0";"739.0";"749.3";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"13.07.2016 17:30";"29.0";"736.7";"747.0";"";"84";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
