# Weather station Lal Bahadur Shastri / Varanasi (airport), India, METAR=VEBN,selection from 21.08.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VEBN&lang=en
#
"Local time in Lal Bahadur Shastri / Varanasi (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"26.01.2017 03:00";"15.0";"755.3";"762.8";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.2";"13.0";
"26.01.2017 00:00";"16.0";"756.8";"764.3";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"14.0";
"25.01.2017 23:00";"17.0";"756.9";"764.3";"83";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"14.0";
"25.01.2017 22:00";"18.0";"756.9";"764.3";"83";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"15.0";
"25.01.2017 21:00";"18.0";"756.9";"764.3";"83";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.01.2017 20:30";"18.0";"756.9";"764.3";"83";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.01.2017 20:00";"19.0";"756.9";"764.3";"73";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"25.01.2017 19:30";"20.0";"756.9";"764.3";"73";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.01.2017 19:00";"21.0";"756.2";"763.5";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.01.2017 18:30";"22.0";"756.2";"763.5";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"16.0";
"25.01.2017 18:00";"23.0";"756.2";"763.5";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"17.0";
"25.01.2017 17:30";"25.0";"755.6";"762.8";"61";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"17.0";
"25.01.2017 17:00";"25.0";"755.6";"762.8";"51";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"25.01.2017 16:30";"25.0";"755.6";"762.8";"51";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"25.01.2017 16:00";"25.0";"755.6";"762.8";"51";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"3.5";"14.0";
"25.01.2017 15:30";"25.0";"755.6";"762.8";"51";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"3.5";"14.0";
"25.01.2017 15:00";"25.0";"756.3";"763.5";"47";"Wind blowing from the north-northwest";"2";"";"Haze";"";"No Significant Clouds";"3.5";"13.0";
"25.01.2017 14:30";"25.0";"756.3";"763.5";"47";"variable wind direction";"1";"";"Haze";"";"No Significant Clouds";"3.5";"13.0";
"25.01.2017 14:00";"25.0";"756.3";"763.5";"47";"variable wind direction";"1";"";"Haze";"";"No significant clouds D";"3.5";"13.0";
"25.01.2017 13:30";"25.0";"757.1";"764.3";"47";"Wind blowing from the north";"2";"";"Haze";"";"No Significant Clouds";"3.5";"13.0";
"25.01.2017 13:00";"25.0";"757.8";"765.0";"51";"Wind blowing from the north-northwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"25.01.2017 12:30";"25.0";"757.8";"765.0";"51";"variable wind direction";"1";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"25.01.2017 12:00";"24.0";"758.5";"765.8";"54";"variable wind direction";"1";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"25.01.2017 11:30";"24.0";"758.5";"765.8";"50";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"25.01.2017 11:00";"23.0";"758.5";"765.8";"61";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"25.01.2017 10:30";"22.0";"759.3";"766.6";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"1.5";"16.0";
"25.01.2017 10:00";"21.0";"759.2";"766.6";"78";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.0";"17.0";
"25.01.2017 09:30";"18.0";"759.2";"766.6";"88";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.8";"16.0";
"25.01.2017 09:00";"16.0";"758.3";"765.8";"94";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.7";"15.0";
"25.01.2017 08:30";"14.0";"758.3";"765.8";"94";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.4";"13.0";
"25.01.2017 08:00";"14.0";"758.3";"765.8";"94";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.5";"13.0";
"25.01.2017 07:00";"12.0";"756.7";"764.3";"94";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.5";"11.0";
"25.01.2017 06:00";"13.0";"756.8";"764.3";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"11.0";
"25.01.2017 05:00";"13.0";"756.0";"763.5";"94";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"25.01.2017 04:00";"14.0";"756.0";"763.5";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.8";"12.0";
"25.01.2017 03:00";"14.0";"756.0";"763.5";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.8";"12.0";
"25.01.2017 00:00";"16.0";"756.8";"764.3";"77";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.8";"12.0";
"24.01.2017 23:00";"16.0";"756.8";"764.3";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.8";"14.0";
"24.01.2017 22:00";"18.0";"756.9";"764.3";"78";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"24.01.2017 21:00";"19.0";"756.9";"764.3";"78";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"2.0";"15.0";
"24.01.2017 20:00";"20.0";"756.2";"763.5";"73";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.2";"15.0";
"24.01.2017 19:30";"21.0";"756.2";"763.5";"73";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 19:00";"22.0";"756.2";"763.5";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 18:30";"22.0";"756.2";"763.5";"69";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 18:00";"23.0";"756.2";"763.5";"65";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 17:30";"24.0";"756.2";"763.5";"65";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"3.0";"17.0";
"24.01.2017 17:00";"23.0";"756.2";"763.5";"61";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"3.0";"15.0";
"24.01.2017 16:30";"25.0";"756.3";"763.5";"54";"variable wind direction";"1";"";"Haze";"";"No Significant Clouds";"3.5";"15.0";
"24.01.2017 16:00";"25.0";"756.3";"763.5";"51";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"3.5";"14.0";
"24.01.2017 15:30";"26.0";"756.3";"763.5";"48";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.5";"14.0";
"24.01.2017 15:00";"26.0";"756.3";"763.5";"48";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"4.0";"14.0";
"24.01.2017 14:30";"26.0";"756.3";"763.5";"48";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"4.0";"14.0";
"24.01.2017 14:00";"26.0";"756.3";"763.5";"48";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"4.0";"14.0";
"24.01.2017 13:30";"25.0";"757.1";"764.3";"54";"Wind blowing from the west-northwest";"2";"";"Haze";"";"No Significant Clouds";"4.0";"15.0";
"24.01.2017 13:00";"25.0";"757.1";"764.3";"54";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.5";"15.0";
"24.01.2017 12:30";"24.0";"757.0";"764.3";"57";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"15.0";
"24.01.2017 12:00";"23.0";"757.7";"765.0";"65";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"16.0";
"24.01.2017 11:30";"22.0";"758.5";"765.8";"73";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"17.0";
"24.01.2017 11:00";"21.0";"758.5";"765.8";"73";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 10:30";"20.0";"758.4";"765.8";"78";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"24.01.2017 10:00";"19.0";"758.4";"765.8";"78";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.0";"15.0";
"24.01.2017 09:30";"18.0";"758.4";"765.8";"83";"Wind blowing from the west-southwest";"2";"";"Mist";"";"No Significant Clouds";"2.0";"15.0";
"24.01.2017 09:00";"17.0";"758.4";"765.8";"77";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"1.5";"13.0";
"24.01.2017 08:30";"16.0";"758.3";"765.8";"88";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"1.2";"14.0";
"24.01.2017 08:00";"15.0";"757.5";"765.0";"88";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.2";"13.0";
"24.01.2017 07:00";"14.0";"756.8";"764.3";"88";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"24.01.2017 06:00";"13.0";"756.0";"763.5";"94";"variable wind direction";"1";"";"Mist";"";"No Significant Clouds";"1.6";"12.0";
"24.01.2017 05:00";"14.0";"755.3";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.8";"13.0";
"24.01.2017 00:00";"16.0";"756.1";"763.5";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"2.0";"14.0";
"23.01.2017 23:00";"17.0";"756.1";"763.5";"83";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"2.2";"14.0";
"23.01.2017 22:00";"17.0";"756.1";"763.5";"83";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"2.2";"14.0";
"23.01.2017 21:00";"17.0";"756.1";"763.5";"77";"Wind blowing from the south";"2";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"23.01.2017 20:00";"18.0";"756.1";"763.5";"83";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.5";"15.0";
"23.01.2017 19:30";"19.0";"755.4";"762.8";"78";"Wind blowing from the south";"2";"";"Haze";"";"No Significant Clouds";"2.5";"15.0";
"23.01.2017 19:00";"20.0";"755.5";"762.8";"78";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"16.0";
"23.01.2017 18:30";"21.0";"754.7";"762.0";"73";"Wind blowing from the south-southwest";"1";"";"Haze";"";"No Significant Clouds";"3.0";"16.0";
"23.01.2017 18:00";"22.0";"754.7";"762.0";"69";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"16.0";
"23.01.2017 17:30";"23.0";"754.7";"762.0";"69";"Wind blowing from the south-west";"1";"";"Haze";"";"No Significant Clouds";"3.5";"17.0";
"23.01.2017 17:00";"23.0";"754.7";"762.0";"61";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"4.0";"15.0";
"23.01.2017 16:30";"24.0";"754.8";"762.0";"54";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"4.0";"14.0";
"23.01.2017 16:00";"24.0";"754.8";"762.0";"54";"Wind blowing from the south-west";"3";"";"Haze";"";"No Significant Clouds";"4.0";"14.0";
"23.01.2017 15:30";"24.0";"755.6";"762.8";"54";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"3.5";"14.0";
"23.01.2017 15:00";"25.0";"755.6";"762.8";"51";"Wind blowing from the west-southwest";"4";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"23.01.2017 14:30";"25.0";"755.6";"762.8";"51";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"3.0";"14.0";
"23.01.2017 14:00";"25.0";"756.3";"763.5";"51";"Wind blowing from the south-west";"4";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"23.01.2017 13:30";"25.0";"756.3";"763.5";"47";"Wind blowing from the south-west";"4";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"23.01.2017 13:00";"24.0";"756.2";"763.5";"50";"Wind blowing from the west";"4";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"23.01.2017 12:30";"24.0";"757.0";"764.3";"50";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"23.01.2017 12:00";"23.0";"757.7";"765.0";"57";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"23.01.2017 11:30";"23.0";"757.7";"765.0";"57";"Wind blowing from the south-west";"3";"";"Haze";"";"No Significant Clouds";"2.5";"14.0";
"23.01.2017 11:00";"21.0";"757.7";"765.0";"60";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"2.2";"13.0";
"23.01.2017 10:30";"20.0";"758.4";"765.8";"64";"Wind blowing from the west-southwest";"4";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"23.01.2017 10:00";"19.0";"758.4";"765.8";"68";"Wind blowing from the south-west";"3";"";"Haze";"";"No Significant Clouds";"1.8";"13.0";
"23.01.2017 09:30";"17.0";"758.4";"765.8";"77";"Wind blowing from the south-west";"3";"";"Mist";"";"No Significant Clouds";"1.8";"13.0";
"23.01.2017 09:00";"16.0";"758.3";"765.8";"77";"Wind blowing from the south-west";"3";"";"Mist";"";"No Significant Clouds";"1.5";"12.0";
"23.01.2017 08:30";"15.0";"758.3";"765.8";"88";"Wind blowing from the south-southwest";"3";"";"Mist";"";"No Significant Clouds";"1.2";"13.0";
"23.01.2017 08:00";"13.0";"757.5";"765.0";"88";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"1.2";"11.0";
"23.01.2017 07:00";"13.0";"757.5";"765.0";"88";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"1.2";"11.0";
"23.01.2017 06:00";"12.0";"756.7";"764.3";"94";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.6";"11.0";
"23.01.2017 05:00";"13.0";"756.0";"763.5";"88";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"1.6";"11.0";
"23.01.2017 04:00";"14.0";"756.8";"764.3";"82";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"1.6";"11.0";
"23.01.2017 03:00";"14.0";"756.8";"764.3";"88";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.6";"12.0";
"23.01.2017 00:00";"15.0";"756.8";"764.3";"88";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.6";"13.0";
"22.01.2017 22:00";"16.0";"756.8";"764.3";"77";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"22.01.2017 21:00";"16.0";"756.8";"764.3";"77";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"22.01.2017 20:00";"18.0";"756.9";"764.3";"73";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"13.0";
"22.01.2017 19:00";"19.0";"756.1";"763.5";"73";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"22.01.2017 18:30";"19.0";"756.1";"763.5";"73";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"22.01.2017 18:00";"20.0";"756.2";"763.5";"69";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"14.0";
"22.01.2017 17:30";"22.0";"756.2";"763.5";"57";"Wind blowing from the south-west";"1";"";"Haze";"";"No Significant Clouds";"2.2";"13.0";
"22.01.2017 17:00";"22.0";"756.2";"763.5";"50";"Wind blowing from the south-west";"1";"";"Haze";"";"No Significant Clouds";"2.2";"11.0";
"22.01.2017 16:30";"22.0";"756.2";"763.5";"50";"Wind blowing from the south-southwest";"1";"";"Haze";"";"No Significant Clouds";"2.2";"11.0";
"22.01.2017 16:00";"23.0";"756.2";"763.5";"44";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.2";"10.0";
"22.01.2017 15:30";"24.0";"756.2";"763.5";"41";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"2.5";"10.0";
"22.01.2017 15:00";"24.0";"756.2";"763.5";"39";"Wind blowing from the west-southwest";"2";"";"Haze";"";"Few clouds (10-30%) 6000 m";"2.5";"9.0";
"22.01.2017 14:30";"24.0";"757.0";"764.3";"41";"Wind blowing from the south-west";"2";"";"Haze";"";"Scattered clouds (40-50%) 3000 m";"2.5";"10.0";
"22.01.2017 14:00";"23.0";"757.0";"764.3";"44";"Wind blowing from the west";"2";"";"Haze";"";"Scattered clouds (40-50%) 3000 m";"2.2";"10.0";
"22.01.2017 13:30";"23.0";"757.7";"765.0";"44";"Wind blowing from the west-southwest";"2";"";"Haze";"";"Scattered clouds (40-50%) 3000 m";"1.9";"10.0";
"22.01.2017 13:00";"22.0";"757.7";"765.0";"47";"Wind blowing from the west";"2";"";"Haze";"";"Scattered clouds (40-50%) 3000 m";"1.9";"10.0";
"22.01.2017 12:30";"21.0";"758.5";"765.8";"53";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.7";"11.0";
"22.01.2017 12:00";"20.0";"759.2";"766.6";"56";"Wind blowing from the north-west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"22.01.2017 11:30";"20.0";"759.9";"767.3";"56";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"22.01.2017 11:00";"18.0";"759.9";"767.3";"68";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"1.5";"12.0";
"22.01.2017 10:30";"17.0";"760.6";"768.1";"68";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.5";"11.0";
"22.01.2017 10:00";"15.0";"760.6";"768.1";"82";"Wind blowing from the south-west";"1";"";"Mist";"";"No Significant Clouds";"1.4";"12.0";
"22.01.2017 09:30";"14.0";"760.6";"768.1";"82";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.2";"11.0";
"22.01.2017 09:00";"13.0";"759.7";"767.3";"88";"variable wind direction";"1";"";"Ground fog";"";"No Significant Clouds";"1.0";"11.0";
"22.01.2017 08:30";"12.0";"759.7";"767.3";"94";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.8";"11.0";
"22.01.2017 08:00";"12.0";"759.0";"766.6";"88";"Calm, no wind";"0";"";"Fog";"";"No Significant Clouds";"0.7";"10.0";
"22.01.2017 07:00";"11.0";"758.2";"765.8";"88";"Wind blowing from the south";"1";"";"Mist";"";"No Significant Clouds";"1.0";"9.0";
"22.01.2017 06:00";"12.0";"758.2";"765.8";"94";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"11.0";
"22.01.2017 05:00";"11.0";"757.4";"765.0";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"9.0";
"22.01.2017 04:00";"12.0";"757.4";"765.0";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"22.01.2017 03:00";"12.0";"757.4";"765.0";"88";"Calm, no wind";"0";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"22.01.2017 00:00";"15.0";"757.5";"765.0";"77";"Wind blowing from the west-southwest";"1";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.01.2017 23:00";"15.0";"757.5";"765.0";"77";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.01.2017 22:00";"15.0";"757.5";"765.0";"77";"Wind blowing from the west-southwest";"1";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.01.2017 21:00";"15.0";"757.5";"765.0";"77";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.01.2017 20:30";"15.0";"757.5";"765.0";"77";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"11.0";
"21.01.2017 20:00";"16.0";"757.5";"765.0";"68";"Wind blowing from the south-west";"1";"";"Haze";"";"No Significant Clouds";"1.8";"10.0";
"21.01.2017 19:30";"17.0";"757.6";"765.0";"73";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"21.01.2017 19:00";"18.0";"756.9";"764.3";"68";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"1.8";"12.0";
"21.01.2017 18:30";"19.0";"756.9";"764.3";"64";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.0";"12.0";
"21.01.2017 17:30";"21.0";"757.0";"764.3";"60";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"2.5";"13.0";
"21.01.2017 17:00";"21.0";"757.0";"764.3";"53";"Calm, no wind";"0";"";"Haze";"";"No Significant Clouds";"3.0";"11.0";
"21.01.2017 16:30";"21.0";"757.0";"764.3";"50";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"3.5";"10.0";
"21.01.2017 16:00";"22.0";"757.0";"764.3";"44";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"4.0";"9.0";
"21.01.2017 15:30";"22.0";"757.0";"764.3";"38";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"4.0";"7.0";
"21.01.2017 15:00";"22.0";"757.0";"764.3";"44";"Wind blowing from the west";"3";"";"Haze";"";"No Significant Clouds";"4.0";"9.0";
"21.01.2017 14:30";"23.0";"757.0";"764.3";"38";"Wind blowing from the west-southwest";"4";"";"Haze";"";"No Significant Clouds";"4.0";"8.0";
"21.01.2017 14:00";"23.0";"757.0";"764.3";"38";"Wind blowing from the west-northwest";"3";"";"Haze";"";"No Significant Clouds";"4.0";"8.0";
"21.01.2017 13:30";"22.0";"757.0";"764.3";"41";"Wind blowing from the west-southwest";"3";"";"Haze";"";"No Significant Clouds";"3.5";"8.0";
"21.01.2017 13:00";"21.0";"757.7";"765.0";"43";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"8.0";
"21.01.2017 12:30";"21.0";"758.5";"765.8";"40";"Wind blowing from the south-west";"3";"";"Haze";"";"No Significant Clouds";"3.0";"7.0";
"21.01.2017 12:00";"20.0";"758.4";"765.8";"49";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
"21.01.2017 11:30";"19.0";"759.2";"766.6";"52";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"3.0";"9.0";
"21.01.2017 11:00";"18.0";"759.2";"766.6";"52";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"8.0";
"21.01.2017 10:30";"17.0";"759.1";"766.6";"59";"Wind blowing from the west";"2";"";"Haze";"";"No Significant Clouds";"2.0";"9.0";
"21.01.2017 10:00";"16.0";"759.1";"766.6";"63";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.0";"9.0";
"21.01.2017 09:30";"15.0";"759.1";"766.6";"72";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"1.8";"10.0";
"21.01.2017 09:00";"14.0";"759.1";"766.6";"77";"Wind blowing from the south-southwest";"2";"";"Mist";"";"No Significant Clouds";"1.5";"10.0";
"21.01.2017 08:30";"12.0";"758.2";"765.8";"82";"Wind blowing from the south-west";"2";"";"Mist";"";"Few clouds (10-30%) 3000 m";"1.3";"9.0";
"21.01.2017 08:00";"12.0";"758.2";"765.8";"77";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 3000 m";"1.2";"8.0";
"21.01.2017 07:00";"10.0";"757.4";"765.0";"88";"Wind blowing from the south-southwest";"1";"";"Mist";"";"Scattered clouds (40-50%) 3000 m";"2.0";"8.0";
"21.01.2017 06:00";"11.0";"756.7";"764.3";"77";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"2.0";"7.0";
"21.01.2017 05:00";"11.0";"755.9";"763.5";"77";"Wind blowing from the south-west";"1";"";"Mist";"";"No Significant Clouds";"2.0";"7.0";
"21.01.2017 04:00";"12.0";"755.9";"763.5";"77";"Wind blowing from the south-west";"3";"";"Mist";"";"No Significant Clouds";"2.0";"8.0";
"21.01.2017 03:00";"13.0";"756.0";"763.5";"77";"Wind blowing from the south-west";"2";"";"Mist";"";"No Significant Clouds";"2.0";"9.0";
"21.01.2017 00:00";"14.0";"756.8";"764.3";"77";"Wind blowing from the west-southwest";"1";"";"Mist";"";"No Significant Clouds";"2.0";"10.0";
"20.01.2017 23:00";"15.0";"756.8";"764.3";"72";"Wind blowing from the west-southwest";"1";"";"Mist";"";"No Significant Clouds";"2.0";"10.0";
"20.01.2017 22:00";"15.0";"756.8";"764.3";"72";"Wind blowing from the south";"2";"";"Mist";"";"No Significant Clouds";"2.0";"10.0";
"20.01.2017 21:00";"15.0";"756.8";"764.3";"77";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"2.2";"11.0";
"20.01.2017 20:30";"16.0";"756.8";"764.3";"68";"Wind blowing from the south";"2";"";"Haze";"";"No Significant Clouds";"2.5";"10.0";
"20.01.2017 20:00";"16.0";"756.1";"763.5";"68";"Wind blowing from the south";"2";"";"Haze";"";"No Significant Clouds";"2.5";"10.0";
"20.01.2017 19:30";"18.0";"755.4";"762.8";"60";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"2.5";"10.0";
"20.01.2017 19:00";"18.0";"755.4";"762.8";"60";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"20.01.2017 18:30";"18.0";"755.4";"762.8";"60";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"20.01.2017 18:00";"20.0";"755.5";"762.8";"53";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"3.0";"10.0";
"20.01.2017 17:30";"21.0";"755.5";"762.8";"50";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"3.5";"10.0";
"20.01.2017 17:00";"21.0";"755.5";"762.8";"43";"Wind blowing from the south-southwest";"2";"";"Haze";"";"No Significant Clouds";"4.0";"8.0";
"20.01.2017 16:30";"23.0";"755.5";"762.8";"38";"Wind blowing from the south-west";"2";"";"Haze";"";"No Significant Clouds";"4.0";"8.0";
"20.01.2017 16:00";"23.0";"755.5";"762.8";"33";"Wind blowing from the west-southwest";"2";"";"Haze";"";"No Significant Clouds";"5.0";"6.0";
