# Weather station Hamirpur, India, WMO_ID=42469,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42469&lang=en
#
"Local time in Hamirpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2017 17:30";"33.2";"736.3";"745.3";"";"66";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"22.06.2017 08:30";"31.2";"740.7";"749.8";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"21.06.2017 17:30";"27.2";"737.6";"746.8";"";"83";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"38.6";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"21.06.2017 08:30";"31.2";"740.8";"749.9";"";"71";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"20.06.2017 17:30";"37.2";"736.9";"745.8";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"20.06.2017 08:30";"";"";"750.4";"";"";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"";"";"";"";"24.2";"";"";"";"";"";"";
"19.06.2017 17:30";"37.2";"736.5";"745.4";"";"52";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"18.06.2017 08:30";"35.2";"740.4";"749.4";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"17.06.2017 17:30";"38.2";"738.1";"747.0";"";"48";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"17.06.2017 08:30";"31.2";"741.7";"750.8";"";"64";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"16.06.2017 17:30";"37.2";"738.6";"747.5";"";"47";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"15.06.2017 17:30";"40.2";"737.7";"746.5";"";"45";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"15.06.2017 08:30";"35.2";"742.0";"751.0";"";"67";"Wind blowing from the south-east";"1";"";"";"no clouds";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"30.2";"";"";"";"";"";"";"2.0";"28.2";"";"";"";"";"";"";
"14.06.2017 17:30";"40.2";"738.2";"747.0";"";"45";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"14.06.2017 08:30";"39.2";"740.6";"749.5";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"13.06.2017 17:30";"40.2";"736.0";"744.8";"";"45";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"13.06.2017 08:30";"38.2";"740.2";"749.1";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"32.0";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"12.06.2017 17:30";"40.2";"738.8";"747.6";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.06.2017 17:30";"39.2";"737.3";"746.1";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"10.06.2017 08:30";"36.2";"742.3";"751.3";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"09.06.2017 17:30";"38.2";"738.3";"747.2";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"08.06.2017 17:30";"33.2";"739.9";"748.9";"";"78";"Wind blowing from the north-east";"3";"";"";"50%.";" ";"";"";"";"39.2";"";"";"600-1000";"";"";"2.0";"28.9";"";"";"";"";"";"";
"07.06.2017 17:30";"35.6";"741.5";"750.5";"";"66";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"07.06.2017 08:30";"31.2";"743.6";"752.8";"";"77";"Wind blowing from the south-east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.2";"";"";"";"600-1000";"";"";"2.0";"26.8";"";"";"";"";"";"";
"06.06.2017 17:30";"36.2";"740.2";"749.2";"";"62";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.8";"";"";"";"";"";"";
"06.06.2017 08:30";"37.2";"741.7";"750.7";"";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"05.06.2017 17:30";"42.2";"736.3";"745.0";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"05.06.2017 08:30";"38.2";"740.5";"749.4";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"04.06.2017 17:30";"42.2";"736.8";"745.6";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"04.06.2017 08:30";"36.2";"740.0";"749.0";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"03.06.2017 17:30";"";"";"745.2";"";"";"Wind blowing from the north-east";"16";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"100-200";"";"";"0.2";"24.9";"";"";"";"";"";"";
"02.06.2017 17:30";"40.2";"738.8";"747.6";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"02.06.2017 08:30";"33.2";"742.5";"751.6";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.06.2017 17:30";"37.2";"738.8";"747.7";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"01.06.2017 08:30";"32.2";"741.6";"750.7";"";"71";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"31.05.2017 17:30";"36.2";"738.4";"747.3";"";"62";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"31.05.2017 08:30";"31.2";"740.5";"749.6";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"30.05.2017 17:30";"33.2";"736.4";"745.4";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"30.05.2017 08:30";"31.2";"740.4";"749.5";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"29.05.2017 17:30";"30.2";"738.1";"747.2";"";"78";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"29.05.2017 08:30";"26.4";"740.2";"749.5";"";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"28.05.2017 17:30";"38.2";"737.3";"746.2";"";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"28.05.2017 08:30";"32.2";"741.1";"750.2";"";"71";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.05.2017 17:30";"37.2";"738.0";"746.9";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"27.05.2017 08:30";"33.2";"740.7";"749.8";"";"66";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"26.05.2017 17:30";"43.2";"736.3";"745.0";"";"45";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"45.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.9";"";"";"";"";"";"";
"26.05.2017 08:30";"36.2";"741.7";"750.7";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"";"27.8";"";"";"";"";"";"";
"25.05.2017 17:30";"42.2";"737.9";"746.7";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"24.05.2017 17:30";"40.2";"739.2";"748.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"24.05.2017 08:30";"33.2";"744.0";"753.1";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"23.05.2017 17:30";"39.2";"740.3";"749.2";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"23.05.2017 08:30";"25.2";"742.5";"751.8";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.05.2017 17:30";"40.2";"";"";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"22.05.2017 08:30";"34.2";"741.7";"750.7";"";"55";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"29.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"21.05.2017 17:30";"36.2";"738.5";"747.4";"";"46";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.0";"";"";"";"";"";"";
"21.05.2017 08:30";"35.2";"743.2";"752.2";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"20.05.2017 17:30";"42.5";"742.7";"751.5";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"20.05.2017 08:30";"34.2";"744.3";"753.4";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"19.05.2017 17:30";"37.2";"740.7";"749.6";"";"43";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"19.05.2017 08:30";"32.2";"743.4";"752.5";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"18.05.2017 17:30";"35.2";"740.7";"749.7";"";"51";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"18.05.2017 08:30";"31.2";"743.3";"752.5";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"17.05.2017 17:30";"27.2";"740.6";"749.8";"";"83";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"38.2";"";"";"600-1000";"";"";"4.0";"24.0";"";"";"";"";"";"";
"16.05.2017 17:30";"42.2";"737.2";"746.0";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"15.05.2017 17:30";"42.2";"737.5";"746.3";"";"31";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"15.05.2017 08:30";"35.2";"744.9";"753.9";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"14.05.2017 17:30";"43.2";"741.8";"750.6";"";"32";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"44.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"14.05.2017 08:30";"35.2";"744.4";"753.4";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"13.05.2017 17:30";"40.2";"740.7";"749.6";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"12.05.2017 17:30";"37.2";"742.3";"751.3";"";"35";"Wind blowing from the north-west";"9";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"42.2";"";"";"600-1000";"";"";"1.0";"19.4";"";"";"";"";"";"";
"12.05.2017 08:30";"32.2";"745.8";"754.9";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"11.05.2017 17:30";"39.2";"742.3";"751.2";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.05.2017 08:30";"33.2";"746.1";"755.2";"";"60";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"10.05.2017 08:30";"31.2";"745.1";"754.3";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"09.05.2017 17:30";"39.2";"737.0";"745.8";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"09.05.2017 08:30";"32.2";"745.0";"754.1";"";"52";"";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"08.05.2017 17:30";"41.2";"740.4";"749.2";"";"30";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"42.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"08.05.2017 08:30";"34.2";"745.8";"754.9";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"07.05.2017 17:30";"42.2";"741.1";"749.9";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"07.05.2017 08:30";"35.2";"746.7";"755.8";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"06.05.2017 17:30";"41.2";"742.2";"751.0";"";"23";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"43.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.2";"";"";"";"";"";"";
"06.05.2017 08:30";"34.2";"747.3";"756.4";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"05.05.2017 17:30";"39.2";"742.7";"751.6";"";"17";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"40.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.1";"";"";"";"";"";"";
"04.05.2017 17:30";"39.2";"743.9";"752.8";"";"28";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.5";"";"";"";"";"";"";
"04.05.2017 08:30";"32.2";"747.5";"756.7";"";"59";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"03.05.2017 17:30";"39.2";"743.0";"751.9";"";"32";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"42.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.6";"";"";"";"";"";"";
"03.05.2017 08:30";"33.2";"746.3";"755.4";"";"34";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.2";"";"";"";"";"";"";
"02.05.2017 17:30";"39.2";"744.7";"753.6";"";"21";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"02.05.2017 08:30";"34.2";"747.6";"756.7";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"01.05.2017 08:30";"31.2";"747.1";"756.3";"";"41";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.6";"";"";"";"";"";"";
"30.04.2017 17:30";"38.2";"741.7";"750.6";"";"27";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"41.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.0";"";"";"";"";"";"";
"30.04.2017 08:30";"34.2";"746.5";"755.6";"";"55";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"29.04.2017 17:30";"39.2";"741.9";"750.8";"";"28";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.5";"";"";"";"";"";"";
"29.04.2017 08:30";"33.2";"746.1";"755.2";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"28.04.2017 17:30";"40.2";"742.1";"751.0";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"28.04.2017 08:30";"32.2";"746.7";"755.9";"";"";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.04.2017 17:30";"40.2";"743.4";"752.3";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"27.04.2017 08:30";"32.2";"746.3";"755.5";"";"52";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"26.04.2017 17:30";"38.2";"741.7";"750.6";"";"43";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"25.04.2017 17:30";"38.2";"741.5";"750.4";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"25.04.2017 08:30";"32.2";"744.6";"753.7";"";"59";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"24.04.2017 17:30";"39.2";"740.6";"749.5";"";"44";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"24.04.2017 08:30";"33.2";"744.4";"753.5";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"23.04.2017 17:30";"34.2";"740.0";"749.0";"";"82";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"30.6";"";"";"";"";"";"";
"23.04.2017 08:30";"33.2";"743.2";"752.3";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.04.2017 17:30";"40.2";"739.5";"748.3";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"22.04.2017 08:30";"34.2";"742.6";"751.7";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"21.04.2017 17:30";"39.2";"738.0";"746.8";"";"49";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"20.04.2017 17:30";"43.2";"738.2";"746.9";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.2";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"20.04.2017 08:30";"34.2";"742.8";"751.9";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.04.2017 17:30";"44.2";"739.3";"748.0";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"18.04.2017 17:30";"40.2";"740.6";"749.5";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"18.04.2017 08:30";"31.2";"745.2";"754.4";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"17.04.2017 17:30";"38.2";"741.4";"750.3";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"16.04.2017 17:30";"38.2";"741.2";"750.1";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"16.04.2017 08:30";"29.2";"744.2";"753.4";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
