# Weather station Chandrapur, India, WMO_ID=43029,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43029&lang=en
#
"Local time in Chandrapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.11.2017 08:30";"18.2";"744.7";"761.7";"";"73";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"29.11.2017 17:30";"27.8";"741.7";"758.1";"0.0";"46";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"29.11.2017 14:30";"29.0";"741.7";"758.1";"-3.9";"38";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.11.2017 11:30";"27.4";"745.6";"762.1";"0.0";"48";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"29.11.2017 08:30";"20.6";"745.6";"762.5";"";"61";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.11.2017 17:30";"27.6";"741.7";"758.1";"0.0";"44";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.11.2017 14:30";"31.0";"741.7";"758.0";"-3.0";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"28.11.2017 11:30";"27.4";"744.7";"761.2";"-1.0";"39";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"28.11.2017 08:30";"18.6";"745.7";"762.7";"";"70";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"27.11.2017 17:30";"27.2";"740.9";"757.3";"";"46";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"27.11.2017 11:30";"25.8";"745.5";"762.1";"0.1";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"27.11.2017 08:30";"16.6";"745.4";"762.6";"";"74";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"26.11.2017 17:30";"29.4";"743.0";"759.4";"3.7";"36";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"26.11.2017 14:30";"30.4";"739.3";"755.5";"-6.0";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"26.11.2017 11:30";"27.6";"745.3";"761.8";"-0.7";"38";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"26.11.2017 08:30";"19.0";"746.0";"763.0";"";"63";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"25.11.2017 17:30";"27.4";"743.5";"760.0";"0.7";"44";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"25.11.2017 14:30";"31.0";"742.8";"759.1";"-2.3";"30";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"25.11.2017 11:30";"28.2";"745.1";"761.6";"0.0";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"25.11.2017 08:30";"19.6";"745.1";"762.1";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"24.11.2017 17:30";"29.4";"742.1";"758.4";"0.0";"51";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"24.11.2017 14:30";"31.2";"742.1";"758.3";"-2.1";"48";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"24.11.2017 11:30";"28.6";"744.2";"760.6";"-0.8";"57";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"24.11.2017 08:30";"23.2";"745.0";"761.8";"";"69";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"23.11.2017 17:30";"30.2";"739.7";"756.0";"-0.7";"58";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"23.11.2017 14:30";"31.6";"740.4";"756.6";"-1.6";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"23.11.2017 11:30";"29.2";"742.0";"758.4";"-1.3";"61";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"23.11.2017 08:30";"24.4";"743.3";"760.0";"";"80";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"22.11.2017 17:30";"30.2";"739.6";"755.9";"-0.6";"68";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.11.2017 14:30";"30.2";"740.2";"756.5";"-1.7";"69";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"22.11.2017 11:30";"30.2";"741.9";"758.2";"-0.9";"55";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"22.11.2017 08:30";"25.2";"742.8";"759.4";"";"74";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"21.11.2017 17:30";"30.2";"742.0";"758.3";"0.7";"68";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"21.11.2017 14:30";"31.6";"741.3";"757.5";"-2.0";"64";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"21.11.2017 11:30";"30.2";"743.3";"759.6";"-1.0";"69";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"21.11.2017 08:30";"25.0";"744.3";"760.9";"";"77";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"20.11.2017 17:30";"30.2";"742.0";"758.3";"0.7";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"20.11.2017 14:30";"32.0";"741.3";"757.5";"-2.9";"60";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"20.11.2017 11:30";"30.2";"744.2";"760.6";"-1.7";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"20.11.2017 08:30";"25.8";"745.9";"762.5";"";"73";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"19.11.2017 17:30";"30.6";"745.0";"761.3";"4.6";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"19.11.2017 14:30";"32.2";"740.4";"756.6";"-3.0";"59";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"19.11.2017 11:30";"30.2";"743.4";"759.7";"-0.9";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"19.11.2017 08:30";"23.2";"744.3";"761.0";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"18.11.2017 17:30";"30.2";"740.4";"756.7";"-0.2";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"18.11.2017 14:30";"32.2";"740.6";"756.8";"-2.2";"63";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"18.11.2017 11:30";"30.4";"742.8";"759.1";"0.0";"63";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"18.11.2017 08:30";"24.2";"742.8";"759.5";"";"82";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.11.2017 17:30";"29.4";"738.3";"754.6";"-1.7";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"17.11.2017 14:30";"30.4";"740.0";"756.2";"-2.1";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"17.11.2017 11:30";"29.6";"742.1";"758.4";"-0.1";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"17.11.2017 08:30";"25.0";"742.2";"758.8";"";"79";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"16.11.2017 17:30";"28.2";"739.2";"755.5";"0.2";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"16.11.2017 14:30";"31.4";"739.0";"755.2";"-2.4";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"16.11.2017 11:30";"28.4";"741.4";"757.8";"-0.7";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"16.11.2017 08:30";"23.2";"742.1";"758.8";"";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"15.11.2017 17:30";"31.4";"738.2";"754.4";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"15.11.2017 11:30";"31.2";"740.9";"757.1";"-0.7";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"15.11.2017 08:30";"23.8";"741.6";"758.2";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"14.11.2017 17:30";"29.6";"738.6";"754.9";"0.1";"67";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"14.11.2017 14:30";"31.4";"738.5";"754.7";"-3.2";"66";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.11.2017 11:30";"30.0";"741.7";"758.0";"0.0";"65";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"14.11.2017 08:30";"22.0";"741.7";"758.5";"";"77";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"13.11.2017 17:30";"28.6";"738.6";"754.9";"-0.7";"67";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"13.11.2017 14:30";"30.6";"739.3";"755.5";"-2.3";"63";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"13.11.2017 11:30";"29.0";"741.6";"758.0";"-1.0";"62";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"13.11.2017 08:30";"21.0";"742.6";"759.4";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"12.11.2017 17:30";"27.8";"741.3";"757.7";"0.4";"62";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"12.11.2017 14:30";"29.4";"740.9";"757.2";"-2.2";"56";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"12.11.2017 11:30";"28.4";"743.1";"759.5";"0.0";"57";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"12.11.2017 08:30";"18.0";"743.1";"760.1";"";"82";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"11.11.2017 17:30";"27.6";"741.5";"757.9";"0.1";"62";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"11.11.2017 14:30";"30.4";"741.4";"757.7";"-2.3";"56";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"11.11.2017 11:30";"27.4";"743.7";"760.2";"-1.6";"60";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"11.11.2017 08:30";"21.0";"745.3";"762.2";"";"77";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"10.11.2017 17:30";"29.0";"742.3";"758.7";"-0.2";"62";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"10.11.2017 14:30";"30.2";"742.5";"758.8";"-1.3";"78";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"10.11.2017 11:30";"28.6";"743.8";"760.2";"-0.6";"60";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"10.11.2017 08:30";"21.2";"744.4";"761.3";"";"75";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"09.11.2017 17:30";"29.6";"740.7";"757.0";"-0.9";"61";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"09.11.2017 14:30";"31.4";"741.6";"757.8";"-2.1";"57";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"09.11.2017 11:30";"30.0";"743.7";"760.1";"0.0";"56";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"09.11.2017 08:30";"22.6";"743.7";"760.5";"";"76";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"08.11.2017 17:30";"30.6";"741.9";"758.2";"-0.6";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"08.11.2017 14:30";"31.2";"742.5";"758.8";"-2.1";"58";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"08.11.2017 11:30";"30.6";"744.6";"760.9";"-0.7";"57";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"08.11.2017 08:30";"22.2";"745.3";"762.1";"";"76";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"07.11.2017 17:30";"29.8";"743.0";"759.3";"0.8";"62";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"07.11.2017 14:30";"31.2";"742.2";"758.5";"-2.2";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.11.2017 11:30";"30.0";"744.4";"760.8";"-1.3";"61";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"07.11.2017 08:30";"21.8";"745.7";"762.6";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"06.11.2017 17:30";"30.4";"742.2";"758.5";"0.1";"58";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"06.11.2017 14:30";"30.8";"742.1";"758.4";"-3.2";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"06.11.2017 11:30";"30.0";"745.3";"761.7";"0.1";"54";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"06.11.2017 08:30";"22.8";"745.2";"762.0";"";"73";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"05.11.2017 17:30";"30.4";"742.2";"758.5";"-0.1";"51";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"05.11.2017 14:30";"31.4";"742.3";"758.5";"-2.1";"54";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"05.11.2017 11:30";"29.6";"744.4";"760.8";"-0.9";"55";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.11.2017 08:30";"23.0";"745.3";"762.1";"";"74";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"04.11.2017 17:30";"28.2";"744.8";"761.3";"2.6";"60";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"04.11.2017 14:30";"30.4";"742.2";"758.5";"-1.6";"54";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"04.11.2017 11:30";"29.0";"743.8";"760.2";"-0.6";"54";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"04.11.2017 08:30";"22.6";"744.4";"761.2";"";"73";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"03.11.2017 17:30";"29.0";"740.7";"757.0";"-0.1";"55";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"03.11.2017 14:30";"31.2";"740.8";"757.0";"-2.7";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.11.2017 11:30";"29.4";"743.5";"759.9";"-0.9";"55";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"03.11.2017 08:30";"22.2";"744.4";"761.2";"";"74";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"02.11.2017 17:30";"29.4";"741.4";"757.7";"0.0";"55";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"02.11.2017 14:30";"31.2";"741.4";"757.6";"-2.9";"49";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"02.11.2017 11:30";"28.8";"744.3";"760.7";"-0.9";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"02.11.2017 08:30";"22.0";"745.2";"762.0";"";"79";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"01.11.2017 17:30";"29.6";"742.2";"758.5";"0.1";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.11.2017 14:30";"31.4";"742.1";"758.3";"-2.2";"48";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"01.11.2017 11:30";"29.4";"744.3";"760.7";"-0.9";"57";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"01.11.2017 08:30";"21.8";"745.2";"762.0";"";"84";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"31.10.2017 17:30";"29.8";"741.4";"757.7";"-0.6";"57";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"31.10.2017 14:30";"32.2";"742.0";"758.2";"0.1";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"31.10.2017 11:30";"30.8";"741.9";"758.2";"-1.6";"57";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"31.10.2017 08:30";"22.4";"743.5";"760.3";"";"81";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"30.10.2017 17:30";"30.6";"741.9";"758.2";"3.0";"50";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"30.10.2017 14:30";"32.4";"738.9";"755.0";"-6.1";"47";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"30.10.2017 11:30";"30.2";"745.0";"761.4";"0.0";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"30.10.2017 08:30";"23.2";"745.0";"761.8";"";"84";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"29.10.2017 17:30";"30.8";"742.7";"759.0";"0.0";"56";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"29.10.2017 14:30";"32.4";"742.7";"758.9";"-2.2";"45";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"29.10.2017 11:30";"31.2";"744.9";"761.2";"0.0";"54";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"29.10.2017 08:30";"23.2";"744.9";"761.7";"";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"28.10.2017 17:30";"30.0";"742.7";"759.0";"";"59";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
