# Weather station Khammam, India, WMO_ID=43137,selection from 14.01.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43137&lang=en
#
"Local time in Khammam";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.04.2016 17:30";"39.0";"744.8";"753.9";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"05.04.2016 08:30";"31.0";"748.9";"758.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"04.04.2016 17:30";"39.0";"744.4";"753.5";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"04.04.2016 08:30";"31.6";"749.1";"758.4";"";"79";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"25.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.5";"";"";"";"";"";"";
"03.04.2016 17:30";"36.6";"746.5";"755.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"02.04.2016 08:30";"31.0";"749.2";"758.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"01.04.2016 17:30";"37.8";"744.7";"753.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"01.04.2016 08:30";"30.4";"748.7";"758.1";"";"77";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"31.03.2016 08:30";"29.4";"750.7";"760.1";"";"79";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"30.03.2016 17:30";"36.4";"747.1";"756.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"30.03.2016 08:30";"30.0";"750.9";"760.3";"";"75";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"29.03.2016 17:30";"36.0";"747.3";"756.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"29.03.2016 08:30";"30.0";"751.0";"760.5";"";"75";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"23.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"28.03.2016 17:30";"35.8";"747.1";"756.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"28.03.2016 08:30";"30.0";"752.1";"761.5";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"27.03.2016 17:30";"35.0";"747.3";"756.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"27.03.2016 08:30";"29.4";"750.7";"760.1";"";"76";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"26.03.2016 17:30";"36.6";"746.9";"756.1";"";"45";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"38.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"26.03.2016 08:30";"29.2";"751.6";"761.1";"";"83";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"25.03.2016 08:30";"29.6";"751.6";"761.1";"";"81";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"24.03.2016 17:30";"37.6";"747.1";"756.3";"";"46";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"39.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"24.03.2016 08:30";"31.2";"750.5";"759.9";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"23.03.2016 17:30";"38.2";"745.3";"754.3";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"23.03.2016 08:30";"31.6";"748.7";"758.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"22.03.2016 08:30";"31.6";"747.4";"756.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"21.03.2016 17:30";"38.4";"744.4";"753.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"21.03.2016 08:30";"31.2";"749.2";"758.5";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"19.03.2016 08:30";"29.8";"749.6";"759.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"18.03.2016 17:30";"36.2";"745.4";"754.6";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"18.03.2016 08:30";"30.6";"750.3";"759.7";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.9";"";"";"";"";"";"";
"17.03.2016 17:30";"36.6";"745.9";"755.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"27.6";"";"";"";"";"";"";
"17.03.2016 08:30";"29.6";"750.3";"759.7";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.4";"";"";"";"";"";"";
"16.03.2016 08:30";"29.6";"750.3";"759.7";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"15.03.2016 17:30";"35.0";"746.5";"755.8";"";"50";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"36.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"15.03.2016 08:30";"29.4";"751.2";"760.6";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"14.03.2016 17:30";"32.8";"754.5";"756.3";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"10.03.2016 08:30";"27.0";"750.5";"760.0";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"05.03.2016 08:30";"27.6";"751.3";"760.8";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"04.03.2016 17:30";"33.0";"748.6";"757.9";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"04.03.2016 08:30";"26.6";"752.1";"761.6";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"03.03.2016 08:30";"29.0";"753.4";"762.8";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"23.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"02.03.2016 17:30";"32.6";"749.5";"758.8";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"02.03.2016 08:30";"28.8";"752.8";"762.3";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.8";"";"";"";"";"";"";
"01.03.2016 17:30";"31.2";"749.5";"758.8";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"01.03.2016 08:30";"25.2";"752.8";"762.3";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"29.02.2016 08:30";"28.0";"754.5";"764.0";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"28.02.2016 17:30";"33.4";"750.7";"760.0";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"28.02.2016 08:30";"28.6";"754.3";"763.8";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"27.02.2016 17:30";"32.0";"750.2";"761.1";"";"45";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"27.02.2016 08:30";"28.4";"753.8";"763.3";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"26.02.2016 17:30";"32.0";"749.7";"759.0";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.7";"";"";"";"";"";"";
"26.02.2016 08:30";"28.4";"752.8";"762.2";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"25.02.2016 17:30";"32.0";"748.5";"757.8";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"24.02.2016 08:30";"27.2";"751.3";"760.9";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"23.02.2016 17:30";"32.2";"748.0";"757.3";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"23.02.2016 08:30";"26.6";"751.4";"760.9";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.2";"";"";"";"";"";"";
"22.02.2016 17:30";"34.0";"748.5";"757.7";"";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"22.02.2016 08:30";"28.0";"752.0";"761.5";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"21.02.2016 17:30";"34.0";"747.8";"757.0";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"20.02.2016 08:30";"25.4";"753.1";"762.6";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"19.02.2016 17:30";"32.6";"749.9";"759.2";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"19.02.2016 08:30";"24.2";"753.3";"762.9";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"18.02.2016 17:30";"32.6";"749.9";"759.2";"";"41";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"18.02.2016 08:30";"23.4";"752.8";"762.4";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"17.02.2016 17:30";"31.6";"749.9";"759.2";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"17.02.2016 08:30";"25.8";"753.7";"763.3";"";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.6";"";"";"";"";"";"";
"16.02.2016 08:30";"";"753.5";"763.1";"";"";"Wind blowing from the north-northeast";"19";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"15.02.2016 17:30";"31.0";"749.8";"759.1";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
