# Weather station Supaul, India, WMO_ID=42393,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42393&lang=en
#
"Local time in Supaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.05.2016 17:30";"31.2";"";"750.4";"";"71";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"29.05.2016 08:30";"27.8";"";"754.5";"";"84";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"28.05.2016 08:30";"27.8";"";"753.8";"";"74";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"22.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"27.05.2016 08:30";"27.6";"";"753.0";"";"74";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"22.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"26.05.2016 17:30";"33.0";"";"749.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"26.05.2016 08:30";"28.4";"";"752.5";"";"80";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"22.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"25.05.2016 08:30";"30.2";"";"750.1";"";"76";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"24.05.2016 08:30";"26.0";"";"754.8";"";"86";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"Moderate or heavy snow, or rain and snow mixed or hail at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Fog or ice fog or thick haze.";"23.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"23.05.2016 08:30";"29.6";"";"751.4";"";"80";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"22.05.2016 08:30";"29.0";"";"750.7";"";"67";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"21.05.2016 08:30";"27.2";"";"751.9";"";"86";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"20.05.2016 17:30";"30.8";"";"750.1";"";"73";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"20.05.2016 08:30";"27.0";"";"753.6";"";"84";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"23.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"19.05.2016 08:30";"24.8";"";"755.1";"";"90";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"22.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"18.05.2016 08:30";"26.4";"";"753.2";"";"75";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.05.2016 08:30";"30.4";"";"752.2";"";"77";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.05.2016 05:30";"30.4";"";"752.2";"";"77";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"15.05.2016 08:30";"28.2";"";"756.1";"";"76";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"13.05.2016 08:30";"23.8";"";"754.1";"";"91";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"19.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"12.05.2016 08:30";"28.8";"";"754.4";"";"66";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"11.05.2016 08:30";"27.0";"";"756.7";"";"76";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"10.05.2016 08:30";"31.2";"";"757.5";"";"66";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"25.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"09.05.2016 08:30";"29.8";"";"757.9";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"08.05.2016 17:30";"33.0";"";"754.3";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"08.05.2016 08:30";"27.6";"";"758.2";"";"73";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"21.1";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"06.05.2016 08:30";"28.2";"";"756.9";"";"70";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"05.05.2016 08:30";"28.2";"";"758.2";"";"66";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"21.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"04.05.2016 08:30";"23.6";"";"756.1";"";"75";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"18.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"03.05.2016 08:30";"27.0";"";"757.0";"";"71";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"20.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"02.05.2016 08:30";"28.4";"";"756.1";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"01.05.2016 08:30";"29.2";"";"753.9";"";"56";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"27.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"30.04.2016 08:30";"30.6";"";"754.6";"";"73";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"28.04.2016 08:30";"31.8";"";"754.0";"";"68";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"27.04.2016 08:30";"30.0";"";"755.5";"";"73";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"21.04.2016 14:30";"26.2";"";"753.1";"";"86";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"20.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"21.04.2016 11:30";"26.2";"";"753.1";"";"86";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"20.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"21.04.2016 08:30";"26.2";"";"753.1";"";"86";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"20.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"20.04.2016 08:30";"28.2";"";"755.9";"";"77";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"23.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"19.04.2016 08:30";"28.6";"";"755.3";"";"76";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"22.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"17.04.2016 08:30";"26.0";"";"755.5";"";"75";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"20.5";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"16.04.2016 08:30";"28.0";"";"754.6";"";"65";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.1";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"15.04.2016 08:30";"29.2";"";"755.2";"";"61";"Wind blowing from the east";"5";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"14.04.2016 11:30";"28.8";"";"753.4";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"14.04.2016 08:30";"29.2";"";"755.2";"";"61";"Wind blowing from the east";"5";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"13.04.2016 08:30";"29.0";"";"752.3";"";"41";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"12.04.2016 08:30";"31.2";"";"752.9";"";"46";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"11.04.2016 08:30";"28.4";"";"754.9";"";"74";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"10.04.2016 08:30";"29.0";"";"755.8";"";"42";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"09.04.2016 08:30";"31.0";"";"755.0";"";"44";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"08.04.2016 08:30";"30.6";"";"756.5";"";"46";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"07.04.2016 08:30";"27.6";"";"755.2";"";"58";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"18.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"06.04.2016 08:30";"27.4";"";"755.3";"";"77";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"20.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.04.2016 08:30";"28.0";"";"755.7";"";"83";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"04.04.2016 08:30";"26.8";"";"757.1";"";"80";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"19.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"03.04.2016 08:30";"27.8";"";"758.8";"";"70";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"19.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"02.04.2016 08:30";"24.6";"";"758.8";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"16.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"31.03.2016 08:30";"27.0";"";"759.1";"";"72";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"30.03.2016 08:30";"24.2";"";"758.9";"";"88";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"18.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"27.03.2016 08:30";"28.0";"";"759.2";"";"61";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.03.2016 08:30";"26.0";"";"760.6";"";"61";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"25.03.2016 08:30";"25.6";"";"762.0";"";"42";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"24.03.2016 08:30";"25.2";"";"761.7";"";"58";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"23.03.2016 08:30";"22.4";"";"758.1";"";"51";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"21.03.2016 08:30";"24.8";"";"756.6";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"20.03.2016 08:30";"25.0";"";"758.0";"";"48";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"19.03.2016 08:30";"";"";"757.9";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"14.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"18.03.2016 08:30";"25.8";"";"759.7";"";"42";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"16.03.2016 08:30";"23.6";"";"759.0";"";"61";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"14.03.2016 08:30";"21.4";"";"761.2";"";"77";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
