# Weather station Falam, Myanmar, WMO_ID=48031,selection from 01.04.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=48031&lang=en
#
"Local time in Falam";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.01.2015 15:30";"16.0";"";"";"";"61";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"8.5";"";"";"";"";"";"";
"20.01.2015 12:30";"16.0";"";"";"";"79";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"12.3";"";"";"";"";"";"";
"20.01.2015 09:30";"10.5";"";"";"";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.3";"10.5";"";"";"";"";"";"";
"20.01.2015 06:30";"11.0";"";"";"";"88";"Wind blowing from the north";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.3";"9.1";"";"";"";"";"";"";
"19.01.2015 18:30";"12.5";"";"";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"17.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"10.2";"";"";"";"";"";"";
"19.01.2015 15:30";"16.0";"";"";"";"61";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"8.5";"";"";"";"";"";"";
"19.01.2015 12:30";"16.5";"";"";"";"68";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"10.6";"";"";"";"";"";"";
"19.01.2015 09:30";"11.0";"";"";"";"88";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.3";"9.1";"";"";"";"";"";"";
"19.01.2015 06:30";"9.6";"";"";"";"99";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.3";"9.4";"";"";"";"";"";"";
"18.01.2015 18:30";"12.0";"";"";"";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, moderate at time of observation. ";"Rain.";"Fog or ice fog or thick haze.";"";"12.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"12.0";"";"";"";"";"";"";
"18.01.2015 15:30";"14.0";"";"";"";"90";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"12.4";"";"";"";"";"";"";
"18.01.2015 12:30";"11.6";"";"";"";"91";"Wind blowing from the south-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"10.2";"";"";"";"";"";"";
"18.01.2015 09:30";"11.0";"";"";"";"100";"Wind blowing from the south-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"11.0";"";"";"";"";"";"";
"18.01.2015 06:30";"10.0";"";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Rain.";"Fog or ice fog or thick haze.";"8.5";"";"";"";"";"";"";"0.3";"10.0";"";"";"";"";"";"";
"17.01.2015 18:30";"12.0";"";"";"";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, moderate at time of observation. ";"Rain.";"Fog or ice fog or thick haze.";"";"12.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"12.0";"";"";"";"";"";"";
"17.01.2015 15:30";"12.5";"";"";"";"100";"Wind blowing from the south-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.3";"12.5";"";"";"";"";"";"";
"17.01.2015 12:30";"12.6";"";"";"";"99";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.3";"12.5";"";"";"";"";"";"";
"17.01.2015 09:30";"12.0";"";"";"";"98";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"11.7";"";"";"";"";"";"";
"17.01.2015 06:30";"11.0";"";"";"";"100";"Wind blowing from the north";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Fog or ice fog or thick haze.";"10.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"10.0";"11.0";"";"";"";"";"";"";
"16.01.2015 18:30";"11.0";"";"";"";"100";"Wind blowing from the south-west";"1";"";"";"100%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"12.2";"";"100%.";"";"";"";"3.0";"11.0";"";"";"";"";"";"";
"16.01.2015 15:30";"12.0";"";"";"";"100";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"12.0";"";"";"";"";"";"";
"16.01.2015 12:30";"12.0";"";"";"";"98";"Wind blowing from the south";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"11.7";"";"";"";"";"";"";
"16.01.2015 09:30";"10.5";"";"";"";"98";"Wind blowing from the south-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"2500 or more, or no clouds.";"";"";"0.2";"10.2";"";"";"";"";"";"";
"16.01.2015 06:30";"9.8";"";"";"";"98";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"8.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.5";"";"";"";"";"";"";
"15.01.2015 18:30";"12.6";"";"";"";"88";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"20.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.7";"";"";"";"";"";"";
"15.01.2015 15:30";"20.0";"";"";"";"48";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.5";"";"";"";"";"";"";
"15.01.2015 12:30";"19.0";"";"";"";"55";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.6";"";"";"";"";"";"";
"15.01.2015 09:30";"15.5";"";"";"";"63";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.5";"";"";"";"";"";"";
"15.01.2015 06:30";"10.2";"";"";"";"86";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"8.7";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.9";"";"";"";"";"";"";
"14.01.2015 15:30";"18.5";"";"";"";"61";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"10.8";"";"";"";"";"";"";
"14.01.2015 12:30";"17.5";"";"";"";"65";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"10.8";"";"";"";"";"";"";
"14.01.2015 09:30";"12.0";"";"";"";"77";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"8.1";"";"";"";"";"";"";
"14.01.2015 06:30";"9.7";"";"";"";"89";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"8.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"7.9";"";"";"";"";"";"";
"13.01.2015 18:30";"12.2";"";"";"";"66";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"18.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"18.0";"5.9";"";"";"";"";"";"";
"13.01.2015 15:30";"13.5";"";"";"";"59";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"5.6";"";"";"";"";"";"";
"13.01.2015 12:30";"16.5";"";"";"";"40";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"2.8";"";"";"";"";"";"";
"13.01.2015 09:30";"12.2";"";"";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"3.0";"";"";"";"";"";"";
"13.01.2015 06:30";"8.0";"";"";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"7.5";"";"";"";"";"";"";"18.0";"3.5";"";"";"";"";"";"";
"12.01.2015 18:30";"11.0";"";"";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"5.0";"6.9";"";"";"";"";"";"";
"12.01.2015 15:30";"17.0";"";"";"";"43";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"100-200";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"4.4";"";"";"";"";"";"";
"12.01.2015 12:30";"16.0";"";"";"";"41";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"2.8";"";"";"";"";"";"";
"12.01.2015 09:30";"10.5";"";"";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"7.8";"";"";"";"";"";"";
"12.01.2015 06:30";"7.6";"";"";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"5.6";"";"";"";"";"";"";"5.0";"5.6";"";"";"";"";"";"";
"11.01.2015 18:30";"12.5";"";"";"";"62";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"19.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"18.0";"5.4";"";"";"";"";"";"";
"11.01.2015 15:30";"19.0";"";"";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"18.0";"4.7";"";"";"";"";"";"";
"11.01.2015 12:30";"18.0";"";"";"";"44";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"5.6";"";"";"";"";"";"";
"11.01.2015 09:30";"12.5";"";"";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"8.1";"";"";"";"";"";"";
"11.01.2015 06:30";"6.4";"";"";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"5.2";"";"";"";"";"";"";"5.0";"3.5";"";"";"";"";"";"";
"10.01.2015 18:30";"12.0";"";"";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"10.01.2015 15:30";"15.5";"";"";"";"53";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"5.9";"";"";"";"";"";"";
"10.01.2015 12:30";"16.0";"";"";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"18.0";"5.9";"";"";"";"";"";"";
"10.01.2015 09:30";"10.0";"";"";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"12.0";"1.8";"";"";"";"";"";"";
"10.01.2015 06:30";"6.7";"";"";"";"58";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"5.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"";"";"";"";"";"";"";
"09.01.2015 18:30";"15.0";"";"";"";"50";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"17.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"4.7";"";"";"";"";"";"";
"09.01.2015 15:30";"15.5";"";"";"";"43";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"2.8";"";"";"";"";"";"";
"09.01.2015 12:30";"13.6";"";"";"";"80";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"10.2";"";"";"";"";"";"";
"09.01.2015 09:30";"11.5";"";"";"";"80";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"8.1";"";"";"";"";"";"";
