# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.04.2017 17:30";"30.5";"752.8";"753.8";"";"78";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.2";"";"";"";"";"";"";
"06.04.2017 08:30";"28.0";"755.6";"756.6";"";"87";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2000-2500";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.04.2017 17:30";"31.5";"752.3";"753.3";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"05.04.2017 08:30";"29.0";"755.1";"756.1";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"27.5";"";"";"";"2000-2500";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.04.2017 17:30";"31.5";"752.3";"753.3";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"04.04.2017 08:30";"29.1";"754.8";"755.8";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"03.04.2017 17:30";"36.5";"751.2";"752.2";"";"43";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"37.0";"";"";"2000-2500";"";"";"2.0";"21.9";"";"";"";"";"";"";
"03.04.2017 08:30";"29.5";"753.9";"754.9";"";"77";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"02.04.2017 17:30";"31.5";"751.0";"752.0";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"02.04.2017 08:30";"29.0";"754.1";"755.1";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"01.04.2017 17:30";"33.0";"751.8";"752.8";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"01.04.2017 08:30";"28.0";"756.0";"757.0";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.7";"";"";"";"";"";"";
"31.03.2017 17:30";"34.5";"753.0";"754.0";"";"56";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"31.03.2017 08:30";"28.5";"756.3";"757.3";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"4.0";"25.6";"";"";"";"";"";"";
"30.03.2017 17:30";"32.0";"752.0";"753.0";"";"66";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"30.03.2017 08:30";"28.0";"754.0";"755.0";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"29.03.2017 17:30";"34.0";"752.4";"753.4";"";"56";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"29.03.2017 08:30";"27.5";"754.2";"755.2";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"28.03.2017 17:30";"33.0";"753.2";"754.2";"";"55";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"2000-2500";"";"";"4.0";"22.9";"";"";"";"";"";"";
"28.03.2017 08:30";"28.0";"756.3";"757.3";"";"80";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"2.0";"24.3";"";"";"";"";"";"";
"27.03.2017 17:30";"35.0";"754.4";"755.4";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"27.03.2017 08:30";"28.0";"756.9";"757.9";"";"80";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"26.03.2017 17:30";"32.5";"753.9";"754.9";"";"63";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"26.03.2017 08:30";"28.0";"756.3";"757.3";"";"78";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"25.03.2017 17:30";"33.5";"753.4";"754.4";"";"50";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"36.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"24.03.2017 17:30";"34.5";"753.6";"754.6";"";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"23.03.2017 17:30";"33.2";"754.2";"755.2";"";"36";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"22.03.2017 20:30";"31.0";"755.4";"756.4";"";"48";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.8";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"22.03.2017 17:30";"31.0";"755.4";"756.4";"";"48";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.7";"";"";"";"";"";"";
"22.03.2017 08:30";"23.0";"758.3";"759.4";"";"91";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.5";"";"";"";"";"";"";
"21.03.2017 17:30";"30.0";"758.1";"759.1";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"21.03.2017 08:30";"20.0";"759.8";"760.9";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"20.03.2017 17:30";"27.0";"756.0";"757.0";"";"56";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2000-2500";"";"";"4.0";"17.5";"";"";"";"";"";"";
"20.03.2017 08:30";"20.0";"757.7";"758.8";"";"81";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"18.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"16.7";"";"";"";"";"";"";
"19.03.2017 17:30";"30.5";"755.9";"756.9";"";"43";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2000-2500";"";"";"2.0";"16.6";"";"";"";"";"";"";
"19.03.2017 08:30";"24.0";"758.5";"759.5";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"18.03.2017 17:30";"31.0";"754.5";"755.5";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"18.03.2017 08:30";"25.5";"756.0";"757.0";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"17.03.2017 17:30";"32.5";"754.2";"755.2";"";"27";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"17.03.2017 08:30";"21.0";"756.6";"757.7";"";"95";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"2.0";"20.1";"";"";"";"";"";"";
"16.03.2017 08:30";"18.5";"760.1";"761.2";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"15.03.2017 17:30";"28.0";"757.1";"758.1";"";"31";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"14.03.2017 17:30";"28.0";"758.4";"759.4";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"14.03.2017 08:30";"20.5";"760.4";"761.5";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"13.03.2017 17:30";"26.5";"758.1";"759.1";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"13.03.2017 08:30";"21.0";"759.3";"760.4";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"11.03.2017 17:30";"28.5";"753.4";"754.4";"";"67";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"10.03.2017 17:30";"30.0";"750.7";"751.7";"-0.1";"65";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"55.0";"22.7";"";"";"";"";"";"";
"10.03.2017 14:30";"27.8";"750.8";"751.8";"";"67";"Wind blowing from the south-east";"3";"";"";"100%.";"Thunderstorm, slight or moderate, with hail at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"0.5";"21.2";"";"";"";"";"";"";
"10.03.2017 08:30";"22.5";"754.8";"755.8";"";"96";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.8";"";"";"";"";"";"";
"09.03.2017 17:30";"29.0";"752.9";"753.9";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.03.2017 17:30";"22.5";"754.5";"755.5";"";"74";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.6";"";"";"";"";"";"";
"08.03.2017 08:30";"22.0";"756.2";"757.3";"";"77";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.8";"";"";"";"";"";"";
"07.03.2017 17:30";"29.5";"753.7";"754.7";"";"44";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"15.9";"";"";"";"";"";"";
"07.03.2017 08:30";"23.0";"757.3";"758.3";"";"59";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"06.03.2017 17:30";"29.0";"754.1";"755.1";"";"46";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.1";"";"";"";"";"";"";
"06.03.2017 08:30";"24.5";"756.9";"757.9";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"05.03.2017 17:30";"30.5";"752.2";"753.2";"";"59";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"05.03.2017 08:30";"23.5";"755.0";"756.0";"";"91";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"04.03.2017 17:30";"30.0";"755.9";"756.9";"";"47";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"04.03.2017 08:30";"24.0";"756.8";"757.8";"";"83";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"21.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.03.2017 17:30";"33.0";"755.8";"756.8";"";"33";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"02.03.2017 17:30";"32.0";"754.2";"755.2";"";"35";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"02.03.2017 08:30";"21.0";"758.0";"759.1";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"01.03.2017 17:30";"29.0";"756.6";"757.6";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"01.03.2017 08:30";"18.0";"759.8";"760.9";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"28.02.2017 17:30";"28.0";"757.1";"758.1";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"28.02.2017 08:30";"20.0";"759.9";"761.0";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"27.02.2017 17:30";"28.5";"757.6";"758.6";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"27.02.2017 08:30";"17.5";"759.2";"760.3";"";"89";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"26.02.2017 17:30";"27.0";"758.3";"759.3";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"26.02.2017 08:30";"15.5";"760.1";"761.2";"";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"25.02.2017 17:30";"26.5";"757.7";"758.7";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"25.02.2017 08:30";"16.0";"759.8";"760.9";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"24.02.2017 17:30";"26.5";"758.0";"759.0";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"24.02.2017 08:30";"18.0";"759.5";"760.6";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"23.02.2017 17:30";"27.5";"756.6";"757.6";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"23.02.2017 08:30";"22.5";"756.6";"757.6";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"22.02.2017 17:30";"31.5";"754.3";"755.3";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"22.02.2017 08:30";"23.5";"755.3";"756.3";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"21.02.2017 17:30";"30.5";"753.4";"754.4";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"20.02.2017 17:30";"29.5";"752.3";"753.3";"";"62";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"20.02.2017 08:30";"21.0";"761.1";"762.2";"";"82";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"17.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.8";"";"";"";"";"";"";
"19.02.2017 17:30";"29.5";"756.0";"757.0";"";"52";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.6";"";"";"";"";"";"";
"19.02.2017 08:30";"21.0";"761.8";"762.9";"";"95";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"19.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.1";"";"";"";"";"";"";
"18.02.2017 17:30";"27.5";"758.7";"759.7";"";"67";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"18.02.2017 08:30";"21.0";"761.0";"762.1";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"17.02.2017 17:30";"27.0";"758.6";"759.6";"";"63";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"17.02.2017 08:30";"17.0";"763.1";"764.2";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"16.02.2017 17:30";"27.2";"759.3";"760.3";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"16.02.2017 08:30";"18.2";"762.0";"763.1";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"15.02.2017 08:30";"19.0";"764.2";"765.3";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"14.02.2017 08:30";"19.5";"763.1";"764.2";"";"90";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.8";"";"";"";"";"";"";
"13.02.2017 17:30";"26.5";"761.6";"762.6";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"13.02.2017 08:30";"18.5";"763.1";"764.2";"";"96";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"12.02.2017 17:30";"27.5";"760.7";"761.7";"";"53";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"12.02.2017 08:30";"21.5";"762.2";"763.3";"";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"18.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.6";"";"";"";"";"";"";
"11.02.2017 17:30";"25.0";"759.7";"760.7";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"11.02.2017 08:30";"21.0";"761.7";"762.8";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"10.02.2017 17:30";"26.5";"757.2";"758.2";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"10.02.2017 08:30";"19.0";"760.7";"761.8";"";"84";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"09.02.2017 17:30";"25.5";"757.2";"758.2";"";"54";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"09.02.2017 08:30";"18.5";"760.2";"761.3";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"08.02.2017 17:30";"25.0";"758.1";"759.1";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"08.02.2017 08:30";"18.0";"760.4";"761.5";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"07.02.2017 17:30";"26.5";"757.1";"758.1";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"06.02.2017 17:30";"25.0";"756.0";"757.0";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"06.02.2017 08:30";"20.0";"759.5";"760.6";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"05.02.2017 17:30";"29.0";"758.3";"759.3";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"05.02.2017 08:30";"17.0";"760.0";"761.1";"";"94";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"04.02.2017 17:30";"25.8";"758.1";"759.1";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"04.02.2017 08:30";"19.0";"761.0";"762.1";"";"81";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"03.02.2017 17:30";"25.2";"759.6";"760.6";"";"48";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"03.02.2017 08:30";"15.5";"762.8";"763.9";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"02.02.2017 17:30";"23.5";"760.5";"761.6";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"01.02.2017 17:30";"25.0";"759.8";"760.8";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"01.02.2017 08:30";"17.5";"760.2";"761.3";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"31.01.2017 17:30";"24.5";"758.5";"759.5";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"31.01.2017 08:30";"16.0";"760.3";"761.4";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"30.01.2017 17:30";"23.5";"757.9";"758.9";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"30.01.2017 08:30";"19.0";"761.2";"762.3";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"29.01.2017 17:30";"24.0";"761.1";"762.2";"";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"29.01.2017 08:30";"18.0";"760.5";"761.6";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
