# Weather station Paro (airport), Bhutan, METAR=VQPR,selection from 26.09.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VQPR&lang=en
#
"Local time in Paro (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"09.12.2013 06:50";"2.0";"580.6";"765.8";"87";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 1800 m";"6.0";"0.0";
"08.12.2013 13:50";"18.0";"586.6";"762.0";"30";"Wind blowing from the south-southeast";"6";"";"";"";"No clouds";"10.0 and more";"0.0";
"08.12.2013 12:50";"18.0";"587.2";"762.8";"32";"Wind blowing from the east";"1";"";"";"";"No clouds";"10.0 and more";"1.0";
"08.12.2013 11:50";"14.0";"586.7";"765.0";"39";"Wind blowing from the south-east";"3";"";"";"";"No clouds";"10.0 and more";"0.0";
"08.12.2013 10:50";"12.0";"586.9";"766.6";"47";"Wind blowing from the south";"1";"";"";"";"No clouds";"10.0 and more";"1.0";
"08.12.2013 09:50";"9.0";"586.4";"768.1";"62";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"2.0";
"08.12.2013 08:50";"6.0";"585.3";"768.9";"71";"Wind blowing from the north-northeast";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"1.0";
"08.12.2013 07:50";"4.0";"584.1";"768.9";"81";"Wind blowing from the north-northwest";"2";"";"";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"6.0";"1.0";
"06.12.2013 12:50";"17.0";"587.2";"763.5";"30";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-1.0";
"06.12.2013 11:50";"16.0";"587.8";"765.0";"27";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"06.12.2013 10:50";"13.0";"588.0";"767.3";"41";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"0.0";
"06.12.2013 09:50";"10.0";"586.9";"768.1";"58";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"06.12.2013 08:50";"6.0";"585.3";"768.9";"71";"Wind blowing from the east-northeast";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"1.0";
"06.12.2013 07:50";"3.0";"582.9";"768.1";"87";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 240 m, few clouds (10-30%) 600 m";"6.0";"1.0";
"04.12.2013 13:50";"20.0";"588.8";"763.5";"21";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-3.0";
"04.12.2013 11:50";"16.0";"589.1";"766.6";"29";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"04.12.2013 10:50";"13.0";"588.6";"768.1";"44";"Wind blowing from the north-east";"1";"";"";"";"No clouds";"10.0 and more";"1.0";
"04.12.2013 09:50";"10.0";"588.1";"769.6";"58";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"04.12.2013 08:50";"7.0";"587.0";"770.4";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"04.12.2013 07:50";"1.0";"583.5";"770.4";"93";"Wind blowing from the north-west";"4";"";"";"";"Scattered clouds (40-50%) 1200 m";"6.0";"0.0";
"04.12.2013 06:50";"1.0";"582.9";"769.6";"93";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1800 m";"6.0";"0.0";
"03.12.2013 12:50";"18.0";"590.1";"766.6";"32";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"03.12.2013 11:50";"16.0";"590.2";"768.1";"34";"Wind blowing from the south-southeast";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"0.0";
"03.12.2013 09:50";"10.0";"589.2";"771.1";"58";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"03.12.2013 08:50";"5.0";"587.0";"771.9";"76";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"03.12.2013 07:50";"2.0";"585.2";"771.9";"87";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"03.12.2013 06:50";"0.0";"584.0";"771.9";"93";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"02.12.2013 13:50";"20.0";"589.9";"765.0";"23";"Wind blowing from the south-east";"6";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-2.0";
"02.12.2013 12:50";"19.0";"590.0";"765.8";"21";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-4.0";
"02.12.2013 10:50";"15.0";"590.8";"769.6";"42";"Wind blowing from the south-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"02.12.2013 09:50";"12.0";"589.8";"770.4";"58";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, few clouds (10-30%) 600 m";"10.0 and more";"4.0";
"02.12.2013 08:50";"9.0";"588.6";"771.1";"66";"Wind blowing from the north-northeast";"1";"";"";"";"Few clouds (10-30%) 240 m, few clouds (10-30%) 600 m";"10.0 and more";"3.0";
"02.12.2013 06:50";"4.0";"585.8";"771.1";"81";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 1800 m";"6.0";"1.0";
"30.11.2013 14:50";"19.0";"587.7";"762.8";"32";"Wind blowing from the south-southeast";"6";"";"";"";"No clouds";"10.0 and more";"2.0";
"30.11.2013 13:50";"19.0";"588.3";"763.5";"30";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"1.0";
"30.11.2013 10:50";"13.0";"589.2";"768.9";"47";"Wind blowing from the north";"3";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"2.0";
"30.11.2013 09:50";"10.0";"588.1";"769.6";"62";"Wind blowing from the north-northeast";"2";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"3.0";
"30.11.2013 08:50";"7.0";"586.4";"769.6";"71";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"2.0";
"30.11.2013 07:50";"6.0";"585.8";"769.6";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"2.0";
"30.11.2013 06:50";"6.0";"585.3";"768.9";"76";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"6.0";"2.0";
"29.11.2013 12:50";"19.0";"589.4";"765.0";"32";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"29.11.2013 11:50";"17.0";"590.1";"767.3";"37";"Wind blowing from the south";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"29.11.2013 09:50";"13.0";"589.7";"769.6";"51";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"3.0";
"28.11.2013 10:50";"16.0";"592.0";"770.4";"39";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 7500 m";"10.0 and more";"2.0";
"28.11.2013 09:50";"14.0";"591.4";"771.1";"55";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"5.0";
"28.11.2013 08:50";"12.0";"590.3";"771.1";"63";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"8.0";"5.0";
"28.11.2013 07:50";"10.0";"588.7";"770.4";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"5.0";
"28.11.2013 06:50";"8.0";"586.9";"769.6";"76";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"4.0";
"27.11.2013 10:50";"17.0";"589.6";"766.6";"37";"Wind blowing from the south-west";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"27.11.2013 08:50";"13.0";"588.6";"768.1";"63";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"8.0";"6.0";
"27.11.2013 07:50";"9.0";"586.4";"768.1";"82";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"6.0";
"27.11.2013 06:50";"9.0";"585.7";"767.3";"82";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"6.0";
"26.11.2013 14:50";"20.0";"585.9";"759.7";"30";"Wind blowing from the south-east";"7";"";"";"";"No clouds";"10.0 and more";"2.0";
"26.11.2013 12:50";"19.0";"587.1";"762.0";"32";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"2.0";
"26.11.2013 11:50";"19.0";"588.3";"763.5";"32";"Wind blowing from the south-southwest";"1";"";"";"";"No clouds";"10.0 and more";"2.0";
"26.11.2013 10:50";"16.0";"587.8";"765.0";"39";"Wind blowing from the west";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"26.11.2013 09:50";"13.0";"586.8";"765.8";"51";"Wind blowing from the north-northwest";"2";"";"";"";"Broken clouds (60-90%) 1800 m";"10.0 and more";"3.0";
"26.11.2013 08:50";"10.0";"585.8";"766.6";"67";"Wind blowing from the north-northwest";"1";"";"";"";"Broken clouds (60-90%) 1800 m";"6.0";"4.0";
"26.11.2013 07:50";"8.0";"584.0";"765.8";"82";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1800 m";"6.0";"5.0";
"26.11.2013 06:50";"8.0";"583.4";"765.0";"76";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"4.0";
"22.11.2013 15:50";"16.0";"586.1";"762.8";"36";"Wind blowing from the south-east";"9";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"1.0";
"22.11.2013 14:50";"18.0";"587.2";"762.8";"32";"Wind blowing from the south-east";"8";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"1.0";
"22.11.2013 13:50";"19.0";"588.3";"763.5";"28";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"0.0";
"22.11.2013 11:50";"17.0";"589.6";"766.6";"32";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"0.0";
"22.11.2013 10:50";"14.0";"589.1";"768.1";"36";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"-1.0";
"22.11.2013 09:50";"11.0";"588.6";"769.6";"54";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"2.0";
"22.11.2013 08:50";"8.0";"586.9";"769.6";"66";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"2.0";
"22.11.2013 07:50";"2.0";"583.5";"769.6";"93";"Wind blowing from the north-east";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"21.11.2013 10:50";"15.0";"588.5";"766.6";"34";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 1800 m";"10.0 and more";"-1.0";
"21.11.2013 07:50";"4.0";"583.5";"768.1";"81";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 2400 m";"10.0 and more";"1.0";
"21.11.2013 06:50";"2.0";"582.3";"768.1";"87";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 2400 m";"10.0 and more";"0.0";
"20.11.2013 14:50";"18.0";"586.0";"761.2";"24";"Wind blowing from the south-east";"8";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"20.11.2013 12:50";"19.0";"588.3";"763.5";"22";"Wind blowing from the south-southeast";"6";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"20.11.2013 11:50";"17.0";"588.4";"765.0";"25";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"20.11.2013 10:50";"14.0";"588.0";"766.6";"39";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"0.0";
"20.11.2013 09:50";"10.0";"586.9";"768.1";"54";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"20.11.2013 08:50";"6.0";"585.8";"769.6";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"1.0";
"20.11.2013 07:50";"1.0";"582.9";"769.6";"87";"Wind blowing from the north-west";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-1.0";
"20.11.2013 06:50";"-1.0";"581.7";"769.6";"93";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"19.11.2013 09:50";"10.0";"588.7";"770.4";"47";"Wind blowing from the south-southwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"19.11.2013 07:50";"0.0";"583.4";"771.1";"87";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-2.0";
"19.11.2013 06:50";"-1.0";"582.3";"770.4";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"18.11.2013 14:50";"20.0";"589.4";"764.3";"18";"Wind blowing from the south";"7";"";"";"";"No clouds";"10.0 and more";"-5.0";
"18.11.2013 12:50";"19.0";"590.0";"765.8";"19";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"18.11.2013 11:50";"17.0";"590.7";"768.1";"22";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"18.11.2013 10:50";"13.0";"589.7";"769.6";"31";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-4.0";
"18.11.2013 08:50";"6.0";"587.6";"771.9";"61";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-1.0";
"18.11.2013 07:50";"2.0";"585.2";"771.9";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"18.11.2013 06:50";"-2.0";"582.8";"771.9";"93";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"17.11.2013 13:50";"21.0";"591.1";"765.8";"15";"Wind blowing from the east-southeast";"4";"";"";"";"Broken clouds (60-90%) 2400 m";"10.0 and more";"-7.0";
"17.11.2013 11:50";"17.0";"591.4";"768.9";"17";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 2400 m";"10.0 and more";"-8.0";
"17.11.2013 09:50";"9.0";"589.3";"771.9";"46";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"-2.0";
"17.11.2013 07:50";"0.0";"584.6";"772.7";"80";"Wind blowing from the north";"2";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"-3.0";
"16.11.2013 14:50";"21.0";"591.1";"765.8";"15";"Wind blowing from the south-southeast";"6";"";"";"";"No clouds";"10.0 and more";"-7.0";
"16.11.2013 12:50";"20.0";"592.3";"768.1";"13";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-9.0";
"16.11.2013 10:50";"14.0";"591.4";"771.1";"27";"Wind blowing from the east";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"16.11.2013 09:50";"10.0";"590.4";"772.7";"32";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"16.11.2013 08:50";"5.0";"588.1";"773.4";"57";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"16.11.2013 07:50";"-1.0";"584.6";"773.4";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"16.11.2013 06:50";"-3.0";"582.8";"772.7";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"15.11.2013 10:50";"14.0";"590.3";"769.6";"25";"Wind blowing from the north";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"15.11.2013 09:50";"9.0";"588.6";"771.1";"37";"Wind blowing from the east-southeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"15.11.2013 08:50";"4.0";"586.4";"771.9";"56";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"15.11.2013 07:50";"-1.0";"583.4";"771.9";"80";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"15.11.2013 06:50";"-3.0";"582.2";"771.9";"86";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"14.11.2013 12:50";"20.0";"590.6";"765.8";"10";"Wind blowing from the south-east";"4";"";"";"";"No clouds";"10.0 and more";"-12.0";
"14.11.2013 11:50";"17.0";"590.1";"767.3";"17";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-8.0";
"14.11.2013 09:50";"9.0";"588.1";"770.4";"34";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"14.11.2013 08:50";"5.0";"586.4";"771.1";"53";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"14.11.2013 07:50";"-1.0";"582.8";"771.1";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"14.11.2013 06:50";"-3.0";"581.1";"770.4";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"13.11.2013 08:50";"5.0";"585.2";"769.6";"42";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"13.11.2013 07:50";"-2.0";"581.7";"770.4";"69";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"13.11.2013 06:50";"-4.0";"579.9";"769.6";"86";"Wind blowing from the north-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"10.11.2013 14:50";"20.0";"590.6";"765.8";"60";"Wind blowing from the south-southeast";"8";"";"";"";"No clouds";"10.0 and more";"12.0";
"10.11.2013 12:50";"21.0";"591.7";"766.6";"57";"Wind blowing from the south-east";"5";"";"";"";"No clouds";"10.0 and more";"12.0";
"10.11.2013 11:50";"16.0";"590.8";"768.9";"19";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-8.0";
"10.11.2013 10:50";"14.0";"590.3";"769.6";"27";"Wind blowing from the south-southeast";"1";"";"";"";"No clouds";"10.0 and more";"-5.0";
"10.11.2013 09:50";"12.0";"590.3";"771.1";"33";"Wind blowing from the east";"1";"";"";"";"No clouds";"10.0 and more";"-4.0";
"10.11.2013 08:50";"5.0";"587.0";"771.9";"61";"Wind blowing from the north-east";"1";"";"";"";"No clouds";"10.0 and more";"-2.0";
"10.11.2013 07:50";"0.0";"584.0";"771.9";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"10.11.2013 06:50";"-2.0";"582.8";"771.9";"86";"Wind blowing from the north-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"09.11.2013 12:50";"21.0";"591.7";"766.6";"10";"Wind blowing from the south-east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"-12.0";
"09.11.2013 11:50";"18.0";"591.3";"768.1";"16";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"-8.0";
"09.11.2013 10:50";"14.0";"590.3";"769.6";"23";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"09.11.2013 09:50";"11.0";"589.8";"771.1";"32";"Wind blowing from the east-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"09.11.2013 08:50";"6.0";"587.6";"771.9";"53";"Wind blowing from the north-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"09.11.2013 07:50";"0.0";"584.0";"771.9";"80";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"09.11.2013 06:50";"-2.0";"582.8";"771.9";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"08.11.2013 14:50";"22.0";"590.4";"764.3";"11";"Wind blowing from the south-southeast";"4";"";"";"";"No clouds";"10.0 and more";"-10.0";
"08.11.2013 13:50";"23.0";"591.0";"764.3";"9";"Wind blowing from the south-east";"6";"";"";"";"No clouds";"10.0 and more";"-11.0";
"08.11.2013 10:50";"16.0";"590.8";"768.9";"31";"variable wind direction";"1";"";"";"";"No clouds";"10.0 and more";"-1.0";
"08.11.2013 09:50";"12.0";"589.8";"770.4";"51";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"2.0";
"08.11.2013 08:50";"8.0";"588.1";"771.1";"66";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"2.0";
"08.11.2013 07:50";"2.0";"585.2";"771.9";"87";"Wind blowing from the north-northeast";"1";"";"";"";"No clouds";"10.0 and more";"0.0";
"07.11.2013 13:50";"22.0";"591.6";"765.8";"23";"Wind blowing from the south-east";"8";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"0.0";
"07.11.2013 11:50";"19.0";"591.8";"768.1";"35";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"3.0";
"07.11.2013 10:50";"17.0";"591.9";"769.6";"42";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"4.0";
"07.11.2013 09:50";"13.0";"590.9";"771.1";"59";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"5.0";
"07.11.2013 08:50";"9.0";"589.3";"771.9";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"8.0";"5.0";
"07.11.2013 06:50";"4.0";"586.4";"771.9";"87";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2100 m";"4.0";"2.0";
"06.11.2013 16:50";"18.0";"590.7";"767.3";"40";"Wind blowing from the south";"4";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"4.0";
"06.11.2013 11:50";"19.0";"593.0";"769.6";"37";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"4.0";
"06.11.2013 10:50";"17.0";"593.0";"771.1";"45";"Wind blowing from the south-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m";"8.0";"5.0";
"06.11.2013 09:50";"13.0";"592.1";"772.7";"59";"Wind blowing from the north-northeast";"1";"";"";"";"Few clouds (10-30%) 900 m";"8.0";"5.0";
"06.11.2013 08:50";"9.0";"590.4";"773.4";"76";"Wind blowing from the east";"1";"";"Mist";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 1800 m";"5.0";"5.0";
"06.11.2013 07:50";"6.0";"588.7";"773.4";"87";"Wind blowing from the north";"2";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"4.0";"4.0";
"06.11.2013 06:50";"5.0";"587.6";"772.7";"93";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"4.0";"4.0";
"05.11.2013 10:50";"16.0";"592.5";"771.1";"39";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"05.11.2013 09:50";"13.0";"592.1";"772.7";"55";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2013 08:50";"9.0";"590.4";"773.4";"71";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 600 m";"6.0";"4.0";
