# Weather station Cooch Behar (airport), India, WMO_ID=42403,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42403&lang=en
#
"Local time in Cooch Behar (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.01.2017 17:30";"20.8";"756.9";"760.7";"";"78";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"27.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.9";"";"";"";"";"";"";
"01.01.2017 11:30";"25.4";"759.5";"763.2";"-1.0";"41";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"11.3";"";"";"";"";"";"";
"01.01.2017 08:30";"18.0";"760.5";"764.3";"";"75";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"13.4";"";"";"";"";"";"";
"31.12.2016 17:30";"19.2";"756.8";"760.6";"";"79";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"27.2";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.5";"";"";"";"";"";"";
"31.12.2016 11:30";"24.6";"758.8";"762.6";"-1.0";"47";"variable wind direction";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"31.12.2016 08:30";"17.0";"759.8";"763.7";"";"76";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"11.2";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.7";"";"";"";"";"";"";
"30.12.2016 17:30";"18.8";"757.2";"761.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"2.0";"13.9";"";"";"";"";"";"";
"30.12.2016 11:30";"25.8";"759.3";"763.0";"-0.3";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"30.12.2016 08:30";"19.4";"759.6";"763.4";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.7";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"29.12.2016 17:30";"19.4";"757.0";"760.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.6";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"29.12.2016 11:30";"24.4";"759.2";"763.0";"-0.9";"48";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"29.12.2016 08:30";"18.0";"760.1";"763.9";"";"81";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"2.0";"14.6";"";"";"";"";"";"";
"28.12.2016 17:30";"18.4";"756.8";"760.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.5";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"28.12.2016 11:30";"24.0";"758.7";"762.5";"-0.7";"54";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"28.12.2016 08:30";"16.0";"759.4";"763.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"14.3";"";"";"";"";"";"";
"27.12.2016 17:30";"18.6";"756.7";"760.5";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.9";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"27.12.2016 11:30";"23.4";"759.3";"763.1";"-1.0";"66";"Wind blowing from the north-east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"27.12.2016 08:30";"16.8";"760.3";"764.2";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.5";"";"";"";"";"";"";"1.0";"15.8";"";"";"";"";"";"";
"26.12.2016 17:30";"18.4";"755.5";"759.3";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"23.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.0";"";"";"";"";"";"";
"26.12.2016 11:30";"23.4";"756.5";"760.3";"-0.7";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.7";"";"";"";"";"";"";
"26.12.2016 08:30";"17.4";"757.2";"761.0";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.7";"";"";"";"";"";"";"1.0";"16.7";"";"";"";"";"";"";
"25.12.2016 17:30";"18.4";"755.5";"759.3";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"23.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"16.0";"";"";"";"";"";"";
"25.12.2016 11:30";"24.4";"757.4";"761.1";"-0.6";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"19.1";"";"";"";"";"";"";
"25.12.2016 08:30";"16.0";"758.0";"761.9";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"1.0";"15.0";"";"";"";"";"";"";
"24.12.2016 17:30";"21.0";"754.1";"757.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"24.12.2016 11:30";"26.0";"755.5";"759.2";"-1.0";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"24.12.2016 08:30";"18.4";"756.5";"760.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"23.12.2016 17:30";"21.4";"753.7";"757.5";"";"79";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.4";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.5";"";"";"";"";"";"";
"23.12.2016 11:30";"26.8";"755.2";"758.9";"-1.1";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"23.12.2016 08:30";"18.0";"756.3";"760.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.2";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"22.12.2016 17:30";"20.4";"755.2";"759.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"22.12.2016 11:30";"26.4";"757.3";"761.0";"-1.3";"56";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"22.12.2016 08:30";"17.4";"758.6";"762.4";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"21.12.2016 17:30";"19.8";"755.8";"759.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.5";"";"";"";"";"";"1.0";"17.5";"";"";"";"";"";"";
"21.12.2016 11:30";"23.2";"757.6";"761.4";"-0.8";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"21.12.2016 08:30";"16.4";"758.4";"762.3";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"1.0";"15.4";"";"";"";"";"";"";
"20.12.2016 17:30";"19.4";"755.3";"759.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"";"";"";"";"";"1.0";"16.4";"";"";"";"";"";"";
"20.12.2016 11:30";"24.0";"757.0";"760.8";"-1.1";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.5";"";"";"";"";"";"";
"20.12.2016 08:30";"17.0";"758.1";"761.9";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"1.0";"16.0";"";"";"";"";"";"";
"19.12.2016 17:30";"20.0";"755.6";"759.4";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.3";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.1";"";"";"";"";"";"";
"19.12.2016 11:30";"25.8";"757.3";"761.0";"-1.5";"59";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"19.12.2016 08:30";"17.4";"758.8";"762.6";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"2.0";"16.0";"";"";"";"";"";"";
"18.12.2016 17:30";"19.4";"756.7";"760.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.2";"";"";"";"";"";"2.0";"15.7";"";"";"";"";"";"";
"18.12.2016 11:30";"25.2";"758.3";"762.0";"-1.1";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"18.12.2016 08:30";"16.8";"759.4";"763.3";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.5";"";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"17.12.2016 17:30";"19.4";"755.2";"759.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"";"";"";"";"";"2.0";"16.1";"";"";"";"";"";"";
"17.12.2016 11:30";"26.0";"757.2";"760.9";"-1.3";"55";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"17.12.2016 08:30";"16.6";"758.5";"762.4";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.7";"";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"16.12.2016 17:30";"19.2";"756.2";"760.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.5";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"16.12.2016 11:30";"25.6";"758.2";"761.9";"-1.2";"53";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"16.12.2016 08:30";"16.0";"759.4";"763.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"14.3";"";"";"";"";"";"";
"15.12.2016 17:30";"19.6";"756.1";"759.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.6";"";"";"";"";"";"2.0";"16.6";"";"";"";"";"";"";
"15.12.2016 11:30";"25.4";"757.7";"761.4";"-0.9";"54";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"15.12.2016 08:30";"15.4";"758.6";"762.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.3";"";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"14.12.2016 17:30";"18.4";"755.6";"759.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"14.12.2016 11:30";"22.4";"757.2";"761.0";"-1.3";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
