# Weather station Burdwan, India, WMO_ID=42709,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42709&lang=en
#
"Local time in Burdwan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.10.2016 17:30";"29.2";"753.9";"755.9";"";"87";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"26.9";"";"";"";"";"";"";
"01.10.2016 08:30";"28.6";"754.4";"756.5";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"30.09.2016 17:30";"30.0";"753.5";"755.5";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"30.09.2016 08:30";"29.2";"753.8";"755.8";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"29.09.2016 17:30";"29.0";"750.9";"752.9";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.09.2016 08:30";"28.4";"753.7";"755.8";"";"73";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.1";"";"";"";"";"";"";
"28.09.2016 17:30";"29.0";"750.5";"752.5";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"28.09.2016 08:30";"";"";"755.7";"";"";"Wind blowing from the east-southeast";"44";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"27.09.2016 17:30";"29.4";"752.7";"754.7";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"27.09.2016 08:30";"28.2";"753.5";"755.6";"";"80";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.5";"";"";"";"";"";"";
"26.09.2016 17:30";"28.0";"750.9";"752.9";"";"86";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.4";"";"";"";"";"";"";
"26.09.2016 08:30";"28.4";"752.9";"754.9";"";"80";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.4";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.7";"";"";"";"";"";"";
"25.09.2016 17:30";"29.8";"750.9";"752.9";"";"77";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.4";"";"";"";"";"";"";
"25.09.2016 08:30";"29.0";"753.2";"755.2";"";"78";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.8";"";"";"";"";"";"";
"24.09.2016 17:30";"29.2";"748.9";"750.9";"";"85";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.4";"";"";"";"";"";"";
"24.09.2016 08:30";"28.6";"753.9";"756.0";"";"79";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.6";"";"";"";"";"";"";
"23.09.2016 17:30";"29.0";"749.4";"751.4";"";"85";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"26.2";"";"";"";"";"";"";
"23.09.2016 08:30";"28.2";"752.3";"754.3";"";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.8";"";"";"";"";"";"";
"22.09.2016 17:30";"29.0";"753.2";"755.2";"";"88";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.8";"";"";"";"";"";"";
"22.09.2016 08:30";"28.2";"754.4";"756.5";"";"82";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"24.3";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"21.09.2016 17:30";"26.8";"749.6";"751.7";"";"82";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.4";"";"";"";"";"";"";
"21.09.2016 08:30";"28.4";"752.6";"754.6";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Thunderstorm(s) with or without precipitation.";"24.0";"";"";"";"";"";"";"2.0";"24.7";"";"";"";"";"";"";
"20.09.2016 17:30";"32.0";"749.9";"751.9";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"20.09.2016 08:30";"29.6";"749.6";"751.6";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"19.09.2016 17:30";"31.2";"750.2";"752.2";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"19.09.2016 08:30";"30.2";"749.7";"751.7";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.09.2016 17:30";"31.0";"748.9";"750.9";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.09.2016 08:30";"28.0";"749.7";"751.7";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.09.2016 17:30";"31.0";"749.6";"751.6";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.09.2016 08:30";"30.2";"751.7";"753.7";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"16.09.2016 17:30";"32.0";"749.0";"751.0";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"28.8";"";"";"";"";"";"";
"16.09.2016 08:30";"30.0";"749.5";"751.5";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"15.09.2016 17:30";"31.2";"749.7";"751.7";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"15.09.2016 08:30";"29.2";"752.2";"754.2";"";"90";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"27.3";"";"";"";"";"";"";
"14.09.2016 17:30";"30.0";"749.7";"751.7";"";"78";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"14.09.2016 08:30";"27.8";"751.8";"753.9";"";"84";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.9";"";"";"";"";"";"";
"13.09.2016 17:30";"28.2";"749.7";"751.7";"";"85";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.4";"";"";"";"";"";"";
"13.09.2016 08:30";"28.8";"752.1";"754.1";"";"78";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.6";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"12.09.2016 17:30";"30.0";"750.5";"752.5";"";"74";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"12.09.2016 08:30";"30.2";"750.7";"752.7";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"28.0";"";"";"";"";"";"";
"11.09.2016 17:30";"31.4";"749.7";"751.7";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"11.09.2016 08:30";"29.2";"750.5";"752.5";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"10.09.2016 17:30";"30.0";"749.0";"751.0";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"10.09.2016 08:30";"29.2";"751.1";"753.1";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"09.09.2016 17:30";"29.8";"749.7";"751.7";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"09.09.2016 08:30";"28.2";"752.3";"754.3";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"08.09.2016 17:30";"29.8";"749.7";"751.7";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.09.2016 08:30";"28.0";"748.7";"750.7";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"07.09.2016 17:30";"28.8";"749.7";"751.7";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"07.09.2016 08:30";"27.6";"749.0";"751.0";"";"81";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.3";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.1";"";"";"";"";"";"";
"06.09.2016 17:30";"27.8";"749.7";"751.7";"";"84";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"06.09.2016 08:30";"28.2";"752.4";"754.4";"";"82";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"05.09.2016 17:30";"28.0";"749.7";"751.7";"";"88";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"05.09.2016 08:30";"28.2";"750.7";"752.7";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"26.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.5";"";"";"";"";"";"";
"04.09.2016 17:30";"28.0";"749.7";"751.7";"";"86";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"32.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.4";"";"";"";"";"";"";
"04.09.2016 08:30";"30.0";"749.4";"751.4";"";"85";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"27.2";"";"";"";"";"";"";
"03.09.2016 17:30";"29.0";"750.3";"752.3";"";"85";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.2";"";"";"";"";"";"";
"03.09.2016 08:30";"28.4";"749.9";"751.9";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"25.9";"";"";"";"";"";"";
"02.09.2016 17:30";"28.2";"749.7";"751.7";"";"87";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.9";"";"";"";"";"";"";
"02.09.2016 08:30";"29.8";"748.1";"750.1";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"01.09.2016 17:30";"32.4";"748.8";"750.8";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"01.09.2016 08:30";"30.8";"750.8";"752.8";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"31.08.2016 17:30";"32.0";"748.9";"750.9";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"31.08.2016 08:30";"31.6";"750.1";"752.1";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"30.08.2016 17:30";"32.4";"748.9";"750.9";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"30.08.2016 08:30";"30.2";"750.2";"752.2";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"29.08.2016 08:30";"30.8";"749.0";"751.0";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"28.08.2016 17:30";"32.0";"748.7";"750.7";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"28.08.2016 08:30";"31.0";"748.4";"750.4";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"28.0";"";"";"";"";"";"";
"27.08.2016 17:30";"32.0";"748.8";"750.8";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"27.08.2016 08:30";"30.8";"748.1";"750.1";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"26.8";"";"";"";"";"";"";"2.0";"26.9";"";"";"";"";"";"";
"26.08.2016 17:30";"30.8";"749.7";"751.7";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"33.0";"";"";"";"";"";"2.0";"24.8";"";"";"";"";"";"";
"26.08.2016 08:30";"29.2";"748.8";"750.8";"";"82";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"26.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"25.08.2016 17:30";"29.0";"749.6";"751.6";"";"83";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"32.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
"25.08.2016 08:30";"31.8";"749.1";"751.1";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"24.08.2016 17:30";"32.0";"749.0";"751.0";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"24.08.2016 08:30";"32.4";"751.9";"753.9";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"23.08.2016 17:30";"31.0";"749.7";"751.7";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"23.08.2016 08:30";"27.8";"749.4";"751.4";"";"84";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.9";"";"";"";"";"";"";
"22.08.2016 17:30";"28.0";"748.9";"750.9";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"";"";"";"";"";"2.0";"24.2";"";"";"";"";"";"";
"22.08.2016 08:30";"26.2";"752.0";"754.1";"";"87";"Wind blowing from the south";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"23.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"21.08.2016 17:30";"28.0";"747.5";"749.5";"";"88";"Wind blowing from the south";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"33.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.8";"";"";"";"";"";"";
