# Weather station Keongjhargarh, India, WMO_ID=42891,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42891&lang=en
#
"Local time in Keongjhargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.12.2017 11:30";"19.4";"718.1";"760.0";"-0.9";"75";"Wind blowing from the north";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"14.8";"";"";"";"";"";"";
"09.12.2017 08:30";"19.6";"719.0";"760.9";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"14.3";"";"";"";"";"";"";
"08.12.2017 17:30";"20.4";"717.2";"758.9";"-0.6";"63";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"22.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"";"2.0";"13.0";"";"";"";"";"";"";
"08.12.2017 14:30";"21.8";"717.8";"759.4";"-1.4";"55";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"12.3";"";"";"";"";"";"";
"08.12.2017 11:30";"21.6";"719.2";"760.9";"-0.8";"59";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altostratus translucidus.";"";"4.0";"13.3";"";"";"";"";"";"";
"08.12.2017 08:30";"19.0";"720.0";"762.1";"";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"11.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"12.1";"";"";"";"";"";"";
"07.12.2017 17:30";"22.0";"717.7";"759.2";"0.1";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.6";"";"";"";"";"";"";
"07.12.2017 14:30";"26.6";"717.6";"758.5";"-1.1";"36";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.1";"";"";"";"";"";"";
"07.12.2017 11:30";"24.0";"718.7";"760.0";"-0.6";"42";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.1";"";"";"";"";"";"";
"07.12.2017 08:30";"17.8";"719.3";"761.5";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.7";"";"";"";"";"";"";
"06.12.2017 20:30";"20.4";"717.4";"759.1";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"14.1";"";"";"";"";"";"";
"06.12.2017 17:30";"20.4";"717.4";"759.1";"0.2";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"14.1";"";"";"";"";"";"";
"06.12.2017 14:30";"24.6";"717.2";"758.3";"-1.8";"39";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.6";"";"";"";"";"";"";
"06.12.2017 11:30";"23.6";"719.0";"760.4";"-0.4";"43";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"10.4";"";"";"";"";"";"";
"06.12.2017 08:30";"18.6";"719.4";"761.5";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"9.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.4";"";"";"";"";"";"";
"05.12.2017 17:30";"20.2";"717.3";"759.1";"-0.3";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.3";"";"";"";"";"";"";
"05.12.2017 14:30";"24.6";"717.6";"758.8";"-2.7";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"05.12.2017 11:30";"23.0";"720.3";"761.8";"0.0";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"05.12.2017 08:30";"17.0";"720.3";"762.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.1";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"04.12.2017 17:30";"20.0";"717.9";"759.7";"0.2";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"2.0";"13.3";"";"";"";"";"";"";
"04.12.2017 14:30";"24.8";"717.7";"758.8";"-2.0";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"04.12.2017 11:30";"23.2";"719.7";"761.2";"-1.0";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"04.12.2017 08:30";"15.6";"720.7";"763.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"03.12.2017 17:30";"20.0";"718.9";"760.8";"0.1";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"03.12.2017 14:30";"24.6";"718.8";"760.0";"-2.3";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"03.12.2017 11:30";"22.8";"721.1";"762.7";"-0.5";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"03.12.2017 08:30";"16.8";"721.6";"764.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.3";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"02.12.2017 17:30";"19.8";"719.5";"761.4";"0.3";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.1";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"02.12.2017 14:30";"24.6";"719.2";"760.4";"-1.9";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"02.12.2017 11:30";"22.8";"721.1";"762.7";"-0.4";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"02.12.2017 08:30";"16.8";"721.5";"764.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"01.12.2017 17:30";"20.4";"718.5";"760.3";"0.5";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.8";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"01.12.2017 14:30";"25.4";"718.0";"759.1";"-2.1";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"01.12.2017 11:30";"23.8";"720.1";"761.5";"-0.8";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"01.12.2017 08:30";"17.0";"720.9";"763.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.3";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"30.11.2017 17:30";"21.4";"718.4";"760.1";"0.3";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"30.11.2017 14:30";"26.6";"718.1";"759.0";"-2.2";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.11.2017 11:30";"25.2";"720.3";"761.5";"-1.1";"38";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"30.11.2017 08:30";"17.8";"721.4";"763.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"29.11.2017 17:30";"21.6";"719.5";"761.2";"0.4";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"11.0";"";"";"";"";"";"";
"29.11.2017 14:30";"27.0";"719.1";"760.0";"-1.5";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"29.11.2017 11:30";"25.4";"720.6";"761.8";"-1.1";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"29.11.2017 08:30";"18.0";"721.7";"764.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"28.11.2017 17:30";"21.4";"718.6";"760.3";"0.3";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"11.4";"";"";"";"";"";"";
"28.11.2017 14:30";"27.0";"718.3";"759.1";"-1.5";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"28.11.2017 11:30";"25.8";"719.8";"760.9";"-0.6";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"28.11.2017 08:30";"20.4";"720.4";"762.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"27.11.2017 17:30";"20.6";"717.9";"759.6";"0.0";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"27.11.2017 14:30";"26.6";"717.9";"758.8";"-2.1";"28";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"27.11.2017 11:30";"25.0";"720.0";"761.2";"-0.8";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"27.11.2017 08:30";"18.6";"720.8";"763.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"26.11.2017 17:30";"21.6";"719.3";"761.0";"0.1";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"26.11.2017 14:30";"26.6";"719.2";"760.2";"-1.8";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"26.11.2017 11:30";"24.2";"721.0";"762.4";"-1.4";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"26.11.2017 08:30";"19.0";"722.4";"764.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"25.11.2017 17:30";"21.0";"719.3";"761.1";"0.3";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"25.11.2017 14:30";"26.8";"719.0";"759.9";"-1.5";"30";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.0";"";"";"";"";"";"";
"25.11.2017 11:30";"24.4";"720.5";"761.8";"-1.1";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"25.11.2017 08:30";"18.0";"721.6";"763.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"24.11.2017 17:30";"21.0";"718.3";"760.0";"0.3";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"24.11.2017 14:30";"25.6";"718.0";"759.0";"-1.7";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"24.11.2017 11:30";"23.0";"719.7";"761.2";"-0.8";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"24.11.2017 08:30";"18.0";"720.5";"762.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"23.11.2017 17:30";"20.6";"717.1";"758.8";"0.7";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.3";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"23.11.2017 14:30";"26.0";"716.4";"757.3";"-1.8";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"23.11.2017 11:30";"24.4";"718.2";"759.4";"-0.8";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"23.11.2017 08:30";"19.6";"719.0";"761.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"22.11.2017 17:30";"22.2";"717.2";"758.7";"0.7";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"22.11.2017 14:30";"27.2";"716.5";"757.2";"-1.9";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"22.11.2017 11:30";"25.0";"718.4";"759.5";"-1.3";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"22.11.2017 08:30";"20.2";"719.7";"761.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"21.11.2017 17:30";"23.2";"718.1";"759.5";"0.1";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"21.11.2017 14:30";"27.6";"718.0";"758.8";"-1.8";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"21.11.2017 11:30";"26.2";"719.8";"760.8";"-1.3";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"21.11.2017 08:30";"22.0";"721.1";"762.8";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"20.11.2017 17:30";"24.6";"718.0";"759.2";"-0.6";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"2.0";"21.1";"";"";"";"";"";"";
"20.11.2017 14:30";"28.0";"718.6";"759.3";"-1.8";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"20.11.2017 11:30";"27.0";"720.4";"761.4";"-0.6";"64";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.6";"";"";"";"";"";"";
"20.11.2017 08:30";"22.0";"721.0";"762.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.11.2017 17:30";"25.0";"718.0";"759.1";"0.0";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"19.11.2017 14:30";"27.8";"718.0";"758.7";"-1.5";"66";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"19.11.2017 11:30";"25.0";"719.5";"760.7";"-0.6";"82";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.8";"";"";"";"";"";"";
"19.11.2017 08:30";"21.6";"720.1";"761.8";"";"98";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"18.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.3";"";"";"";"";"";"";
"18.11.2017 17:30";"22.0";"717.8";"759.3";"0.2";"96";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.3";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.4";"";"";"";"";"";"";
"18.11.2017 14:30";"22.2";"717.6";"759.1";"-1.4";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.9";"";"";"";"";"";"";
"18.11.2017 11:30";"22.0";"719.0";"760.6";"-0.1";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.4";"";"";"";"";"";"";
"18.11.2017 08:30";"21.2";"719.1";"760.8";"";"100";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"20.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.2";"";"";"";"";"";"";
"17.11.2017 17:30";"22.6";"716.7";"758.1";"0.1";"88";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"23.6";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"20.5";"";"";"";"";"";"";
"17.11.2017 14:30";"23.6";"716.6";"757.8";"-1.7";"83";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"17.11.2017 11:30";"22.6";"718.3";"759.8";"-0.5";"86";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.2";"";"";"";"";"";"";
"17.11.2017 08:30";"20.8";"718.8";"760.6";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"19.9";"";"";"";"";"";"";
"16.11.2017 17:30";"20.6";"716.7";"758.4";"0.1";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"21.9";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"20.3";"";"";"";"";"";"";
"16.11.2017 14:30";"21.0";"716.6";"758.2";"-1.4";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.7";"";"";"";"";"";"";
"16.11.2017 11:30";"22.0";"718.0";"759.5";"-0.3";"95";"Wind blowing from the north";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.1";"";"";"";"";"";"";
"16.11.2017 08:30";"20.8";"718.3";"760.0";"";"96";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.2";"";"";"";"";"";"";
