# Weather station Cuttack, India, WMO_ID=42970,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42970&lang=en
#
"Local time in Cuttack";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.02.2016 08:30";"22.0";"758.0";"760.4";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.2";"";"";"";"";"";"";"2.0";"20.5";"";"";"";"";"";"";
"09.02.2016 17:30";"28.6";"754.7";"757.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"09.02.2016 08:30";"24.8";"758.0";"760.3";"";"85";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.5";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"08.02.2016 17:30";"28.6";"754.7";"757.0";"";"60";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"4.0";"20.1";"";"";"";"";"";"";
"08.02.2016 08:30";"24.0";"757.9";"760.3";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"07.02.2016 17:30";"29.0";"755.6";"757.9";"";"61";"Wind blowing from the south-west";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"06.02.2016 08:30";"22.8";"758.0";"760.4";"";"88";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.0";"";"";"";"600-1000";"";"";"4.0";"20.7";"";"";"";"";"";"";
"05.02.2016 17:30";"27.4";"755.6";"757.9";"";"67";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"30.0";"";"";"600-1000";"";"";"4.0";"20.8";"";"";"";"";"";"";
"05.02.2016 08:30";"22.0";"759.6";"762.0";"";"74";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"18.2";"";"";"";"600-1000";"";"";"4.0";"17.1";"";"";"";"";"";"";
"04.02.2016 17:30";"26.8";"756.3";"758.6";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"29.4";"";"";"600-1000";"";"";"4.0";"18.7";"";"";"";"";"";"";
"04.02.2016 08:30";"25.0";"759.4";"761.8";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.0";"";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"03.02.2016 17:30";"29.0";"755.5";"757.8";"";"64";"Wind blowing from the south-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"31.0";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"03.02.2016 08:30";"25.0";"758.6";"761.0";"";"91";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"02.02.2016 17:30";"30.4";"755.5";"757.8";"";"56";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"32.0";"";"";"600-1000";"";"";"4.0";"20.8";"";"";"";"";"";"";
"02.02.2016 08:30";"25.0";"759.4";"761.8";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.0";"";"";"";"600-1000";"";"";"4.0";"23.5";"";"";"";"";"";"";
"01.02.2016 17:30";"28.6";"755.6";"757.9";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"01.02.2016 08:30";"23.0";"758.8";"761.2";"";"86";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"20.2";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"31.01.2016 17:30";"29.0";"754.9";"757.2";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"33.2";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"31.01.2016 08:30";"22.4";"758.1";"760.5";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.8";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"30.01.2016 17:30";"28.0";"755.7";"758.0";"";"55";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"30.01.2016 08:30";"21.8";"759.6";"762.0";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.5";"";"";"";"";"";"";"0.2";"20.6";"";"";"";"";"";"";
"29.01.2016 17:30";"26.4";"756.5";"758.8";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"29.01.2016 08:30";"21.6";"759.7";"762.1";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.2";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"28.01.2016 17:30";"27.6";"755.0";"757.3";"";"57";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.01.2016 08:30";"22.0";"758.2";"760.6";"";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"27.01.2016 17:30";"26.0";"755.9";"758.2";"";"70";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.0";"";"";"600-1000";"";"";"4.0";"20.2";"";"";"";"";"";"";
"27.01.2016 08:30";"20.8";"759.1";"761.5";"";"91";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"600-1000";"";"";"4.0";"19.2";"";"";"";"";"";"";
"26.01.2016 17:30";"26.4";"756.0";"758.3";"";"56";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"28.0";"";"";"600-1000";"";"";"4.0";"16.8";"";"";"";"";"";"";
"26.01.2016 08:30";"18.6";"760.0";"762.4";"";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"25.01.2016 17:30";"25.0";"755.4";"757.7";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"25.01.2016 08:30";"17.0";"760.9";"763.3";"";"78";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"24.01.2016 17:30";"23.0";"758.4";"760.8";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"24.01.2016 08:30";"17.0";"762.4";"764.8";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.01.2016 17:30";"23.4";"758.3";"760.7";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"23.01.2016 08:30";"17.0";"762.4";"764.8";"";"80";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"22.01.2016 17:30";"23.4";"758.2";"760.6";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.6";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"22.01.2016 08:30";"18.4";"754.0";"756.4";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"21.01.2016 17:30";"23.6";"758.1";"760.5";"";"60";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.8";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"21.01.2016 08:30";"20.6";"761.3";"763.7";"";"85";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"18.5";"";"";"";"600-1000";"";"";"4.0";"18.0";"";"";"";"";"";"";
"20.01.2016 17:30";"27.2";"755.8";"758.1";"";"62";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.0";"";"";"600-1000";"";"";"4.0";"19.2";"";"";"";"";"";"";
"20.01.2016 08:30";"23.0";"758.1";"760.5";"";"91";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"19.5";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"19.01.2016 17:30";"26.4";"755.1";"757.4";"";"57";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"28.8";"";"";"600-1000";"";"";"4.0";"17.1";"";"";"";"";"";"";
"19.01.2016 08:30";"21.0";"";"760.6";"";"96";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.5";"";"";"";"";"";"";"0.2";"20.4";"";"";"";"";"";"";
"18.01.2016 17:30";"26.0";"";"757.5";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.5";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"18.01.2016 08:30";"21.0";"";"760.6";"";"96";"Wind blowing from the south-east";"1";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.0";"";"";"";"";"";"";"0.2";"20.4";"";"";"";"";"";"";
"17.01.2016 17:30";"25.4";"";"757.5";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"17.01.2016 08:30";"20.2";"";"760.8";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"16.01.2016 17:30";"25.2";"";"757.5";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"16.01.2016 08:30";"19.0";"";"760.0";"";"75";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"15.01.2016 17:30";"25.0";"";"757.6";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.4";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"15.01.2016 08:30";"20.4";"";"761.5";"";"87";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"14.01.2016 17:30";"24.0";"";"759.1";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"14.01.2016 08:30";"18.2";"";"762.4";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"13.01.2016 17:30";"25.0";"";"758.4";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"13.01.2016 08:30";"17.6";"";"762.4";"";"84";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.8";"";"";"";"";"";"";
"12.01.2016 17:30";"23.0";"";"758.4";"";"55";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.2";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"12.01.2016 08:30";"19.0";"";"763.0";"";"87";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"11.01.2016 17:30";"22.6";"";"759.9";"";"62";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"11.01.2016 08:30";"17.4";"";"764.6";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"10.01.2016 17:30";"24.6";"";"759.7";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"10.01.2016 08:30";"20.3";"";"763.8";"";"74";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"09.01.2016 17:30";"27.0";"";"757.6";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.4";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"09.01.2016 08:30";"20.2";"";"761.5";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"08.01.2016 17:30";"25.6";"";"760.5";"";"58";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"08.01.2016 08:30";"19.8";"";"763.8";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"07.01.2016 17:30";"24.4";"";"761.3";"";"62";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"07.01.2016 08:30";"20.0";"";"764.5";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"";"";"";"0.2";"17.4";"";"";"";"";"";"";
"06.01.2016 17:30";"24.2";"";"760.6";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"Ground predominantly covered by ice.";"";
"06.01.2016 08:30";"17.6";"";"764.0";"";"98";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"0.2";"17.3";"";"";"";"";"";"";
"05.01.2016 17:30";"23.0";"";"760.6";"";"67";"Wind blowing from the west-northwest";"1";"";"";"50%.";" ";"";"";"";"26.4";"";"";"600-1000";"";"";"4.0";"16.5";"";"";"";"";"";"";
"05.01.2016 08:30";"20.0";"";"763.8";"";"91";"Wind blowing from the south-west";"1";"";"";"50%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.5";"";"";"";"600-1000";"";"";"1.0";"18.4";"";"";"";"";"";"";
"04.01.2016 17:30";"24.4";"";"760.6";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.4";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.01.2016 08:30";"20.0";"";"764.6";"";"94";"Wind blowing from the south-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.5";"";"";"";"";"";"";"0.2";"19.0";"";"";"";"";"";"";
"03.01.2016 17:30";"25.0";"";"759.8";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.8";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"03.01.2016 08:30";"20.0";"";"763.9";"";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"";"";"";"";"";"0.2";"18.4";"";"";"";"";"";"";
"02.01.2016 17:30";"24.2";"";"761.3";"";"66";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.6";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"02.01.2016 08:30";"21.0";"";"765.3";"";"93";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.2";"";"";"";"";"";"";"0.2";"19.8";"";"";"";"";"";"";
"01.01.2016 17:30";"24.2";"";"762.1";"";"77";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.4";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"01.01.2016 08:30";"21.0";"";"765.4";"";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"31.12.2015 17:30";"24.4";"";"761.4";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.5";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"31.12.2015 08:30";"20.0";"";"764.5";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"30.12.2015 17:30";"24.6";"";"759.9";"";"61";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"29.5";"";"";"600-1000";"";"";"4.0";"16.5";"";"";"";"";"";"";
"30.12.2015 08:30";"19.0";"";"764.0";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
