# Weather station Koraput, India, WMO_ID=43097,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43097&lang=en
#
"Local time in Koraput";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.09.2017 17:30";"23.2";"678.5";"";"";"90";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.09.2017 08:30";"22.4";"680.7";"";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.0";"";"";"";"";"";"";
"06.09.2017 17:30";"26.0";"680.2";"";"";"79";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"06.09.2017 08:30";"23.2";"680.7";"";"";"82";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"05.09.2017 17:30";"27.2";"679.6";"";"";"72";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"05.09.2017 08:30";"23.0";"680.4";"785.5";"";"90";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"21.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"04.09.2017 08:30";"23.6";"681.1";"";"";"89";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"03.09.2017 17:30";"28.0";"679.8";"";"";"75";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"03.09.2017 08:30";"23.6";"681.1";"";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"02.09.2017 17:30";"26.6";"680.8";"";"";"77";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"02.09.2017 08:30";"23.0";"680.7";"";"";"95";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.09.2017 17:30";"25.4";"679.9";"";"";"83";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"01.09.2017 08:30";"24.2";"680.8";"";"";"92";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.8";"";"";"";"";"";"";
"31.08.2017 17:30";"28.2";"679.9";"";"";"70";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"31.08.2017 08:30";"24.2";"680.4";"";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"30.08.2017 17:30";"26.6";"679.1";"";"";"76";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"30.08.2017 08:30";"22.6";"679.0";"";"";"91";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"29.08.2017 17:30";"26.2";"678.7";"";"";"81";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"26.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"29.08.2017 08:30";"23.0";"678.5";"";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"28.08.2017 08:30";"23.0";"679.2";"";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"27.08.2017 17:30";"25.4";"679.9";"";"";"83";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"27.08.2017 08:30";"24.0";"679.3";"";"";"92";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.08.2017 17:30";"26.6";"679.9";"";"";"76";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"29.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"25.08.2017 17:30";"25.6";"678.2";"";"";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"";"";"600-1000";"";"";"4.0";"21.8";"";"";"";"";"";"";
"25.08.2017 08:30";"23.4";"679.2";"";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"23.08.2017 17:30";"27.0";"678.1";"";"";"76";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.08.2017 08:30";"23.0";"679.2";"";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"22.08.2017 17:30";"26.6";"678.2";"";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"22.08.2017 08:30";"22.2";"678.1";"";"";"93";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"21.08.2017 17:30";"26.6";"678.2";"761.5";"";"75";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"21.08.2017 08:30";"22.0";"677.8";"";"";"95";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"20.08.2017 17:30";"25.6";"677.2";"";"";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"20.08.2017 08:30";"22.6";"676.7";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"19.08.2017 17:30";"23.4";"676.9";"";"";"85";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"24.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"19.08.2017 08:30";"22.6";"675.1";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"18.08.2017 17:30";"24.0";"677.6";"";"";"84";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"18.08.2017 08:30";"21.6";"676.0";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"17.08.2017 17:30";"23.0";"678.5";"";"";"83";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"24.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.0";"";"";"";"";"";"";
"17.08.2017 08:30";"22.4";"677.8";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"16.08.2017 17:30";"26.0";"678.4";"";"";"85";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"15.08.2017 08:30";"23.8";"681.6";"";"";"92";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"14.08.2017 17:30";"25.8";"679.5";"";"";"80";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"26.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"14.08.2017 08:30";"22.0";"681.6";"";"";"95";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"19.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"13.08.2017 17:30";"23.2";"679.6";"";"";"82";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"13.08.2017 08:30";"22.8";"680.5";"";"";"93";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"19.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"12.08.2017 17:30";"24.2";"678.5";"";"";"87";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"25.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"12.08.2017 08:30";"23.2";"679.9";"";"";"90";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"11.08.2017 17:30";"25.0";"678.5";"";"";"78";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.9";"";"";"";"";"";"";
"11.08.2017 08:30";"23.8";"679.7";"";"";"92";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"10.08.2017 08:30";"22.6";"679.3";"";"";"88";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.5";"";"";"";"";"";"";
"09.08.2017 17:30";"24.2";"677.2";"";"";"79";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.3";"";"";"";"";"";"";
"09.08.2017 08:30";"22.6";"679.3";"";"";"93";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"08.08.2017 17:30";"24.4";"676.9";"";"";"81";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.9";"";"";"";"";"";"";
"08.08.2017 08:30";"22.6";"677.7";"";"";"93";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"07.08.2017 17:30";"25.8";"676.6";"";"";"83";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"26.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"07.08.2017 08:30";"21.8";"677.0";"";"";"96";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"19.6";"";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"06.08.2017 17:30";"22.2";"676.2";"";"";"95";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"23.2";"";"";"600-1000";"";"";"2.0";"21.3";"";"";"";"";"";"";
"06.08.2017 08:30";"21.4";"677.0";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.5";"";"";"";"";"";"";
"05.08.2017 17:30";"22.4";"675.7";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"05.08.2017 08:30";"22.2";"676.1";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"04.08.2017 08:30";"22.6";"677.8";"";"";"93";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"21.4";"";"";"";"";"";"";
"03.08.2017 17:30";"24.0";"677.2";"";"";"92";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.6";"";"";"";"";"";"";
"03.08.2017 08:30";"23.4";"678.9";"";"";"93";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"02.08.2017 17:30";"24.4";"678.9";"";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"02.08.2017 08:30";"24.0";"679.9";"";"";"92";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"21.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.08.2017 17:30";"24.6";"679.9";"";"";"87";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"22.3";"";"";"";"";"";"";
"01.08.2017 08:30";"24.8";"679.9";"";"";"89";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.8";"";"";"";"";"";"";
"31.07.2017 17:30";"27.2";"679.7";"";"";"79";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"31.07.2017 08:30";"23.8";"679.8";"";"";"94";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"30.07.2017 17:30";"24.2";"677.8";"";"";"85";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.6";"";"";"";"";"";"";
"30.07.2017 08:30";"24.6";"677.7";"";"";"82";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"29.07.2017 17:30";"26.4";"677.5";"";"";"80";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"27.0";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"29.07.2017 08:30";"24.0";"677.2";"";"";"85";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"23.07.2017 17:30";"24.8";"677.2";"";"";"86";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"23.07.2017 08:30";"23.6";"677.7";"";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"21.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"22.07.2017 17:30";"25.0";"677.2";"";"";"84";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"26.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"22.07.2017 08:30";"23.0";"678.0";"";"";"91";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"21.6";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"21.07.2017 17:30";"25.6";"676.6";"";"";"80";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"21.07.2017 08:30";"22.8";"676.8";"";"";"93";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.07.2017 17:30";"24.0";"675.9";"";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"24.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"20.07.2017 08:30";"21.8";"675.7";"";"";"93";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"2.0";"20.6";"";"";"";"";"";"";
"19.07.2017 17:30";"23.0";"676.0";"";"";"91";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"24.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"19.07.2017 08:30";"21.6";"675.3";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"18.07.2017 17:30";"22.2";"674.5";"";"";"77";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"22.4";"";"";"600-1000";"";"";"2.0";"17.9";"";"";"";"";"";"";
"18.07.2017 08:30";"21.6";"676.8";"";"";"96";"Wind blowing from the west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"19.8";"";"";"";"600-1000";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.07.2017 17:30";"22.0";"677.0";"";"";"80";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"18.3";"";"";"";"";"";"";
"17.07.2017 08:30";"21.2";"676.8";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"20.3";"";"";"";"";"";"";
"15.07.2017 17:30";"22.8";"676.9";"";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"24.0";"";"";"600-1000";"";"";"2.0";"21.3";"";"";"";"";"";"";
"15.07.2017 08:30";"21.8";"677.4";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"19.6";"";"";"";"600-1000";"";"";"2.0";"20.9";"";"";"";"";"";"";
"14.07.2017 17:30";"23.0";"677.2";"";"";"91";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"24.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"14.07.2017 08:30";"22.0";"677.5";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"13.07.2017 08:30";"23.2";"678.0";"";"";"87";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"12.07.2017 17:30";"25.0";"678.4";"";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"12.07.2017 08:30";"22.0";"678.4";"";"";"93";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"11.07.2017 17:30";"26.0";"678.4";"";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"11.07.2017 08:30";"22.6";"679.0";"";"";"93";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"10.07.2017 17:30";"28.4";"678.6";"";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"10.07.2017 08:30";"24.0";"678.4";"";"";"94";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"09.07.2017 17:30";"27.0";"677.5";"";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"09.07.2017 08:30";"24.2";"678.7";"";"";"95";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"08.07.2017 17:30";"26.0";"676.9";"";"";"86";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"26.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"08.07.2017 08:30";"24.0";"678.3";"";"";"94";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"21.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"07.07.2017 17:30";"25.0";"676.4";"";"";"80";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"26.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"07.07.2017 08:30";"23.0";"678.4";"";"";"93";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"06.07.2017 17:30";"25.2";"676.9";"";"";"87";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"06.07.2017 08:30";"22.8";"678.8";"";"";"93";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.07.2017 17:30";"23.6";"676.5";"";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"26.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.07.2017 08:30";"22.2";"678.4";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"04.07.2017 17:30";"25.0";"676.5";"";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"26.9";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"04.07.2017 08:30";"21.8";"678.9";"";"";"95";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.07.2017 17:30";"22.8";"677.1";"";"";"90";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.07.2017 08:30";"21.6";"679.2";"";"";"96";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"02.07.2017 17:30";"24.0";"676.2";"";"";"85";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"02.07.2017 08:30";"20.6";"677.8";"";"";"95";"";"1";"";"";"100%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"2.0";"19.7";"";"";"";"";"";"";
"01.07.2017 17:30";"23.6";"675.3";"";"";"87";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"23.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.07.2017 08:30";"21.4";"677.2";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"30.06.2017 17:30";"22.8";"675.4";"";"";"95";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"23.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"30.06.2017 08:30";"22.0";"677.9";"";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"2.0";"21.4";"";"";"";"";"";"";
"29.06.2017 17:30";"23.6";"676.6";"";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"23.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
